mag,err,mjd,filter,JD,mag_err_all,norm_t,norm_m
18.902717739103032,0.048978947368421,59309.29751625,c,2459309.79751625,0.048978947368421,14.09985424997285,0.48243085036875044
18.91364205317624,0.0520061714348972,59313.308873,c,2459313.808873,0.0520061714348972,18.11121100001037,0.49335516444195804
17.405455704287657,0.0874373972738879,59299.35429375,o,2459299.85429375,0.0874373972738879,4.1566317500546575,-1.0148311844466242
17.738107382069913,0.0349870742199308,59303.3593715,o,2459303.8593715,0.0349870742199308,8.161709500011057,-0.6821795066643688
17.912259950798717,0.0373955818432435,59305.377413333335,o,2459305.8774133334,0.0373955818432435,10.179751333314925,-0.5080269379355649
18.33028323846581,0.0963639053254438,59307.413612,o,2459307.913612,0.0963639053254438,12.215950000099838,-0.09000365026847135
17.505866461932108,0.0279478434841853,59301.2135648001,ZTF_g,2459301.7135648,0.0279478434841853,6.0159028000198305,-0.9144204268021738
17.823611502141127,0.0254977165688581,59303.195833299775,ZTF_g,2459303.6958333,0.0254977165688581,7.998171299695969,-0.5966753865931551
18.55539304852709,0.0275855917982516,59306.182407400105,ZTF_g,2459306.6824074,0.0275855917982516,10.98474540002644,0.1351061597928087
18.870805832263294,0.0429228137250962,59308.24760420015,ZTF_g,2459308.7476042,0.0429228137250962,13.04994220007211,0.450518943529012
19.2593245208788,0.0735838106541559,59310.22282409994,ZTF_g,2459310.7228241,0.0735838106541559,15.025162099860609,0.8390376321445174
18.93959918070032,0.0465144390563639,59312.20719909994,ZTF_g,2459312.7071991,0.0465144390563639,17.00953709986061,0.5193122919660382
18.833777234477992,0.0394886268736565,59314.21746530011,ZTF_g,2459314.7174653,0.0394886268736565,19.019803300034255,0.41349034574371046
18.640447420745996,0.0273448474802307,59316.21909719985,ZTF_g,2459316.7190972,0.0273448474802307,21.021435199771076,0.2201605320117146
18.54584735027952,0.0307158986604988,59319.17452549981,ZTF_g,2459319.6745255,0.0307158986604988,23.976863499730825,0.1255604615452377
17.368006387903336,0.0294228044418138,59301.28466439992,ZTF_r,2459301.7846644,0.0294228044418138,6.087002399843186,-1.0522805008309462
17.54506411538454,0.0189190480923565,59303.24228010001,ZTF_r,2459303.7422801,0.0189190480923565,8.044618099927902,-0.8752227733497406
18.14776023447569,0.0224789337817932,59306.1938426001,ZTF_r,2459306.6938426,0.0224789337817932,10.996180600021034,-0.27252665425859135
18.36811931625504,0.0266761112060312,59308.19848380005,ZTF_r,2459308.6984838,0.0266761112060312,13.000821799971163,-0.05216757247924164
18.42028688873428,0.0277271719813602,59310.19766200008,ZTF_r,2459310.697662,0.0277271719813602,15.0,0.0
18.322351845099742,0.0280444973976119,59312.172048599925,ZTF_r,2459312.6720486,0.0280444973976119,16.974386599846184,-0.0979350436345392
18.198037520061437,0.0224149695799943,59314.18432869995,ZTF_r,2459314.6843287,0.0224149695799943,18.98666669987142,-0.22224936867284484
17.98962429237312,0.0199212618408171,59316.17783559999,ZTF_r,2459316.6778356,0.0199212618408171,20.980173599906266,-0.430662596361163
