mag,err,mjd,filter,JD,mag_err_all,norm_t,norm_m
19.29122547415241,0.0520682826621136,59222.48762975,c,2459222.98762975,0.0520682826621136,12.085106649901718,-0.3501266900628188
19.81283512218399,0.1026557658897104,59226.51529925,c,2459227.01529925,0.1026557658897104,16.112776149995625,0.17148295796876312
19.34575653853148,0.0912849806373463,59228.54593675,c,2459229.04593675,0.0912849806373463,18.143413649871945,-0.29559562568374886
19.3467810193945,0.0692716836123751,59230.48523625,c,2459230.98523625,0.0692716836123751,20.082713149953634,-0.2945711448207291
20.409425187955584,9999.0,59218.55390975,o,2459219.05390975,9999.0,8.151386650279164,0.7680730237403566
19.095961270091863,0.077619203696411,59220.581511,o,2459221.081511,0.077619203696411,10.178987900260836,-0.5453908941233649
18.701775116787303,0.0326257402932489,59221.39598379983,ZTF_g,2459221.8959838,0.0326257402932489,10.993460699915886,-0.9395770474279246
19.534456246959863,0.0725047661459695,59223.385011599865,ZTF_g,2459223.8850116,0.0725047661459695,12.982488499954343,-0.10689591725536474
20.03006809728583,0.1466324788636162,59225.45089119999,ZTF_g,2459225.9508912,0.1466324788636162,15.048368100076914,0.38871593307060337
19.53319308117422,0.0568414794087165,59227.44971060008,ZTF_g,2459227.9497106,0.0568414794087165,17.047187500167638,-0.1081590830410093
19.52118340761657,0.0880924649071214,59229.44407409988,ZTF_g,2459229.9440741,0.0880924649071214,19.04155099997297,-0.12016875659865889
19.27247393530476,0.0505170061922403,59231.3820369998,ZTF_g,2459231.882037,0.0505170061922403,20.979513899888843,-0.36887822891046795
18.86238756139659,0.0548380865219077,59221.40793980006,ZTF_r,2459221.9079398,0.0548380865219077,11.005416700150818,-0.7789646028186361
19.437737967200533,0.0776290120727198,59223.452048600186,ZTF_r,2459223.9520486,0.0776290120727198,13.049525500275195,-0.2036141970146943
19.641352164215228,0.103165508459856,59225.40252309991,ZTF_r,2459225.9025231,0.103165508459856,15.0,0.0
19.433597536856013,0.0619210695512683,59227.37112270016,ZTF_r,2459227.8711227,0.0619210695512683,16.968599600251764,-0.2077546273592148
18.941132338155924,0.0445227568415675,59231.36883099983,ZTF_r,2459231.868831,0.0445227568415675,20.966307899914682,-0.7002198260593033
