mag,err,mjd,filter,JD,mag_err_all,norm_t,norm_m
19.16712675541706,0.0587075609252045,58967.41546825,c,2458967.91546825,0.0587075609252045,-0.9444380002096295,-0.06039297214228512
19.227519727559343,0.0713367267820238,58983.35990625,c,2458983.85990625,0.0713367267820238,15.0,0.0
19.22940762421028,0.0635196357214067,58987.4250595,c,2458987.9250595,0.0635196357214067,19.065153250005096,0.001887896650934806
20.212887896436467,9999.0,58965.46221699999,o,2458965.962217,9999.0,-2.8976892502978444,0.9853681688771232
18.62665801372597,0.0396567165228327,58969.4132595,o,2458969.9132595,0.0396567165228327,1.0533532500267029,-0.6008617138333747
18.55699154182065,0.0554270026209262,58971.41225550001,o,2458971.9122555,0.0554270026209262,3.052349249832332,-0.6705281857386929
18.7838467648559,0.087592245924572,58973.32734975,o,2458973.82734975,0.087592245924572,4.967443499714136,-0.4436729627034417
18.78727634465436,0.1145986750621683,58975.4351455,o,2458975.9351455,0.1145986750621683,7.075239249970764,-0.44024338290498477
19.10502773240627,0.0946425795464488,58977.44996875,o,2458977.94996875,0.0946425795464488,9.090062499977648,-0.12249199515307296
18.89748934595519,0.0859525993349796,58979.433483,o,2458979.933483,0.0859525993349796,11.073576749768108,-0.33003038160415343
18.964466024075136,0.0432889854611591,58981.404658750005,o,2458981.90465875,0.0432889854611591,13.044752500019968,-0.2630537034842071
19.07966876362917,0.0584910490178445,58985.39747375001,o,2458985.89747375,0.0584910490178445,17.037567500025034,-0.14785096393017483
18.99941781717872,0.0475923287671232,58989.351785,o,2458989.851785,0.0475923287671232,20.99187874980271,-0.228101910380623
18.4018586458346,0.0241375683238489,58968.29714119993,ZTF_g,2458968.7971412,0.0241375683238489,-0.06276505021378398,-0.8256610817247427
18.30976210828912,0.0309286341524958,58971.295578700025,ZTF_g,2458971.7955787,0.0309286341524958,2.9356724498793483,-0.9177576192702226
18.66056616458593,0.0731200099904888,58974.20563660003,ZTF_g,2458974.7056366,0.0731200099904888,5.8457303498871624,-0.5669535629734135
18.885845329740587,0.1457744334303498,58977.33717590012,ZTF_g,2458977.8371759,0.1457744334303498,8.977269649971277,-0.34167439781875686
19.13078465052281,0.0325041613449681,58980.22270830022,ZTF_g,2458980.7227083,0.0325041613449681,11.862802050076425,-0.09673507703653428
19.17482081579276,0.0383030103191722,58985.20502310013,ZTF_g,2458985.7050231,0.0383030103191722,16.8451168499887,-0.05269891176658348
19.27784647362069,0.0415215386346304,58991.301631900016,ZTF_g,2458991.8016319,0.0415215386346304,22.941725649870932,0.050326746061347905
18.76041659007785,0.0296449773871564,58968.37077549985,ZTF_r,2458968.8707755,0.0296449773871564,0.010869249701499939,-0.46710313748149446
18.535569453534716,0.0364704017831461,58971.2176967999,ZTF_r,2458971.7176968,0.0364704017831461,2.857790549751371,-0.6919502740246273
18.596413273190517,0.0604435968810084,58974.25104170013,ZTF_r,2458974.7510417,0.0604435968810084,5.891135449986905,-0.6311064543688261
18.83753215343254,0.0545075385146693,58977.264936350286,ZTF_r,2458977.7649363503,0.0545075385146693,8.90503010014072,-0.3899875741268026
18.88645673570505,0.0366751089968528,58978.28985534981,ZTF_r,2458978.78985535,0.0366751089968528,9.929949099663645,-0.3410629918542938
18.976927670757824,0.0307397856267452,58980.2516319002,ZTF_r,2458980.7516319,0.0307397856267452,11.891725650057197,-0.2505920568015192
18.947646881394835,0.0334938235587126,58991.24733800022,ZTF_r,2458991.747338,0.0334938235587126,22.88743175007403,-0.27987284616450836
