mag,err,mjd,filter,JD,mag_err_all,norm_t,norm_m
19.252905371428536,0.05259446366782,59434.31085675,c,2459434.8108567502,0.05259446366782,5.993988250382245,0.08115839888037257
18.48118661763352,0.0291797429451686,59437.33109525,c,2459437.83109525,0.0291797429451686,9.014226750005037,-0.6905603549146448
18.767303891291448,0.0336278761061946,59438.30758375,c,2459438.80758375,0.0336278761061946,9.990715250372887,-0.4044430812567157
18.64640648603232,0.0535932215774539,59435.34558025,o,2459435.84558025,0.0535932215774539,7.028711750172079,-0.5253404865158444
18.742794386367784,0.0550677768564351,59439.27743275,o,2459439.77743275,0.0550677768564351,10.960564250126481,-0.42895258618037957
19.178324537388537,0.0798968052116802,59441.370055750005,o,2459441.87005575,0.0798968052116802,13.05318725015968,0.00657756484037364
19.24603445252998,0.0731796198505101,59442.2761795,o,2459442.7761795,0.0731796198505101,13.959311000071466,0.07428747998181606
19.171746972548164,0.1058391783413116,59443.3168685,o,2459443.8168685,0.1058391783413116,15.0,0.0
19.067504428821387,0.0827514597621772,59446.27431875,o,2459446.77431875,0.0827514597621772,17.957450250163674,-0.10424254372677666
18.76977505843587,0.0937985514647747,59447.3085575,o,2459447.8085575,0.0937985514647747,18.99168900027871,-0.4019719141122948
18.50796365289605,0.0337318918820132,59452.2786465,o,2459452.7786465,0.0337318918820132,23.96177799999714,-0.663783319652115
19.29259138456104,0.0478122704620904,59434.23674769979,ZTF_g,2459434.7367477,0.0478122704620904,5.919879199936986,0.12084441201287532
18.34189220651553,0.0229394765262614,59435.19321760023,ZTF_g,2459435.6932176,0.0229394765262614,6.876349100377411,-0.8298547660326321
18.286348639172537,0.026259354762645,59436.24828700023,ZTF_g,2459436.748287,0.026259354762645,7.931418500375003,-0.8853983333756261
18.853079839601364,0.042651549349694,59439.1804630002,ZTF_g,2459439.680463,0.042651549349694,10.863594500347972,-0.3186671329467998
19.396801769295887,0.1037513799034319,59443.1828240999,ZTF_g,2459443.6828241,0.1037513799034319,14.865955600049347,0.22505479674772388
19.46990336246092,0.1765275613647418,59444.197754600085,ZTF_g,2459444.6977546,0.1765275613647418,15.880886100232601,0.29815638991275506
18.967529855322624,0.0831384784431721,59449.20829859981,ZTF_g,2459449.7082986,0.0831384784431721,20.891430099960417,-0.20421711722553937
18.95884931931977,0.0617728160772427,59450.19766785018,ZTF_g,2459450.69766785,0.0617728160772427,21.880799350328743,-0.21289765322839216
18.80461729580336,0.0525389705250569,59451.197465300094,ZTF_g,2459451.6974653,0.0525389705250569,22.88059680024162,-0.3671296767448027
18.828573111321543,0.0552251924553107,59452.27954859985,ZTF_g,2459452.7795486,0.0552251924553107,23.96268009999767,-0.34317386122662086
18.79212808028215,0.0314421936930063,59453.18576390017,ZTF_g,2459453.6857639,0.0314421936930063,24.868895400315523,-0.37961889226601286
19.659669634324487,0.0566141040324555,59434.18703699997,ZTF_r,2459434.687037,0.0566141040324555,5.870168500114232,0.4879226617763237
18.50050085447805,0.0251695467436118,59435.23748840019,ZTF_r,2459435.7374884,0.0251695467436118,6.920619900338352,-0.6712461180701119
18.333956545089567,0.0239026264412666,59436.20525459992,ZTF_r,2459436.7052546,0.0239026264412666,7.888386100064963,-0.8377904274585966
18.74141211512975,0.0476962509684401,59439.20760420011,ZTF_r,2459439.7076042,0.0476962509684401,10.890735700260848,-0.43033485741841204
19.177254021171635,0.0619462072043718,59441.18575230008,ZTF_r,2459441.6857523,0.0619462072043718,12.868883800227195,0.005507048623471178
18.998319123911784,0.0827612816410362,59443.238263899926,ZTF_r,2459443.7382639,0.0827612816410362,14.92139540007338,-0.17342784863637917
18.87419542774271,0.0486017085034525,59447.197146949824,ZTF_r,2459447.69714695,0.0486017085034525,18.88027844997123,-0.2975515448054544
18.69933219729305,0.0666173713543441,59448.22562499996,ZTF_r,2459448.725625,0.0666173713543441,19.90875650011003,-0.472414775255114
18.68488649990192,0.0477851567225446,59449.16267360002,ZTF_r,2459449.6626736,0.0477851567225446,20.845805100165308,-0.4868604726462422
18.565731993710155,0.0355652354880655,59450.163003449794,ZTF_r,2459450.66300345,0.0355652354880655,21.846134949941188,-0.606014978838008
18.423749111118163,0.035681013661945,59452.20630790014,ZTF_r,2459452.7063079,0.035681013661945,23.889439400285482,-0.7479978614300009
18.43736230326221,0.0375297268449761,59453.25571760023,ZTF_r,2459453.7557176,0.0375297268449761,24.93884910037741,-0.734384669285955
