mag,err,mjd,filter
18.263842969393707,0.029365843164403743,58308.43131775,c
18.811556946831757,0.04863266466922094,58312.42077275,c
14.585636384353846,9999.0,58300.40863333334,o
19.81707013778099,9999.0,58302.4250195,o
19.79031158099205,9999.0,58304.422901,o
18.48277590415922,0.05526216561577236,58310.40690450001,o
18.888882743558543,0.08514765394843138,58318.3913165,o
18.964460770931737,0.08303489727233737,58320.40031525,o
18.780120365922894,0.09968360728596254,58322.386892,o
18.7558556356403,0.07972993002143017,58324.39036125,o
18.449553070317094,0.04848503536762144,58328.2799105,o
18.450647806686337,0.0694028419492449,58330.3799115,o
18.293507845543033,0.23890544712462344,58334.36887875,o
18.532194130797592,0.05614542543903554,58338.35202566666,o
18.809279688702272,0.06606100273728976,58342.33956175,o
19.11878059666919,0.07968440366972478,58348.325922,o
17.680648144726707,9999.0,58352.31951925,o
19.637676028663247,0.1309954892324652,58360.292453,o
19.415606946495643,0.1464530466086827,58362.287831999995,o
18.271535034377816,0.011404247670469356,58307.26034723362,ZTF_g
18.118552246832614,0.009875831177595995,58308.25646122452,ZTF_g
18.480527249346956,0.01860477752648244,58311.28653935017,ZTF_g
18.693119289937805,0.020527902727360065,58312.30395255005,ZTF_g
18.91728946426315,0.020194563276199996,58313.30527776666,ZTF_g
19.06759712263551,0.02031235402497825,58314.307708324865,ZTF_g
19.13684496702157,0.04982698124543463,58315.38157409988,ZTF_g
19.357573065996803,0.05949353900710335,58316.36285880022,ZTF_g
19.24099508407032,0.07225860818974694,58317.368217600044,ZTF_g
19.272905058135297,0.0503747737736585,58318.394189800136,ZTF_g
19.399532972342527,0.05321721365887131,58319.18955633324,ZTF_g
19.274700232357713,0.03998033601347718,58320.26226466708,ZTF_g
19.12905757884301,0.036968728919634944,58321.29179975018,ZTF_g
19.113417039584252,0.030596627511677552,58322.20061055012,ZTF_g
19.02869595702858,0.040864835073238966,58323.3430863996,ZTF_g
18.94060602635844,0.043059472483950374,58324.28123456659,ZTF_g
