mag,err,mjd,filter
20.959771852360795,9999.0,59430.312123250005,c
20.759626224863037,9999.0,59433.36176225,c
19.252905371428536,0.05259446366782007,59434.310856749995,c
18.48118661763352,0.029179742945168695,59437.33109525,c
18.767303891291448,0.03362787610619469,59438.30758375,c
18.614079547568018,0.04935662044746745,59456.256973250005,c
19.135054739049828,0.06333961846171378,59464.253251999995,c
19.483738840734663,0.1274607065812408,59467.2345715,c
20.022049446084733,9999.0,59431.37393,o
19.705262599767856,9999.0,59432.315159499994,o
18.64640648603232,0.0535932215774539,59435.34558025,o
18.742794386367784,0.05506777685643513,59439.27743275,o
19.178324537388537,0.07989680521168023,59441.370055750005,o
19.24603445252998,0.07317961985051012,59442.2761795,o
19.171746972548164,0.10583917834131162,59443.3168685,o
19.067504428821387,0.08275145976217722,59446.27431875,o
18.76977505843587,0.09379855146477474,59447.3085575,o
18.50796365289605,0.03373189188201325,59452.278646499995,o
18.501929787341897,0.0355934411176043,59454.27024325001,o
18.461476305151592,0.04306768464878126,59458.26928975,o
18.640302821471074,0.03584018655518221,59462.24333275,o
18.905471582172524,0.048645634383294334,59465.2931745,o
19.525552135620877,0.2465846453882684,59471.231370249996,o
19.564103343696868,0.1935948312091765,59476.2285635,o
19.29259138456104,0.04781227046209046,59434.23674769979,ZTF_g
18.34189220651553,0.022939476526261424,59435.19321760023,ZTF_g
18.286348639172537,0.026259354762645022,59436.24828700023,ZTF_g
18.853079839601364,0.04265154934969402,59439.1804630002,ZTF_g
19.396801769295887,0.10375137990343192,59443.1828240999,ZTF_g
19.46990336246092,0.1765275613647418,59444.197754600085,ZTF_g
18.967529855322624,0.08313847844317214,59449.20829859981,ZTF_g
18.958849319319775,0.06177281607724277,59450.19766785018,ZTF_g
18.80461729580336,0.05253897052505694,59451.197465300094,ZTF_g
18.828573111321546,0.05522519245531076,59452.27954859985,ZTF_g
18.79212808028215,0.03144219369300634,59453.18576390017,ZTF_g
18.737990035994983,0.02190267662063558,59454.18004050013,ZTF_g
18.74673338814903,0.03025557345259676,59455.20829859981,ZTF_g
18.77761882817135,0.025857538357262934,59457.224062500056,ZTF_g
18.964325525301934,0.03631809827255493,59458.185856500175,ZTF_g
19.033597727818634,0.03853785078302152,59460.2621180499,ZTF_g
19.12807295945234,0.05609044445688382,59461.19537039986,ZTF_g
19.297341389144496,0.05766016039360593,59462.26346644992,ZTF_g
19.268545804625237,0.053635919906378206,59463.19407409988,ZTF_g
19.489983945002383,0.03747219371483676,59464.165549749974,ZTF_g
19.81739837384212,0.10004145863609096,59466.22024310008,ZTF_g
19.9702621503934,0.09519104153031926,59468.15298609994,ZTF_g
19.924289470174166,0.1160545863267347,59470.19799769996,ZTF_g
20.738727267105688,0.27293203836999513,59473.18498839997,ZTF_g
20.217294137181142,0.3019957923551518,59476.1618170999,ZTF_g
19.659669634324487,0.0566141040324555,59434.18703699997,ZTF_r
18.50050085447805,0.02516954674361184,59435.23748840019,ZTF_r
18.333956545089567,0.02390262644126663,59436.20525459992,ZTF_r
18.74141211512975,0.047696250968440185,59439.20760420011,ZTF_r
19.177254021171635,0.06194620720437186,59441.18575230008,ZTF_r
18.998319123911784,0.08276128164103629,59443.238263899926,ZTF_r
18.87419542774271,0.04860170850345258,59447.197146949824,ZTF_r
18.69933219729305,0.06661737135434416,59448.22562499996,ZTF_r
18.684886499901918,0.04778515672254468,59449.16267360002,ZTF_r
18.565731993710155,0.03556523548806557,59450.163003449794,ZTF_r
18.423749111118163,0.035681013661945024,59452.20630790014,ZTF_r
18.43736230326221,0.037529726844976116,59453.25571760023,ZTF_r
18.37466923756019,0.027089685279346232,59454.282494249754,ZTF_r
18.324001923492517,0.023948791886536775,59455.18656249996,ZTF_r
18.365509259308897,0.025528514244451093,59458.19563659979,ZTF_r
18.339647716006944,0.02380198319108614,59459.19214119995,ZTF_r
18.401143652091854,0.0208509976249646,59460.20168984961,ZTF_r
18.54953019987282,0.02282441420397866,59462.224797450006,ZTF_r
18.52963704859959,0.030190763577352144,59463.153182900045,ZTF_r
18.716420000243097,0.027317359277540955,59464.21821185015,ZTF_r
18.766174687062858,0.03278479840162741,59466.153750000056,ZTF_r
18.974640303462543,0.06070288461873422,59468.23810190009,ZTF_r
19.04047435635885,0.04492960172070969,59470.14315970009,ZTF_r
19.28337625532312,0.0631424037134027,59473.14295140002,ZTF_r
19.52514638360264,0.12076736310740581,59474.22313660011,ZTF_r
19.78714466952476,0.21104309935656065,59478.19534720015,ZTF_r
