mag,err,mjd,filter
20.52693974703636,9999.0,59796.611327800005,c
20.754709565617716,9999.0,59797.0877105,c
18.34757568315844,0.02844404021601305,59811.25365225,c
17.770533911189272,0.03452756183745583,59815.238376,c
17.37630455986311,0.015362464799373216,59819.17921320001,c
17.36336697458885,0.017062086854894784,59820.547693249995,c
17.374563744772505,0.013666740884428232,59823.174598,c
17.356581350921907,0.016602449567988852,59824.5210945,c
18.589091561657032,0.05368627556258574,59842.47312149999,c
16.946399693321325,9999.0,59846.545742333336,c
18.970071809000608,0.06948480000000001,59850.48309775,c
18.828027333574333,0.06465589586316618,59854.43829025,c
19.217139227264934,0.07607589655385964,59871.1678215,c
19.17168286650297,0.0747540319221186,59872.38313575,c
20.479171767305036,9999.0,59794.591016125,o
19.386587902921683,9999.0,59799.270612,o
17.963774175622166,0.03362382753826654,59800.705324375,o
17.68247683687916,0.06843694698516739,59801.285452,o
18.271520225234735,0.16028444174329096,59802.38925760001,o
18.58873510116534,0.06501550659648869,59808.474960499996,o
18.31274941609091,0.046211071017187,59810.52771350001,o
17.988311446266007,0.03552447585185584,59812.49691375,o
17.825086523992844,0.02590503363765091,59813.05429975,o
17.69103064246764,0.03049675829286146,59814.54775875,o
17.256178546579523,0.01785619652124174,59818.473228,o
17.07127005327532,0.015060020384633463,59822.469165250004,o
16.697966019298022,9999.0,59823.164975,o
17.03041074586706,0.012555952293443747,59824.971697,o
17.053646443761362,0.014346027675542694,59826.454393249995,o
17.046852280381525,0.017641831613311842,59827.195275,o
17.14567932631175,0.02392094511905392,59828.92296775,o
17.208364949316415,0.03789486956972694,59830.39644425,o
17.574001440270713,0.032507922770734624,59836.64251419999,o
17.52329258258606,0.04277782030311204,59837.00906800001,o
17.612158989056624,0.022233922293836295,59838.40654475,o
17.907614405887912,0.327871676933205,59839.259735666674,o
17.61870814525126,0.026993412903119424,59840.464470750005,o
17.784045469443896,0.03296053662973458,59843.2434985,o
17.898802616736326,0.02793871356967915,59844.405414500005,o
17.99551229229163,0.03179250239449258,59848.395183750006,o
17.94436273452269,0.032037981691652596,59851.148127,o
18.21543029297032,0.03568604959723972,59855.215190999996,o
18.14890018428862,0.043584899208440844,59856.859887750004,o
18.316375803490356,0.05929139641744453,59858.425796749994,o
18.180495675174434,0.22945206185567013,59863.2198,o
18.455030834389714,0.10859504955575623,59864.4073415,o
18.41749557487067,0.06261082141520315,59866.4207885,o
18.466616693497006,0.04882991576357649,59868.39419675,o
18.56058616841157,0.0466458738836047,59870.3845455,o
18.629294628725045,0.059244650388421166,59872.8785385,o
18.653742738733158,0.04857561400536436,59874.45018,o
17.387446850733056,0.01749488740263588,59801.42236110009,ZTF_g
19.250339920603075,0.09988175412270502,59807.39812499983,ZTF_g
18.53760721715056,0.03591384793176969,59810.384189799894,ZTF_g
18.179721091397923,0.020443903860230705,59812.42693290021,ZTF_g
17.911222410470412,0.017010321436327473,59814.420844899956,ZTF_g
17.647519324913638,0.013910575595886956,59816.436469899956,ZTF_g
17.48560105160405,0.01239153527993306,59818.370463000145,ZTF_g
17.3790858587409,0.011760420999492949,59821.366493099835,ZTF_g
17.450199606185556,0.012516823005018145,59824.39964119997,ZTF_g
18.022096530231106,0.0256314686105612,59829.39616899984,ZTF_g
18.85581886230779,0.02763261409539981,59839.3363541998,ZTF_g
18.983511310759248,0.028214660557795052,59841.352164349984,ZTF_g
19.057914311253526,0.04256479395204046,59843.338078700006,ZTF_g
19.141764801484495,0.04282996030924991,59847.29428240005,ZTF_g
19.208988912851744,0.047101156601678774,59849.283391200006,ZTF_g
19.20895646437984,0.048854334528964274,59851.27348379977,ZTF_g
19.254355609123287,0.05096262780688072,59854.36008099979,ZTF_g
19.393114296760984,0.07642742500926945,59856.28333330015,ZTF_g
19.226734280850103,0.09311950297291588,59858.38894680003,ZTF_g
19.264954579047597,0.15397640344205643,59864.383287000004,ZTF_g
19.391768813071664,0.08723897925520964,59866.2661342998,ZTF_g
19.426588138189317,0.0644292086753044,59871.23127309978,ZTF_g
19.497902286458466,0.05857382795541602,59873.21153939981,ZTF_g
18.136543503011094,0.02702733239668261,59810.42096060002,ZTF_r
17.083133975033398,0.01435669396090578,59826.29641199997,ZTF_r
18.289260486078213,0.039607652796325984,59858.27940970007,ZTF_r
18.237090382240595,0.060690234939399894,59862.295011600014,ZTF_r
18.53480871585648,0.03599762331773189,59871.290960600134,ZTF_r
