param,mean,sem
m1,-2.073352614153641,0.3949699766468806
m2,0.25930948743913096,0.03382578913069737
m3,-0.08209503169345314,0.016331500776095464
b2,-3.4052422938095623,0.4682445931237102
a1,7.2294315303187915,1.259926177986337
a2,14.00954014460764,0.41120495915671956
log_f,-2.283538441381294,0.34911997209825657
