field,ccdid,qid,filter,pid,infobitssci,sciinpseeing,scibckgnd,scisigpix,zpmaginpsci,zpmaginpsciunc,zpmaginpscirms,clrcoeff,clrcoeffunc,ncalmatches,exptime,adpctdif1,adpctdif2,diffmaglim,zpdiff,programid,jd,rfid,forcediffimflux,forcediffimfluxunc,forcediffimsnr,forcediffimchisq,forcediffimfluxap,forcediffimfluxuncap,forcediffimsnrap,aperturecorr,dnearestrefsrc,nearestrefmag,nearestrefmagunc,nearestrefchi,nearestrefsharp,refjdstart,refjdend,procstatus,mag,mag_err_lower,mag_err_upper
550,14,3,ZTF_g,1006177215515,0,2.2487,82.112,5.69646,26.1364,1.16234e-05,0.030797,-0.0256859,1.68338e-05,639,30.0,0.058071,0.054811,20.4234,26.1364,1,2458760.6772106,550120155,1.71625419593644,31.4552263442544,0.0606936978773261,0.994881885320234,41.4215921384378,53.1382585410734,0.784756032462845,1.11820939610024,0.684644289027006,22.5719999790192,0.24099999666214,0.935000002384186,-0.188999995589256,2458277.961921,2458340.977176,0,25.549945969952695,,22.334487860537617
550,14,3,ZTF_r,1007147475515,0,1.736,125.118,7.42157,26.0634,5.3086e-06,0.0209594,0.102332,7.31178e-06,662,30.0,0.059571,0.053648,20.2139,26.0634,1,2458761.6474769,550120255,924.551864934952,36.1445767675446,28.4539743896766,1.31593273865064,926.880951187908,63.3607513424849,14.7271540812125,1.05190909387892,3.59187277804243,23.1130000591278,0.340000003576279,0.700999975204468,-0.479000002145767,2458277.927026,2458437.773692,0,18.648571802599893,18.691869718290942,18.60693454466729
550,14,3,ZTF_g,1007176215515,0,2.5237,81.1538,6.3597,26.1286,1.37189e-05,0.0325405,-0.0210206,2.0926e-05,616,30.0,0.063951,0.055247,20.1795,26.1286,1,2458761.6762153,550120155,1240.1603160937,43.9629957063639,31.3794518648582,1.15392766093849,1267.61863843383,63.912490824064,19.9672412456738,1.13543931153407,0.684644289027006,22.5719999790192,0.24099999666214,0.935000002384186,-0.188999995589256,2458277.961921,2458340.977176,0,18.394905424403944,18.434092936974753,18.35708317457968
550,14,3,ZTF_i,1007298775515,0,1.7252,148.558,5.77513,25.4619,2.1726e-06,0.0205652,0.180929,9.82976e-06,664,30.0,0.064095,0.052158,19.8236,25.4619,2,2458761.7987731,550120355,449.772282851727,27.2099029705599,18.3874073141224,1.12397668122409,375.586129443866,48.7645154685148,7.75391122011901,1.05149004066525,2.81394629049144,21.2289997673035,0.138999998569489,1.13499999046326,0.252000004053116,2458302.961412,2458387.901586,0,18.829418278517323,18.897172925434063,18.765644601370106
1596,6,3,ZTF_r,1007364502315,0,1.9853,195.246,6.72119,26.2104,6.1553e-06,0.0231622,0.108262,8.73277e-06,633,30.0,0.062305,0.048784,20.3358,26.2104,2,2458761.8645023,1596120223,1224.77185620481,36.3420654429902,37.488701089728,1.2725192658932,1232.46003370964,58.6036464539549,21.172073719355,1.05684942351336,3.85630796087979,21.461999797821,0.136999994516373,2.35199999809265,0.407000005245209,2458334.930174,2458439.823206,0,18.490262004409736,18.522966175322,18.458514200085382
1596,6,3,ZTF_r,1007364952315,0,1.8422,195.96,6.75011,26.2012,7.4902e-06,0.0255971,0.111612,1.06092e-05,635,30.0,0.059441,0.046047,20.3647,26.2012,3,2458761.8649537,1596120223,1260.48670322228,34.5139119325631,40.6255153480873,1.64692268775728,1271.64233336804,56.2100948431471,22.7753915238799,1.05260460961469,3.85630796087979,21.461999797821,0.136999994516373,2.35199999809265,0.407000005245209,2458334.930174,2458439.823206,0,18.44985432825652,18.479997920636713,18.42052506320723
550,14,3,ZTF_r,1008147185515,0,1.9321,125.266,7.56988,26.0756,6.2817e-06,0.0228616,0.102316,8.68994e-06,663,30.0,0.064025,0.055667,20.1128,26.0756,1,2458762.6471875,550120255,1382.78369126965,39.0701918004841,39.369827020635,1.36046532193618,1349.32283378041,65.21742141599,20.8289529270784,1.04834624348715,3.59187277804243,23.1130000591278,0.340000003576279,0.700999975204468,-0.479000002145767,2458277.927026,2458437.773692,0,18.2237143780623,18.25483329930555,18.193462579052312
550,14,3,ZTF_g,1008175975515,0,2.5796,82.2853,6.8166,26.1488,1.46302e-05,0.0337514,-0.0241836,2.1709e-05,610,30.0,0.05819,0.059534,20.1667,26.1488,1,2458762.6759722,550120155,1705.69576582683,44.6505021130486,42.4942359898111,1.37127324651242,1704.1113953963,64.5730712551912,26.56817540721,1.12832616455997,0.684644289027006,22.5719999790192,0.24099999666214,0.935000002384186,-0.188999995589256,2458277.961921,2458340.977176,0,18.069046071557324,18.097846332006245,18.040990067741923
550,14,3,ZTF_r,1009148465515,0,2.7652,125.061,8.19189,26.0589,1.33641e-05,0.0330861,0.110294,1.85108e-05,656,30.0,0.079274,0.074558,19.6775,26.0589,1,2458763.6484606,550120255,1236.78019438601,60.7425234883009,22.6492847959691,0.97603612412367,1314.58444915196,85.3808232079738,15.5004156826623,1.16878245806562,3.59187277804243,23.1130000591278,0.340000003576279,0.700999975204468,-0.479000002145767,2458277.927026,2458437.773692,0,18.328168695243182,18.382846916736067,18.27611257375448
550,14,3,ZTF_g,1009177305515,0,1.9364,81.7545,7.53739,26.1696,1.15216e-05,0.0305158,-0.0767448,1.67763e-05,636,30.0,0.056276,0.048236,20.1614,26.1696,1,2458763.6773032,550120155,1560.2062169118,41.0613132791851,42.2672477742095,1.4601558649457,1526.18862222251,67.8960636532479,22.6297005707016,1.06061857553884,0.684644289027006,22.5719999790192,0.24099999666214,0.935000002384186,-0.188999995589256,2458277.961921,2458340.977176,0,18.18664498977413,18.215601997458524,18.158440256742594
1596,6,3,ZTF_r,1009301362315,0,1.5511,196.266,7.00925,26.2189,5.7541e-06,0.0223345,0.103298,8.05126e-06,634,30.0,0.060313,0.054209,20.4813,26.2189,2,2458763.8013657,1596120223,1607.80332430898,35.7223962215609,50.0664893855966,1.99414672120948,1479.87445183554,60.4314204200526,24.6534250073448,1.03399851716425,3.85630796087979,21.461999797821,0.136999994516373,2.35199999809265,0.407000005245209,2458334.930174,2458439.823206,0,18.203317694303742,18.22771275242547,18.17945873747874
1596,6,3,ZTF_r,1009301812315,0,1.615,197.031,7.01249,26.2267,6.6429e-06,0.0240721,0.101427,9.30906e-06,635,30.0,0.058572,0.054768,20.4466,26.2267,3,2458763.8018171,1596120223,1645.57112808043,34.8619559683796,52.5073028053681,2.02671157254823,1580.8910462927,59.2820150274375,26.8469018421404,1.03019050436736,3.85630796087979,21.461999797821,0.136999994516373,2.35199999809265,0.407000005245209,2458334.930174,2458439.823206,0,18.18590835260478,18.20915717059841,18.163146941855594
1596,6,3,ZTF_g,1010285272315,0,1.7956,104.525,8.33822,26.1967,1.24627e-05,0.0324262,-0.0505192,1.87258e-05,608,30.0,0.055079,0.050478,20.1702,26.1967,2,2458764.7852778,1596120123,1278.12331632775,38.0244597512183,37.3907783969801,1.35760110019142,1236.14329798378,65.1672024713517,19.0965508265324,1.0470429132023,1.96120987156998,21.9259998321533,0.151999995112419,1.11500000953674,-0.0040000001899898,2458314.987789,2458424.702292,0,18.430268106021117,18.463059232347618,18.398438364319272
1596,6,3,ZTF_g,1010285722315,0,1.755,104.48,8.33254,26.1906,1.11454e-05,0.0309302,-0.0575723,1.63617e-05,616,30.0,0.053597,0.048597,20.1923,26.1906,3,2458764.7857292,1596120123,1269.18213531898,37.9536536560101,37.1984771947525,1.45501763603701,1198.21999086246,65.6727908211705,18.3681865253019,1.04597119345471,1.96120987156998,21.9259998321533,0.151999995112419,1.11500000953674,-0.0040000001899898,2458314.987789,2458424.702292,0,18.431790123864833,18.464753366619984,18.399798235831874
550,14,3,ZTF_g,1010380495515,0,1.674,83.3189,4.56502,26.1621,7.8034e-06,0.0255566,-0.050099,1.08822e-05,659,30.0,0.054301,0.057429,20.8068,26.1621,1,2458764.8804977,550120155,1316.64796691092,27.8352687317052,52.617360152641,1.80996735046071,1240.8469175931,40.0456346734109,31.1945135384391,1.06549250344527,0.684644289027006,22.5719999790192,0.24099999666214,0.935000002384186,-0.188999995589256,2458277.961921,2458340.977176,0,18.363425817843897,18.3866254840753,18.34071152155873
550,14,3,ZTF_r,1010414065515,0,1.6202,125.889,6.34265,26.0731,6.2012e-06,0.0226545,0.0975355,8.54152e-06,660,30.0,0.055638,0.060913,20.4188,26.0731,1,2458764.9140625,550120255,1267.43073947629,31.2589268749884,45.1029525294632,1.79374516630306,1241.10354057851,50.3728357203523,24.8042903772095,1.0422663073547,3.59187277804243,23.1130000591278,0.340000003576279,0.700999975204468,-0.479000002145767,2458277.927026,2458437.773692,0,18.31578940993748,18.34290290871876,18.2893365378157
1596,6,3,ZTF_r,1011200352315,0,1.7461,194.446,9.97181,26.2041,5.8647e-06,0.0226932,0.111549,8.2594e-06,636,30.0,0.05558,0.046332,19.9766,26.2041,2,2458765.7003588,1596120223,1303.5337112561,45.8401078867289,31.6323485309773,1.33395320561841,1241.98270112393,85.4231282460146,14.637107675013,1.03050733785929,3.85630796087979,21.461999797821,0.136999994516373,2.35199999809265,0.407000005245209,2458334.930174,2458439.823206,0,18.416294332176633,18.455162869749355,18.37876930094778
1596,6,3,ZTF_r,1011200812315,0,1.696,194.693,9.99564,26.2104,9.4695e-06,0.0287813,0.104288,1.32918e-05,636,30.0,0.054553,0.048497,20.0067,26.2104,3,2458765.7008102,1596120223,1311.24920977477,42.1387787749357,34.6145026081572,1.51769704095478,1245.61770889239,78.9673910152616,15.8800613735096,1.02856828808145,3.85630796087979,21.461999797821,0.136999994516373,2.35199999809265,0.407000005245209,2458334.930174,2458439.823206,0,18.41618690131543,18.451651465868025,18.381844205603244
550,14,3,ZTF_i,1011320345515,0,1.3671,147.984,7.4339,25.4454,2.9024e-06,0.0236997,0.184472,1.31458e-05,664,30.0,0.066371,0.083947,19.7251,25.4454,2,2458765.8203472,550120355,678.592929010292,28.7031850501369,26.2986854183903,1.35937083723858,591.136761590662,53.508197417951,11.1219986919485,1.03785538694323,2.81394629049144,21.2289997673035,0.138999998569489,1.13499999046326,0.252000004053116,2458302.961412,2458387.901586,0,18.36637667512178,18.413300791667012,18.321396819896204
1596,6,3,ZTF_g,1012365692315,0,2.0357,105.515,12.2876,26.2174,1.87678e-05,0.0369335,-0.065525,3.24021e-05,527,30.0,0.053689,0.047799,19.6303,26.2174,2,2458766.8656944,1596120123,1065.19807939639,55.3606646173878,21.4034548323727,1.13808088630522,929.448490037236,98.5808767521981,9.49178390293132,1.04451218996458,1.96120987156998,21.9259998321533,0.151999995112419,1.11500000953674,-0.0040000001899898,2458314.987789,2458424.702292,0,18.64882406321582,18.706771356504177,18.593813427848424
1596,6,3,ZTF_g,1012366142315,0,2.0229,104.657,12.2431,26.1913,1.85611e-05,0.0372717,-0.0389135,3.1338e-05,528,30.0,0.053877,0.047144,19.6346,26.1913,3,2458766.8661458,1596120123,985.364580135173,54.6118355521006,20.0708134508585,1.24733848141124,819.706765296286,96.0980188182787,8.58735224378366,1.05326322163767,1.96120987156998,21.9259998321533,0.151999995112419,1.11500000953674,-0.0040000001899898,2458314.987789,2458424.702292,0,18.70730763226946,18.769214186174338,18.6487412735151
550,14,3,ZTF_r,1013205705515,0,3.5409,127.881,14.1589,26.1035,2.47316e-05,0.0409968,0.100019,3.51377e-05,556,30.0,0.078014,0.067517,18.9271,26.1035,1,2458767.705706,550120255,1000.33153279368,102.97933752397,10.8055945161959,0.935764158839768,1196.8308711968,136.691666413164,8.8146675477052,1.12926294238102,3.59187277804243,23.1130000591278,0.340000003576279,0.700999975204468,-0.479000002145767,2458277.927026,2458437.773692,0,18.603140102498454,18.721092675996594,18.4967552573366
1596,6,3,ZTF_g,1013322362315,0,3.9735,106.541,15.4623,26.2227,6.22281e-05,0.0435151,-0.0506906,0.000140295,268,30.0,0.081679,0.071722,18.8431,26.2227,2,2458767.8223611,1596120123,805.305466677247,125.058383520583,7.1631267760077,0.920170940609918,924.113426859803,156.634798503992,5.93953191017625,1.18657180523956,1.96120987156998,21.9259998321533,0.151999995112419,1.11500000953674,-0.0040000001899898,2458314.987789,2458424.702292,0,18.957798381910976,19.141033279407743,18.801067931760418
1596,6,3,ZTF_g,1013322812315,0,4.5861,106.044,15.5197,26.2266,6.02361e-05,0.0367782,-0.0697335,0.000144742,218,30.0,0.085008,0.071692,18.7077,26.2266,3,2458767.8228125,1596120123,891.036664713501,131.987178638705,7.50963156884658,1.02504991576899,970.158515175561,157.084778941177,6.21761443200676,1.26428778197383,1.96120987156998,21.9259998321533,0.151999995112419,1.11500000953674,-0.0040000001899898,2458314.987789,2458424.702292,0,18.851861062704838,19.02592477360573,18.70188561045171
1596,6,3,ZTF_g,1014308442315,0,2.1923,107.715,19.4935,26.237,3.15008e-05,0.0419642,-0.0828013,6.15712e-05,420,30.0,0.058438,0.051188,19.099,26.237,2,2458768.8084491,1596120123,995.563407913086,85.9691877242463,12.8819290666174,1.07678743778154,805.095204289063,153.130868499554,5.29297309388269,1.04864416885643,1.96120987156998,21.9259998321533,0.151999995112419,1.11500000953674,-0.0040000001899898,2458314.987789,2458424.702292,0,18.741827685827243,18.839880769844527,18.651900967741824
1596,6,3,ZTF_g,1014308902315,0,2.3756,106.573,19.5493,26.2604,3.3311e-05,0.0420442,-0.0848736,6.52636e-05,406,30.0,0.060584,0.050753,19.0605,26.2604,3,2458768.8089005,1596120123,1016.82686200566,93.4750061799145,12.1005833987026,1.021389739127,1157.68900617363,162.871499031,7.15586284384788,1.04932450161636,1.96120987156998,21.9259998321533,0.151999995112419,1.11500000953674,-0.0040000001899898,2458314.987789,2458424.702292,0,18.74228247333925,18.8469819339876,18.646797323609952
550,14,3,ZTF_i,1015298625515,0,1.6022,144.14,18.2382,25.459,6.5235e-06,0.0344638,0.186916,2.84273e-05,624,30.0,0.063904,0.062004,18.6294,25.459,2,2458769.7986227,550120355,625.276489467064,74.7266389698755,9.30789448340236,1.0716884454196,718.639021628326,144.722366499962,4.9990828251555,1.0501177227105,2.81394629049144,21.2289997673035,0.138999998569489,1.13499999046326,0.252000004053116,2458302.961412,2458387.901586,0,18.46881975144992,18.60700837739969,18.3462500476077
