field,ccdid,qid,filter,pid,infobitssci,sciinpseeing,scibckgnd,scisigpix,zpmaginpsci,zpmaginpsciunc,zpmaginpscirms,clrcoeff,clrcoeffunc,ncalmatches,exptime,adpctdif1,adpctdif2,diffmaglim,zpdiff,programid,jd,rfid,forcediffimflux,forcediffimfluxunc,forcediffimsnr,forcediffimchisq,forcediffimfluxap,forcediffimfluxuncap,forcediffimsnrap,aperturecorr,dnearestrefsrc,nearestrefmag,nearestrefmagunc,nearestrefchi,nearestrefsharp,refjdstart,refjdend,procstatus,mag,mag_err_lower,mag_err_upper
550,14,3,ZTF_r,1000147085515,0,1.8024,120.456,5.35612,26.0352,4.9654e-06,0.0202599,0.0973123,6.87282e-06,658,30.0,0.05932,0.049875,20.4938,26.0352,1,2458754.6470833,550120255,8.12794082589777,22.1048589825332,0.409022864200906,0.876835834022512,31.303037924284,42.8692101838908,0.735116545197363,1.04366069346844,3.59187277804243,23.1130000591278,0.340000003576279,0.700999975204468,-0.479000002145767,2458277.927026,2458437.773692,0,23.76024866714092,,22.334004079206707
550,14,3,ZTF_g,1000175595515,0,4.3812,78.839,3.9372,26.1087,2.40318e-05,0.0411118,-0.0263213,3.98207e-05,554,30.0,0.082917,0.067418,20.2025,26.1087,1,2458754.6755903,550120155,13.4416499169032,37.9382262540974,0.394121710551185,0.859130072331467,9.48845125419382,47.8951487831291,0.199443091043759,1.24669139690296,0.684644289027006,22.5719999790192,0.24099999666214,0.935000002384186,-0.188999995589256,2458277.961921,2458340.977176,0,23.287568549591676,,21.831717366869196
550,14,3,ZTF_i,1003342605515,0,2.5512,146.282,5.55539,25.452,3.2789e-06,0.0252588,0.191856,1.48913e-05,665,30.0,0.06539,0.055761,19.7379,25.452,2,2458757.8426042,550120355,-55.1173132117791,26.4029691385507,-2.32214894291701,1.02100694426591,-55.9878278508476,47.080065535786,-1.19721390467976,1.06499791445273,2.81394629049144,21.2289997673035,0.138999998569489,1.13499999046326,0.252000004053116,2458302.961412,2458387.901586,0,,,
1596,6,3,ZTF_i,1003368032315,0,2.0399,179.131,6.12473,25.6634,2.0987e-06,0.0201288,0.188504,9.49996e-06,637,30.0,0.065895,0.048686,19.8742,25.6634,2,2458757.8680324,1596120323,-16.1434361682391,27.469597170223,-0.653730114062922,0.960381505106362,-71.8612520399587,50.9294917596157,-1.42049801023823,1.04426332073868,3.46532527591186,21.1279999351501,0.160999998450279,1.91600000858307,0.354999989271164,2458369.853183,2459525.677998,0,,,23.028193172865855
550,14,3,ZTF_r,1004156015515,0,2.5288,122.177,6.13425,26.076,7.6525e-06,0.0251872,0.0799584,1.0533e-05,658,30.0,0.067627,0.053762,20.0841,26.076,1,2458758.6560185,550120255,-8.6910686293955,30.9959654887618,-0.311905341141386,1.00194173854471,19.2032272853053,53.3083243669222,0.362655595641337,1.04419866955921,3.59187277804243,23.1130000591278,0.340000003576279,0.700999975204468,-0.479000002145767,2458277.927026,2458437.773692,0,,,22.704999451624353
550,14,3,ZTF_g,1004184795515,0,2.6625,79.4009,4.73561,26.1343,1.23689e-05,0.0318937,-0.0580821,1.7565e-05,642,30.0,0.066648,0.05344,20.3489,26.1343,1,2458758.6847917,550120155,-6.50744810380312,28.6006405050991,-0.25309860721426,1.04112800560009,14.9368566283514,45.109337300292,0.333355755528616,1.09179570427862,0.684644289027006,22.5719999790192,0.24099999666214,0.935000002384186,-0.188999995589256,2458277.961921,2458340.977176,0,,,22.773653813298594
1596,6,3,ZTF_g,1004401372315,0,2.057,103.589,4.87761,26.1968,1.08e-05,0.0306761,-0.0775158,1.54897e-05,628,30.0,0.066823,0.047673,20.59,26.1968,2,2458758.9013773,1596120123,-39.5285536925624,24.298126701852,-1.80964310741519,0.976742367384031,-64.7847586214398,43.7773869997238,-1.48983509907871,1.06160452001659,1.96120987156998,21.9259998321533,0.151999995112419,1.11500000953674,-0.0040000001899898,2458314.987789,2458424.702292,0,,,
1596,6,3,ZTF_g,1004401822315,0,2.0489,103.548,4.86704,26.2038,1.14478e-05,0.0314444,-0.0871432,1.64267e-05,627,30.0,0.064935,0.046342,20.6272,26.2038,3,2458758.9018287,1596120123,-16.813281641017,21.2009738234678,-0.88216836402686,1.15962485584707,-12.2957832459543,38.8737239376433,-0.318430929679104,1.05724925773756,1.96120987156998,21.9259998321533,0.151999995112419,1.11500000953674,-0.0040000001899898,2458314.987789,2458424.702292,0,,,24.59820961964863
1596,6,3,ZTF_r,1005326302315,0,1.5664,195.034,5.58818,26.2196,5.8216e-06,0.0223766,0.101868,8.19881e-06,638,30.0,0.060727,0.053135,20.6814,26.2196,2,2458759.8263079,1596120223,-2.7279994761732,21.5583241360993,-0.140761564863963,1.00820171851906,15.2554505313439,44.3153905006953,0.346565757288148,1.0324103741671,3.85630796087979,21.461999797821,0.136999994516373,2.35199999809265,0.407000005245209,2458334.930174,2458439.823206,0,,,23.032455480255884
1596,6,3,ZTF_r,1005326752315,0,1.7068,194.137,5.58098,26.2278,5.6989e-06,0.0221512,0.0983396,7.98983e-06,640,30.0,0.057373,0.050412,20.6216,26.2278,3,2458759.8267593,1596120223,12.8546697933255,23.5912351486405,0.6061289770169,0.919829242614921,51.7260916300192,47.7251102173822,1.09113356880708,1.03438344692401,3.85630796087979,21.461999797821,0.136999994516373,2.35199999809265,0.407000005245209,2458334.930174,2458439.823206,0,23.455147687241347,,22.32367815471737
550,14,3,ZTF_r,1006148495515,0,1.9361,125.337,6.89843,26.0721,7.4148e-06,0.0248127,0.110519,1.01854e-05,665,30.0,0.06355,0.059509,20.1959,26.0721,1,2458760.6484954,550120255,3.73455456287552,33.2150228513153,0.125071700463263,0.96432357561649,6.29314270987513,57.6129366162264,0.109967096978652,1.08334070842482,3.59187277804243,23.1130000591278,0.340000003576279,0.700999975204468,-0.479000002145767,2458277.927026,2458437.773692,0,24.641502977540878,,22.15307631047563
