field,ccdid,qid,filter,pid,infobitssci,sciinpseeing,scibckgnd,scisigpix,zpmaginpsci,zpmaginpsciunc,zpmaginpscirms,clrcoeff,clrcoeffunc,ncalmatches,exptime,adpctdif1,adpctdif2,diffmaglim,zpdiff,programid,jd,rfid,forcediffimflux,forcediffimfluxunc,forcediffimsnr,forcediffimchisq,forcediffimfluxap,forcediffimfluxuncap,forcediffimsnrap,aperturecorr,dnearestrefsrc,nearestrefmag,nearestrefmagunc,nearestrefchi,nearestrefsharp,refjdstart,refjdend,procstatus,mag,mag_err_lower,mag_err_upper
679,14,3,ZTF_r,1671207755515,0,1.5692,158.569,6.20967,26.2172,3.0832e-06,0.0205386,0.099229,5.68801e-06,787,30.0,0.059731,0.06782,20.6093,26.2172,1,2459425.7077546,679120255,20.5859440279129,24.6992640203885,0.927132011057898,1.03413421201784,50.9902036946642,49.3863612084136,1.03942919450237,1.04424586449195,3.11568112611726,21.5409997940063,0.131999999284744,1.94500005245209,0.293999999761581,2458158.965289,2458218.966042,0,22.933273030955448,,22.07730908172633
679,14,3,ZTF_g,1671223315515,0,1.8564,93.9582,5.42323,26.2711,4.3082e-06,0.0246195,-0.044807,7.9684e-06,796,30.0,0.059921,0.065528,20.6949,26.2711,1,2459425.7233102,679120155,18.9714782407744,23.8780548863164,0.88380616569848,0.942654630779001,47.2892881650371,44.2427632262331,1.07605811142883,1.05702897408201,2.78947773508587,21.6670000076294,0.162000000476837,1.49199998378754,0.46399998664856,2458203.915127,2458228.964259,0,23.075847069879178,,22.191234764073826
679,14,3,ZTF_i,1671275825515,0,1.6486,363.793,6.05673,25.3016,3.5124e-06,0.032783,0.178755,1.87824e-05,798,30.0,0.066609,0.083387,19.6407,25.3016,2,2459425.7758218,679120355,35.5386720373157,23.8249009199218,1.65929992475309,0.943319892094691,34.3202483229618,47.094972541891,0.733653621717176,1.03559373866893,2.50569037666586,21.9959999656677,0.324999988079071,0.908999979496002,-0.580999970436096,2458227.895289,2458268.838495,0,21.424847010941384,22.62985816543294,20.867799919385146
679,14,3,ZTF_g,1672222175515,0,1.6772,80.9041,5.38648,26.1086,5.2791e-06,0.0269547,-0.044234,9.90543e-06,780,30.0,0.061513,0.068973,20.559,26.1086,3,2459426.7221759,679120155,22.366619367902,24.5824489472587,1.01211532836719,0.870862774765156,32.146245473134,47.3902504562438,0.682898950192465,1.0522192708152,2.78947773508587,21.6670000076294,0.162000000476837,1.49199998378754,0.46399998664856,2458203.915127,2458228.964259,0,22.734599132384226,,21.92953255426674
679,14,3,ZTF_r,1673215525515,0,1.6098,159.117,6.23538,26.2218,3.2742e-06,0.0212355,0.0985857,6.05624e-06,789,30.0,0.060963,0.069084,20.5964,26.2218,1,2459427.7155208,679120255,17.6733500957117,26.4502546224837,0.743265243035157,0.910237795427701,54.6343512272702,51.8903720353351,1.05997152397971,1.04842109627795,3.11568112611726,21.5409997940063,0.131999999284744,1.94500005245209,0.293999999761581,2458158.965289,2458218.966042,0,23.103502798533984,,22.110122536745106
679,14,3,ZTF_g,1673261975515,0,1.719,90.6958,5.82378,26.2298,4.7294e-06,0.0256713,-0.0374165,8.77936e-06,793,30.0,0.063614,0.068278,20.6024,26.2298,1,2459427.7619792,679120155,10.419152208976,25.7254206196431,0.45053102084061,0.963233333891881,38.0609114786938,48.7575609727478,0.78587306548723,1.05541621778047,2.78947773508587,21.6670000076294,0.162000000476837,1.49199998378754,0.46399998664856,2458203.915127,2458228.964259,0,23.685219043748315,,22.334692258892325
679,14,3,ZTF_r,1674206575515,0,1.8428,159.594,5.87273,26.2272,3.3086e-06,0.0213957,0.0971887,6.09684e-06,794,30.0,0.061093,0.068916,20.5513,26.2272,2,2459428.7065741,679120255,37.3871564141305,26.8926436333539,1.54647797499901,0.98543733779775,60.5686299363632,51.2501048571437,1.18978416363758,1.04883891608409,3.11568112611726,21.5409997940063,0.131999999284744,1.94500005245209,0.293999999761581,2458158.965289,2458218.966042,0,22.295393912710512,23.67479429802361,21.707013707121188
679,14,3,ZTF_g,1674214125515,0,1.8455,94.1638,5.23657,26.271,5.2724e-06,0.0270408,-0.0406883,9.81857e-06,785,30.0,0.058803,0.066172,20.721,26.271,2,2459428.7141204,679120155,51.5108460433249,22.8962120979602,2.50259080546495,0.987426400849551,120.34195333225,41.4639815538119,2.92187240037657,1.06530291227517,2.78947773508587,21.6670000076294,0.162000000476837,1.49199998378754,0.46399998664856,2458203.915127,2458228.964259,0,21.991253292405425,22.629529513653793,21.59196466495175
679,14,3,ZTF_g,1675275125515,0,2.1463,93.2065,5.81454,26.254,5.7387e-06,0.0281839,-0.0182988,1.07228e-05,788,30.0,0.062324,0.070125,20.5158,26.254,1,2459429.7751273,679120155,10.9627150309867,27.3633957790667,0.445659259253409,1.02570845688929,44.838010637957,47.209736604628,0.956158633067427,1.07440370737797,2.78947773508587,21.6670000076294,0.162000000476837,1.49199998378754,0.46399998664856,2458203.915127,2458228.964259,0,23.654204687404537,,22.29526312271133
679,14,3,ZTF_i,1676184665515,0,1.4309,455.922,5.67869,25.5506,1.6193e-06,0.0223618,0.185611,8.4028e-06,793,30.0,0.066846,0.087885,19.9863,25.5506,2,2459430.6846644,679120355,35.5843209004607,22.3669864414943,1.76972590742579,0.946125821427754,65.1421052044633,45.012226595145,1.45695616483975,1.0366124681863,2.50569037666586,21.9959999656677,0.324999988079071,0.908999979496002,-0.580999970436096,2458227.895289,2458268.838495,0,21.67245329483971,22.747740300568452,21.142941905506667
679,14,3,ZTF_r,1676214285515,0,1.4515,160.821,5.73943,26.2321,2.9839e-06,0.0203041,0.101351,5.49896e-06,790,30.0,0.060523,0.076153,20.7308,26.2321,2,2459430.7142824,679120255,-35.5597741957697,21.5040380015678,-1.83947452138396,0.956430421071933,-12.7694557572119,43.4986594501992,-0.295536895594316,1.0435287770588,3.11568112611726,21.5409997940063,0.131999999284744,1.94500005245209,0.293999999761581,2458158.965289,2458218.966042,0,,,
679,14,3,ZTF_g,1676276555515,0,1.7652,92.2854,5.47952,26.2592,3.8126e-06,0.0232028,-0.0374857,7.13822e-06,797,30.0,0.05863,0.067986,20.6682,26.2592,2,2459430.7765509,679120155,23.7285395618154,23.6909194432753,1.11415058922132,0.963086064517032,-18.4218137867988,43.9318072541233,-0.422151669182915,1.06081868131634,2.78947773508587,21.6670000076294,0.162000000476837,1.49199998378754,0.46399998664856,2458203.915127,2458228.964259,0,22.821022477019124,29.820649600829693,22.06930851267463
679,14,3,ZTF_r,1680187035515,0,1.4016,163.071,6.01914,26.2464,3.3745e-06,0.0216855,0.0998782,6.23561e-06,798,30.0,0.061729,0.083171,20.7228,26.2464,1,2459434.687037,679120255,434.941687771278,22.485727698088,21.5168597676713,1.19308202940495,404.675841209243,41.0715455069081,9.91930912885301,1.0372221174413,3.11568112611726,21.5409997940063,0.131999999284744,1.94500005245209,0.293999999761581,2458158.965289,2458218.966042,0,19.650322411502568,19.70795604092614,19.595594524824605
679,14,3,ZTF_g,1680236745515,0,1.6285,95.2682,5.42754,26.2781,4.799e-06,0.0259534,-0.0349472,8.91659e-06,790,30.0,0.064419,0.073344,20.733,26.2781,1,2459434.7367477,679120155,634.813459683413,27.4178234694278,25.7553793847029,1.09454628859245,614.766700561092,46.3342226704435,13.3574527420467,1.06099787181512,2.78947773508587,21.6670000076294,0.162000000476837,1.49199998378754,0.46399998664856,2458203.915127,2458228.964259,0,19.271484684139757,19.319420831402443,19.22557576864066
679,14,3,ZTF_i,1681179985515,0,1.2861,443.025,5.27269,25.5177,2.5239e-06,0.027661,0.186487,1.33547e-05,783,30.0,0.069384,0.106399,20.0766,25.5177,2,2459435.6799884,679120355,498.433719440084,20.5697952367953,26.9545600435471,1.25116633144837,471.907857673623,36.6006046223488,12.9802824064862,1.03115567270811,2.50569037666586,21.9959999656677,0.324999988079071,0.908999979496002,-0.580999970436096,2458227.895289,2458268.838495,0,18.773681462464285,18.819439387031494,18.7297742527796
679,14,3,ZTF_g,1681193215515,0,1.5676,93.0808,5.18052,26.2576,4.5495e-06,0.0251343,-0.047465,8.44177e-06,786,30.0,0.062164,0.078301,20.7536,26.2576,2,2459435.6932176,679120155,1478.72513417083,30.9853768679629,53.086668671979,1.83830325148173,1423.46966692616,47.4981300249964,30.170804961752,1.05134901180042,2.78947773508587,21.6670000076294,0.162000000476837,1.49199998378754,0.46399998664856,2458203.915127,2458228.964259,0,18.33288136319354,18.355873747496712,18.310365803143686
679,14,3,ZTF_r,1681237485515,0,1.4557,154.054,5.84111,26.1844,4.3094e-06,0.0244863,0.101271,8.00625e-06,793,30.0,0.061142,0.09078,20.6852,26.1844,2,2459435.7374884,679120255,1188.29546646438,27.4615606791984,48.1342297031758,2.0409645248484,1081.25298854734,43.8749572469205,24.8099453068162,1.04124772943537,3.11568112611726,21.5409997940063,0.131999999284744,1.94500005245209,0.293999999761581,2458158.965289,2458218.966042,0,18.497088899437983,18.52247478864074,18.472283028765368
679,14,3,ZTF_r,1682205255515,0,1.5569,153.113,6.39561,26.1801,3.7452e-06,0.0227711,0.0989906,6.86737e-06,789,30.0,0.058737,0.080256,20.56,26.1801,1,2459436.7052546,679120255,1379.21821347241,30.2826005804899,50.6634332047995,2.11774345418738,1265.21795741635,48.3039232963074,26.3692716084435,1.04137730802071,3.11568112611726,21.5409997940063,0.131999999284744,1.94500005245209,0.293999999761581,2458158.965289,2458218.966042,0,18.33101754085189,18.355121948713297,18.30743667241713
679,14,3,ZTF_g,1682248285515,0,2.014,83.5527,6.20413,26.142,5.5363e-06,0.0275789,-0.0355336,1.0259e-05,776,30.0,0.065102,0.070837,20.4073,26.142,1,2459436.748287,679120155,1399.80961697731,33.5609895078834,46.3969056326592,1.39124659850366,1443.34797823417,50.7651222802145,28.623372596047,1.06596893831904,2.78947773508587,21.6670000076294,0.162000000476837,1.49199998378754,0.46399998664856,2458203.915127,2458228.964259,0,18.276827567801917,18.303175653333422,18.251103764163496
679,14,3,ZTF_g,1685180465515,0,1.9053,78.3257,6.00198,26.0702,6.0193e-06,0.0286867,-0.0389372,1.1452e-05,772,30.0,0.060638,0.066625,20.3781,26.0702,1,2459439.680463,679120155,782.855407683226,30.2742252710554,28.7649298192048,1.23357931978883,786.34952339144,49.6525302417619,15.9437118072221,1.06504970962721,2.78947773508587,21.6670000076294,0.162000000476837,1.49199998378754,0.46399998664856,2458203.915127,2458228.964259,0,18.835996110321545,18.87881661251822,18.794800529038312
679,14,3,ZTF_r,1685207605515,0,1.9912,138.968,7.42347,26.072,4.4887e-06,0.0250326,0.105451,8.2512e-06,799,30.0,0.066433,0.07739,20.0796,26.072,1,2459439.7076042,679120255,859.258213275203,37.5845677570479,25.4313217899553,1.11419344913267,866.821824570617,63.2471690965318,13.7976123184218,1.05737372268991,3.11568112611726,21.5409997940063,0.131999999284744,1.94500005245209,0.293999999761581,2458158.965289,2458218.966042,0,18.73669076984751,18.78525160607084,18.690209208205182
679,14,3,ZTF_i,1686173285515,0,1.2798,420.93,6.56146,25.453,2.5447e-06,0.0278388,0.186794,1.34412e-05,785,30.0,0.078184,0.100307,19.8345,25.453,2,2459440.673287,679120355,481.387659204299,26.4987131687888,20.208076134283,1.16264148375921,419.599064308867,50.4550690262238,8.3723022542894,1.03121825482458,2.50569037666586,21.9959999656677,0.324999988079071,0.908999979496002,-0.580999970436096,2458227.895289,2458268.838495,0,18.74676261859749,18.808236541383614,18.688583600053775
