HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459621.752,2022-02-11.2483657,bt,1.52,17.744,>17.744,99.99,0.034,0.058,g
2459621.76,2022-02-11.2560728,bs,1.49,99.99,99.99,99.99,99.99,99.99,g
2459622.744,2022-02-12.2398876,bt,1.6,17.457,>17.457,99.99,-0.187,0.076,g
2459622.748,2022-02-12.2436561,bs,1.55,99.99,99.99,99.99,99.99,99.99,g
2459624.83,2022-02-14.3260824,bC,1.49,17.623,>17.623,99.99,-0.164,0.065,g
2459625.845,2022-02-15.3413098,bs,1.68,99.99,99.99,99.99,99.99,99.99,g
2459625.857,2022-02-15.3526934,bt,1.6,16.99,>16.990,99.99,-0.118,0.116,g
2459627.845,2022-02-17.3405046,bs,1.59,99.99,99.99,99.99,99.99,99.99,g
2459628.822,2022-02-18.3184113,bs,1.5,99.99,99.99,99.99,99.99,99.99,g
2459629.916,2022-02-19.4120456,bs,1.44,99.99,99.99,99.99,99.99,99.99,g
2459631.866,2022-02-21.3623339,bC,1.43,18.565,>18.565,99.99,-0.011,0.027,g
2459632.843,2022-02-22.3391120,bs,1.56,99.99,99.99,99.99,99.99,99.99,g
2459633.959,2022-02-23.4549269,bC,1.77,18.328,>18.328,99.99,0.037,0.034,g
2459634.945,2022-02-24.4407543,bs,1.54,99.99,99.99,99.99,99.99,99.99,g
2459635.92,2022-02-25.4159118,bt,1.5,18.434,>18.434,99.99,-0.011,0.031,g
2459636.943,2022-02-26.4385965,bC,1.53,18.452,>18.452,99.99,0.118,0.03,g
2459637.947,2022-02-27.4425702,bs,1.5,99.99,99.99,99.99,99.99,99.99,g
2459640.002,2022-03-01.4981119,bC,1.36,18.708,>18.708,99.99,0.051,0.024,g
2459643.744,2022-03-05.2406021,bt,1.58,18.462,>18.462,99.99,-0.061,0.03,g
2459643.849,2022-03-05.3448836,bC,1.4,18.791,>18.791,99.99,0.025,0.022,g
2459646.995,2022-03-08.4907571,bC,1.41,18.758,>18.758,99.99,-0.032,0.023,g
2459647.916,2022-03-09.4120435,bs,1.47,99.99,99.99,99.99,99.99,99.99,g
2459649.845,2022-03-11.3417979,bt,1.53,18.213,>18.213,99.99,-0.007,0.038,g
2459649.87,2022-03-11.3662704,bC,1.4,18.257,>18.257,99.99,0.012,0.036,g
2459650.891,2022-03-12.3877101,bt,1.54,17.977,>17.977,99.99,-0.066,0.047,g
2459651.664,2022-03-13.1605839,bs,1.51,99.99,99.99,99.99,99.99,99.99,g
2459651.865,2022-03-13.3611839,bt,1.45,18.056,>18.056,99.99,-0.077,0.044,g
2459652.869,2022-03-14.3653077,bt,1.55,17.779,>17.779,99.99,-0.123,0.056,g
2459653.901,2022-03-15.3977430,bt,1.53,17.666,>17.666,99.99,-0.182,0.062,g
2459654.92,2022-03-16.4162821,bt,1.51,17.555,>17.555,99.99,-0.059,0.069,g
2459655.822,2022-03-17.3184894,bC,1.5,16.808,>16.808,99.99,-0.226,0.137,g
2459655.916,2022-03-17.4124753,bt,1.9,16.665,>16.665,99.99,-0.42,0.157,g
2459657.97,2022-03-19.4663364,bC,1.48,17.362,>17.362,99.99,-0.032,0.082,g
2459659.901,2022-03-21.3977528,bC,1.45,17.83,>17.830,99.99,-0.033,0.054,g
2459663.835,2022-03-25.3315140,bC,1.47,18.844,>18.844,99.99,-0.023,0.021,g
2459664.779,2022-03-26.2763741,bs,1.45,99.99,99.99,99.99,99.99,99.99,g
2459666.855,2022-03-28.3518784,bC,1.42,19.055,>19.055,99.99,0.067,0.017,g
2459668.875,2022-03-30.3719665,bs,1.58,99.99,99.99,99.99,99.99,99.99,g
2459669.939,2022-03-31.4363826,bt,1.6,18.122,>18.122,99.99,0.128,0.041,g
2459671.92,2022-04-02.4169508,bC,1.48,18.779,>18.779,99.99,-0.01,0.022,g
2459674.624,2022-04-05.1217981,bs,1.46,99.99,99.99,99.99,99.99,99.99,g
2459674.772,2022-04-05.2696391,bt,1.56,18.287,>18.287,99.99,-0.05,0.035,g
2459676.746,2022-04-07.2433252,bt,1.56,18.127,>18.127,99.99,-0.079,0.041,g
2459676.769,2022-04-07.2661333,bs,1.53,99.99,99.99,99.99,99.99,99.99,g
2459677.904,2022-04-08.4017504,bt,1.48,17.982,>17.982,99.99,-0.166,0.047,g
2459680.896,2022-04-11.3934614,bC,1.43,18.293,>18.293,99.99,0.085,0.035,g
2459680.936,2022-04-11.4337902,bt,1.49,17.403,>17.403,99.99,0.149,0.079,g
2459681.928,2022-04-12.4259850,bt,1.55,17.381,>17.381,99.99,0.043,0.081,g
2459682.746,2022-04-13.2439787,bs,1.55,99.99,99.99,99.99,99.99,99.99,g
2459686.74,2022-04-17.2381262,bs,1.54,99.99,99.99,99.99,99.99,99.99,g
2459687.799,2022-04-18.2973299,bt,1.48,16.643,>16.643,99.99,0.258,0.16,g
2459689.913,2022-04-20.4114523,bC,1.52,17.804,>17.804,99.99,-0.041,0.055,g
2459691.858,2022-04-22.3558464,bt,1.57,17.636,>17.636,99.99,0.072,0.064,g
2459692.856,2022-04-23.3548474,bs,1.55,99.99,99.99,99.99,99.99,99.99,g
2459694.642,2022-04-25.1401806,bs,1.51,99.99,99.99,99.99,99.99,99.99,g
2459698.765,2022-04-29.2636243,bC,1.38,18.57,18.345,0.178,0.167,0.027,g
2459700.667,2022-05-01.1660853,bs,1.47,99.99,99.99,99.99,99.99,99.99,g
2459708.656,2022-05-09.1556748,bs,1.48,99.99,99.99,99.99,99.99,99.99,g
2459710.707,2022-05-11.2065043,bs,1.55,99.99,99.99,99.99,99.99,99.99,g
2459712.717,2022-05-13.2170652,bs,1.52,99.99,99.99,99.99,99.99,99.99,g
2459714.655,2022-05-15.1552021,bs,1.42,99.99,99.99,99.99,99.99,99.99,g
2459715.738,2022-05-16.2375481,bs,1.46,99.99,99.99,99.99,99.99,99.99,g
2459715.767,2022-05-16.2660928,bt,1.58,16.845,>16.845,99.99,0.098,0.133,g
2459717.703,2022-05-18.2035545,bs,1.46,99.99,99.99,99.99,99.99,99.99,g
2459720.749,2022-05-21.2485322,bt,1.5,18.035,>18.035,99.99,0.116,0.044,g
2459721.818,2022-05-22.3183767,bC,1.41,18.454,>18.454,99.99,0.126,0.03,g
2459724.787,2022-05-25.2874913,bC,1.44,18.379,18.21,0.187,0.189,0.032,g
2459726.796,2022-05-27.2959621,bt,1.45,18.222,>18.222,99.99,0.02,0.037,g
2459727.792,2022-05-28.2933311,bC,1.41,18.256,>18.256,99.99,-0.018,0.036,g
2459731.782,2022-06-01.2830835,bC,1.45,19.088,>19.088,99.99,0.002,0.017,g
2459733.741,2022-06-03.2424115,bs,1.56,99.99,99.99,99.99,99.99,99.99,g
2459736.787,2022-06-06.2883266,bC,1.45,18.309,>18.309,99.99,0.046,0.034,g
2459737.745,2022-06-07.2459236,bt,1.48,17.664,>17.664,99.99,0.152,0.062,g
2459740.631,2022-06-10.1331047,bs,2.03,99.99,99.99,99.99,99.99,99.99,g
2459742.667,2022-06-12.1679348,bt,1.54,17.26,>17.260,99.99,-0.067,0.091,g
2459742.708,2022-06-12.2097734,bs,1.57,99.99,99.99,99.99,99.99,99.99,g
2459746.739,2022-06-16.2407435,bt,1.56,16.979,>16.979,99.99,-0.115,0.117,g
2459750.688,2022-06-20.1904599,bs,1.46,99.99,99.99,99.99,99.99,99.99,g
2459754.725,2022-06-24.2274421,bt,1.54,18.142,>18.142,99.99,-0.038,0.04,g
2459757.651,2022-06-27.1541180,bs,1.57,99.99,99.99,99.99,99.99,99.99,g
2459763.699,2022-07-03.2012673,bt,1.45,18.192,>18.192,99.99,-0.062,0.038,g
2459769.64,2022-07-09.1430215,bs,1.45,99.99,99.99,99.99,99.99,99.99,g
2459769.651,2022-07-09.1542489,bt,1.54,17.53,>17.530,99.99,-0.187,0.071,g
2459775.638,2022-07-15.1417256,bs,1.5,99.99,99.99,99.99,99.99,99.99,g
2459776.631,2022-07-16.1337833,bt,1.57,18.063,>18.063,99.99,-0.041,0.043,g
2459779.653,2022-07-19.1559664,bt,1.51,18.223,>18.223,99.99,-0.006,0.037,g
2459780.617,2022-07-20.1209175,bs,2.44,99.99,99.99,99.99,99.99,99.99,g
2459783.643,2022-07-23.1464334,bt,1.52,18.052,>18.052,99.99,-0.054,0.044,g
2459787.634,2022-07-27.1378208,bt,2.43,18.174,>18.174,99.99,-0.057,0.039,g
2459791.616,2022-07-31.1192070,bt,1.79,17.25,>17.250,99.99,-0.011,0.091,g
2459793.622,2022-08-02.1252379,bt,1.38,17.137,>17.137,99.99,-0.158,0.101,g
2459794.613,2022-08-03.1171563,bt,2.2,17.096,>17.096,99.99,-0.124,0.105,g
2459871.131,2022-10-18.6333581,bC,1.53,18.082,>18.082,99.99,0.077,0.042,g
2459873.142,2022-10-20.6437965,bC,1.41,17.213,>17.213,99.99,0.063,0.095,g
2459875.978,2022-10-23.4798378,bs,1.48,99.99,99.99,99.99,99.99,99.99,g
2459885.005,2022-11-01.5068420,bt,1.61,17.52,>17.520,99.99,-0.02,0.071,g
2459893.092,2022-11-09.5928619,bC,1.45,17.336,>17.336,99.99,-0.027,0.084,g
2459896.972,2022-11-13.4730422,bt,1.49,16.901,>16.901,99.99,-0.043,0.126,g
2459900.063,2022-11-16.5631510,bC,1.78,17.999,>17.999,99.99,0.081,0.046,g
2459907.038,2022-11-23.5373283,bC,1.47,18.492,>18.492,99.99,0.075,0.029,g
2459910.032,2022-11-26.5310480,bC,1.45,18.449,>18.449,99.99,0.132,0.03,g
2459914.014,2022-11-30.5136542,bt,1.65,18.066,>18.066,99.99,0.063,0.043,g
2459915.008,2022-12-01.5070682,bC,1.39,18.357,>18.357,99.99,0.124,0.033,g
2459921.96,2022-12-08.4592255,bt,1.47,16.714,>16.714,99.99,-0.117,0.15,g
2459924.09,2022-12-10.5887918,bC,1.5,17.467,>17.467,99.99,-0.077,0.075,g
2459924.968,2022-12-11.4671879,bt,1.5,17.207,17.17,0.212,0.492,0.095,g
2459930.937,2022-12-17.4345170,bs,1.47,99.99,99.99,99.99,99.99,99.99,g
2459932.925,2022-12-19.4235915,bt,1.57,18.142,>18.142,99.99,0.052,0.04,g
2459935.034,2022-12-21.5324504,bt,1.57,16.722,>16.722,99.99,-0.018,0.149,g
2459963.968,2023-01-19.4644774,bC,1.41,19.313,>19.313,99.99,-0.038,0.014,g
2459964.969,2023-01-20.4654017,bC,1.42,19.23,>19.230,99.99,-0.005,0.015,g
2459965.897,2023-01-21.3935738,bC,1.41,19.047,>19.047,99.99,0.074,0.017,g
2459966.889,2023-01-22.3852701,bC,1.42,18.436,>18.436,99.99,-0.065,0.031,g
2459972.977,2023-01-28.4735866,bt,1.71,18.031,>18.031,99.99,0.131,0.045,g
2459974.727,2023-01-30.2228377,bs,1.7,99.99,99.99,99.99,99.99,99.99,g
2460002.011,2023-02-26.5074248,bC,1.55,18.89,>18.890,99.99,0.019,0.02,g
2460012.903,2023-03-09.3990351,bt,2.09,16.789,>16.789,99.99,0.01,0.14,g
2460014.846,2023-03-11.3425099,bt,1.76,17.467,>17.467,99.99,0.061,0.075,g
2460018.845,2023-03-15.3413768,bt,1.68,18.156,>18.156,99.99,0.106,0.04,g
2460019.845,2023-03-16.3419186,bt,2.23,18.285,>18.285,99.99,-0.182,0.035,g
2460019.935,2023-03-16.4310108,bC,1.44,18.783,>18.783,99.99,-0.009,0.022,g
2460022.866,2023-03-19.3621697,bC,1.59,18.559,>18.559,99.99,0.09,0.027,g
2460024.893,2023-03-21.3894581,bt,1.52,18.293,>18.293,99.99,0.116,0.035,g
2460026.838,2023-03-23.3349384,bt,1.66,18.324,>18.324,99.99,0.039,0.034,g
2460028.988,2023-03-25.4842744,bC,1.46,18.517,>18.517,99.99,-0.032,0.028,g
2460031.759,2023-03-28.2552929,bC,1.62,18.05,>18.050,99.99,0.052,0.044,g
2460033.92,2023-03-30.4165646,bs,1.54,99.99,99.99,99.99,99.99,99.99,g
2460039.797,2023-04-05.2945312,bs,1.5,99.99,99.99,99.99,99.99,99.99,g
2460043.971,2023-04-09.4679209,bC,1.4,17.72,>17.720,99.99,0.118,0.059,g
2460046.818,2023-04-12.3151076,bs,1.5,99.99,99.99,99.99,99.99,99.99,g
2460048.881,2023-04-14.3790143,bs,1.49,99.99,99.99,99.99,99.99,99.99,g
2460049.815,2023-04-15.3124660,bs,1.78,99.99,99.99,99.99,99.99,99.99,g
2460050.684,2023-04-16.1816341,bs,1.45,99.99,99.99,99.99,99.99,99.99,g
2460052.751,2023-04-18.2489614,bC,1.5,18.613,>18.613,99.99,0.081,0.026,g
2460053.862,2023-04-19.3605055,bs,1.54,99.99,99.99,99.99,99.99,99.99,g
2460055.782,2023-04-21.2803099,bs,1.53,99.99,99.99,99.99,99.99,99.99,g
2460057.881,2023-04-23.3789622,bC,1.41,18.516,>18.516,99.99,0.057,0.028,g
2460059.813,2023-04-25.3116976,bC,1.42,18.239,18.129,0.198,0.203,0.037,g
2460060.804,2023-04-26.3028092,bs,1.44,99.99,99.99,99.99,99.99,99.99,g
2460062.759,2023-04-28.2581550,bs,1.52,99.99,99.99,99.99,99.99,99.99,g
2460064.697,2023-04-30.1957163,bs,1.48,99.99,99.99,99.99,99.99,99.99,g
2460069.86,2023-05-05.3595452,bC,1.48,17.37,>17.370,99.99,-0.06,0.082,g
2460071.772,2023-05-07.2714034,bs,1.52,99.99,99.99,99.99,99.99,99.99,g
2460072.784,2023-05-08.2832954,bs,1.38,99.99,99.99,99.99,99.99,99.99,g
2460073.724,2023-05-09.2231562,bs,1.49,99.99,99.99,99.99,99.99,99.99,g
2460074.817,2023-05-10.3166265,bs,1.49,99.99,99.99,99.99,99.99,99.99,g
2460076.811,2023-05-12.3104979,bs,1.48,99.99,99.99,99.99,99.99,99.99,g
2460088.617,2023-05-24.1180417,bs,1.55,99.99,99.99,99.99,99.99,99.99,g
2460096.684,2023-06-01.1856010,bs,1.48,99.99,99.99,99.99,99.99,99.99,g
2460097.681,2023-06-02.1822019,bs,1.45,99.99,99.99,99.99,99.99,99.99,g
2460098.625,2023-06-03.1264888,bs,2.15,99.99,99.99,99.99,99.99,99.99,g
2460101.619,2023-06-06.1201929,bs,2.49,99.99,99.99,99.99,99.99,99.99,g
2460103.66,2023-06-08.1619839,bs,1.51,99.99,99.99,99.99,99.99,99.99,g
2460104.642,2023-06-09.1439652,bs,1.54,99.99,99.99,99.99,99.99,99.99,g
2460107.73,2023-06-12.2321207,bs,1.49,99.99,99.99,99.99,99.99,99.99,g
2460108.719,2023-06-13.2209848,bs,1.45,99.99,99.99,99.99,99.99,99.99,g
2460111.758,2023-06-16.2598971,bC,1.65,18.362,>18.362,99.99,-0.022,0.033,g
2460113.693,2023-06-18.1955174,bs,1.48,99.99,99.99,99.99,99.99,99.99,g
2460116.747,2023-06-21.2491956,bC,1.54,16.89,>16.890,99.99,0.33,0.127,g
2460120.648,2023-06-25.1501318,bs,1.58,99.99,99.99,99.99,99.99,99.99,g
2460122.672,2023-06-27.1745064,bs,1.41,99.99,99.99,99.99,99.99,99.99,g
2460123.682,2023-06-28.1846564,bs,1.52,99.99,99.99,99.99,99.99,99.99,g
2460124.67,2023-06-29.1727337,bs,1.49,99.99,99.99,99.99,99.99,99.99,g
2460128.656,2023-07-03.1586844,bs,1.47,99.99,99.99,99.99,99.99,99.99,g
2460130.631,2023-07-05.1337465,bs,1.7,99.99,99.99,99.99,99.99,99.99,g
2460131.664,2023-07-06.1674847,bs,1.48,99.99,99.99,99.99,99.99,99.99,g
2460132.647,2023-07-07.1502072,bs,1.46,99.99,99.99,99.99,99.99,99.99,g
2460134.651,2023-07-09.1545898,bs,1.49,99.99,99.99,99.99,99.99,99.99,g
2460137.633,2023-07-12.1365236,bs,1.46,99.99,99.99,99.99,99.99,99.99,g
2460138.645,2023-07-13.1481506,bs,2.01,99.99,99.99,99.99,99.99,99.99,g
2460139.628,2023-07-14.1318298,bs,2,99.99,99.99,99.99,99.99,99.99,g
2460140.628,2023-07-15.1315644,bs,1.57,99.99,99.99,99.99,99.99,99.99,g
2460142.627,2023-07-17.1309759,bs,2.06,99.99,99.99,99.99,99.99,99.99,g
2460144.627,2023-07-19.1302774,bs,2.15,99.99,99.99,99.99,99.99,99.99,g
