index,JD,filter,mag,ztf_mag_lower,ztf_mag_upper,atlas_mag_err,data_origin
0,2458202.8734838,ZTF_g,22.450914265048638,24.461682419958535,21.787056872252933,,ztf
1,2458205.8041435,ZTF_g,25.78338770322566,,21.71197106703611,,ztf
2,2458205.8461343,ZTF_g,22.425548070145382,,20.935748807612804,,ztf
3,2458208.8394676,ZTF_g,21.345715353265682,,20.325121565759208,,ztf
4,2458208.8898148,ZTF_g,,,20.552050333694773,,ztf
5,2458211.8467824,ZTF_g,,,21.99582410669154,,ztf
6,2458214.7831019,ZTF_g,22.616098322640035,,21.548420116808817,,ztf
7,2458214.8285764,ZTF_r,21.92942490368508,,20.734300554661147,,ztf
8,2458214.8860995,ZTF_i,18.27022604717055,21.270221781348624,17.552455797176584,,ztf
9,2458217.7844213,ZTF_r,,,22.312520329577957,,ztf
10,2458217.821875,ZTF_r,23.245076728268355,,21.920830594365924,,ztf
11,2458218.7559606,ZTF_r,,,,,ztf
12,2458219.8195139,ZTF_r,,,22.623314721605762,,ztf
13,2458222.7618056,ZTF_r,,,22.4824952497278,,ztf
14,2458222.7802431,ZTF_r,,,22.95891496796556,,ztf
15,2458222.8087269,ZTF_r,25.169159190179275,,22.280690932057116,,ztf
16,2458224.7364583,ZTF_r,22.611191779821723,,21.746848268206072,,ztf
17,2458226.743125,ZTF_r,,,23.518938743742027,,ztf
18,2458226.7722801,ZTF_r,,,,,ztf
19,2458226.8134954,ZTF_r,,,24.353373572248373,,ztf
20,2458227.88,ZTF_i,,,,,ztf
21,2458229.7934144,ZTF_g,,,26.340571197340324,,ztf
22,2458232.7310185,ZTF_r,,,20.71658724712637,,ztf
23,2458232.7533565,ZTF_g,21.745596339099983,,20.9904345665978,,ztf
24,2458232.8180324,ZTF_i,21.902111886276554,24.441053685281112,21.203216499901785,,ztf
25,2458235.7425,ZTF_g,23.618728574699908,,21.533988795627995,,ztf
26,2458235.7429514,ZTF_g,,,22.271341828268298,,ztf
27,2458235.7438657,ZTF_g,,,21.706227170222967,,ztf
28,2458235.7518981,ZTF_g,23.473016714222048,,21.418169417953713,,ztf
29,2458235.8164815,ZTF_g,,,22.884944017515494,,ztf
30,2458236.7890625,ZTF_g,21.386556778383074,,20.58524567350497,,ztf
31,2458242.732662,ZTF_g,,,,,ztf
32,2458242.7725347,ZTF_r,,,23.798635509011312,,ztf
33,2458243.8395718,ZTF_i,21.07731754262036,21.72861504543691,20.67306262032485,,ztf
34,2458245.7075,ZTF_r,,,21.329966357135287,,ztf
35,2458245.8123958,ZTF_g,,,19.264960285017857,,ztf
36,2458247.6542708,ZTF_i,21.747356980147238,,20.99252557409841,,ztf
37,2458248.7140625,ZTF_g,22.25502444222635,22.981208812012863,21.823737667136655,,ztf
38,2458248.7526273,ZTF_r,23.68533787682557,,22.127475511301057,,ztf
39,2458258.7315856,ZTF_r,,,,,ztf
40,2458258.7771991,ZTF_g,22.853628816924875,25.539639539342584,22.147784568157068,,ztf
41,2458259.711875,ZTF_i,17.76443887808847,,16.751431655529785,,ztf
42,2458261.6700231,ZTF_i,22.924660709212088,,21.47010545063228,,ztf
43,2458261.7094907,ZTF_i,21.025278253770153,21.894139069910118,20.54890030586357,,ztf
44,2458262.7651852,ZTF_g,,,22.506950934720006,,ztf
45,2458262.7661343,ZTF_g,22.034218676664768,,21.2594072652539,,ztf
46,2458266.7121759,ZTF_i,21.504627979430573,,20.61997680764427,,ztf
47,2458267.7064352,ZTF_g,23.62350815149724,,21.195975543867064,,ztf
48,2458267.7082639,ZTF_g,,,22.92832067453932,,ztf
49,2458267.8191435,ZTF_r,,,21.07203304508627,,ztf
