###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
58295.620156  18.749  0.362   115   42 o  0   0.74   2.47919  -5.02114  3404.89  5171.19 3.03 2.95 -66.8 -0.456 18.07 18.78 01a58295o0782o
58298.557797  20.982  1.353    15   20 o  0   1.15   2.47919  -5.02114  5411.21  4092.27 2.28 1.98 -46.8 -0.469 18.80 19.27 02a58298o0490o
58298.565676  20.564  0.936    22   20 o  0   0.81   2.47919  -5.02114  5430.14  4130.33 2.00 1.89 -50.3 -0.472 18.87 19.31 02a58298o0507o
58298.573629  21.807  2.845     7   20 o  0   1.09   2.47919  -5.02114  5372.05  4052.50 2.42 2.06 -53.5 -0.458 18.84 19.36 02a58298o0524o
58298.581542  21.366  2.138    10   22 o  0   0.94   2.47919  -5.02114  5353.66  4168.97 2.08 1.89 -53.8 -0.465 18.94 19.40 02a58298o0541o
58322.632927  19.927  1.733    39   67 o  0   1.21   2.47919  -5.02114  4221.64  3532.49 2.25 2.15 -66.3 -0.434 17.43 17.47 02a58322o0827o
58324.558646 -21.605  2.205    -8   18 o  0   1.02   2.47919  -5.02114  6832.61  3544.80 3.12 2.72 -84.2 -0.448 18.99 20.13 01a58324o0674o
58324.569175  19.888  0.380    40   15 o  0   1.48   2.47919  -5.02114  6809.75  3505.66 3.12 2.73 -86.2 -0.442 19.07 20.23 01a58324o0695o
58324.579320 -20.037  0.475   -35   17 o  0   0.89   2.47919  -5.02114  6864.39  3582.41 3.19 2.78 -86.3 -0.436 19.14 20.44 01a58324o0716o
58324.589488  21.295  1.379    11   15 o  0   0.79   2.47919  -5.02114  6879.08  3465.35 3.15 2.76 -86.7 -0.435 19.26 20.72 01a58324o0737o
58325.548789  22.094  3.396     5   18 o  0   1.04   2.47919  -5.02114  3649.16  4485.24 2.41 1.93 -45.6 -0.442 19.01 19.49 02a58325o0598o
58325.560193  21.162  1.236    12   15 o  0   1.00   2.47919  -5.02114  3666.76  4523.63 2.08 1.83 -37.5 -0.454 19.07 19.58 02a58325o0615o
58325.569073  21.069  1.400    14   19 o  0   0.88   2.47919  -5.02114  3608.90  4447.26 2.26 1.85 -39.9 -0.445 19.09 19.56 02a58325o0632o
58325.578563 -22.898  6.375    -2   16 o  0   1.12   2.47919  -5.02114  3592.58  4563.96 2.32 1.91 -39.2 -0.456 19.09 19.64 02a58325o0649o
58326.537311 -20.429  0.889   -24   22 o  0   1.84   2.47919  -5.02114  5954.02  6727.06 2.29 1.99 -40.9 -0.454 18.65 19.02 02a58326o0615o
58326.545904  21.069  1.974    14   27 o  0   1.33   2.47919  -5.02114  5971.37  6765.70 2.31 2.08 -32.0 -0.454 18.46 18.78 02a58326o0633o
58326.553983  20.581  1.652    21   35 o  0   1.07   2.47919  -5.02114  5911.59  6688.26 2.31 1.99 -42.1 -0.430 18.29 18.51 02a58326o0650o
58326.562833  20.653  3.081    20   61 o  0   1.27   2.47919  -5.02114  5890.74  6806.33 2.22 2.00 -40.2 -0.468 17.57 17.80 02a58326o0668o
58327.578494  20.794  1.667    18   29 o  0   1.47   2.47919  -5.02114  5270.12  5828.46 2.91 2.77 -84.3 -0.448 18.51 19.46 01a58327o0706o
58327.583605 -21.933  4.771    -6   29 o  0   1.37   2.47919  -5.02114  5249.03  5791.43 2.90 2.74 -83.4 -0.437 18.57 19.44 01a58327o0717o
58327.594575 -20.668  1.281   -20   25 o  0   0.90   2.47919  -5.02114  5216.05  4701.47 2.81 2.76 -55.5 -0.462 18.57 19.50 01a58327o0737o
58327.607034  20.509  1.417    23   32 o  0   1.00   2.47919  -5.02114  5201.86  4815.17 5.05 3.07  -1.0 -0.366 18.25 19.52 01a58327o0759o
58328.501491  18.868  1.859   103  192 o  0   1.06   2.47919  -5.02114  7084.17  4768.85 3.22 2.77 -85.9 -0.479 16.43 16.84 01a58328o0537o
58328.510749 -17.239  0.557  -462  257 o  0   1.33   2.47919  -5.02114  7059.51  4731.76 3.16 2.86 -75.9 -0.466 16.04 16.51 01a58328o0554o
58328.519131 -23.033 98.500    -2  219 o  0   1.00   2.47919  -5.02114  7117.65  4808.87 3.01 2.82 -77.6 -0.502 16.24 16.74 01a58328o0571o
58328.527239  17.927  0.745   245  182 o  0   1.44   2.47919  -5.02114  7135.29  4693.11 3.00 2.91 -17.0 -0.447 16.48 17.05 01a58328o0588o
58332.617934  18.777  0.595   112   67 o  0   1.49   2.47919  -5.02114  6702.41  3468.58 3.31 3.07  -3.6 -0.395 17.58 18.27 01a58332o0539o
58332.628727  20.047  2.261    35   79 o  0   0.97   2.47919  -5.02114  6720.41  3503.74 3.58 3.10  -0.8 -0.413 17.32 18.16 01a58332o0561o
58336.605570 -20.445  0.512   -24   12 o  0   0.91   2.47919  -5.02114  4210.75  4261.99 3.17 2.90  -3.3 -0.429 19.33 21.19 01a58336o0654o
58336.616248 -20.962  0.965   -15   14 o  0   1.20   2.47919  -5.02114  4228.89  4298.77 4.31 2.89  -0.8 -0.404 19.11 21.02 01a58336o0676o
58336.627478 -21.340  1.914   -11   20 o  0   0.82   2.47919  -5.02114  4169.29  4220.86 2.87 2.83 -17.1 -0.450 18.80 19.90 01a58336o0699o
58338.608133 -20.656  0.389   -20    8 c  0   1.75   2.47919  -5.02114  3760.05  6647.91 2.86 2.61 -56.7 -0.389 19.68 21.70 02a58338o0799c
58338.620888 -22.029  1.769    -6   10 c  0   1.09   2.47919  -5.02114  3738.65  6607.26 2.77 2.53 -54.5 -0.394 19.64 21.46 02a58338o0825c
58338.633553  19.820  0.804    43   34 c  0   1.90   2.47919  -5.02114  3797.45  6684.21 2.81 2.54 -55.0 -0.393 18.21 19.26 02a58338o0851c
58340.596122 -20.458  1.297   -24   31 o  0   1.30   2.47919  -5.02114  6323.68  5135.66 3.65 3.32  -5.1 -0.405 18.22 20.09 01a58340o0433o
58340.606757 -19.335  0.544   -67   36 o  0   0.97   2.47919  -5.02114  6344.20  5174.75 3.45 3.28 -89.8 -0.408 18.14 19.93 01a58340o0455o
58340.617955  20.802  2.296    17   40 o  0   1.15   2.47919  -5.02114  6284.49  5097.56 3.25 2.91 -86.7 -0.426 18.02 19.60 01a58340o0478o
58340.628645  19.472  1.016    59   60 o  0   1.11   2.47919  -5.02114  6265.24  5212.34 3.12 2.79 -85.1 -0.432 17.55 18.47 01a58340o0500o
58342.597118  20.682  0.387    19    8 c  0   1.36   2.47919  -5.02114  3705.08  3861.10 2.53 2.47  88.7 -0.406 19.74 21.77 02a58342o0783c
58342.608058  21.577  1.015     8    9 c  0   1.02   2.47919  -5.02114  3684.44  3823.67 2.57 2.45 -75.7 -0.409 19.76 21.75 02a58342o0806c
58342.619054  20.961  0.568    15    8 c  0   1.45   2.47919  -5.02114  3741.38  3901.70 2.61 2.50 -80.0 -0.406 19.74 21.65 02a58342o0829c
58342.630038 -20.060  0.379   -34   13 c  0   1.50   2.47919  -5.02114  3761.39  3786.13 2.60 2.51 -75.0 -0.401 19.08 20.33 02a58342o0852c
58344.583175 -20.244  0.645   -29   19 o  0   1.30   2.47919  -5.02114  4842.87  6590.86 3.80 3.11  -2.0 -0.415 18.81 20.75 01a58344o0753o
58344.593885 -19.509  0.381   -57   22 o  0   1.22   2.47919  -5.02114  4861.20  6627.96 4.28 3.16  -1.8 -0.388 18.68 20.68 01a58344o0775o
58344.605145  21.078  2.133    13   29 o  0   1.20   2.47919  -5.02114  4801.81  6550.07 2.95 2.64 -85.8 -0.443 18.45 20.16 01a58344o0798o
58344.615942 -20.183  0.841   -31   26 o  0   1.70   2.47919  -5.02114  4783.19  6665.60 3.17 2.72 -85.3 -0.435 18.43 20.19 01a58344o0820o
58348.559873  21.289  1.125    11   12 o  0   1.24   2.47919  -5.02114  5652.15  6697.00 3.39 3.23 -83.2 -0.393 19.30 21.11 01a58348o0703o
58348.570800 -20.862  0.789   -16   13 o  0   1.01   2.47919  -5.02114  5671.00  6733.91 3.36 3.24 -65.4 -0.405 19.26 21.06 01a58348o0725o
58348.581290  21.214  1.200    12   14 o  0   0.99   2.47919  -5.02114  5610.82  6655.73 3.28 2.77 -83.7 -0.430 19.36 21.03 01a58348o0746o
58348.594689 -24.899 30.500    -0   12 o  0   1.17   2.47919  -5.02114  5592.21  6771.69 3.28 2.75 -82.2 -0.433 19.35 20.97 01a58348o0771o
58350.564436  21.924  2.767     6   17 o  0   1.23   2.47919  -5.02114  5462.63  4306.68 2.40 2.19 -61.5 -0.431 18.95 20.33 02a58350o0692o
58350.575086  20.724  1.012    19   19 o  0   1.07   2.47919  -5.02114  5442.63  4269.27 2.36 2.17 -66.8 -0.435 18.88 20.21 02a58350o0714o
58350.585307  22.054  2.647     6   14 o  0   0.90   2.47919  -5.02114  5500.28  4347.94 2.34 2.07 -62.2 -0.431 19.16 20.50 02a58350o0735o
58350.596125  20.773  0.381    18    7 o  0   2.82   2.47919  -5.02114  5520.38  4233.15 2.37 2.15 -66.8 -0.432 19.55 21.00 02a58350o0757o
58360.551577  22.371  6.273     4   26 o  0   1.04   2.47919  -5.02114  4446.53  4268.26 2.87 2.82  -3.9 -0.460 18.63 19.61 01a58360o0707o
58360.561501  23.786 21.667     1   24 o  0   1.33   2.47919  -5.02114  4466.29  4306.52 3.03 2.75  86.0 -0.456 18.62 19.58 01a58360o0728o
58360.571472 -21.577  2.804    -8   24 o  0   1.05   2.47919  -5.02114  4406.06  4229.45 2.98 2.67 -89.7 -0.458 18.58 19.55 01a58360o0749o
58360.581676  20.232  0.824    29   24 o  0   0.80   2.47919  -5.02114  4387.82  4344.18 2.94 2.69 -88.0 -0.470 18.52 19.52 01a58360o0770o
