###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
58231.586086  20.454  0.950    24   23 o  0   0.62 245.29379  36.06122  8263.06  5606.55 2.22 2.15  74.4 -0.467 19.14 20.26 02a58231o0725o
58243.557663  22.644 180.833     3  575 o  0   1.16 245.29379  36.06122  8878.20  8771.72 2.24 2.06  25.6 -0.530 16.36 16.75 02a58243o0665o
58243.575274 -21.285 13.102   -11  146 o  0   1.60 245.29379  36.06122  8923.84  8849.89 2.26 2.03  32.6 -0.502 17.74 17.95 02a58243o0701o
58243.578466  14.974 16.532  3718 61459 o  0   1.32 245.29379  36.06122  8939.62  8733.49 3.71 3.23   7.2 -0.479 13.68 14.04 02a58243o0707o
58247.553488 -20.555  0.503   -22   11 o  0   1.01 245.29379  36.06122  9526.39  8579.74 2.30 2.07  37.4 -0.469 19.62 20.79 02a58247o0152o
58247.562012 -21.277  1.198   -11   13 o  0   1.43 245.29379  36.06122    49.61  8668.85 2.25 1.89   0.9 -0.444 19.59 20.86 02a58247o0169o
58247.563400 -21.557  1.462    -9   13 o  0   0.96 245.29379  36.06122  9510.11  8539.40 2.29 2.05  34.7 -0.480 19.62 20.88 02a58247o0172o
58247.564767 -21.148  0.874   -13   11 o  0   1.22 245.29379  36.06122  9558.58  8618.87 2.35 2.05  29.0 -0.476 19.59 20.85 02a58247o0175o
58247.565691  21.348  1.214    10   13 o  0   1.26 245.29379  36.06122    82.74  8549.31 2.19 1.84   9.7 -0.447 19.56 20.76 02a58247o0177o
58247.581320 -21.176  0.983   -12   12 o  0   1.31 245.29379  36.06122  9572.91  8501.32 2.22 1.98  27.3 -0.477 19.51 20.59 02a58247o0208o
58249.531269  22.270  4.467     4   20 o  0   0.85 245.29379  36.06122 10388.90  4119.43 4.45 3.06 -84.2 -0.438 19.17 20.77 01a58249o0099o
58249.532644 -21.071  1.129   -14   15 o  0   1.01 245.29379  36.06122   895.64  4305.40 3.09 2.79  89.2 -0.460 19.24 20.78 01a58249o0101o
58249.541369 -23.700 13.750    -1   16 o  0   1.26 245.29379  36.06122 10413.10  4217.47 4.50 3.03 -88.7 -0.441 19.16 20.73 01a58249o0119o
58249.542762  21.419  1.933    10   19 o  0   1.04 245.29379  36.06122   918.31  4385.43 3.21 2.75  84.6 -0.459 19.07 20.64 01a58249o0122o
58249.543241  20.617  1.050    21   22 o  0   1.09 245.29379  36.06122 10365.71  4130.10 4.49 2.98 -89.0 -0.436 19.00 20.51 01a58249o0123o
58249.558910 -23.078  8.000    -2   17 o  0   1.35 245.29379  36.06122 10351.07  4307.73 4.51 3.03 -86.5 -0.448 19.15 20.68 01a58249o0155o
58249.559375 -21.285  1.451   -11   16 o  0   1.12 245.29379  36.06122   883.74  4371.85 3.33 2.91  82.7 -0.455 19.13 20.75 01a58249o0156o
58249.562784 -21.126  1.352   -13   17 o  0   0.82 245.29379  36.06122   855.68  4500.64 3.54 3.00  77.4 -0.448 19.10 20.74 01a58249o0163o
58253.522742 -20.538  0.742   -22   16 o  0   0.93 245.29379  36.06122  2243.61  3864.71 3.00 2.74  77.8 -0.457 19.19 20.73 01a58253o0603o
58253.531791 -21.066  1.044   -14   14 o  0   1.08 245.29379  36.06122  2266.10  3940.31 3.11 2.86  84.1 -0.448 19.16 20.65 01a58253o0621o
58253.551386 -22.704  4.733    -3   14 o  0   1.13 245.29379  36.06122  2235.98  3937.10 3.10 2.80  77.2 -0.454 19.13 20.63 01a58253o0661o
58253.554231 -20.638  0.720   -20   14 o  0   1.27 245.29379  36.06122  2208.56  4064.37 3.05 2.74  82.0 -0.461 19.20 20.66 01a58253o0667o
58254.555168  21.219  1.145    12   14 o  0   1.16 245.29379  36.06122  3461.81  5190.53 3.19 2.89  89.7 -0.448 19.25 20.96 01a58254o0639o
58254.562476  21.970  2.414     6   14 o  0   0.64 245.29379  36.06122  3502.63  5255.99 3.07 2.78 -89.3 -0.451 19.24 20.92 01a58254o0654o
58254.575679  20.627  0.779    20   16 o  0   1.04 245.29379  36.06122  3457.50  5226.07 3.14 2.83 -88.2 -0.451 19.13 20.80 01a58254o0681o
58254.588855 -20.341  0.984   -26   26 o  0   1.28 245.29379  36.06122  3463.04  5387.21 3.11 3.03  70.7 -0.439 18.50 20.15 01a58254o0708o
58257.502425  20.935  0.867    15   13 o  0   1.05 245.29379  36.06122  1060.98  2025.88 2.95 2.77  72.0 -0.460 19.36 21.00 01a58257o0560o
58257.512530 -21.982  2.129    -6   12 o  0   0.92 245.29379  36.06122  1083.21  2106.14 2.99 2.81  75.2 -0.452 19.33 20.92 01a58257o0579o
58257.514608  22.844  5.000     3   13 o  0   1.29 245.29379  36.06122  1020.27  2034.44 2.98 2.81  76.2 -0.456 19.34 20.92 01a58257o0583o
58257.515087  20.668  2.077    20   41 o  0   0.36 245.29379  36.06122 10522.78  1974.32 4.10 2.82 -86.0 -0.455 19.30 20.86 01a58257o0584o
58257.533223  21.026  1.066    14   15 o  0   1.19 245.29379  36.06122  1020.90  2224.30 2.99 2.72  75.9 -0.462 19.30 20.79 01a58257o0616o
58258.353359 -21.240  0.950   -12   11 c  0   1.09 245.29379  36.06122  2586.92  3159.58 3.21 2.95  42.6 -0.370 19.42 21.36 02a58258o0015c
58258.353815 -21.056  0.806   -14   11 c  0   1.05 245.29379  36.06122  2587.19  3159.54 3.43 3.16  58.8 -0.371 19.34 21.36 02a58258o0016c
58258.354271  24.937 29.000     0   11 c  0   1.00 245.29379  36.06122  2587.23  3159.54 3.20 2.94  35.4 -0.377 19.34 21.36 02a58258o0017c
58258.557637 -22.934  7.222    -2   18 o  0   0.80 245.29379  36.06122  1121.81  4156.43 3.59 3.45  60.7 -0.417 19.11 20.87 01a58258o0647o
58258.571528  21.030  1.204    14   17 o  0   0.88 245.29379  36.06122  1158.67  4244.52 3.53 3.40  68.5 -0.410 19.11 20.93 01a58258o0675o
58258.586007 -20.650  0.805   -20   16 o  0   0.85 245.29379  36.06122  1132.76  4214.21 3.23 3.19   7.4 -0.428 19.21 21.00 01a58258o0704o
58258.598087  20.879  0.947    16   15 o  0   1.05 245.29379  36.06122  1139.92  4369.09 3.11 3.08  27.3 -0.438 19.30 21.00 01a58258o0729o
58259.497093  22.000  1.279     6    7 c  0   1.33 245.29379  36.06122  9470.79  6960.12 2.54 2.49  55.3 -0.458 19.85 21.94 02a58259o0311c
58259.507389  21.793  1.082     7    8 c  0   1.23 245.29379  36.06122  9454.05  6920.60 2.62 2.55  66.7 -0.452 19.85 21.94 02a58259o0331c
58259.525013 -24.680 36.250    -0   18 c  0   1.01 245.29379  36.06122    41.94  6932.16 2.61 2.39  17.0 -0.396 19.77 21.82 02a58259o0366c
58259.525470 -22.212  1.697    -5    8 c  0   1.01 245.29379  36.06122  9515.67  6999.37 2.66 2.56  45.6 -0.450 19.79 21.86 02a58259o0367c
58259.529124  24.847 20.667     0    9 c  0   0.83 245.29379  36.06122  9531.56  6883.40 2.59 2.49  29.9 -0.453 19.81 21.81 02a58259o0374c
58260.570178 -21.542  2.816    -9   25 o  0   0.86 245.29379  36.06122  8992.85  8914.18 2.17 1.93  25.0 -0.476 18.88 19.99 02a58260o0702o
58260.605624  19.962  0.645    38   24 o  0   0.82 245.29379  36.06122  8969.87  8875.62 2.11 1.94  26.7 -0.472 18.77 19.74 02a58260o0773o
58260.611666 -20.401  1.221   -25   31 o  0   0.75 245.29379  36.06122  9016.75  8957.22 2.17 1.98  26.5 -0.469 17.80 18.68 02a58260o0785o
58260.625682  17.459  1.156   377  436 o  0   1.36 245.29379  36.06122  9047.65  8841.93 2.16 2.02   7.5 -0.469 16.20 16.38 02a58260o0812o
58261.484123  22.385  3.810     4   15 o  0   0.92 245.29379  36.06122  1051.21  2386.36 3.05 2.84  82.6 -0.450 19.22 20.74 01a58261o0458o
58261.493148  20.046  0.771    35   27 o  0   0.77 245.29379  36.06122 10516.06  2204.80 4.06 2.82 -85.9 -0.452 19.31 20.90 01a58261o0475o
58261.494105 -21.429  1.412   -10   14 o  0   1.30 245.29379  36.06122  1071.02  2465.65 3.08 2.83  86.4 -0.450 19.32 20.96 01a58261o0477o
58261.496041 -19.889  0.587   -40   24 o  0   1.14 245.29379  36.06122 10502.28  2334.43 4.19 2.92 -87.1 -0.445 19.26 20.94 01a58261o0481o
58261.514679 -21.682  1.763    -8   14 o  0   0.84 245.29379  36.06122  1019.45  2468.39 3.21 2.90  80.5 -0.445 19.34 21.17 01a58261o0517o
58261.517457   0.000 21.180     0   12 o  0   1.09 245.29379  36.06122  1007.42  2595.96 3.19 2.86  87.8 -0.449 19.37 21.17 01a58261o0522o
58263.495696 -18.169  1.492  -196  293 o  0   1.18 245.29379  36.06122  6199.68  6355.00 2.28 1.99 -54.6 -0.417 16.02 16.08 02a58263o0536o
58263.506925 -20.856  6.018   -16   99 o  0   0.97 245.29379  36.06122  6184.83  6316.24 2.28 1.99 -46.4 -0.469 17.19 17.40 02a58263o0558o
58263.526580 -18.749  0.788  -115   91 o  0   1.03 245.29379  36.06122  6230.71  6393.46 2.26 2.00 -46.5 -0.441 17.24 17.46 02a58263o0598o
58263.543499 -20.374  1.388   -26   36 o  0   1.11 245.29379  36.06122  6245.45  6276.69 2.36 2.08 -46.7 -0.440 18.33 19.01 02a58263o0632o
58265.498188 -21.509  2.522    -9   23 o  0   1.23 245.29379  36.06122  1424.93  4184.23 2.98 2.93  29.3 -0.452 18.65 19.64 01a58265o0502o
58265.507891 -20.613  1.732   -21   36 o  0   1.09 245.29379  36.06122  1463.38  4262.04 3.00 2.88  14.2 -0.455 18.19 19.04 01a58265o0522o
58265.510789 -21.368  4.149   -10   43 o  0   1.00 245.29379  36.06122  1401.94  4194.89 3.04 2.85  76.3 -0.458 18.11 18.95 01a58265o0528o
58265.526993 -19.707  1.100   -48   52 o  0   0.77 245.29379  36.06122  1404.32  4371.84 3.05 2.89  70.7 -0.465 17.91 18.66 01a58265o0561o
58269.475866 -20.885  1.437   -16   23 o  0   1.11 245.29379  36.06122  3174.70  4015.35 3.07 2.95  10.7 -0.451 18.75 19.83 01a58269o0476o
58269.487452  20.508  1.051    23   24 o  0   0.88 245.29379  36.06122  3198.91  4099.13 3.01 2.92  48.2 -0.446 18.69 19.79 01a58269o0497o
58269.499864 -23.996 25.400    -1   23 o  0   0.93 245.29379  36.06122  3161.63  4069.51 2.90 2.80  58.0 -0.468 18.68 19.75 01a58269o0518o
58269.503898 -20.648  1.163   -20   23 o  0   1.05 245.29379  36.06122  3135.16  4200.98 2.98 2.89  65.3 -0.454 18.67 19.72 01a58269o0526o
58271.483506 -19.904  1.265   -40   50 o  0   1.34 245.29379  36.06122    44.86  8957.14 2.35 2.02  12.3 -0.486 18.54 19.61 02a58271o0493o
58271.495738 -23.192  8.875    -2   17 o  0   1.09 245.29379  36.06122  9557.99  8906.77 2.45 2.14  36.7 -0.455 19.17 19.99 02a58271o0517o
58271.511771 -20.669  1.025   -20   20 o  0   1.02 245.29379  36.06122    73.44  8995.35 2.44 2.11  11.9 -0.427 19.05 19.84 02a58271o0549o
58271.513154  20.512  0.611    23   14 o  0   1.99 245.29379  36.06122  9540.30  8868.14 2.50 2.17  31.9 -0.460 19.15 19.92 02a58271o0552o
58271.514550 -20.641  1.013   -20   20 o  0   0.91 245.29379  36.06122  9588.53  8947.72 2.54 2.24  29.3 -0.463 19.14 19.93 02a58271o0555o
58271.515007  21.920  2.962     6   18 o  0   0.95 245.29379  36.06122   106.51  8875.64 2.45 2.12   7.5 -0.422 19.07 19.91 02a58271o0556o
58271.530629 -19.843  0.386   -42   16 o  0   1.24 245.29379  36.06122  9617.15  8832.23 2.55 2.20  35.2 -0.452 19.07 19.90 02a58271o0588o
58273.478302  20.718  0.821    19   15 o  0   0.85 245.29379  36.06122  3475.57  3218.88 2.83 2.76   2.0 -0.463 19.17 20.52 01a58273o0506o
58273.488851  21.316  1.509    11   16 o  0   0.88 245.29379  36.06122  3501.43  3296.96 3.01 2.97  58.2 -0.435 19.10 20.49 01a58273o0525o
58273.502127  22.442  4.050     4   16 o  0   0.99 245.29379  36.06122  3467.32  3269.54 2.96 2.88   5.1 -0.448 19.12 20.45 01a58273o0549o
58273.518637 -23.704 14.000    -1   17 o  0   1.17 245.29379  36.06122  3458.90  3445.70 3.06 2.90  30.5 -0.443 19.04 20.38 01a58273o0583o
58275.479797 -23.405  6.200    -2   10 o  0   1.94 245.29379  36.06122  6936.38  5719.92 2.24 2.04 -50.3 -0.437 19.47 20.52 02a58275o0501o
58275.487927 -20.790  0.570   -18   10 o  0   1.16 245.29379  36.06122  6920.77  5681.93 2.28 2.11 -51.9 -0.440 19.45 20.56 02a58275o0517o
58275.505862  22.480  3.353     4   12 o  0   0.99 245.29379  36.06122  6982.29  5759.90 2.25 2.08 -45.1 -0.438 19.49 20.59 02a58275o0554o
58275.509731  23.656  9.273     1   12 o  0   1.04 245.29379  36.06122  6998.56  5641.67 2.27 2.16 -37.1 -0.441 19.46 20.56 02a58275o0562o
58277.481414  22.515  3.333     4   12 o  0   1.01 245.29379  36.06122  2738.82  1906.14 3.33 3.24  33.9 -0.430 19.40 21.55 01a58277o0280o
58277.492391 -21.628  1.529    -8   12 o  0   0.79 245.29379  36.06122  2767.54  1986.46 3.37 3.24  72.5 -0.421 19.37 21.51 01a58277o0302o
58277.510931 -22.523  3.733    -4   13 o  0   1.08 245.29379  36.06122  2743.47  1976.00 3.34 3.21  24.5 -0.427 19.28 21.30 01a58277o0341o
58277.513720 -22.624  4.615    -3   15 o  0   0.94 245.29379  36.06122  2716.36  2104.48 3.45 3.28  72.0 -0.424 19.26 21.24 01a58277o0347o
58279.477492 -21.356  1.000   -10   10 c  0   0.88 245.29379  36.06122  9385.98  6818.57 2.59 2.52  37.7 -0.447 19.62 21.48 02a58279o0486c
58279.496473  20.891  0.606    16   10 c  0   1.30 245.29379  36.06122  9369.12  6779.09 2.67 2.60  37.0 -0.437 19.53 21.42 02a58279o0524c
58279.498807  22.265  2.556     4   12 c  0   0.91 245.29379  36.06122  9432.99  6858.87 2.63 2.56  22.8 -0.447 19.54 21.42 02a58279o0529c
58279.515728  22.148  2.414     5   12 c  0   0.95 245.29379  36.06122  9446.13  6743.02 2.58 2.53  19.0 -0.449 19.49 21.35 02a58279o0564c
58281.462359 -21.026  0.987   -14   14 o  0   0.81 245.29379  36.06122  1617.26  2503.01 2.95 2.87  59.9 -0.450 19.31 20.95 01a58281o0466o
58281.473684 -21.027  0.819   -14   12 o  0   1.41 245.29379  36.06122  1644.87  2585.93 3.04 2.88  62.4 -0.447 19.34 21.04 01a58281o0488o
58281.486448  22.145  2.400     5   12 o  0   1.39 245.29379  36.06122  1594.04  2554.96 3.12 2.89  71.2 -0.446 19.36 21.22 01a58281o0513o
58281.502431  23.229  7.000     2   13 o  0   1.36 245.29379  36.06122  1600.57  2729.37 3.13 2.95  65.1 -0.443 19.33 21.07 01a58281o0546o
58285.452019  20.713  0.628    19   12 o  0   1.13 245.29379  36.06122  4148.90  2668.17 3.18 3.12 -12.4 -0.436 19.31 21.20 01a58285o0405o
58285.463231  21.671  1.750     8   14 o  0   0.91 245.29379  36.06122  4166.43  2706.00 3.13 3.12  12.4 -0.445 19.25 21.13 01a58285o0427o
58285.475185  20.404  0.490    25   12 o  0   0.96 245.29379  36.06122  4101.28  2626.60 2.77 2.60 -12.7 -0.477 19.44 21.08 01a58285o0450o
58285.484535  20.172  0.426    31   13 o  0   1.08 245.29379  36.06122  4088.28  2743.55 3.25 3.19 -14.0 -0.432 19.27 21.05 01a58285o0469o
58287.458941 -22.396  2.129    -4    8 c  0   1.00 245.29379  36.06122  6683.66  6916.95 2.55 2.43 -40.7 -0.409 19.82 21.90 02a58287o0437c
58287.459856  21.404  0.782    10    8 c  0   1.08 245.29379  36.06122  6668.63  6878.01 2.54 2.42 -41.9 -0.413 19.85 21.90 02a58287o0439c
58287.477133 -22.638  2.652    -3    8 c  0   1.12 245.29379  36.06122  6715.64  6956.16 2.66 2.52 -72.8 -0.403 19.81 21.85 02a58287o0475c
58287.479987 -23.835  7.500    -1    8 c  0   1.14 245.29379  36.06122  6731.58  6839.00 2.58 2.46 -32.2 -0.413 19.79 21.83 02a58287o0481c
58289.440211 -20.312  0.422   -27   12 o  0   1.02 245.29379  36.06122  2037.96  4636.63 2.66 2.54  -4.0 -0.495 19.46 21.12 01a58289o0420o
58289.453073  21.684  1.500     8   12 o  0   1.08 245.29379  36.06122  2053.57  4673.98 2.82 2.69  -4.9 -0.476 19.46 21.23 01a58289o0446o
58289.455940 -20.887  0.742   -16   12 o  0   0.91 245.29379  36.06122  2005.06  4595.87 2.81 2.79 -25.4 -0.476 19.40 21.22 01a58289o0452o
58289.471959 -21.355  1.211   -10   13 o  0   0.91 245.29379  36.06122  1975.90  4708.84 2.89 2.75  -1.6 -0.470 19.40 21.20 01a58289o0485o
58291.445685  23.210  6.000     2   11 o  0   1.82 245.29379  36.06122  7370.87  7640.41 2.28 2.24 -18.2 -0.445 19.27 20.18 02a58291o0389o
58293.435375  21.370  1.746    10   18 o  0   0.94 245.29379  36.06122  2942.19  5162.85 2.67 2.62  -9.2 -0.501 18.94 20.02 01a58293o0411o
58293.446678  22.073  3.406     5   18 o  0   1.18 245.29379  36.06122  2959.79  5200.03 2.72 2.66 -72.5 -0.502 18.90 20.00 01a58293o0434o
58293.465514 -20.068  0.545   -34   19 o  0   1.26 245.29379  36.06122  2910.38  5121.24 2.84 2.82 -47.1 -0.474 18.81 19.93 01a58293o0472o
58293.469283 -22.713  6.750    -3   20 o  0   1.17 245.29379  36.06122  2881.15  5237.46 2.94 2.80 -82.2 -0.473 18.82 19.92 01a58293o0480o
58296.445058 -21.247  2.356   -12   27 o  0   1.14 245.29379  36.06122  8489.03  7817.51 2.32 2.17  31.5 -0.460 18.77 19.26 02a58296o0441o
58296.457866  19.680  0.625    49   30 o  0   0.98 245.29379  36.06122  8455.13  7776.89 2.28 2.15  29.1 -0.459 18.74 19.22 02a58296o0469o
58296.463793  21.119  2.294    13   30 o  0   1.03 245.29379  36.06122  8518.39  7857.76 2.34 2.23  30.7 -0.461 18.70 19.20 02a58296o0481o
58296.477080 -20.596  1.481   -21   31 o  0   1.24 245.29379  36.06122  8533.58  7740.45 2.30 2.19  18.9 -0.446 18.66 19.16 02a58296o0510o
58297.436140 -21.096  2.153   -13   28 o  0   1.17 245.29379  36.06122  2355.51  4852.64 3.18 3.11 -84.0 -0.464 18.38 19.39 01a58297o0388o
58297.443627  21.803  9.333     7   64 o  0   1.08 245.29379  36.06122  2372.43  4891.41 4.10 3.85 -88.8 -0.468 17.83 19.00 01a58297o0403o
58297.459041 -22.751 12.500    -3   36 o  0   0.85 245.29379  36.06122  2324.03  4812.94 3.29 3.25 -47.5 -0.455 18.22 19.30 01a58297o0435o
58297.464145 -19.895  0.948   -40   38 o  0   0.98 245.29379  36.06122  2295.09  4929.02 3.70 3.62 -79.7 -0.435 18.12 19.27 01a58297o0446o
58299.404947  21.421  1.545    10   15 o  0   1.30 245.29379  36.06122  6324.67  7342.94 2.10 1.97 -36.1 -0.477 19.18 19.89 02a58299o0340o
58299.416711 -22.347  4.179    -4   18 o  0   0.93 245.29379  36.06122  6306.66  7304.63 2.29 2.06 -43.9 -0.439 19.16 19.88 02a58299o0362o
58299.428687 -21.174  1.192   -12   15 o  0   1.18 245.29379  36.06122  6368.72  7383.14 2.11 1.99 -31.0 -0.462 19.16 19.82 02a58299o0383o
58299.441776 -21.569  1.941    -9   17 o  0   1.28 245.29379  36.06122  6381.60  7267.65 2.12 1.98 -32.9 -0.489 19.15 19.81 02a58299o0405o
58303.419044 -21.830  1.468    -7   10 o  0   1.24 245.29379  36.06122  7524.65  6895.19 2.17 2.06 -33.7 -0.471 19.52 20.60 02a58303o0372o
58303.430312  21.423  1.023    10   10 o  0   1.82 245.29379  36.06122  7506.91  6856.09 2.22 2.09 -45.3 -0.459 19.40 20.46 02a58303o0395o
58303.441652  22.348  2.917     4   12 o  0   1.21 245.29379  36.06122  7567.88  6935.78 2.20 2.10 -33.5 -0.452 19.33 20.28 02a58303o0418o
58303.453127 -20.337  0.718   -27   19 o  0   1.18 245.29379  36.06122  7582.92  6819.74 2.19 2.10 -12.1 -0.475 18.89 19.70 02a58303o0441o
58307.428481 -23.161  4.071    -2    8 c  0   1.04 245.29379  36.06122  7313.93  6798.52 2.66 2.56 -31.2 -0.416 19.75 21.85 02a58307o0310c
58307.439192  20.935  0.439    15    7 c  0   2.00 245.29379  36.06122  7280.99  6759.65 2.57 2.50 -24.8 -0.417 19.80 21.84 02a58307o0332c
58307.450419 -26.021 58.000    -0    8 c  0   1.01 245.29379  36.06122  7343.61  6837.40 2.65 2.54 -33.4 -0.412 19.74 21.82 02a58307o0355c
58307.461236 -23.685  6.000    -1    7 c  0   1.37 245.29379  36.06122  7359.61  6721.01 2.55 2.47 -19.4 -0.429 19.74 21.74 02a58307o0377c
58311.429976 -22.214  1.879    -5    9 c  0   1.23 245.29379  36.06122  6289.60  9155.57 2.69 2.57 -17.5 -0.407 19.74 21.71 02a58311o0384c
58311.441086  23.321  6.545     2   11 c  0   0.84 245.29379  36.06122  6272.16  9116.43 2.79 2.70 -27.8 -0.394 19.67 21.65 02a58311o0407c
58311.452101 -21.550  1.259    -9   11 c  0   0.71 245.29379  36.06122  6319.56  9194.64 2.83 2.74 -18.3 -0.399 19.69 21.57 02a58311o0430c
58311.463244 -20.160  0.333   -31   10 c  0   1.15 245.29379  36.06122  6337.06  9076.53 2.96 2.84  -6.0 -0.400 19.53 21.51 02a58311o0453c
58313.391432 -24.826 29.500    -0   13 o  0   0.91 245.29379  36.06122  3054.93  2513.06 3.35 2.83  -0.9 -0.447 19.41 21.24 01a58313o0278o
58313.402274 -21.480  1.366    -9   13 o  0   1.11 245.29379  36.06122  3072.95  2550.60 3.35 3.01   1.9 -0.449 19.31 21.13 01a58313o0300o
58313.413714  20.725  0.802    19   15 o  0   1.19 245.29379  36.06122  3008.95  2472.26 3.37 2.94   0.7 -0.442 19.30 21.05 01a58313o0323o
58313.424765 -21.472  1.426    -9   13 o  0   0.87 245.29379  36.06122  2996.66  2587.89 3.09 2.80  -4.4 -0.458 19.34 21.05 01a58313o0345o
58315.407416   0.000 21.556    -0    9 c  0   1.04 245.29379  36.06122  8211.64  6156.69 2.65 2.60 -34.8 -0.408 19.71 21.75 02a58315o0343c
58315.418023  21.444  0.923    10    9 c  0   1.15 245.29379  36.06122  8195.15  6117.98 2.64 2.57 -31.3 -0.411 19.71 21.70 02a58315o0365c
58315.431865 -22.690  3.350    -3   10 c  0   0.87 245.29379  36.06122  8256.55  6196.71 2.67 2.62 -37.6 -0.409 19.69 21.71 02a58315o0390c
58315.444991  21.276  0.974    11   11 c  0   0.78 245.29379  36.06122  8271.69  6080.53 2.64 2.55 -32.4 -0.413 19.69 21.66 02a58315o0414c
58317.378780 -22.547  3.765    -4   13 o  0   0.92 245.29379  36.06122  1303.41  2470.38 3.14 2.76  -4.6 -0.440 19.46 21.46 01a58317o0298o
58317.389600  22.322  2.944     4   13 o  0   1.08 245.29379  36.06122  1321.43  2508.19 3.41 3.11   0.1 -0.425 19.41 21.60 01a58317o0320o
58317.401207 -21.271  0.915   -11   10 o  0   1.71 245.29379  36.06122  1273.21  2427.81 2.95 2.71  -2.0 -0.456 19.48 21.50 01a58317o0343o
58317.412402 -21.487  1.077    -9   10 o  0   1.12 245.29379  36.06122  1245.49  2542.63 2.87 2.67  -7.7 -0.465 19.57 21.58 01a58317o0365o
58319.394365  16.631  0.835   808  675 o  0   1.12 245.29379  36.06122  7970.64  8129.03 2.36 2.29 -28.5 -0.463 15.09 15.64 02a58319o0328o
