# ------------------------------------------------------------------
# Generated by forcedphotometry_trim.pl, v3.7 on 2023-06-27 at 13:18:57
#
# Requested input R.A. = 2.1981316 degrees
# Requested input Dec. = -8.984815739999998 degrees
# Requested JD start = 2458194.5 days
# Requested JD end = 2460123.5 days
# Authenticated program IDs = 1
#
# Column definitions:
# index = sequential counter
# field = ZTF Field identifier
# ccdid = CCD identifier (1..16)
# qid = Quadrant (CCD-amplifier) identifier (0..3)
# filter = Filter string: ZTF_g, ZTF_r, ZTF_i
# pid = processed image Operations DB identifier
# infobitssci = processing summary/QA bits for sci image
# sciinpseeing = Effective FWHM of sci image [pixels]
# scibckgnd = Background level in sci image [DN]
# scisigpix = Robust sigma per pixel in sci image [DN]
# zpmaginpsci = Photometric zeropoint for sci image [mag]
# zpmaginpsciunc = 1-sigma uncertainty in zpmaginpsci [mag]
# zpmaginpscirms = RMS (deviation from average) in difference between instrumental mags and PS1 calibrators [mag]
# clrcoeff = Linear color coefficient from calibration; for ZTF_g,r,i, PS1 color used is g-r, g-r, r-i respectively
# clrcoeffunc = 1-sigma uncertainty in clrcoeff
# ncalmatches = Number of PS1 calibrators used in initial calibration of sci image
# exptime = Integration time for sci image [sec]
# adpctdif1 = Full sci image astrometric RMS along R.A. with respect to Gaia1 [arcsec]
# adpctdif2 = Full sci image astrometric RMS along Dec. with respect to Gaia1 [arcsec]
# diffmaglim = Magnitude limit in difference image [mag]
# zpdiff = Photometric zeropoint for difference image [mag]
# programid = Program identifier [0=engineering; 1=public; 2=private; 3=Caltech time]
# jd = Julian Date at start of exposure [days]
# rfid = Rerence image Operations DB identifier
# forcediffimflux = Forced difference image PSF-fit flux [DN]
# forcediffimfluxunc = 1-sigma uncertainty in forcediffimflux [DN]
# forcediffimsnr = Signal-to-noise ratio for forcediffimflux measurement
# forcediffimchisq = Reduced chi-square in PSF-fit
# forcediffimfluxap = Forced difference image aperture flux using a fixed 9-pixel diameter aperture [DN]
# forcediffimfluxuncap = 1-sigma uncertainty in forcediffimfluxap [DN]
# forcediffimsnrap = Signal-to-noise ratio for forcediffimfluxap measurement
# aperturecorr = Aperture (curve-of-growth) correction factor that was applied to forcediffimfluxap measurement
# dnearestrefsrc = Distance to nearest ref image source if found within 5 arcsec [arcsec]
# nearestrefmag = Magnitude of nearest ref image source [mag]
# nearestrefmagunc = 1-sigma uncertainty in nearestrefmag [mag]
# nearestrefchi = Chi parameter for nearestrefmag measurement (ratio: RMS in PSF-fit residuals / expected RMS from priors)
# nearestrefsharp = Sharp parameter for nearestrefmag measurement (~0 => PSF like; >>0 => extended; <<0 => pixel spike or hard edge)
# refjdstart = JD of earliest sci image used for ref image [days]
# refjdend = JD of latest sci image used for ref image [days]
# procstatus = Per-epoch processing status codes (0 => no warnings); if non-zero, see accompanying log file and document link below
#
# Documentation: https://irsa.ipac.caltech.edu/data/ZTF/docs/forcedphot.pdf
#
# ------------------------------------------------------------------
# Order of columns below:
 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 0 345 12 2 ZTF_r 534461684615 0 3.6844 180.769 6.33079 26.1191 1.86193e-05 0.032773 0.124154 2.77231e-05 368 30. 0.093541 0.071709 19.8007 26.1191 1 2458288.9616898 345120246 9.02233570508537 45.2978392917788 0.221562520392294 1.00583181347963 -1.69734895544381 59.7044318660159 -0.0286206675938271 1.16626769412833 0.261901025651342 17.9290002822876 0.0560000017285347 4.20800018310547 0.386999994516373 2458336.938750 2458365.877431 0
 1 345 12 2 ZTF_r 543423864615 0 2.2377 176.302 15.362 26.0918 2.2581e-05 0.0357545 0.118799 3.3442e-05 362 30. 0.072595 0.060639 19.2017 26.0918 1 2458297.9238657 345120246 -12.5921406074222 74.0154362848952 -0.189248332765962 0.938664570948978 0.300505348090667 130.17785510188 0.00232396876306526 1.05193365216351 0.261901025651342 17.9290002822876 0.0560000017285347 4.20800018310547 0.386999994516373 2458336.938750 2458365.877431 0
 2 345 12 2 ZTF_r 546418424615 0 2.08 168.105 14.1251 26.0378 1.78061e-05 0.0319981 0.118993 2.65342e-05 367 30. 0.069017 0.064562 19.2865 26.0378 1 2458300.9184259 345120246 50.228440751499 63.4543865368734 0.88052734532177 0.926193416940025 70.6258554742527 117.520121842434 0.605015750150886 1.04098986367806 0.261901025651342 17.9290002822876 0.0560000017285347 4.20800018310547 0.386999994516373 2458336.938750 2458365.877431 0
 3 345 12 2 ZTF_g 546459514615 0 2.3093 93.6202 13.206 26.1405 3.65672e-05 0.0414771 -0.0541508 6.95748e-05 285 30. 0.059682 0.059864 19.3767 26.1405 1 2458300.9595139 345120146 -77.7616960781887 66.9411515942761 -1.29219288767439 1.06241740932718 -70.3332798195181 116.068827952752 -0.610043021495355 1.06331034418014 0.306152976230817 18.0280000686646 0.0579999983310699 3.78800010681152 0.389999985694885 2458318.939826 2458364.899537 0
 4 345 12 2 ZTF_r 558439894615 0 1.7084 163.602 5.59807 26.046 1.33348e-05 0.0278004 0.108553 1.98156e-05 365 30. 0.055576 0.054289 20.476 26.046 1 2458312.9398958 345120246 -21.2703773029073 19.8158809790112 -1.19403376970779 1.08890226517727 -7.2111023294086 40.0047885730089 -0.18147001340198 1.0333686203652 0.261901025651342 17.9290002822876 0.0560000017285347 4.20800018310547 0.386999994516373 2458336.938750 2458365.877431 0
 5 345 12 2 ZTF_g 558479394615 0 1.7865 91.5158 5.58215 26.0904 1.7001e-05 0.0313708 -0.0686487 2.55901e-05 363 30. 0.062179 0.062412 20.491 26.0904 1 2458312.9793981 345120146 -53.3492967920429 25.0241949868368 -2.37150139787743 1.01312017100014 -65.9806767875578 47.2613140003978 -1.40548484202862 1.06410591003549 0.306152976230817 18.0280000686646 0.0579999983310699 3.78800010681152 0.389999985694885 2458318.939826 2458364.899537 0
 6 345 12 2 ZTF_g 564439824615 0 2.0898 99.275 4.41237 26.181 1.6386e-05 0.0309726 -0.0547584 2.5063e-05 361 30. 0.063089 0.065465 20.7658 26.181 1 2458318.9398264 345120146 -56.8627371351705 21.2966482346102 -2.97010159184171 0.977044853655442 -21.1121707009877 37.3547826400526 -0.568986375590799 1.07635473432444 0.306152976230817 18.0280000686646 0.0579999983310699 3.78800010681152 0.389999985694885 2458318.939826 2458364.899537 0
 7 345 12 2 ZTF_g 567439974615 0 2.0157 101.211 4.56751 26.2135 1.32277e-05 0.027919 -0.0714716 2.00449e-05 360 30. 0.063045 0.057208 20.7789 26.2135 1 2458321.9399769 345120146 -57.4148187569435 18.2948516050765 -3.49100047704404 1.14262622745007 -118.887456787236 34.4243995046649 -3.47684120481632 1.05105989853083 0.306152976230817 18.0280000686646 0.0579999983310699 3.78800010681152 0.389999985694885 2458318.939826 2458364.899537 0
 8 345 12 2 ZTF_r 567481204615 0 1.6695 191.965 5.93324 26.1966 1.2885e-05 0.0273139 0.106664 1.91028e-05 364 30. 0.061496 0.052926 20.5778 26.1966 1 2458321.9812037 345120246 -78.3933713654464 24.1583305023018 -3.60966771137466 1.01346797590945 -118.169620547558 45.6898216517264 -2.60376371454559 1.05161808276301 0.261901025651342 17.9290002822876 0.0560000017285347 4.20800018310547 0.386999994516373 2458336.938750 2458365.877431 0
