index,JD,filter,mag,ztf_mag_lower,ztf_mag_upper,atlas_mag_err,data_origin
0,2458277.9284028,ZTF_r,,,,,ztf
1,2458277.9638079,ZTF_g,,,,,ztf
2,2458289.928044,ZTF_g,,,,,ztf
3,2458289.9714352,ZTF_r,,,,,ztf
4,2458291.9209606,ZTF_g,,,,,ztf
5,2458291.9484954,ZTF_g,,,,,ztf
6,2458291.9690394,ZTF_r,,,,,ztf
7,2458292.952662,ZTF_g,,,,,ztf
8,2458292.9760417,ZTF_r,,,,,ztf
9,2458293.9332407,ZTF_g,,,,,ztf
10,2458293.9494676,ZTF_g,,,,,ztf
11,2458293.9715162,ZTF_r,,,,,ztf
12,2458302.9468866,ZTF_g,,,,,ztf
13,2458303.8586806,ZTF_r,,,,,ztf
14,2458303.9223495,ZTF_g,,,,,ztf
15,2458303.9557639,ZTF_g,,,,,ztf
16,2458303.9680556,ZTF_r,,,,,ztf
17,2458303.9828241,ZTF_r,,,,,ztf
18,2458311.8598843,ZTF_g,,,,,ztf
19,2458312.8747222,ZTF_g,,,,,ztf
20,2458313.8679282,ZTF_g,,,,,ztf
21,2458317.8746181,ZTF_g,,,,,ztf
22,2458317.8798148,ZTF_g,,,,,ztf
23,2458318.8603356,ZTF_r,,,,,ztf
24,2458318.9170949,ZTF_g,,,,,ztf
25,2458318.921331,ZTF_g,,,,,ztf
26,2458318.9516204,ZTF_g,,,,,ztf
27,2458319.8521296,ZTF_r,,,,,ztf
28,2458319.8959144,ZTF_g,,,,,ztf
29,2458319.9107986,ZTF_g,,,,,ztf
30,2458319.9227546,ZTF_g,,,,,ztf
31,2458320.8747685,ZTF_r,,,,,ztf
32,2458320.8841319,ZTF_r,,,,,ztf
33,2458320.973831,ZTF_g,,,,,ztf
34,2458321.9363079,ZTF_g,,,,,ztf
35,2458321.9535301,ZTF_g,,,,,ztf
36,2458321.9544676,ZTF_g,,,,,ztf
37,2458321.9745023,ZTF_r,,,,,ztf
38,2458321.9754514,ZTF_r,,,,,ztf
39,2458322.8780324,ZTF_r,,,,,ztf
40,2458322.9089815,ZTF_r,,,,,ztf
41,2458325.7831829,ZTF_r,,,,,ztf
42,2458325.886956,ZTF_i,,,,,ztf
43,2458325.8990278,ZTF_g,,,,,ztf
44,2458325.9340046,ZTF_g,,,,,ztf
45,2458325.97625,ZTF_r,,,,,ztf
46,2458325.9897685,ZTF_r,,,,,ztf
47,2458326.8568519,ZTF_r,,,,,ztf
48,2458326.8834028,ZTF_r,,,,,ztf
49,2458326.9092361,ZTF_r,,,,,ztf
50,2458326.9566435,ZTF_g,,,,,ztf
51,2458326.958044,ZTF_g,,,22.826164922929806,,ztf
52,2458326.9584954,ZTF_g,,,22.547838216588822,,ztf
53,2458326.9622685,ZTF_g,,,,,ztf
54,2458326.9850347,ZTF_g,,,,,ztf
55,2458327.878588,ZTF_r,,,,,ztf
56,2458327.8922454,ZTF_r,21.937883650717115,,21.107820748843295,,ztf
57,2458327.8927083,ZTF_r,20.579069513728285,20.99917981093174,20.276923134566076,,ztf
58,2458327.909294,ZTF_r,,,22.21017583433595,,ztf
59,2458327.9162384,ZTF_r,,,21.742512398551487,,ztf
60,2458327.9337037,ZTF_r,,,,,ztf
61,2458327.9353704,ZTF_r,,,,,ztf
62,2458327.9421065,ZTF_g,,,,,ztf
63,2458327.9655093,ZTF_g,,,,,ztf
64,2458327.9665509,ZTF_g,,,,,ztf
65,2458327.9963773,ZTF_g,,,,,ztf
66,2458330.9549884,ZTF_g,23.653571613704855,,21.76179435281154,,ztf
67,2458330.9572685,ZTF_g,,,23.455901151424253,,ztf
68,2458331.9342014,ZTF_r,23.117368477907515,,21.824055905670683,,ztf
69,2458331.9346528,ZTF_r,23.59110711237755,,22.02623021962983,,ztf
70,2458332.9062847,ZTF_r,21.6085033789421,22.740618095753018,21.066437141981993,,ztf
71,2458332.9067477,ZTF_r,,,23.469214319454277,,ztf
72,2458332.9071991,ZTF_r,,,23.35292738020015,,ztf
73,2458332.907662,ZTF_r,21.751079696842226,23.067572807353724,21.173325109929703,,ztf
74,2458332.9750116,ZTF_g,,,,,ztf
