tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magpsf_corr_ext,magap,magap_corr,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,sigmagap_corr,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,candid_alert,step_id_corr,phase,parent_candid
"ztf",59447.196678199805,"1693196675515015001",2,1693196675515,19.744652,1,1693,3.2185538,18.937826,"","",18.8396,"",0.115439735,"","",0.1824,"",245.2937725,36.0611601,0.91571426,"t17_f5_c3",0.9999997,18.7405,0.2134,679120255,true,false,false,"","correction_1.0.6",0,""
"ztf",59450.162534699775,"1696162535515015000",2,1696162535515,19.912233,1,1696,3.1079497,18.611326,"","",18.4936,"",0.09583532,"","",0.1181,"",245.2937848,36.0611993,0.9342857,"t17_f5_c3",0.99999964,18.5901,0.165,679120255,true,false,false,"","correction_1.0.6",0,""
"ztf",59450.1981366002,"1696198135515015000",1,1696198135515,19.536482,1,1696,2.65548,19.257404,"","",19.4787,"",0.21117008,"","",0.3862,"",245.2937862,36.0612562,0.61714286,"t17_f5_c3",0.8446498,19.5362,0.5227,679120155,true,false,false,"","correction_1.0.6",0,""
"ztf",59452.20630790014,"1698206305515015001",2,1698206305515,20.177498,1,1698,2.9963734,18.529379,"","",18.5548,"",0.072326355,"","",0.1036,"",245.2937823,36.0612362,0.94,"t17_f5_c3",0.9999965,18.6513,0.1444,679120255,true,false,false,"","correction_1.0.6",0,""
"ztf",59452.280023099855,"1698280025515015003",1,1698280025515,19.569471,1,1698,2.8251975,18.738523,"","",18.6127,"",0.15360597,"","",0.1552,"",245.2937957,36.061188,0.9085714,"t17_f5_c3",0.99995834,18.7097,0.2174,679120155,true,false,false,"","correction_1.0.6",0,""
"ztf",59454.182175899856,"1700182175515015002",1,1700182175515,20.641464,1,1700,2.7731304,18.805252,"","",18.7944,"",0.08724293,"","",0.0739,"",245.2937859,36.0612137,0.93857145,"t17_f5_c3",0.99999964,18.8079,0.0949,679120155,true,false,false,"","correction_1.0.6",0,""
"ztf",59454.2820255002,"1700282025515015000",2,1700282025515,19.858639,1,1700,3.100317,18.440754,"","",18.4935,"",0.08062794,"","",0.1218,"",245.2938142,36.0612192,0.95,"t17_f5_c3",0.99999213,18.4894,0.1553,679120255,true,false,false,"","correction_1.0.6",0,""
"ztf",59457.22500000009,"1703224995515015003",1,1703224995515,20.32583,1,1703,2.7683637,18.785984,"","",18.8452,"",0.103474595,"","",0.0937,"",245.293805,36.0612025,0.9285714,"t17_f5_c3",0.9999994,18.7822,0.1128,679120155,true,false,false,"","correction_1.0.6",0,""
"ztf",59460.20121529978,"1706201215515015004",2,1706201215515,20.471743,1,1706,3.1070557,18.456417,"","",18.4533,"",0.06724697,"","",0.0693,"",245.2938155,36.061219,0.9342857,"t17_f5_c3",0.99999547,18.5182,0.0934,679120255,true,false,false,"","correction_1.0.6",0,""
"ztf",59460.26164350007,"1706261645515015001",1,1706261645515,20.067068,1,1706,2.7069445,19.044035,"","",19.0304,"",0.11269773,"","",0.1288,"",245.2937981,36.0612289,0.92285717,"t17_f5_c3",0.99999845,18.9283,0.1499,679120155,true,false,false,"","correction_1.0.6",0,""
"ztf",59462.22432869999,"1708224325515015000",2,1708224325515,20.349306,1,1708,3.041974,18.624569,"","",18.6489,"",0.07941191,"","",0.092,"",245.2937959,36.0612286,0.93857145,"t17_f5_c3",0.9999997,18.5332,0.1056,679120255,true,false,false,"","correction_1.0.6",0,""
"ztf",59462.2629976999,"1708262995515015000",1,1708262995515,19.850239,1,1708,2.57917,19.24787,"","",19.4497,"",0.17535394,"","",0.237,"",245.2938293,36.0612546,0.7785714,"t17_f5_c3",0.99998164,19.2046,0.2428,679120155,true,false,false,"","correction_1.0.6",0,""
"ztf",59464.165080999956,"1710165085515015003",1,1710165085515,20.700527,1,1710,2.8192298,19.499271,"","",19.469,"",0.13525584,"","",0.1333,"",245.2937806,36.0611989,0.8371429,"t17_f5_c3",0.99999344,19.4295,0.164,679120155,true,false,false,"","correction_1.0.6",0,""
"ztf",59464.165080999956,"1710165085515025003",1,1710165085515,20.7005,1,1710,2.81923,19.4993,"","",19.469,"",0.135256,"","",0.1333,"",245.2937806,36.0611989,0.837143,"t17_f5_c3","",19.4295,0.164,"",false,false,false,"","correction_1.0.6",0,1714238105515015000
"ztf",59464.21868060017,"1710218685515015001",2,1710218685515,20.361956,1,1710,3.1330137,18.755112,"","",18.7468,"",0.087241784,"","",0.1009,"",245.2938188,36.0612106,0.92714286,"t17_f5_c3",0.9996592,18.6714,0.1202,679120255,true,false,false,"","correction_1.0.6",0,""
"ztf",59464.21868060017,"1710218685515025001",2,1710218685515,20.362,1,1710,3.13301,18.7551,"","",18.7468,"",0.087242,"","",0.1009,"",245.2938188,36.0612106,0.927143,"t17_f5_c3","",18.6714,0.1202,"",false,false,false,"","correction_1.0.6",0,1714238105515015000
"ztf",59466.153750000056,"1712153745515015004",2,1712153745515,20.652187,1,1712,3.0792458,18.915161,"","",18.9778,"",0.09227212,"","",0.1013,"",245.2938054,36.0612255,0.8471429,"t17_f5_c3",0.99933386,19.0029,0.1321,679120255,true,false,false,"","correction_1.0.6",0,""
"ztf",59466.22024310008,"1712220245515015001",1,1712220245515,20.256622,1,1712,2.7513878,19.759657,"","",19.6424,"",0.17936306,"","",0.205,"",245.2937756,36.061227,0.7728571,"t17_f5_c3",0.9999932,19.4234,0.215,679120155,true,false,false,"","correction_1.0.6",0,""
"ztf",59468.23810190009,"1714238105515015002",2,1714238105515,20.069006,1,1714,3.0470693,19.050632,"","",18.9059,"",0.104031526,"","",0.1546,"",245.293775,36.0612165,0.92142856,"t17_f5_c3",0.9980763,18.768,0.1745,679120255,true,false,false,"","correction_1.0.6",0,""
"ztf",59470.14315970009,"1716143155515015001",2,1716143155515,20.48097,1,1716,3.0757072,19.160952,"","",19.1188,"",0.0896329,"","",0.1328,"",245.2937908,36.0612159,0.92,"t17_f5_c3",0.9998014,19.2447,0.1906,679120255,true,false,false,"","correction_1.0.6",0,""
"ztf",59473.14295140002,"1719142955515015001",2,1719142955515,20.265467,1,1719,3.1566978,19.390175,"","",19.4988,"",0.12608168,"","",0.2264,"",245.2938277,36.0612031,0.8842857,"t17_f5_c3",0.9958842,19.3383,0.2505,679120255,true,false,false,"","correction_1.0.6",0,""
"ztf",59478.19534720015,"1724195345515015001",2,1724195345515,19.3479,1,1724,2.97366,19.7566,"","",19.3615,"",0.275212,"","",0.3864,"",245.2936431,36.061183,0.428571,"t17_f5_c3","",19.0722,0.3806,"",false,false,false,"","correction_1.0.6",0,1735155355515015000
"ztf",59480.19810190005,"1726198105515015002",2,1726198105515,19.5802,1,1726,3.24608,19.6077,"","",19.1086,"",0.183814,"","",0.2698,"",245.2938581,36.0611937,0.39,"t17_f5_c3","",18.9421,0.2972,"",false,false,false,"","correction_1.0.6",0,1735155355515015000
"ztf",59485.20019679982,"1731200195515015002",2,1731200195515,19.6261,1,1731,3.18349,19.8336,"","",19.9382,"",0.27909,"","",0.4598,"",245.2937339,36.0611553,0.638571,"t17_f5_c3","",19.6573,0.4558,"",false,false,false,"","correction_1.0.6",0,1735155355515015000
"ztf",59487.1369097,"1733136905515015004",2,1733136905515,19.9575,1,1733,3.13422,19.9431,"","",20.2439,"",0.245308,"","",0.4496,"",245.2938935,36.0612526,0.642857,"t17_f5_c3","",20.1758,0.5419,"",false,false,false,"","correction_1.0.6",0,1735155355515015000
"ztf",59489.1553588002,"1735155355515015000",2,1735155355515,20.049805,1,1735,2.855473,19.701212,"","",20.0249,"",0.20371562,"","",0.4241,"",245.2937014,36.061244,0.6457143,"t17_f5_c3",0.99969053,20.1048,0.5864,679120255,true,false,false,"","correction_1.0.6",0,""
"ztf",59491.161597200204,"1737161595515015002",2,1737161595515,20.140278,1,1737,2.9856272,20.049547,"","",19.8993,"",0.18287623,"","",0.3492,"",245.2937542,36.0612269,0.69285715,"t17_f5_c3",0.9994652,19.6686,0.3625,679120255,true,false,false,"","correction_1.0.6",0,""
