tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magpsf_corr_ext,magap,magap_corr,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,sigmagap_corr,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,candid_alert,step_id_corr,phase,parent_candid
"ztf",59708.20513889985,"1954205132715015004",2,1954205132715,19.475576,1,1954,2.9266798,17.350943,"","",17.3711,"",0.05061519,"","",0.041,"",152.5416581,-11.0805511,0.7657143,"t17_f5_c3",0.9999906,17.3862,0.0524,366120227,true,false,false,"","correction_1.0.6",0,""
"ztf",59708.213391200174,"1954213392715015003",2,1954213392715,19.522966,1,1954,2.9531934,17.311728,"","",17.3068,"",0.0384425,"","",0.04,"",152.5416674,-11.0805575,0.8642857,"t17_f5_c3",0.9999974,17.2747,0.0491,366120227,true,false,false,"","correction_1.0.6",0,""
"ztf",59710.17247689981,"1956172472715015002",1,1956172472715,19.279655,1,1956,2.9747837,16.278864,"","",16.2775,"",0.030476289,"","",0.0208,"",152.5416637,-11.080531,0.8642857,"t17_f5_c3",0.9999974,16.2674,0.026,366120127,true,false,false,"","correction_1.0.6",0,""
"ztf",59710.23461809987,"1956234612715015001",2,1956234612715,19.355377,1,1956,2.9457395,16.505676,"","",16.4884,"",0.044818662,"","",0.0297,"",152.5416595,-11.0805472,0.9114286,"t17_f5_c3",1,16.5062,0.0383,366120227,true,false,false,"","correction_1.0.6",0,""
"ztf",59712.171747699846,"1958171742715015001",1,1958171742715,19.369846,1,1958,2.9871984,16.542368,"","",16.5825,"",0.032568213,"","",0.03,"",152.5416639,-11.0805337,0.9071429,"t17_f5_c3",0.99999994,16.5834,0.0381,366120127,true,false,false,"","correction_1.0.6",0,""
"ztf",59712.19347220007,"1958193472715015006",2,1958193472715,19.533747,1,1958,2.922685,16.586903,"","",16.5808,"",0.03701395,"","",0.0292,"",152.5416547,-11.0805415,0.9242857,"t17_f5_c3",0.99999976,16.5506,0.036,366120227,true,false,false,"","correction_1.0.6",0,""
"ztf",59714.17134260014,"1960171342715015002",2,1960171342715,19.589996,1,1960,2.963372,16.873905,"","",16.8648,"",0.031381004,"","",0.0374,"",152.5416685,-11.0805495,0.93142855,"t17_f5_c3",0.9999446,16.9009,0.049,366120227,true,false,false,"","correction_1.0.6",0,""
"ztf",59714.232847199775,"1960232842715015002",1,1960232842715,18.782354,1,1960,2.9939342,16.949713,"","",16.9565,"",0.0513675,"","",0.0662,"",152.5416717,-11.0805391,0.9242857,"t17_f5_c3",1,16.9295,0.0826,366120127,true,false,false,"","correction_1.0.6",0,""
"ztf",59717.248634300195,"1963248632715015000",2,1963248632715,19.1371,1,1963,2.9378984,17.157595,"","",17.3039,"",0.05911874,"","",0.0673,"",152.5416561,-11.0805261,0.92714286,"t17_f5_c3",0.9999971,17.2592,0.0824,366120227,true,false,false,"","correction_1.0.6",0,""
"ztf",59719.22836809978,"1965228362715015003",2,1965228362715,19.935812,1,1965,2.909027,17.121307,"","",17.1308,"",0.036144473,"","",0.0255,"",152.5416563,-11.0805644,0.9014286,"t17_f5_c3",0.9999954,17.1117,0.0311,366120227,true,false,false,"","correction_1.0.6",0,""
"ztf",59722.2039005002,"1968203902715015001",1,1968203902715,19.5758,1,1968,2.91175,17.3063,"","",17.3016,"",0.060012,"","",0.0346,"",152.5416541,-11.080569,0.701429,"t17_f5_c3","",17.2608,0.0417,"",false,false,false,"","correction_1.0.6",0,1970194272715015000
"ztf",59722.2039005002,"1968203902715025001",1,1968203902715,19.575787,1,1968,2.9117463,17.30632,"","",17.3016,"",0.060012244,"","",0.0346,"",152.5416541,-11.080569,0.7014286,"t17_f5_c3",0.9999597,17.2608,0.0417,366120127,true,false,false,"","correction_1.0.6",0,""
"ztf",59724.19427079987,"1970194272715015003",1,1970194272715,19.730408,1,1970,2.921087,17.259764,"","",17.2397,"",0.061883524,"","",0.0357,"",152.5416525,-11.0805488,0.9285714,"t17_f5_c3",0.9999978,17.1891,0.0429,366120127,true,false,false,"","correction_1.0.6",0,""
