tid,mjd,fid,diffmaglim
"ztf",59678.21156249987,2,20.1573
"ztf",59680.213981499895,2,18.7714
"ztf",59683.23613430001,2,19.5333
"ztf",59685.31776619982,1,18.0682
"ztf",59688.255115699954,1,19.3863
"ztf",59693.212291699834,1,19.8734
"ztf",59695.21587960003,2,19.0339
"ztf",59697.19050930021,1,20.21
"ztf",59699.19249999989,1,20.2949
"ztf",59701.16961809993,1,20.5496
"ztf",59703.27863429999,2,19.3081
"ztf",59722.186122700106,1,19.7705
