tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magpsf_corr_ext,magap,magap_corr,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,sigmagap_corr,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,candid_alert,step_id_corr,phase,parent_candid
"ztf",59312.20719909994,"1558207192515015017",1,1558207192515,20.353678,1,1558,1.1886638,18.942413,17.560326,"",18.8931,"",0.10958944,100,0.030685505,0.1138,"",119.9470578,25.3557821,0.9514286,"t17_f5_c3",0.99992585,18.8638,0.1351,616120125,true,true,false,"","correction_0.0.1",0,""
"ztf",59314.18432869995,"1560184322515015014",2,1560184322515,20.44909,1,1560,1.7597324,18.282509,"","",18.4714,"",0.06263311,"","",0.0908,"",119.947065,25.3558482,0.9085714,"t17_f5_c3",0.9934819,18.4011,0.1017,616120225,true,false,false,"","correction_0.0.1",0,""
"ztf",59314.21746530011,"1560217462515015017",1,1560217462515,20.48794,1,1560,1.2206593,18.83589,17.529428,"",18.7023,"",0.08777944,100,0.026351696,0.0951,"",119.9470937,25.3558341,0.9742857,"t17_f5_c3",0.999998,18.5369,0.0991,616120125,true,true,false,"","correction_0.0.1",0,""
"ztf",59316.177835599985,"1562177832515015024",2,1562177832515,20.533375,1,1562,1.7421643,18.091946,"","",18.1687,"",0.053453036,"","",0.0677,"",119.9470557,25.3558422,0.8957143,"t17_f5_c3",0.992226,18.0528,0.0722,616120225,true,false,false,"","correction_0.0.1",0,""
"ztf",59316.21909719985,"1562219092515015025",1,1562219092515,20.707993,1,1562,1.0637684,18.676466,17.479063,"",18.6648,"",0.074418895,100,0.024701446,0.0868,"",119.947043,25.3558386,0.9614286,"t17_f5_c3",0.9997279,18.5746,0.0955,616120125,true,true,false,"","correction_0.0.1",0,""
"ztf",59319.17452549981,"1565174522515015018",1,1565174522515,20.424225,1,1565,1.1467596,18.51133,17.421421,"",18.6307,"",0.08486393,100,0.031099942,0.084,"",119.9470719,25.3558374,0.9442857,"t17_f5_c3",0.99995244,18.6109,0.0998,616120125,true,true,false,"","correction_0.0.1",0,""
"ztf",59321.20099540008,"1567200992515015018",2,1567200992515,20.298553,1,1567,1.764954,17.850506,"","",17.9501,"",0.07321912,"","",0.0628,"",119.9470698,25.3558575,0.86142856,"t17_f5_c3",0.87343,17.9038,0.0725,616120225,true,false,false,"","correction_0.0.1",0,""
"ztf",59328.16399310017,"1574163992515015007",2,1574163992515,19.797411,1,1574,1.7591093,17.836119,"","",18.0313,"",0.056501348,"","",0.09,"",119.9470584,25.3558371,0.93142855,"t17_f5_c3",0.996004,18.113,0.1205,616120225,true,false,false,"","correction_0.0.1",0,""
"ztf",59328.19880789984,"1574198802515015001",1,1574198802515,19.430904,1,1574,1.0749315,18.782358,17.51308,"",19.334,"",0.13580382,100,0.042189136,0.3683,"",119.9470329,25.3558079,0.93,"t17_f5_c3",0.9991271,19.2443,0.4312,616120125,true,true,false,"","correction_0.0.1",0,""
"ztf",59334.25633100001,"1580256332515015006",2,1580256332515,19.504066,1,1580,1.6911342,17.921688,"","",17.9566,"",0.063846864,"","",0.093,"",119.9470145,25.3557862,0.9085714,"t17_f5_c3",0.9994661,17.8789,0.1082,616120225,true,false,false,"","correction_0.0.1",0,""
"ztf",59336.20347219985,"1582203472515015016",2,1582203472515,20.02056,1,1582,1.8181381,17.996128,"","",17.8837,"",0.05446756,"","",0.0596,"",119.947067,25.3558098,0.88285714,"t17_f5_c3",0.99893725,17.8098,0.0677,616120225,true,false,false,"","correction_0.0.1",0,""
"ztf",59336.20347219985,"1582203472515025016",2,1582203472515,20.0206,1,1582,1.81814,17.9961,"","",17.8837,"",0.054468,"","",0.0596,"",119.947067,25.3558098,0.882857,"t17_f5_c3","",17.8098,0.0677,"",false,false,false,"","correction_0.0.1",0,""
"ztf",59336.21761569986,"1582217612515015011",1,1582217612515,20.174936,1,1582,1.2652893,19.35172,17.660269,"",19.6265,"",0.13373582,100,0.028162222,0.2493,"",119.947103,25.3558202,0.94285715,"t17_f5_c3",0.99118793,19.898,0.3928,616120125,true,true,false,"","correction_0.0.1",0,""
"ztf",59336.21761569986,"1582217612515025011",1,1582217612515,20.1749,1,1582,1.26529,19.3517,17.660265,"",19.6265,"",0.133736,100,0.02816269,0.2493,"",119.947103,25.3558202,0.942857,"t17_f5_c3","",19.898,0.3928,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59338.18318289984,"1584183182515015010",1,1584183182515,20.281042,1,1584,0.9829554,19.495535,17.68901,"",19.5805,"",0.1314832,100,0.024903502,0.2501,"",119.9470164,25.3558303,0.94142854,"t17_f5_c3",0.8540811,19.5077,0.2884,616120125,true,true,false,"","correction_0.0.1",0,""
