tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magpsf_corr_ext,magap,magap_corr,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,sigmagap_corr,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,candid_alert,step_id_corr,phase,parent_candid
"ztf",59301.2135648001,"1547213562515015010",1,1547213562515,19.307444,1,1547,1.1392189,17.511787,16.943024,"",17.501,"",0.07259023,100,0.04299051,0.0724,"",119.9470634,25.3558173,0.9457143,"t17_f5_c3",0.9999909,17.5137,0.0929,616120125,true,true,false,"","correction_0.0.1",0,""
"ztf",59301.28466439992,"1547284662515015008",2,1547284662515,19.178808,1,1547,1.7973439,17.366005,"","",17.4652,"",0.059435625,"","",0.0743,"",119.947072,25.3558253,0.91,"t17_f5_c3",0.99979335,17.4977,0.0966,616120225,true,false,false,"","correction_0.0.1",0,""
"ztf",59303.195833299775,"1549195832515015011",1,1549195832515,19.849476,1,1549,1.1217283,17.847746,17.129246,"",17.8499,"",0.06117743,100,0.031563938,0.0683,"",119.9470585,25.3558274,0.96428573,"t17_f5_c3",0.9999987,17.8154,0.0829,616120125,true,true,false,"","correction_0.0.1",0,""
"ztf",59303.24228010001,"1549242282515015012",2,1549242282515,19.907219,1,1549,1.7575853,17.63041,"","",17.7224,"",0.046498638,"","",0.0631,"",119.9470664,25.3558533,0.94857144,"t17_f5_c3",0.9818419,17.7462,0.0795,616120225,true,false,false,"","correction_0.0.1",0,""
"ztf",59306.182407400105,"1552182402515015014",1,1552182402515,20.672762,1,1552,1.0961115,18.59918,17.452797,"",18.5989,"",0.076124385,100,0.02648318,0.0839,"",119.9470538,25.3558365,0.9657143,"t17_f5_c3",0.9992993,18.5516,0.0966,616120125,true,true,false,"","correction_0.0.1",0,""
"ztf",59306.1938426001,"1552193842515015026",2,1552193842515,20.445337,1,1552,1.7648017,18.269812,"","",18.3476,"",0.06791099,"","",0.0824,"",119.9470656,25.3558487,0.8585714,"t17_f5_c3",0.984946,18.3108,0.095,616120225,true,false,false,"","correction_0.0.1",0,""
"ztf",59308.19848380005,"1554198482515015027",2,1554198482515,20.453821,1,1554,1.7215939,18.481869,"","",18.7174,"",0.07549305,"","",0.1136,"",119.9470549,25.3558613,0.8642857,"t17_f5_c3",0.9639256,18.5917,0.1212,616120225,true,false,false,"","correction_0.0.1",0,""
"ztf",59308.24760420015,"1554247602515015021",1,1554247602515,20.378603,1,1554,1.08507,18.846926,17.53273,"",18.8476,"",0.09698141,100,0.02890749,0.1129,"",119.9470577,25.3558575,0.9557143,"t17_f5_c3",0.9999928,18.8858,0.1425,616120125,true,true,false,"","correction_0.0.1",0,""
"ztf",59310.19766200008,"1556197662515015018",2,1556197662515,20.46489,1,1556,1.7700942,18.49723,"","",18.7156,"",0.079036504,"","",0.1117,"",119.9470652,25.3558413,0.78,"t17_f5_c3",0.93425393,18.795,0.1435,616120225,true,false,false,"","correction_0.0.1",0,""
"ztf",59310.22282409994,"1556222822515015005",1,1556222822515,20.107338,1,1556,1.0582132,19.150543,17.614697,"",18.985,"",0.14664522,100,0.035639275,0.1271,"",119.9470455,25.3558545,0.71428573,"t17_f5_c3",0.9796016,19.0317,0.1604,616120125,true,true,false,"","correction_0.0.1",0,""
"ztf",59312.172048599925,"1558172042515015017",2,1558172042515,20.356983,1,1558,1.7962518,18.353195,"","",18.2851,"",0.059768584,"","",0.0764,"",119.9470714,25.3558372,0.9142857,"t17_f5_c3",0.98714346,18.2991,0.0929,616120225,true,false,false,"","correction_0.0.1",0,""
