SN_ID,m1_g,m2_g,m3_g,b2_g,a1_g,a2_g,log_f_g,m1_r,m2_r,m3_r,b2_r,a1_r,a2_r,log_f_r
sn20ano,-0.6069800572103006,0.38299802259042137,-0.08890633876394093,-5.203418645146546,9.180604768067962,14.371974781632872,-0.5339244263321163,-0.7149997762724878,0.29913667976141256,-0.0843403582652187,-4.335608144137184,8.72293772009122,13.916713624292878,-3.5005225378580533
sn20ikq,-1.1075061051577286,0.10793410389147709,-0.0037550029269108605,-1.6518871031138738,2.2417309009843183,14.64140521348218,-1.4186533864102655,-0.9604005403129361,0.03475406126176211,-0.003679416123004128,-0.8289489766405167,1.5826487470807322,15.622304574547037,-1.4726111048074917
sn20rsc,-1.542455805312045,0.36486927270176456,-0.036974963756390616,-5.069791208712552,10.071302300202417,17.606732710117512,-1.6211348828401977,-0.9627491812742321,0.24294686824250844,-0.06261176776941439,-3.515343641626461,10.101721880011304,16.25439992729655,0.20946964699946166
