JD,filter,mag,ztf_mag_lower,ztf_mag_upper,atlas_mag_err,data_origin,max_ztf_err,mag_err_all,norm_t,norm_m
2459708.7051389,ZTF_r,17.39674591227955,0.023881236945989315,0.023367244040898072,,ztf,0.023881236945989315,0.023881236945989315,2.884726899676025,0.1457459122795477
2459708.7133912,ZTF_r,17.356819592063516,0.02219153715097022,0.02174703091912278,,ztf,0.02219153715097022,0.02219153715097022,2.8929791999980807,0.10581959206351499
2459710.6724769,ZTF_g,16.308513202295416,0.010489091644416249,0.010388727345862492,,ztf,0.010489091644416249,0.010489091644416249,4.85206489963457,-0.9424867977045857
2459710.7346181,ZTF_r,16.49647562465559,0.012311806719896623,0.012173759775517823,,ztf,0.012311806719896623,0.012311806719896623,4.914206099696457,-0.7545243753444097
2459712.6717477,ZTF_g,16.529192569828353,0.011653758850933116,0.011530000318238365,,ztf,0.011653758850933116,0.011653758850933116,6.851335699670017,-0.7218074301716477
2459712.6934722,ZTF_r,16.541654350775474,0.010643003614170254,0.010539686792228053,,ztf,0.010643003614170254,0.010643003614170254,6.873060199897736,-0.7093456492245274
2459714.6713426,ZTF_r,16.792752339770765,0.012872806875186882,0.01272196972471562,,ztf,0.012872806875186882,0.012872806875186882,8.85093059996143,-0.4582476602292367
2459714.7328472,ZTF_g,16.95847507051394,0.025353435003484748,0.0247748817210649,,ztf,0.025353435003484748,0.025353435003484748,8.912435199599713,-0.2925249294860599
2459717.7486343,ZTF_r,17.17304069072714,0.02447467355463928,0.02393510587717884,,ztf,0.02447467355463928,0.02447467355463928,11.928222300019115,-0.07795930927285966
2459719.7283681,ZTF_r,17.167069478226672,0.014639030980042378,0.014444275244173355,,ztf,0.014639030980042378,0.014639030980042378,13.907956099603325,-0.08393052177332905
2459722.6861227,ZTF_g,17.30381732516188,0.016901988662993972,0.016642898404494844,,ztf,0.016901988662993972,0.016901988662993972,16.865710699930787,0.05281732516187887
2459722.7039005,ZTF_g,17.372161781501845,0.021641666558469552,0.021218706473458582,,ztf,0.021641666558469552,0.021641666558469552,16.883488500025123,0.12116178150184354
2459724.6942708,ZTF_g,17.285445580907354,0.017222781113851227,0.016953840726849023,,ztf,0.017222781113851227,0.017222781113851227,18.873858799692243,0.03444558090735228
2459706.543195,o,20.944,,,1.6,atlas,,1.6,0.7227829997427762,3.692999999999998
2459706.549447,o,23.594,,,8.909,atlas,,8.909,0.7290349998511374,6.343
2459709.528272,o,16.638,,,0.133,atlas,,0.133,3.7078599999658763,-0.6129999999999995
2459709.531818,o,16.485,,,0.312,atlas,,0.312,3.711405999958515,-0.7660000000000018
2459709.541651,o,16.476,,,0.474,atlas,,0.474,3.7212389996275306,-0.7750000000000021
2459709.546778,o,16.835,,,0.138,atlas,,0.138,3.7263659997843206,-0.41600000000000037
2459710.566447,o,16.593,,,0.026,atlas,,0.026,4.746034999843687,-0.6580000000000013
2459710.570877,o,16.514,,,0.027,atlas,,0.027,4.75046500004828,-0.7370000000000019
2459710.581619,o,16.567,,,0.026,atlas,,0.026,4.761206999886781,-0.684000000000001
2459710.589856,o,16.555,,,0.024,atlas,,0.024,4.76944399997592,-0.6960000000000015
2459710.781018,o,17.333,,,2.006,atlas,,2.006,4.960605999920517,0.08199999999999719
2459710.784314,o,16.444,,,0.663,atlas,,0.663,4.963901999872178,-0.8070000000000022
2459710.79122,o,16.632,,,0.422,atlas,,0.422,4.970807999838144,-0.6189999999999998
2459710.802891,o,16.32,,,0.261,atlas,,0.261,4.9824789999984205,-0.9310000000000009
2459711.600775,o,16.33,,,0.098,atlas,,0.098,5.780362999998033,-0.9210000000000029
2459711.621283,o,16.587,,,0.037,atlas,,0.037,5.8008709996938705,-0.6640000000000015
2459714.524227,o,16.803,,,0.039,atlas,,0.039,8.703814999666065,-0.4480000000000004
2459714.544958,o,16.927,,,0.038,atlas,,0.038,8.724545999895781,-0.3240000000000016
2459714.548134,o,16.819,,,0.039,atlas,,0.039,8.727721999865025,-0.43200000000000216
2459714.560474,o,16.884,,,0.038,atlas,,0.038,8.740061999764293,-0.3670000000000009
2459714.829184,o,16.923,,,0.049,atlas,,0.049,9.00877199973911,-0.32800000000000296
2459714.832876,o,17.024,,,0.059,atlas,,0.059,9.012463999912143,-0.2270000000000003
2459714.838404,o,16.865,,,0.051,atlas,,0.051,9.017991999629885,-0.3860000000000028
2459714.849467,o,16.945,,,0.065,atlas,,0.065,9.029054999817163,-0.30600000000000094
2459715.529225,o,17.103,,,0.062,atlas,,0.062,9.708813000004739,-0.1479999999999997
2459715.531935,o,16.929,,,0.053,atlas,,0.053,9.711522999685258,-0.32200000000000273
2459715.539195,o,17.014,,,0.052,atlas,,0.052,9.718783000018448,-0.23700000000000188
2459715.550039,o,17.118,,,0.065,atlas,,0.065,9.729626999702305,-0.13300000000000267
2459716.808174,o,17.042,,,0.043,atlas,,0.043,10.987761999946088,-0.20899999999999963
2459716.811371,o,17.188,,,0.045,atlas,,0.045,10.990958999842405,-0.06300000000000239
2459716.818233,o,17.118,,,0.041,atlas,,0.041,10.997820999938995,-0.13300000000000267
2459716.831937,o,17.223,,,0.054,atlas,,0.054,11.011524999979883,-0.028000000000002245
2459717.550489,o,17.164,,,0.041,atlas,,0.041,11.730076999869198,-0.08699999999999974
2459717.555393,o,17.199,,,0.044,atlas,,0.044,11.73498099995777,-0.0519999999999996
2459717.578944,o,17.146,,,0.046,atlas,,0.046,11.758531999774277,-0.10500000000000043
2459717.587173,o,17.178,,,0.046,atlas,,0.046,11.7667609998025,-0.0730000000000004
2459719.58171,o,17.205,,,0.031,atlas,,0.031,13.761297999881208,-0.04600000000000293
2459719.584871,o,17.185,,,0.043,atlas,,0.043,13.764458999969065,-0.0660000000000025
2459719.590462,o,17.254,,,0.041,atlas,,0.041,13.77004999993369,0.0030000000000001137
2459719.602481,o,17.131,,,0.036,atlas,,0.036,13.782068999949843,-0.120000000000001
