JD,filter,mag,ztf_mag_lower,ztf_mag_upper,atlas_mag_err,data_origin,norm_t,norm_m,max_ztf_err,mag_err_all
2459075.8981597,ZTF_g,22.357877364523493,1.1598859770733547,0.5479169678432818,,ztf,3.9223611000925303,0.9632003896800931,1.1598859770733547,1.1598859770733547
2459076.8996759,ZTF_r,23.40793320273007,,1.0405431728449095,,ztf,4.923877300228924,2.0132562278866715,1.0405431728449095,1.0405431728449095
2459076.9497801,ZTF_g,23.23433188985572,,0.9481108632387958,,ztf,4.973981500137597,1.8396549150123214,0.9481108632387958,0.9481108632387958
2459079.9139236,ZTF_r,21.198841516055666,0.24379303048779732,0.19896393595868034,,ztf,7.938125000335276,-0.19583545878773378,0.24379303048779732,0.24379303048779732
2459079.9300347,ZTF_r,20.680868305125216,0.15984442192392478,0.13930355073907563,,ztf,7.954236099962145,-0.7138086697181834,0.15984442192392478,0.15984442192392478
2459079.9309722,ZTF_r,20.766019950763944,0.17766026163742765,0.15263629456093497,,ztf,7.955173599999398,-0.6286570240794553,0.17766026163742765,0.17766026163742765
2459079.9700116,ZTF_g,20.8808020165872,0.14343121815275595,0.126675272094932,,ztf,7.9942129999399185,-0.5138749582561992,0.14343121815275595,0.14343121815275595
2459079.9709722,ZTF_g,21.214222710783403,0.2612114457492716,0.2103963603179544,,ztf,7.995173600036651,-0.1804542640599962,0.2612114457492716,0.2612114457492716
2459080.9111806,ZTF_g,19.533956113363597,0.05914071438439095,0.056085013062570965,,ztf,8.935382000170648,-1.8607208614798019,0.05914071438439095,0.05914071438439095
2459080.9412153,ZTF_g,19.67034434593428,0.1463912943480885,0.12897781548770837,,ztf,8.965416700113565,-1.7243326289091208,0.1463912943480885,0.1463912943480885
2459080.9827778,ZTF_r,19.48989801990249,0.0600806358300332,0.0569296000164492,,ztf,9.006979200057685,-1.9047789549409089,0.0600806358300332,0.0600806358300332
2459081.0114583,ZTF_r,19.454085744316696,0.0812838391403723,0.07562006852009162,,ztf,9.035659700166434,-1.940591230526703,0.0812838391403723,0.0812838391403723
2459081.9140509,ZTF_r,19.64739927500008,0.05511892110135008,0.052455404591253085,,ztf,9.938252300024033,-1.7472776998433197,0.05511892110135008,0.05511892110135008
2459081.9257292,ZTF_r,19.6315153309112,0.061309236131343425,0.058031495564808466,,ztf,9.94993059989065,-1.7631616439322002,0.061309236131343425,0.061309236131343425
2459081.9695949,ZTF_g,19.524580394611043,0.05405080318601563,0.05148713398093463,,ztf,9.993796300143003,-1.8700965802323566,0.05405080318601563,0.05405080318601563
2459082.8432639,ZTF_g,20.23163425070974,0.20479168626989264,0.1722254301916344,,ztf,10.86746530001983,-1.1630427241336605,0.20479168626989264,0.20479168626989264
2459082.9242708,ZTF_g,19.963464554720165,0.07946528492423255,0.07404375109286576,,ztf,10.948472199961543,-1.4312124201232344,0.07946528492423255,0.07946528492423255
2459082.9262269,ZTF_g,19.98919441662011,0.07947747823615003,0.07405433664494865,,ztf,10.950428300071508,-1.4054825582232908,0.07947747823615003,0.07947747823615003
2459082.9750926,ZTF_r,19.83021646539172,0.0931688658400418,0.08580189764822066,,ztf,10.999294000212103,-1.5644605094516777,0.0931688658400418,0.0931688658400418
2459082.9761227,ZTF_r,19.79974091969758,0.10087288266097971,0.09229257829894166,,ztf,11.000324100255966,-1.5949360551458192,0.10087288266097971,0.10087288266097971
2459083.0069907,ZTF_r,20.04123368940246,0.10101315544375211,0.09240997494634229,,ztf,11.031192100141197,-1.3534432854409388,0.10101315544375211,0.10101315544375211
2459084.973831,ZTF_g,20.817527264152577,0.1626959537117827,0.14146336702612672,,ztf,12.998032399918884,-0.5771497106908221,0.1626959537117827,0.1626959537117827
2459084.991169,ZTF_r,20.61703989219276,0.15180870603736452,0.1331630889640394,,ztf,13.015370400156826,-0.7776370826506387,0.15180870603736452,0.15180870603736452
2459085.0079167,ZTF_r,20.3865590567257,0.12264368767264244,0.11018536343746632,,ztf,13.032118100207299,-1.0081179181176978,0.12264368767264244,0.12264368767264244
2459085.7208218,ZTF_g,20.965670131213027,0.13983331269351496,0.12386149581127981,,ztf,13.745023200288415,-0.429006843630372,0.13983331269351496,0.13983331269351496
2459085.7257755,ZTF_r,21.548347840455605,0.27500102950267546,0.21923497324180374,,ztf,13.74997689994052,0.1536708656122059,0.27500102950267546,0.27500102950267546
2459085.7306944,ZTF_i,20.97004642919728,0.31328349019243973,0.24283663411249634,,ztf,13.754895800258964,-0.4246305456461208,0.31328349019243973,0.31328349019243973
2459085.9004398,ZTF_g,21.180688601116927,0.21512623783601725,0.17946928842021492,,ztf,13.924641200341284,-0.2139883737264725,0.21512623783601725,0.21512623783601725
2459085.9193866,ZTF_g,21.12253264267313,0.18847741387795125,0.16054762380147736,,ztf,13.943588000256568,-0.2721443321702708,0.18847741387795125,0.18847741387795125
2459085.9213426,ZTF_g,21.17061990653967,0.1882760369095564,0.16040158466142174,,ztf,13.945544000249356,-0.22405706830372907,0.1882760369095564,0.1882760369095564
2459085.9696875,ZTF_r,20.733649413120805,0.1407352915192881,0.1245684587308844,,ztf,13.993888900149614,-0.6610275617225945,0.1407352915192881,0.1407352915192881
2459085.9706134,ZTF_r,20.62345838952855,0.12493371407961718,0.1120298775825681,,ztf,13.994814800098538,-0.7712185853148483,0.12493371407961718,0.12493371407961718
2459086.8627315,ZTF_r,21.01995568453285,0.21428406644957576,0.1788833555019771,,ztf,14.886932900175452,-0.3747212903105499,0.21428406644957576,0.21428406644957576
