JD,filter,mag,ztf_mag_lower,ztf_mag_upper,atlas_mag_err,data_origin,max_ztf_err,mag_err_all,norm_t,norm_m
2459301.7135648,ZTF_g,17.502755941476835,0.02823273078189459,0.027517154495150464,,ztf,0.02823273078189459,0.02823273078189459,6.0159028000198305,-0.9372191734694297
2459301.7846644,ZTF_r,17.375672497347004,0.03004415304857133,0.029235117770692653,,ztf,0.03004415304857133,0.03004415304857133,6.087002399843186,-1.0643026175992603
2459303.6958333,ZTF_g,17.81947944178816,0.025703574333114432,0.025109117312553053,,ztf,0.025703574333114432,0.025703574333114432,7.998171299695969,-0.6204956731581035
2459303.7422801,ZTF_r,17.553859679761203,0.019243094996813426,0.01890797010911882,,ztf,0.019243094996813426,0.019243094996813426,8.044618099927902,-0.8861154351850615
2459306.6824074,ZTF_g,18.54699409698197,0.027724925804399447,0.0270345458664778,,ztf,0.027724925804399447,0.027724925804399447,10.98474540002644,0.10701898203570437
2459306.6938426,ZTF_r,18.16325264626208,0.02304560550134127,0.02256659416847384,,ztf,0.02304560550134127,0.02304560550134127,10.996180600021034,-0.27672246868418426
2459308.6984838,ZTF_r,18.386621502528577,0.027480356016770457,0.026801954039417097,,ztf,0.027480356016770457,0.027480356016770457,13.000821799971163,-0.05335361241768766
2459308.7476042,ZTF_g,18.859658787476256,0.043339400063221234,0.041675619335684644,,ztf,0.043339400063221234,0.043339400063221234,13.04994220007211,0.4196836725299917
2459310.697662,ZTF_r,18.439975114946265,0.028609127300779136,0.027874590977724267,,ztf,0.028609127300779136,0.028609127300779136,15.0,0.0
2459310.7228241,ZTF_g,19.24305775846709,0.07502547339208121,0.07017453666552953,,ztf,0.07502547339208121,0.07502547339208121,15.025162099860609,0.803082643520824
2459312.6720486,ZTF_r,18.33986639899405,0.02888228955402994,0.028133842142665344,,ztf,0.02888228955402994,0.02888228955402994,16.974386599846184,-0.1001087159522136
2459312.7071991,ZTF_g,18.92809632163293,0.04702980029847481,0.045076952286343897,,ztf,0.04702980029847481,0.04702980029847481,17.00953709986061,0.4881212066866638
2459314.6843287,ZTF_r,18.213857843966927,0.022986345162202326,0.02250976877261124,,ztf,0.022986345162202326,0.022986345162202326,18.98666669987142,-0.2261172709793371
2459314.7174653,ZTF_g,18.823041525940702,0.03982286117328471,0.03841376079369496,,ztf,0.03982286117328471,0.03982286117328471,19.019803300034255,0.38306641099443794
2459316.6778356,ZTF_r,18.003328940955292,0.020364782477848564,0.01998982929957549,,ztf,0.020364782477848564,0.020364782477848564,20.980173599906266,-0.4366461739909724
2459316.7190972,ZTF_g,18.631030196942337,0.027453788644823618,0.026776681665417357,,ztf,0.027453788644823618,0.027453788644823618,21.021435199771076,0.19105508199607257
2459319.6745255,ZTF_g,18.537851814315196,0.03092789697356224,0.030071241907716484,,ztf,0.03092789697356224,0.03092789697356224,23.976863499730825,0.09787669936893195
2459299.845802,o,17.457,,,0.142,atlas,,0.142,4.148139999713749,-0.9829751149462638
2459299.850921,o,17.587,,,0.182,atlas,,0.182,4.153258999809623,-0.8529751149462648
2459299.855058,o,17.29,,,0.141,atlas,,0.141,4.157395999878645,-1.1499751149462654
2459299.865394,o,17.164,,,0.193,atlas,,0.193,4.167731999885291,-1.275975114946263
2459303.850354,o,17.963,,,0.087,atlas,,0.087,8.152691999915987,-0.47697511494626355
2459303.855959,o,17.662,,,0.058,atlas,,0.058,8.158296999987215,-0.7779751149462655
2459303.86017,o,17.691,,,0.052,atlas,,0.052,8.162508000154048,-0.7489751149462656
2459303.871003,o,17.721,,,0.075,atlas,,0.075,8.173340999986976,-0.7189751149462644
2459305.861795,o,17.834,,,0.051,atlas,,0.051,10.164132999721915,-0.6059751149462649
2459305.86845,o,17.824,,,0.051,atlas,,0.051,10.170787999872118,-0.6159751149462629
2459305.901995,o,18.209,,,0.091,atlas,,0.091,10.204332999885082,-0.23097511494626488
2459307.913612,o,18.332,,,0.087,atlas,,0.087,12.215950000099838,-0.10797511494626377
2459309.786728,c,18.833,,,0.086,atlas,,0.086,14.089065999723971,0.3930248850537339
2459309.790008,c,18.944,,,0.092,atlas,,0.092,14.092346000019461,0.5040248850537346
2459309.795171,c,18.811,,,0.08,atlas,,0.08,14.097508999984711,0.37102488505373543
2459309.818158,c,19.028,,,0.099,atlas,,0.099,14.120495999697596,0.5880248850537342
2459313.801203,c,19.398,,,0.136,atlas,,0.136,18.103540999814868,0.9580248850537352
2459313.804429,c,18.873,,,0.101,atlas,,0.101,18.106766999699175,0.4330248850537366
2459313.809989,c,18.842,,,0.098,atlas,,0.098,18.112327000126243,0.40202488505373424
2459313.819871,c,18.653,,,0.069,atlas,,0.069,18.122208999935538,0.21302488505373418
