index,JD,filter,mag,ztf_mag_lower,ztf_mag_upper,atlas_mag_err,data_origin
0,2458198.8732523,ZTF_r,,,24.3266356293607,,ztf
1,2458199.7536806,ZTF_r,,,,,ztf
2,2458199.7767593,ZTF_r,26.91609832800611,,22.033748195355685,,ztf
3,2458199.8186111,ZTF_r,,,21.521308075344482,,ztf
4,2458202.7801389,ZTF_g,22.55567563406867,,21.568660849422102,,ztf
5,2458202.7834491,ZTF_g,,,,,ztf
6,2458202.7988194,ZTF_g,23.392232592062122,,22.074831300090164,,ztf
7,2458202.7997338,ZTF_g,,,22.67947691458217,,ztf
8,2458202.8284491,ZTF_g,,,,,ztf
9,2458202.8303356,ZTF_g,,,23.422928475476652,,ztf
10,2458202.8373843,ZTF_g,22.458342503339146,25.31694769835701,21.745502681234512,,ztf
11,2458202.8618171,ZTF_g,24.7470113037115,,22.361019278120704,,ztf
12,2458203.85125,ZTF_g,,,,,ztf
13,2458203.8651968,ZTF_g,22.80926301355508,,21.737329265772114,,ztf
14,2458204.7109491,ZTF_g,24.260990371517973,,21.76100252322014,,ztf
15,2458204.7725694,ZTF_g,22.980253173442254,,21.59202730858613,,ztf
16,2458204.8118634,ZTF_g,22.187261096442924,,21.299238764600144,,ztf
17,2458204.8141898,ZTF_g,24.489229836573244,,21.790676982450027,,ztf
18,2458204.8347454,ZTF_g,23.54254994244965,,21.60440530132871,,ztf
19,2458204.8552431,ZTF_g,,,22.447790395838545,,ztf
20,2458205.7642014,ZTF_g,23.466673550586716,,21.60072080866007,,ztf
21,2458205.7652083,ZTF_g,,,22.244380563731127,,ztf
22,2458205.7687731,ZTF_g,,,,,ztf
23,2458205.7693403,ZTF_g,21.950372910340676,,21.12517880994103,,ztf
24,2458205.7873264,ZTF_g,,,24.373221605119145,,ztf
25,2458205.7882523,ZTF_g,,,22.212368055445953,,ztf
26,2458205.7907986,ZTF_g,22.15273154263963,,21.261718381654752,,ztf
27,2458205.7913773,ZTF_g,,,23.804545413576236,,ztf
28,2458205.8106134,ZTF_g,,,,,ztf
29,2458205.812037,ZTF_g,23.479901912512403,,21.61880416367402,,ztf
30,2458205.8139352,ZTF_g,,,,,ztf
31,2458205.8319097,ZTF_g,,,22.388579426400508,,ztf
32,2458205.8351157,ZTF_g,,,22.22953580107519,,ztf
