index,JD,filter,mag,ztf_mag_lower,ztf_mag_upper,atlas_mag_err,data_origin
0,2458198.8941319,ZTF_r,22.678556152830723,24.817954121576676,22.004419497932478,,ztf
1,2458198.8986227,ZTF_r,25.797229550194206,,22.781942548013582,,ztf
2,2458198.935081,ZTF_r,,,23.146236407249837,,ztf
3,2458198.9555671,ZTF_r,29.37365953711701,,22.91165117140835,,ztf
4,2458198.9627546,ZTF_r,,,26.056750714391516,,ztf
5,2458198.9966435,ZTF_r,,,26.958811103729456,,ztf
6,2458203.9151273,ZTF_g,,,23.023855527087,,ztf
7,2458203.9215046,ZTF_g,,,23.034608980122034,,ztf
8,2458203.9224537,ZTF_g,20.037595120382708,20.548664678344654,19.691488736438693,,ztf
9,2458203.9955787,ZTF_g,,,23.378778426547417,,ztf
10,2458204.9027315,ZTF_g,,,22.794519113619604,,ztf
11,2458204.926412,ZTF_g,,,22.28041496194121,,ztf
12,2458204.9461343,ZTF_g,23.353345458078756,,21.98705224349238,,ztf
13,2458204.9731481,ZTF_g,24.97539009941449,,22.8403891424531,,ztf
14,2458205.0027778,ZTF_g,23.49196513515192,,22.360819604955836,,ztf
15,2458205.9054398,ZTF_g,21.654402103887453,,20.85859765939056,,ztf
16,2458205.9258449,ZTF_g,,,,,ztf
17,2458205.9431829,ZTF_g,,,22.176348367286657,,ztf
18,2458205.9687153,ZTF_g,22.432060494331758,,21.679067399146334,,ztf
19,2458205.988206,ZTF_g,,,22.43192505020843,,ztf
20,2458206.0064352,ZTF_g,22.183359285187045,22.9100893240427,21.751884667458548,,ztf
21,2458206.9040278,ZTF_g,,,23.054045776209588,,ztf
22,2458206.9049769,ZTF_g,21.653611914107692,22.71908017427825,21.126352440752107,,ztf
23,2458206.9221991,ZTF_g,22.348666458957737,,21.545538241792705,,ztf
24,2458206.9523148,ZTF_g,22.683892469816175,,21.71288316605422,,ztf
25,2458206.9652778,ZTF_g,,,,,ztf
26,2458206.9806829,ZTF_g,21.176576592378176,21.702857316873832,20.823632898243396,,ztf
27,2458207.0053356,ZTF_g,21.835876780772416,22.948840950364538,21.297952186336456,,ztf
28,2458207.0062731,ZTF_g,24.30959808460726,,22.134289557312734,,ztf
29,2458207.9089699,ZTF_g,,,21.836607596821864,,ztf
30,2458207.9327546,ZTF_g,,,22.155040799198527,,ztf
31,2458207.9442477,ZTF_g,,,22.160795642025192,,ztf
32,2458207.9725347,ZTF_g,21.16368994217518,21.880513855159812,20.735645296050713,,ztf
33,2458207.9830556,ZTF_g,21.441410188708524,22.67977690837491,20.87790063759777,,ztf
34,2458208.0016435,ZTF_g,,,,,ztf
35,2458208.8849074,ZTF_g,,,20.500308997899815,,ztf
36,2458208.9056481,ZTF_g,,,22.201086403603437,,ztf
37,2458208.9237269,ZTF_g,,,,,ztf
38,2458208.9455671,ZTF_g,21.83002438187287,,20.353179143062178,,ztf
39,2458208.9835069,ZTF_g,,,21.324920003192922,,ztf
40,2458209.0056713,ZTF_g,24.029791489903204,,21.243743982772422,,ztf
41,2458209.9819907,ZTF_g,23.210014665789508,,21.257491213480577,,ztf
42,2458210.8463079,ZTF_g,,,23.057270112217882,,ztf
43,2458210.8918056,ZTF_g,,,,,ztf
44,2458210.9119213,ZTF_g,21.09495879502214,21.98022910901087,20.613873456888534,,ztf
45,2458210.9128588,ZTF_g,22.137507783187946,,21.174548049858497,,ztf
46,2458210.9331366,ZTF_g,,,22.159608395508382,,ztf
47,2458210.9456366,ZTF_g,23.223233744966137,,21.444640893015034,,ztf
48,2458210.9465856,ZTF_g,,,22.076081674462547,,ztf
49,2458210.9655324,ZTF_g,23.979276763940227,,21.576291808329742,,ztf
50,2458211.8862731,ZTF_g,23.725710815972633,,21.448664355577478,,ztf
51,2458211.8996644,ZTF_g,23.792760227420622,,21.407761069149746,,ztf
52,2458211.9233681,ZTF_g,20.842752678887855,21.86817721724419,20.324941752798892,,ztf
53,2458211.9479398,ZTF_g,,,24.2768420324785,,ztf
54,2458211.9653704,ZTF_g,21.7147206216724,,20.64164558878499,,ztf
55,2458211.981956,ZTF_g,,,,,ztf
