index,JD,filter,mag,ztf_mag_lower,ztf_mag_upper,atlas_mag_err,data_origin
0,2458202.8115625,ZTF_g,,,,,ztf
1,2458202.8124884,ZTF_g,22.11135988792381,25.584267340517222,21.381172167028385,,ztf
2,2458202.8325463,ZTF_g,22.823425343718867,,21.686649809184388,,ztf
3,2458205.760544,ZTF_g,,,,,ztf
4,2458205.8074537,ZTF_g,,,23.982602965022537,,ztf
5,2458205.8162269,ZTF_g,22.18654786292265,,21.170294253096163,,ztf
6,2458205.8171644,ZTF_g,20.764102444949202,21.52935399893937,20.31968145390737,,ztf
7,2458210.786088,ZTF_g,19.986741957582517,21.500120356026102,19.37797642143282,,ztf
8,2458210.8010069,ZTF_g,21.386554234720755,,20.596136576863906,,ztf
9,2458210.8037616,ZTF_g,21.025624901424127,22.8699251599535,20.377194488011494,,ztf
10,2458214.7382523,ZTF_r,21.095896312190163,22.681757746180327,20.477245602386173,,ztf
11,2458214.7391667,ZTF_r,23.334694955630667,,21.30727702568004,,ztf
12,2458214.78125,ZTF_g,21.796353600950923,,21.03654973826754,,ztf
13,2458214.8275694,ZTF_r,,,21.029152107731313,,ztf
14,2458216.7644676,ZTF_g,,,22.811870135507956,,ztf
15,2458216.7827894,ZTF_r,22.79759307667878,,21.75393499232728,,ztf
16,2458216.7964583,ZTF_r,21.93670576358106,23.481124440620114,21.323614995132065,,ztf
17,2458217.7419097,ZTF_r,,,22.57817251875671,,ztf
18,2458217.7611574,ZTF_r,,,22.40009620390984,,ztf
19,2458217.778912,ZTF_r,21.979276978136813,23.04990282690569,21.45083149772929,,ztf
20,2458217.7798264,ZTF_r,,,24.54584451935495,,ztf
21,2458217.8057523,ZTF_r,,,22.23502864679446,,ztf
22,2458218.7597454,ZTF_r,,,24.343577740438892,,ztf
23,2458218.7771412,ZTF_r,22.167500774062123,24.45098967442662,21.4833015423517,,ztf
24,2458218.8021181,ZTF_r,23.159979172428784,,21.997568507870305,,ztf
25,2458219.7143634,ZTF_r,,,,,ztf
26,2458219.7439815,ZTF_r,22.29441494451281,,21.436140652867923,,ztf
27,2458222.7787847,ZTF_r,24.964468815457565,,22.039763266820724,,ztf
28,2458224.7331829,ZTF_r,25.630757002841733,,22.269843195165123,,ztf
29,2458224.7619444,ZTF_r,,,22.871165596828284,,ztf
30,2458224.7628588,ZTF_r,,,,,ztf
31,2458224.7637731,ZTF_r,,,23.90622738995599,,ztf
32,2458224.78,ZTF_r,21.278767548204033,21.934487186711188,20.87284463635294,,ztf
33,2458224.7809259,ZTF_r,,,22.305340803023032,,ztf
34,2458224.7827546,ZTF_r,,,24.11480213377269,,ztf
