HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459287.809,2021-03-14.3033818,bG,1.68,18.13,>18.130,99.99,-0.067,0.041,g
2459288.669,2021-03-15.1633503,bk,1.5,18.288,>18.288,99.99,0.067,0.035,g
2459290.837,2021-03-17.3309583,bk,1.47,18.368,>18.368,99.99,-0.056,0.033,g
2459291.791,2021-03-18.2858375,bk,1.54,18.601,>18.601,99.99,0.06,0.026,g
2459293.954,2021-03-20.4482285,bC,1.4,18.549,17.774,0.107,0.282,0.028,g
2459296.477,2021-03-22.9710472,bo,1.48,18.465,18.036,0.147,0.222,0.03,g
2459308.475,2021-04-03.9697752,bo,1.41,17.939,17.787,0.19,0.279,0.048,g
2459310.941,2021-04-06.4354829,bC,1.46,18.496,17.809,0.116,0.273,0.029,g
2459311.694,2021-04-07.1887356,bk,1.46,18.413,18.263,0.191,0.18,0.031,g
2459313.387,2021-04-08.8813034,bo,1.44,18.45,18.38,0.205,0.161,0.03,g
2459315.832,2021-04-11.3270263,bs,1.43,18.705,>18.705,99.99,0.089,0.024,g
2459317.6,2021-04-13.0950424,bG,1.44,18.515,>18.515,99.99,0.113,0.029,g
2459318.95,2021-04-14.4448140,bC,1.53,18.636,>18.636,99.99,0.039,0.026,g
2459320.755,2021-04-16.2497854,bG,1.45,18.271,>18.271,99.99,0.05,0.036,g
2459322.57,2021-04-18.0648089,bG,1.48,18.193,>18.193,99.99,0.055,0.038,g
2459326.812,2021-04-22.3070355,bC,1.47,18.371,>18.371,99.99,0.073,0.033,g
2459331.744,2021-04-27.2400778,bC,1.59,16.996,>16.996,99.99,0.092,0.116,g
2459332.302,2021-04-27.7978635,bo,1.59,17.231,>17.231,99.99,-0.023,0.093,g
2459337.487,2021-05-02.9827613,bk,1.49,18.108,>18.108,99.99,-0.014,0.041,g
2459338.57,2021-05-04.0657068,bk,1.5,18.73,>18.730,99.99,-0.014,0.023,g
2459338.636,2021-05-04.1319162,bG,1.63,18.382,>18.382,99.99,0.103,0.032,g
2459339.82,2021-05-05.3165916,bs,1.42,18.423,>18.423,99.99,0.076,0.031,g
2459343.821,2021-05-09.3171356,bs,1.85,18.546,>18.546,99.99,0.057,0.028,g
2459345.48,2021-05-10.9763706,bG,1.42,18.013,>18.013,99.99,-0.063,0.045,g
2459345.505,2021-05-11.0019087,bk,1.48,18.155,>18.155,99.99,-0.082,0.04,g
2459346.882,2021-05-12.3786643,bC,1.44,18.663,>18.663,99.99,-0.003,0.025,g
2459348.609,2021-05-14.1055892,bk,1.52,18.428,>18.428,99.99,-0.07,0.031,g
2459349.784,2021-05-15.2813790,bs,1.68,18.526,>18.526,99.99,0.016,0.028,g
2459352.669,2021-05-18.1658707,bk,1.46,18.216,>18.216,99.99,0.131,0.038,g
2459352.769,2021-05-18.2662159,bC,1.72,18.645,>18.645,99.99,0.057,0.025,g
2459359.84,2021-05-25.3375081,bC,1.43,17.549,>17.549,99.99,0.053,0.069,g
2459365.502,2021-05-31.0002005,bG,1.45,18.353,>18.353,99.99,-0.018,0.033,g
2459365.541,2021-05-31.0388387,bk,1.6,18.404,>18.404,99.99,-0.017,0.032,g
2459366.637,2021-06-01.1358412,bG,1.45,18.096,>18.096,99.99,0.09,0.042,g
2459368.788,2021-06-03.2869569,bC,1.61,18.79,>18.790,99.99,0.027,0.022,g
2459373.667,2021-06-08.1665017,bs,1.43,18.816,>18.816,99.99,-0.003,0.022,g
2459375.782,2021-06-10.2812621,bC,1.61,18.835,>18.835,99.99,0.02,0.021,g
2459378.763,2021-06-13.2629482,bC,1.68,18.626,>18.626,99.99,0.029,0.026,g
2459385.753,2021-06-20.2530013,bC,1.79,17.825,>17.825,99.99,-0.135,0.054,g
2459387.561,2021-06-22.0613776,bk,1.5,17.149,>17.149,99.99,0.038,0.1,g
2459388.55,2021-06-23.0505291,bG,1.51,17.21,>17.210,99.99,-0.051,0.095,g
2459397.505,2021-07-02.0062310,bk,1.53,18.323,>18.323,99.99,-0.063,0.034,g
2459401.274,2021-07-05.7758480,bo,1.57,18.297,>18.297,99.99,0.039,0.035,g
2459401.522,2021-07-06.0240726,bG,1.43,18.257,>18.257,99.99,-0.01,0.036,g
2459402.532,2021-07-07.0337578,bG,2.1,18.131,>18.131,99.99,0.108,0.041,g
2459406.238,2021-07-10.7402047,bo,1.46,18.443,>18.443,99.99,-0.017,0.03,g
2459408.484,2021-07-12.9867021,bk,1.64,18.342,>18.342,99.99,0.017,0.033,g
2459413.487,2021-07-17.9898237,bG,1.45,17.47,>17.470,99.99,0.226,0.075,g
2459415.464,2021-07-19.9667868,bG,1.56,17.505,>17.505,99.99,-0.225,0.072,g
2459416.475,2021-07-20.9780576,bk,1.58,17.156,>17.156,99.99,0.212,0.1,g
2459418.477,2021-07-22.9798092,bG,1.5,16.982,>16.982,99.99,-0.381,0.117,g
2459419.464,2021-07-23.9676432,bk,1.5,16.466,>16.466,99.99,0.357,0.188,g
2459420.465,2021-07-24.968325,bG,1.49,17.231,>17.231,99.99,0.019,0.093,g
2459423.466,2021-07-27.9695452,bG,1.5,17.782,>17.782,99.99,-0.102,0.056,g
2459425.459,2021-07-29.9623883,bG,1.51,17.116,>17.116,99.99,0.265,0.103,g
2459426.455,2021-07-30.9588204,bG,2.04,16.724,>16.724,99.99,-0.348,0.148,g
2459516.005,2021-10-28.5089137,bs,1.6,16.26,>16.260,99.99,-0.122,0.228,g
2459517.143,2021-10-29.6475493,bC,1.51,16.909,>16.909,99.99,-0.453,0.125,g
2459518.143,2021-10-30.6473918,bC,1.48,16.928,>16.928,99.99,-0.215,0.123,g
2459522.13,2021-11-03.6344393,bC,1.42,18.212,>18.212,99.99,-0.017,0.038,g
2459525.122,2021-11-06.6257545,bC,1.55,18.335,>18.335,99.99,0.046,0.034,g
2459531.117,2021-11-12.6202577,bC,1.42,18.163,>18.163,99.99,-0.051,0.039,g
2459538.093,2021-11-19.5960945,bC,1.45,17.149,>17.149,99.99,0.297,0.1,g
2459539.091,2021-11-20.5935343,bC,1.6,17.387,>17.387,99.99,-0.075,0.081,g
2459543.08,2021-11-24.5819846,bC,1.48,17.694,>17.694,99.99,0.155,0.061,g
2459550.016,2021-12-01.5175454,bs,1.43,17.899,>17.899,99.99,0.084,0.05,g
2459552.962,2021-12-04.4634437,bs,1.45,18.831,>18.831,99.99,0.008,0.021,g
2459559.596,2021-12-11.0966579,bo,1.51,16.581,>16.581,99.99,0.438,0.169,g
2459562.915,2021-12-14.4151462,bs,1.43,18.309,>18.309,99.99,0.117,0.034,g
2459568.894,2021-12-20.3933390,bs,1.61,17.062,>17.062,99.99,-0.233,0.109,g
2459571.94,2021-12-23.4398011,bs,1.44,17.651,>17.651,99.99,0.03,0.063,g
2459577.002,2021-12-28.5009812,bs,1.57,18.21,>18.210,99.99,0.13,0.038,g
2459579.03,2021-12-30.5284800,bs,1.47,18.32,>18.320,99.99,-0.044,0.034,g
2459582.828,2022-01-03.3267468,bk,1.5,18.55,>18.550,99.99,-0.007,0.028,g
2459586.959,2022-01-07.4570406,bC,1.41,18.499,>18.499,99.99,0.084,0.029,g
2459588.972,2022-01-09.4699113,bC,1.41,18.531,>18.531,99.99,-0.041,0.028,g
2459591.922,2022-01-12.4199363,bs,1.48,18.497,>18.497,99.99,0.039,0.029,g
2459593.528,2022-01-14.0256866,bo,1.47,18.261,>18.261,99.99,0.044,0.036,g
2459595.938,2022-01-16.4348214,bC,1.41,17.199,>17.199,99.99,-0.189,0.096,g
2459599.017,2022-01-19.5141225,bC,1.55,17.818,>17.818,99.99,-0.076,0.054,g
2459604.067,2022-01-24.5639252,bC,1.69,18.276,>18.276,99.99,-0.02,0.036,g
2459605.986,2022-01-26.4826746,bs,1.4,18.191,>18.191,99.99,-0.039,0.038,g
2459606.8,2022-01-27.2962315,bk,1.45,18.556,>18.556,99.99,-0.007,0.027,g
2459606.829,2022-01-27.3253016,bG,1.48,18.026,>18.026,99.99,-0.067,0.045,g
2459607.806,2022-01-28.3026152,bk,1.49,18.161,>18.161,99.99,-0.024,0.04,g
2459608.727,2022-01-29.2231109,bk,1.58,18.36,>18.360,99.99,-0.056,0.033,g
2459609.977,2022-01-30.4727212,bs,1.51,18.665,>18.665,99.99,0.082,0.025,g
2459613.066,2022-02-02.5617091,bC,1.43,18.707,>18.707,99.99,0.045,0.024,g
2459616.442,2022-02-05.9375267,bo,1.46,18.106,>18.106,99.99,0.004,0.042,g
2459618.878,2022-02-08.3738431,bC,1.5,17.868,>17.868,99.99,0.03,0.052,g
2459619.903,2022-02-09.3982344,bs,1.42,18.71,>18.710,99.99,-0.029,0.024,g
2459621.464,2022-02-10.9598936,bo,1.5,18.025,>18.025,99.99,-0.069,0.045,g
2459622.501,2022-02-11.9966873,bo,1.44,17.927,>17.927,99.99,0.029,0.049,g
2459623.901,2022-02-13.3965375,bC,1.56,17.72,>17.720,99.99,-0.092,0.059,g
2459624.469,2022-02-13.9647755,bo,1.49,16.697,>16.697,99.99,-0.4,0.152,g
2459625.956,2022-02-15.4512405,bs,1.43,17.42,>17.420,99.99,-0.023,0.078,g
2459627.573,2022-02-17.0679315,bo,1.7,16.363,>16.363,99.99,-0.273,0.207,g
2459631.502,2022-02-20.9965388,bo,1.53,17.187,>17.187,99.99,-0.346,0.097,g
2459632.983,2022-02-22.4779659,bC,1.46,18.296,>18.296,99.99,0.029,0.035,g
2459634.478,2022-02-23.9727478,bo,1.45,17.824,>17.824,99.99,0.047,0.054,g
2459634.747,2022-02-24.2421361,bk,1.48,17.903,>17.903,99.99,0.017,0.05,g
2459635.392,2022-02-24.8864238,bo,1.51,18.042,>18.042,99.99,-0.132,0.044,g
2459637.478,2022-02-26.9727136,bo,1.47,18.533,>18.533,99.99,-0.023,0.028,g
2459639.089,2022-02-28.5840369,bC,1.42,18.661,>18.661,99.99,0.106,0.025,g
2459640.617,2022-03-02.1118585,bk,1.58,18.462,>18.462,99.99,-0.067,0.03,g
2459642.653,2022-03-04.1473423,bG,1.42,18.268,>18.268,99.99,0.05,0.036,g
2459643.852,2022-03-05.3466668,bs,1.51,18.996,>18.996,99.99,-0.004,0.018,g
2459644.92,2022-03-06.4146027,bs,1.53,18.673,>18.673,99.99,-0.058,0.025,g
2459646.638,2022-03-08.1325743,bk,1.44,18.685,>18.685,99.99,0.04,0.024,g
2459648.349,2022-03-09.8438844,bo,1.41,17.754,>17.754,99.99,0.04,0.057,g
2459649.616,2022-03-11.1106341,bk,1.54,17.976,>17.976,99.99,0.11,0.047,g
2459650.943,2022-03-12.4370792,bs,1.49,18.503,>18.503,99.99,-0.01,0.029,g
2459652.878,2022-03-14.3729010,bC,1.5,17.83,>17.830,99.99,0.203,0.054,g
2459653.877,2022-03-15.3713607,bs,1.55,17.956,>17.956,99.99,-0.107,0.048,g
2459654.807,2022-03-16.3013292,bG,1.6,17.294,>17.294,99.99,0.233,0.088,g
2459659.604,2022-03-21.0985324,bk,1.57,16.712,>16.712,99.99,0.676,0.15,g
2459661.614,2022-03-23.1081054,bk,2.09,18.104,>18.104,99.99,-0.139,0.042,g
2459663.58,2022-03-25.0741760,bk,1.5,18.589,>18.589,99.99,-0.021,0.027,g
2459665.842,2022-03-27.3360978,bC,1.43,19.009,>19.009,99.99,0.029,0.018,g
2459666.875,2022-03-28.3698879,bs,1.45,18.975,>18.975,99.99,0.037,0.019,g
2459667.645,2022-03-29.1393872,bG,1.43,18.633,>18.633,99.99,0.093,0.026,g
2459668.796,2022-03-30.2909623,bG,1.46,18.586,>18.586,99.99,-0.018,0.027,g
2459669.8,2022-03-31.2941524,bG,1.43,18.266,>18.266,99.99,-0.006,0.036,g
2459670.659,2022-04-01.1531738,bk,1.5,18.734,>18.734,99.99,-0.07,0.023,g
2459670.743,2022-04-01.2373788,bG,1.44,18.379,>18.379,99.99,0.023,0.032,g
2459671.638,2022-04-02.1328119,bG,1.58,18.445,>18.445,99.99,-0.094,0.03,g
2459672.882,2022-04-03.3770983,bs,1.44,18.518,>18.518,99.99,0.078,0.028,g
2459673.778,2022-04-04.2727082,bk,1.6,18.738,>18.738,99.99,0.013,0.023,g
2459674.778,2022-04-05.2729104,bk,1.44,18.713,>18.713,99.99,-0.009,0.024,g
2459674.805,2022-04-05.2998464,bG,1.46,18.177,>18.177,99.99,0.077,0.039,g
2459676.806,2022-04-07.3003887,bs,1.48,18.894,>18.894,99.99,-0.043,0.02,g
2459678.288,2022-04-08.7824878,bo,1.54,17.806,>17.806,99.99,-0.038,0.055,g
2459679.772,2022-04-10.2665277,bs,1.41,18.069,>18.069,99.99,-0.055,0.043,g
2459680.859,2022-04-11.3543791,bs,1.47,18.167,>18.167,99.99,-0.009,0.039,g
2459687.405,2022-04-17.9003444,bo,1.86,15.161,>15.161,99.99,-5.575,0.626,g
2459688.818,2022-04-19.3131246,bs,1.63,17.274,>17.274,99.99,0.154,0.089,g
2459690.76,2022-04-21.2550581,bk,1.49,17.322,>17.322,99.99,-0.171,0.086,g
2459690.939,2022-04-21.4341480,bC,1.44,18.245,>18.245,99.99,0.057,0.037,g
2459691.776,2022-04-22.2714535,bs,1.45,18.636,>18.636,99.99,0.036,0.026,g
2459692.844,2022-04-23.3395090,bs,1.52,18.444,>18.444,99.99,0.123,0.03,g
2459693.686,2022-04-24.1813530,bk,1.45,18.436,>18.436,99.99,0.088,0.031,g
2459694.736,2022-04-25.2313384,bG,1.49,18.231,>18.231,99.99,-0.073,0.037,g
2459694.818,2022-04-25.3133349,bs,1.46,18.596,>18.596,99.99,-0.009,0.026,g
2459697.73,2022-04-28.2253699,bk,1.43,18.309,>18.309,99.99,0.085,0.034,g
2459699.784,2022-04-30.2802002,bs,1.46,18.793,>18.793,99.99,-0.069,0.022,g
2459701.669,2022-05-02.1654289,bs,1.54,19.102,>19.102,99.99,0.015,0.017,g
2459702.616,2022-05-03.1116399,bG,1.48,18.436,>18.436,99.99,-0.128,0.031,g
2459702.716,2022-05-03.2117524,bk,1.47,18.467,>18.467,99.99,0.049,0.03,g
2459703.69,2022-05-04.1856622,bG,1.66,18.454,>18.454,99.99,-0.03,0.03,g
2459704.66,2022-05-05.1566379,bk,1.41,18.412,>18.412,99.99,-0.017,0.031,g
2459704.693,2022-05-05.1888688,bG,1.41,18.389,>18.389,99.99,0.027,0.032,g
2459705.602,2022-05-06.0986776,bk,1.58,18.168,>18.168,99.99,0.052,0.039,g
2459706.706,2022-05-07.2027245,bk,1.58,18.458,>18.458,99.99,-0.019,0.03,g
2459707.788,2022-05-08.2848241,bs,1.51,18.289,>18.289,99.99,0.089,0.035,g
2459709.747,2022-05-10.2437289,bs,1.51,17.462,>17.462,99.99,-0.269,0.075,g
2459713.644,2022-05-14.1412513,bG,1.48,16.904,>16.904,99.99,-0.254,0.126,g
2459714.621,2022-05-15.1176888,bk,1.51,16.125,>16.125,99.99,1.2,0.258,g
2459715.523,2022-05-16.0198570,bk,2.15,15.436,>15.436,99.99,1.15,0.486,g
2459717.234,2022-05-17.7311399,bo,1.38,17.172,>17.172,99.99,0.011,0.098,g
2459717.763,2022-05-18.2601291,bs,1.51,17.626,>17.626,99.99,0.086,0.065,g
2459719.764,2022-05-20.2616218,bs,1.55,17.876,>17.876,99.99,-0.058,0.051,g
2459722.835,2022-05-23.3330896,bC,1.49,18.661,>18.661,99.99,-0.045,0.025,g
2459723.558,2022-05-24.0555958,bG,1.43,18.63,>18.630,99.99,0.053,0.026,g
2459725.644,2022-05-26.1422935,bG,1.46,18.299,>18.299,99.99,0.069,0.035,g
2459726.6,2022-05-27.0979121,bG,1.41,18.397,>18.397,99.99,-0.013,0.032,g
2459730.725,2022-05-31.2235194,bs,1.46,18.59,>18.590,99.99,-0.059,0.027,g
2459731.378,2022-05-31.8765810,bo,1.8,18.289,>18.289,99.99,0.034,0.035,g
2459733.74,2022-06-03.2384614,bs,1.57,18.469,>18.469,99.99,-0.035,0.03,g
2459736.782,2022-06-06.2806950,bC,1.44,18.778,>18.778,99.99,0.076,0.022,g
2459741.239,2022-06-10.7386165,bo,1.46,16.934,>16.934,99.99,0.305,0.122,g
2459742.606,2022-06-12.1051800,bG,1.6,17.071,>17.071,99.99,-0.137,0.108,g
2459746.684,2022-06-16.1840814,bs,1.5,17.781,>17.781,99.99,0.067,0.056,g
2459747.579,2022-06-17.0787640,bG,1.51,17.282,>17.282,99.99,-0.161,0.089,g
2459749.677,2022-06-19.1771821,bs,1.46,18.737,>18.737,99.99,0.057,0.023,g
2459750.67,2022-06-20.1699495,bs,1.46,18.613,>18.613,99.99,0.027,0.026,g
2459752.666,2022-06-22.1667645,bs,1.48,18.394,>18.394,99.99,0.007,0.032,g
2459755.685,2022-06-25.1853186,bs,1.45,18.054,>18.054,99.99,-0.073,0.044,g
2459756.67,2022-06-26.1709459,bs,1.72,18.716,>18.716,99.99,0.007,0.024,g
2459758.587,2022-06-28.0883517,bG,1.86,18.292,>18.292,99.99,-0.03,0.035,g
2459760.556,2022-06-30.0570680,bG,1.46,18.021,>18.021,99.99,-0.015,0.045,g
2459761.557,2022-07-01.0578694,bk,1.47,18.522,>18.522,99.99,0.013,0.028,g
2459762.539,2022-07-02.0405579,bk,1.46,18.516,>18.516,99.99,0.002,0.028,g
2459763.525,2022-07-03.0259478,bk,1.47,18.577,>18.577,99.99,0.043,0.027,g
2459763.556,2022-07-03.0577459,bG,1.5,18.386,>18.386,99.99,-0.003,0.032,g
2459768.226,2022-07-07.7280804,bo,2.13,17.35,>17.350,99.99,-0.109,0.083,g
2459772.55,2022-07-12.0522940,bG,2.01,16.766,>16.766,99.99,-0.46,0.143,g
2459773.494,2022-07-12.9962216,bG,1.56,16.882,>16.882,99.99,-0.24,0.128,g
2459778.234,2022-07-17.7366506,bo,1.51,17.921,>17.921,99.99,0.151,0.049,g
2459782.211,2022-07-21.7139875,bo,1.86,18.093,>18.093,99.99,-0.035,0.042,g
2459783.476,2022-07-22.9788589,bk,1.58,18.437,>18.437,99.99,0.018,0.031,g
2459784.474,2022-07-23.9775478,bG,1.54,18.651,>18.651,99.99,0.009,0.025,g
2459786.469,2022-07-25.9722001,bk,1.53,18.22,>18.220,99.99,-0.014,0.037,g
2459788.462,2022-07-27.9655494,bG,1.5,17.68,>17.680,99.99,-0.185,0.062,g
2459789.462,2022-07-28.9654293,bk,2.06,17.792,>17.792,99.99,0.006,0.056,g
2459884.999,2022-11-01.5030633,bs,1.47,17.749,>17.749,99.99,0.108,0.058,g
2459885.995,2022-11-02.4987221,bs,1.58,17.986,>17.986,99.99,-0.045,0.046,g
2459890.996,2022-11-07.5000481,bs,1.41,17.335,>17.335,99.99,-0.193,0.085,g
2459894.118,2022-11-10.6213342,bC,1.49,17.23,>17.230,99.99,0.145,0.093,g
2459900.114,2022-11-16.6172744,bC,1.47,18.179,>18.179,99.99,-0.016,0.039,g
2459908.08,2022-11-24.5827214,bC,1.59,18.476,>18.476,99.99,-0.056,0.03,g
2459913.942,2022-11-30.4437383,bs,1.48,18.46,>18.460,99.99,0.123,0.03,g
2459916.855,2022-12-03.3564422,bk,1.55,16.448,16.432,0.216,0.971,0.191,g
2459921.59,2022-12-08.0911074,bo,1.64,16.265,>16.265,99.99,0.805,0.227,g
2459926.015,2022-12-12.5159622,bs,1.61,17.719,>17.719,99.99,0.288,0.059,g
2459934.808,2022-12-21.3081521,bG,1.58,18.239,>18.239,99.99,-0.014,0.037,g
2459936.84,2022-12-23.3397489,bk,1.44,18.332,>18.332,99.99,-0.073,0.034,g
2459944.547,2022-12-31.0455717,bo,2.19,17.68,>17.680,99.99,0.042,0.062,g
2459949.781,2023-01-05.2798218,bG,1.48,17.076,>17.076,99.99,-0.055,0.107,g
2459953.516,2023-01-09.0144204,bo,1.52,16.343,>16.343,99.99,-0.479,0.211,g
2459959.546,2023-01-15.0430149,bo,1.55,17.314,>17.314,99.99,-0.224,0.086,g
2459960.898,2023-01-16.3948877,bs,1.51,17.37,>17.370,99.99,0.056,0.082,g
2459961.753,2023-01-17.2505114,bG,1.41,18.124,>18.124,99.99,0.013,0.041,g
2459964.603,2023-01-20.1003247,bo,1.46,18.318,>18.318,99.99,-0.04,0.034,g
2459965.719,2023-01-21.2161810,bG,1.48,18.086,>18.086,99.99,0.046,0.042,g
2459966.764,2023-01-22.2608606,bk,1.41,18.443,>18.443,99.99,0.06,0.03,g
2459967.752,2023-01-23.2490508,bG,1.53,18.226,>18.226,99.99,-0.097,0.037,g
2459968.725,2023-01-24.2217981,bk,1.49,18.137,>18.137,99.99,0.048,0.04,g
2459969.713,2023-01-25.2100722,bk,1.48,18.459,>18.459,99.99,0.023,0.03,g
2459970.721,2023-01-26.2177513,bG,1.49,18.023,>18.023,99.99,0.157,0.045,g
2459971.884,2023-01-27.3801158,bG,1.55,17.486,>17.486,99.99,0.216,0.074,g
2459972.539,2023-01-28.0358362,bo,1.46,18.48,>18.480,99.99,-0.085,0.029,g
2459974.795,2023-01-30.2913185,bs,1.7,17.925,>17.925,99.99,0.019,0.049,g
2459979.709,2023-02-04.2045209,bG,2.15,16.819,>16.819,99.99,-0.293,0.136,g
2459987.735,2023-02-12.2303724,bG,1.79,17.355,>17.355,99.99,-0.027,0.083,g
2459989.791,2023-02-14.2863468,bk,1.5,17.749,17.646,0.199,0.317,0.058,g
2459995.879,2023-02-20.3742783,bk,1.54,18.331,>18.331,99.99,-0.026,0.034,g
2460000.823,2023-02-25.3174767,bk,1.44,18.251,>18.251,99.99,0.018,0.036,g
2460002.806,2023-02-27.3002655,bG,1.62,18.425,>18.425,99.99,-0.002,0.031,g
2460003.844,2023-02-28.3387615,bk,1.53,18.517,>18.517,99.99,0.009,0.028,g
2460007.747,2023-03-04.2420098,bk,1.5,17.108,>17.108,99.99,-0.23,0.104,g
2460009.825,2023-03-06.3195445,bk,1.7,16.589,>16.589,99.99,-0.687,0.168,g
2460014.569,2023-03-11.0636006,bo,2.21,16.884,>16.884,99.99,0.035,0.128,g
2460015.593,2023-03-12.0874130,bG,1.65,17.233,>17.233,99.99,0.139,0.093,g
2460016.801,2023-03-13.2953644,bk,1.49,17.561,>17.561,99.99,-0.125,0.069,g
2460017.389,2023-03-13.8833667,bo,1.43,17.92,>17.920,99.99,-0.07,0.049,g
2460017.841,2023-03-14.3355067,bk,1.5,17.4,>17.400,99.99,-0.169,0.08,g
2460018.379,2023-03-14.8736214,bo,1.47,18.415,>18.415,99.99,0.007,0.031,g
2460018.832,2023-03-15.3267394,bG,1.51,17.867,>17.867,99.99,0.072,0.052,g
2460021.582,2023-03-18.0760828,bG,1.63,17.973,>17.973,99.99,0.01,0.047,g
2460021.668,2023-03-18.1619274,bk,1.45,18.635,>18.635,99.99,0.041,0.026,g
2460022.822,2023-03-19.3158652,bk,1.56,18.203,>18.203,99.99,-0.049,0.038,g
2460026.709,2023-03-23.2034144,bk,1.67,18.4,>18.400,99.99,-0.036,0.032,g
2460027.669,2023-03-24.163175,bk,1.55,18.418,>18.418,99.99,-0.008,0.031,g
2460029.881,2023-03-26.3756355,bC,1.46,19.272,>19.272,99.99,-0.018,0.014,g
2460030.829,2023-03-27.3233484,bG,1.55,17.896,>17.896,99.99,0.037,0.05,g
2460031.742,2023-03-28.2361156,bG,1.52,18.259,>18.259,99.99,-0.022,0.036,g
2460031.808,2023-03-28.3029493,bk,1.56,18.517,>18.517,99.99,-0.002,0.028,g
2460032.784,2023-03-29.2783196,bk,1.61,18.616,>18.616,99.99,-0.009,0.026,g
2460033.816,2023-03-30.3105494,bG,2.29,18.451,>18.451,99.99,0.011,0.03,g
2460035.788,2023-04-01.2822640,bs,1.72,17.408,>17.408,99.99,0.006,0.079,g
2460036.845,2023-04-02.3396781,bs,1.56,16.918,>16.918,99.99,-0.093,0.124,g
2460041.914,2023-04-07.4090232,bC,1.52,17.717,>17.717,99.99,-0.147,0.059,g
2460043.854,2023-04-09.3493505,bs,1.66,17.246,17.125,0.196,0.513,0.092,g
2460044.99,2023-04-10.4849511,bC,1.44,18.005,>18.005,99.99,-0.197,0.046,g
2460046.677,2023-04-12.1719027,bk,1.44,18.052,>18.052,99.99,0.016,0.044,g
2460047.772,2023-04-13.2672019,bG,1.55,17.794,>17.794,99.99,-0.028,0.055,g
2460049.814,2023-04-15.3087479,bC,1.43,19.064,>19.064,99.99,0.025,0.017,g
2460050.857,2023-04-16.3521309,bs,1.45,18.65,>18.650,99.99,-0.038,0.025,g
2460051.641,2023-04-17.1358658,bG,1.45,18.714,>18.714,99.99,-0.037,0.024,g
2460054.565,2023-04-20.0606557,bk,1.49,18.563,>18.563,99.99,0.039,0.027,g
2460057.926,2023-04-23.4211967,bC,1.42,18.554,>18.554,99.99,-0.019,0.028,g
2460059.66,2023-04-25.1550409,bs,1.49,18.284,>18.284,99.99,0.072,0.035,g
2460060.84,2023-04-26.3354325,bs,1.47,18.294,>18.294,99.99,0.064,0.035,g
2460062.571,2023-04-28.0665747,bk,1.44,17.781,>17.781,99.99,0.056,0.056,g
2460068.529,2023-05-04.0248393,bk,1.6,16.871,>16.871,99.99,-0.114,0.13,g
2460070.785,2023-05-06.2813229,bs,1.52,16.592,>16.592,99.99,-0.244,0.168,g
2460071.442,2023-05-06.9385420,bo,1.49,16.283,>16.283,99.99,0.079,0.223,g
2460072.667,2023-05-08.1629202,bk,1.57,17.187,>17.187,99.99,0.013,0.097,g
2460073.695,2023-05-09.1914289,bG,1.63,17.606,>17.606,99.99,0.064,0.066,g
2460074.686,2023-05-10.1822001,bG,1.46,17.62,>17.620,99.99,-0.085,0.065,g
2460074.881,2023-05-10.3779846,bC,1.4,18.652,>18.652,99.99,-0.053,0.025,g
