HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458203.785,2018-03-26.2819800,bq,1.5,17.934,>17.934,99.99,-0.006,0.049,g
2458207.762,2018-03-30.2592274,bq,1.66,17.443,>17.443,99.99,-0.254,0.077,g
2458208.893,2018-03-31.3899446,bq,1.56,17.322,>17.322,99.99,0.039,0.086,g
2458209.781,2018-04-01.2780138,bq,1.4,16.783,>16.783,99.99,-0.163,0.141,g
2458211.754,2018-04-03.2507660,bq,1.47,17.042,>17.042,99.99,0.107,0.111,g
2458212.759,2018-04-04.2560179,bq,1.83,17.505,>17.505,99.99,0.167,0.072,g
2458216.749,2018-04-08.2454774,bq,1.54,18.418,>18.418,99.99,-0.045,0.031,g
2458219.808,2018-04-11.3045968,bq,1.65,18.407,>18.407,99.99,-0.147,0.031,g
2458221.014,2018-04-12.5104322,ba,1.78,17.749,>17.749,99.99,0.028,0.061,V
2458223.73,2018-04-15.2262005,bq,1.49,18.066,>18.066,99.99,0.001,0.043,g
2458224.761,2018-04-16.2580319,bq,1.49,18.181,>18.181,99.99,0.043,0.039,g
2458230.7,2018-04-22.1968954,bq,1.58,18.269,>18.269,99.99,-0.002,0.036,g
2458231.874,2018-04-23.3701119,ba,1.64,17.951,>17.951,99.99,-0.066,0.051,V
2458233.706,2018-04-25.2024877,bq,1.76,17.155,>17.155,99.99,0.085,0.1,g
2458234.898,2018-04-26.3944230,ba,2.11,17.136,>17.136,99.99,-0.038,0.107,V
2458244.828,2018-05-06.3245738,ba,1.63,17.171,>17.171,99.99,0.079,0.104,V
2458248.648,2018-05-10.1439921,bq,1.66,18.289,>18.289,99.99,-0.015,0.035,g
2458249.7,2018-05-11.1968796,bq,1.62,18.278,>18.278,99.99,0.137,0.035,g
2458250.888,2018-05-12.3844158,ba,1.63,17.909,>17.909,99.99,-0.063,0.053,V
2458251.867,2018-05-13.3636224,ba,1.61,18.194,>18.194,99.99,0,0.04,V
2458253.836,2018-05-15.3324056,ba,1.68,17.073,>17.073,99.99,0.091,0.114,V
2458254.77,2018-05-16.2669663,bq,1.48,18.336,>18.336,99.99,0.035,0.034,g
2458257.821,2018-05-19.3173923,ba,1.75,17.992,>17.992,99.99,-0.1,0.049,V
2458258.712,2018-05-20.2087236,bq,1.49,18.203,>18.203,99.99,-0.009,0.038,g
2458259.762,2018-05-21.2585899,bq,1.55,18.13,>18.130,99.99,-0.116,0.041,g
2458261.884,2018-05-23.3803732,bq,1.53,18.397,>18.397,99.99,0.005,0.032,g
2458263.661,2018-05-25.1575324,bq,1.45,16.855,>16.855,99.99,0.035,0.132,g
2458265.681,2018-05-27.1781090,bq,1.8,16.919,>16.919,99.99,0.365,0.124,g
2458270.863,2018-06-01.3598215,bq,1.55,17.203,>17.203,99.99,-0.015,0.095,g
2458271.674,2018-06-02.1705761,bq,1.51,17.732,>17.732,99.99,-0.14,0.059,g
2458274.967,2018-06-05.4644636,ba,2.31,17.538,>17.538,99.99,-0.199,0.074,V
2458275.909,2018-06-06.4062159,ba,1.65,17.143,>17.143,99.99,0.092,0.107,V
2458280.758,2018-06-11.2547293,ba,1.76,18.003,>18.003,99.99,0.092,0.048,V
2458282.86,2018-06-13.3568216,bq,2.13,18.209,>18.209,99.99,0.017,0.038,g
2458283.841,2018-06-14.3385071,bq,2.03,18.196,>18.196,99.99,0.025,0.038,g
2458284.819,2018-06-15.3163055,bq,1.48,17.879,>17.879,99.99,-0.106,0.051,g
2458287.816,2018-06-18.3137184,bq,1.51,18.504,>18.504,99.99,0.075,0.029,g
2458289.649,2018-06-20.1467917,bq,1.65,18.133,>18.133,99.99,0.027,0.041,g
2458290.863,2018-06-21.3609085,bq,1.45,18.215,>18.215,99.99,0.042,0.038,g
2458291.787,2018-06-22.2848950,bq,1.47,17.941,>17.941,99.99,-0.004,0.048,g
2458294.791,2018-06-25.2888672,bq,1.52,17.048,>17.048,99.99,-0.358,0.11,g
2458295.836,2018-06-26.3339703,bq,1.63,17.116,>17.116,99.99,0.416,0.103,g
2458303.917,2018-07-04.4154116,ba,1.65,17.428,>17.428,99.99,-0.13,0.082,V
2458304.738,2018-07-05.2364634,bq,1.48,18.252,>18.252,99.99,0.043,0.036,g
2458308.856,2018-07-09.3540353,ba,2.01,18.331,>18.331,99.99,0.044,0.036,V
2458312.885,2018-07-13.3840067,ba,1.63,17.962,>17.962,99.99,0.06,0.05,V
2458314.754,2018-07-15.2523924,bq,1.57,18.009,>18.009,99.99,-0.045,0.045,g
2458316.783,2018-07-17.2817614,bq,1.64,18.036,>18.036,99.99,-0.007,0.044,g
2458321.805,2018-07-22.3043494,ba,1.74,16.754,>16.754,99.99,0.068,0.152,V
2458323.752,2018-07-24.2508469,bq,1.44,17.326,>17.326,99.99,0.076,0.085,g
2458327.758,2018-07-28.2578248,bq,1.62,16.701,>16.701,99.99,0.401,0.152,g
2458328.831,2018-07-29.3305706,ba,1.7,17.206,>17.206,99.99,-0.217,0.101,V
2458336.806,2018-08-06.3062444,ba,2.05,18.189,>18.189,99.99,0.059,0.041,V
2458337.802,2018-08-07.3019430,ba,2.48,18.118,>18.118,99.99,0.038,0.043,V
2458342.805,2018-08-12.3052687,ba,1.7,18.027,>18.027,99.99,0.083,0.047,V
2458348.698,2018-08-18.1991892,bq,1.66,17.802,>17.802,99.99,-0.002,0.055,g
2458351.692,2018-08-21.1927564,bq,1.46,16.969,>16.969,99.99,0.23,0.118,g
2458353.686,2018-08-23.1875096,bq,1.48,17.256,>17.256,99.99,0.14,0.091,g
2458359.666,2018-08-29.1671659,bq,1.5,17.246,>17.246,99.99,0.063,0.092,g
2458361.667,2018-08-31.1689711,bq,1.5,17.974,>17.974,99.99,0.154,0.047,g
2458366.645,2018-09-05.1465587,bq,1.49,18.119,>18.119,99.99,0.021,0.041,g
2458370.642,2018-09-09.1435802,bq,1.5,17.764,>17.764,99.99,-0.021,0.057,g
2458371.632,2018-09-10.1344445,bq,1.46,17.722,>17.722,99.99,-0.041,0.059,g
2458372.616,2018-09-11.1185989,bq,1.44,18.346,>18.346,99.99,-0.035,0.033,g
2458373.627,2018-09-12.1287427,bq,1.6,18.323,>18.323,99.99,-0.083,0.034,g
2458375.621,2018-09-14.1233946,bq,2.01,18.076,>18.076,99.99,0.105,0.043,g
2458376.618,2018-09-15.1201416,bq,1.52,18.084,>18.084,99.99,-0.039,0.042,g
2458384.594,2018-09-23.0963004,bq,1.61,17.304,>17.304,99.99,-0.158,0.087,g
2458385.589,2018-09-24.0917150,bq,1.68,17.246,>17.246,99.99,-0.208,0.092,g
2458389.578,2018-09-28.0807306,bq,2.07,18.37,>18.370,99.99,0.036,0.033,g
2458396.561,2018-10-05.0636217,bq,1.52,17.367,>17.367,99.99,0.232,0.082,g
2458472.019,2018-12-19.5215394,bq,1.64,18.132,>18.132,99.99,-0.009,0.041,g
2458476.157,2018-12-23.6594564,bA,2.41,16.646,>16.646,99.99,-0.134,0.159,g
2458477.158,2018-12-24.6597846,bA,2.27,17.076,>17.076,99.99,0.195,0.107,g
2458486.159,2019-01-02.6607974,bA,2.4,18.22,>18.220,99.99,-0.07,0.037,g
2458492.164,2019-01-08.6658094,bA,2.01,18.068,>18.068,99.99,0.028,0.043,g
2458493.165,2019-01-09.6663231,bA,1.67,18.09,>18.090,99.99,-0.021,0.042,g
2458494.14,2019-01-10.6416979,bA,1.8,18.828,>18.828,99.99,-0.055,0.021,g
2458495.17,2019-01-11.6709402,bA,1.74,17.555,>17.555,99.99,-0.068,0.069,g
2458496.118,2019-01-12.6193893,bA,1.75,18.529,>18.529,99.99,-0.084,0.028,g
2458497.116,2019-01-13.6169694,bA,1.72,18.683,>18.683,99.99,-0.028,0.024,g
2458498.112,2019-01-14.6135427,bA,1.76,18.694,>18.694,99.99,0.007,0.024,g
2458502.964,2019-01-19.4643067,bq,1.63,17.148,>17.148,99.99,-0.107,0.1,g
2458507.088,2019-01-23.5889746,bA,1.71,17.239,>17.239,99.99,0.263,0.092,g
2458511.01,2019-01-27.5104012,bq,1.46,17.364,>17.364,99.99,-0.144,0.082,g
2458519.069,2019-02-04.5688012,bA,1.67,18.828,>18.828,99.99,0.03,0.021,g
2458521.948,2019-02-07.4477929,bq,1.64,18.33,>18.330,99.99,-0.031,0.034,g
2458526.924,2019-02-12.4231322,bq,1.5,18.533,>18.533,99.99,0.053,0.028,g
2458527.925,2019-02-13.4237466,bq,1.58,18.251,>18.251,99.99,-0.004,0.036,g
2458543.878,2019-03-01.3758659,bq,1.48,18.518,>18.518,99.99,-0.019,0.028,g
2458555.949,2019-03-13.4462468,bq,1.54,18.304,>18.304,99.99,0.117,0.035,g
2458557.839,2019-03-15.3371031,bq,1.76,18.006,>18.006,99.99,0.075,0.046,g
2458561.832,2019-03-19.3297320,bq,1.5,17.28,>17.280,99.99,-0.072,0.089,g
2458570.85,2019-03-28.3468620,bq,1.65,18.195,>18.195,99.99,-0.13,0.038,g
2458571.778,2019-03-29.2745875,bq,1.46,18.098,>18.098,99.99,-0.065,0.042,g
2458574.911,2019-04-01.4081027,bE,1.49,17.023,>17.023,99.99,-0.447,0.113,g
2458574.959,2019-04-01.4556050,bq,1.47,18.474,>18.474,99.99,0,0.03,g
2458577.104,2019-04-03.6007181,bA,1.7,18.918,>18.918,99.99,-0.031,0.02,g
2458577.882,2019-04-04.3789276,bq,1.46,18.645,>18.645,99.99,0,0.025,g
2458578.802,2019-04-05.2985868,bq,1.51,18.407,>18.407,99.99,-0.017,0.032,g
2458579.946,2019-04-06.4432559,bA,1.67,18.786,>18.786,99.99,-0.042,0.022,g
2458580.812,2019-04-07.3090094,bq,1.44,18.333,>18.333,99.99,0.094,0.034,g
2458581.913,2019-04-08.4094827,bA,1.69,18.57,>18.570,99.99,-0.003,0.027,g
2458582.868,2019-04-09.3650152,bq,1.49,18.673,>18.673,99.99,-0.001,0.025,g
2458583.765,2019-04-10.2617640,bq,1.44,18.173,>18.173,99.99,0.185,0.039,g
2458588.03,2019-04-14.5264885,bA,1.74,18.693,>18.693,99.99,0.04,0.024,g
2458589.843,2019-04-16.3396099,bA,1.69,17.049,>17.049,99.99,-0.024,0.11,g
2458591.826,2019-04-18.3221678,bq,2.14,16.58,>16.580,99.99,0.339,0.169,g
2458591.928,2019-04-18.4243167,bA,1.98,16.836,>16.836,99.99,0.538,0.134,g
2458593.99,2019-04-20.4869413,bA,2.06,16.819,>16.819,99.99,0.368,0.136,g
2458595.854,2019-04-22.3502918,bA,2.16,17.3,>17.300,99.99,0.247,0.087,g
2458597.929,2019-04-24.4252701,bA,1.7,17.88,>17.880,99.99,-0.013,0.051,g
2458599.77,2019-04-26.2664180,bE,1.42,16.975,>16.975,99.99,-0.476,0.118,g
2458599.825,2019-04-26.3211478,bA,1.68,18.989,>18.989,99.99,0.059,0.018,g
2458604.669,2019-05-01.1656721,bq,1.48,18.005,>18.005,99.99,0.131,0.046,g
2458609.789,2019-05-06.2858668,bA,1.8,18.556,>18.556,99.99,-0.041,0.027,g
2458611.819,2019-05-08.3151556,bq,1.56,18.52,>18.520,99.99,-0.017,0.028,g
2458612.729,2019-05-09.2255214,bq,1.47,18.434,>18.434,99.99,0.004,0.031,g
2458614.076,2019-05-10.5725758,bA,2.07,18.959,>18.959,99.99,0.001,0.019,g
2458615.901,2019-05-12.3970163,bA,1.66,18.12,>18.120,99.99,-0.022,0.041,g
2458617.703,2019-05-14.1995964,bq,1.49,17.586,>17.586,99.99,0.087,0.067,g
2458618.737,2019-05-15.2330370,bq,1.49,17.226,>17.226,99.99,-0.058,0.093,g
2458619.702,2019-05-16.1985240,bq,1.46,17.33,>17.330,99.99,0.073,0.085,g
2458624.894,2019-05-21.3906843,bq,1.84,17.182,>17.182,99.99,-0.26,0.097,g
2458626.772,2019-05-23.2684854,bA,2,18.737,>18.737,99.99,0.022,0.023,g
2458627.959,2019-05-24.4559858,bA,1.73,18.328,>18.328,99.99,0.014,0.034,g
2458629.821,2019-05-26.3173039,bq,1.52,18.043,>18.043,99.99,-0.054,0.044,g
2458631.824,2019-05-28.3205410,bA,1.66,18.785,>18.785,99.99,-0.009,0.022,g
2458635.829,2019-06-01.3255031,bA,1.7,18.869,>18.869,99.99,0.015,0.021,g
2458636.985,2019-06-02.4815434,bA,1.68,18.948,>18.948,99.99,0.006,0.019,g
2458639.828,2019-06-05.3251819,bA,1.66,18.777,>18.777,99.99,0.071,0.022,g
2458641.682,2019-06-07.1785802,bq,1.45,18.09,>18.090,99.99,0.1,0.042,g
2458642.963,2019-06-08.4601917,bA,1.8,18.769,>18.769,99.99,-0.033,0.023,g
2458643.812,2019-06-09.3088188,bq,1.49,18.346,>18.346,99.99,0.029,0.033,g
2458644.936,2019-06-10.4334457,bA,1.66,18.293,>18.293,99.99,0.157,0.035,g
2458645.921,2019-06-11.4180731,bA,1.67,17.896,>17.896,99.99,-0.129,0.05,g
2458646.805,2019-06-12.3022438,bq,1.55,17.71,>17.710,99.99,-0.14,0.06,g
2458647.871,2019-06-13.3678881,bA,1.69,17.306,>17.306,99.99,0.263,0.087,g
2458654.79,2019-06-20.2878003,bA,1.69,18.631,>18.631,99.99,-0.063,0.026,g
2458655.71,2019-06-21.2071098,bq,1.44,18.305,>18.305,99.99,0.009,0.035,g
2458656.86,2019-06-22.3580869,bA,1.73,18.801,>18.801,99.99,-0.002,0.022,g
2458659.83,2019-06-25.3276149,bA,2.29,19.157,>19.157,99.99,0.008,0.016,g
2458669.864,2019-07-05.3619445,bA,1.68,18.774,>18.774,99.99,0.031,0.022,g
2458673.792,2019-07-09.2908490,bq,1.45,18.203,>18.203,99.99,0.046,0.038,g
2458675.897,2019-07-11.3955331,bA,1.73,17.36,>17.360,99.99,-0.285,0.083,g
2458684.874,2019-07-20.3730343,bA,2.09,17.519,>17.519,99.99,-0.14,0.071,g
2458689.757,2019-07-25.2563909,bq,1.47,18.257,>18.257,99.99,-0.011,0.036,g
2458692.85,2019-07-28.3499861,bA,2.02,18.882,>18.882,99.99,0.003,0.02,g
2458694.707,2019-07-30.2071634,bq,1.5,18.007,>18.007,99.99,0.04,0.046,g
2458698.698,2019-08-03.1976037,bq,1.5,18.41,>18.410,99.99,0.014,0.031,g
2458700.674,2019-08-05.1737888,bq,1.46,17.839,>17.839,99.99,-0.045,0.053,g
2458704.764,2019-08-09.2639049,bA,2.09,17.935,>17.935,99.99,0.109,0.049,g
2458705.703,2019-08-10.2031459,bq,1.58,16.992,>16.992,99.99,0.476,0.116,g
2458708.715,2019-08-13.2156380,bq,1.49,17.342,>17.342,99.99,-0.157,0.084,g
2458709.785,2019-08-14.2851302,bA,2.03,17.183,>17.183,99.99,0.297,0.097,g
2458716.707,2019-08-21.2081796,bq,1.63,17.71,>17.710,99.99,0.041,0.06,g
2458717.704,2019-08-22.2046820,bq,1.51,18.011,>18.011,99.99,0.012,0.045,g
2458719.754,2019-08-24.2554743,bA,2.02,18.792,>18.792,99.99,-0.01,0.022,g
2458720.678,2019-08-25.1793675,bq,1.44,18.107,>18.107,99.99,-0.048,0.042,g
2458720.754,2019-08-25.2547942,bA,1.82,19.142,>19.142,99.99,-0.002,0.016,g
2458730.727,2019-09-04.2292606,bA,1.68,17.639,>17.639,99.99,-0.035,0.064,g
2458750.582,2019-09-24.0845766,bq,1.58,18.237,>18.237,99.99,-0.04,0.037,g
2458752.58,2019-09-26.0826658,bq,1.55,18.171,>18.171,99.99,-0.086,0.039,g
2458753.579,2019-09-27.0817821,bq,1.46,17.911,>17.911,99.99,-0.15,0.05,g
2458838.029,2019-12-20.5318385,bq,1.51,17.471,>17.471,99.99,-0.065,0.075,g
2458848.033,2019-12-30.5348618,bq,1.47,17.679,>17.679,99.99,0.117,0.062,g
2458851.169,2020-01-02.6709728,bA,2.05,17.381,>17.381,99.99,0.049,0.081,g
2458854.005,2020-01-05.5070431,bq,1.48,18.514,>18.514,99.99,-0.017,0.029,g
2458904.015,2020-02-24.5132842,bA,1.71,18.658,>18.658,99.99,-0.039,0.025,g
2458904.845,2020-02-25.3433285,bq,1.54,18.276,>18.276,99.99,-0.018,0.036,g
2458905.855,2020-02-26.3531870,bq,1.65,18.059,>18.059,99.99,-0.064,0.043,g
2458906.848,2020-02-27.3461400,bq,1.43,18.348,>18.348,99.99,-0.038,0.033,g
2458911.977,2020-03-03.4749186,bA,1.68,17.846,>17.846,99.99,-0.076,0.053,g
2458928.098,2020-03-19.5954035,bA,2.26,18.77,>18.770,99.99,-0.012,0.023,g
2458930.911,2020-03-22.4087535,bA,1.67,18.719,>18.719,99.99,0.016,0.024,g
2458933.023,2020-03-24.5200986,bA,1.71,18.798,>18.798,99.99,0.037,0.022,g
2458955.928,2020-04-16.4244870,bA,2.03,18.48,>18.480,99.99,-0.016,0.029,g
2458958.833,2020-04-19.3299050,bA,1.7,18.611,>18.611,99.99,-0.089,0.026,g
2458959.838,2020-04-20.3340040,bA,1.67,18.528,>18.528,99.99,-0.058,0.028,g
2458960.859,2020-04-21.3556277,bA,1.68,18.749,>18.749,99.99,0.034,0.023,g
2458961.863,2020-04-22.3597101,bA,1.74,18.855,>18.855,99.99,0.025,0.021,g
2458966.814,2020-04-27.3107988,bA,1.7,18.46,>18.460,99.99,-0.112,0.03,g
2458967.813,2020-04-28.3095535,bA,1.71,18.444,>18.444,99.99,-0.025,0.03,g
2458968.911,2020-04-29.4077854,bA,2.06,18.541,>18.541,99.99,-0.069,0.028,g
2458970.796,2020-05-01.2924900,bA,2,17.843,>17.843,99.99,0.036,0.053,g
2458971.795,2020-05-02.2913697,bA,1.72,17.598,>17.598,99.99,0.107,0.066,g
2458973.799,2020-05-04.2953734,bA,1.7,17.229,>17.229,99.99,-0.088,0.093,g
2458974.824,2020-05-05.3208986,bA,1.62,17.089,>17.089,99.99,0.142,0.106,g
2458981.924,2020-05-12.4205604,bA,1.75,18.459,>18.459,99.99,0.019,0.03,g
2458982.788,2020-05-13.2842253,bq,1.48,18.344,>18.344,99.99,0.033,0.033,g
2458987.038,2020-05-17.5344993,bA,1.68,18.79,>18.790,99.99,-0.012,0.022,g
2458990.893,2020-05-21.3898673,bq,1.5,18.349,>18.349,99.99,-0.08,0.033,g
2458991.792,2020-05-22.2889737,bq,1.45,18.587,>18.587,99.99,0.051,0.027,g
2458993.87,2020-05-24.3666748,bq,1.52,18.344,>18.344,99.99,-0.001,0.033,g
2458995.907,2020-05-26.4034780,bA,1.76,18.769,>18.769,99.99,-0.013,0.023,g
2458997.877,2020-05-28.3741016,bq,1.52,18.431,>18.431,99.99,0.011,0.031,g
2458999.829,2020-05-30.3259994,bq,1.45,18.181,>18.181,99.99,-0.063,0.039,g
2459000.842,2020-05-31.3392481,bq,1.46,18.069,>18.069,99.99,-0.036,0.043,g
2459005.85,2020-06-05.3467788,bq,1.54,16.988,>16.988,99.99,0.071,0.116,g
2459010.95,2020-06-10.4469546,bA,1.98,17.904,>17.904,99.99,-0.062,0.05,g
2459013.881,2020-06-13.3779827,bA,2.04,19.074,>19.074,99.99,-0.001,0.017,g
2459014.838,2020-06-14.3354431,bq,1.51,18.602,>18.602,99.99,0.013,0.026,g
2459016.921,2020-06-16.4184179,bA,1.71,18.976,>18.976,99.99,0.041,0.019,g
2459022.817,2020-06-22.3148945,bq,1.49,18.188,>18.188,99.99,0.126,0.039,g
2459026.79,2020-06-26.2879893,bA,1.71,18.567,>18.567,99.99,0.074,0.027,g
2459030.845,2020-06-30.3425771,bq,1.46,17.821,>17.821,99.99,0.073,0.054,g
2459038.853,2020-07-08.3519307,bA,1.68,17.952,>17.952,99.99,0.031,0.048,g
2459040.809,2020-07-10.3072677,bA,1.72,19.1,>19.100,99.99,-0.007,0.017,g
2459042.823,2020-07-12.3212121,bA,1.71,18.817,>18.817,99.99,0,0.022,g
2459043.713,2020-07-13.2118079,bq,1.46,18.391,>18.391,99.99,0.001,0.032,g
2459055.814,2020-07-25.3130126,bA,1.67,18.535,>18.535,99.99,0.029,0.028,g
2459057.774,2020-07-27.2734515,bq,1.43,18.32,>18.320,99.99,-0.048,0.034,g
2459059.653,2020-07-29.1531237,bq,1.45,17.671,>17.671,99.99,0.105,0.062,g
2459063.692,2020-08-02.1916085,bq,1.55,17.085,>17.085,99.99,-0.133,0.106,g
2459068.843,2020-08-07.3436692,bA,1.73,17.444,>17.444,99.99,0.322,0.076,g
2459071.743,2020-08-10.2434408,bA,2.24,17.99,>17.990,99.99,0.075,0.046,g
2459072.674,2020-08-11.1742271,bq,1.44,18.462,>18.462,99.99,0.017,0.03,g
2459073.725,2020-08-12.2255436,bq,1.45,18.616,>18.616,99.99,-0.002,0.026,g
2459074.661,2020-08-13.1617502,bq,1.46,18.54,>18.540,99.99,0.003,0.028,g
2459078.75,2020-08-17.2511343,bA,2.19,18.859,>18.859,99.99,0.038,0.021,g
2459079.761,2020-08-18.2619871,bA,1.73,18.974,>18.974,99.99,0.056,0.019,g
2459081.648,2020-08-20.1489637,bq,1.47,17.984,>17.984,99.99,0.109,0.047,g
2459082.684,2020-08-21.1845658,bq,1.48,17.693,>17.693,99.99,0.151,0.061,g
2459084.693,2020-08-23.1944936,bq,1.46,17.874,>17.874,99.99,0.08,0.051,g
2459086.654,2020-08-25.1555211,bq,1.45,17.904,>17.904,99.99,-0.088,0.05,g
2459087.654,2020-08-26.1548531,bq,1.5,17.656,>17.656,99.99,0.022,0.063,g
2459092.733,2020-08-31.2347812,bA,1.66,17.306,>17.306,99.99,-0.252,0.087,g
2459096.738,2020-09-04.2397150,bA,2.05,18.613,>18.613,99.99,0.082,0.026,g
2459097.651,2020-09-05.1532540,bq,1.46,17.478,>17.478,99.99,0.016,0.074,g
2459098.654,2020-09-06.1560840,bq,1.57,17.358,>17.358,99.99,-0.006,0.083,g
2459101.74,2020-09-09.2425534,bA,1.76,18.671,>18.671,99.99,-0.036,0.025,g
2459125.569,2020-10-03.0722684,bq,1.46,17.383,>17.383,99.99,0.045,0.081,g
2459127.571,2020-10-05.074325,bq,1.51,17.896,>17.896,99.99,-0.081,0.05,g
2459129.566,2020-10-07.0690004,bq,1.59,17.866,>17.866,99.99,-0.026,0.052,g
2459199.162,2020-12-15.6644851,bA,1.64,16.826,>16.826,99.99,0.003,0.135,g
2459209.129,2020-12-25.6315609,bA,1.77,18.303,>18.303,99.99,0.068,0.035,g
2459215.13,2020-12-31.6317357,bA,2.09,16.574,>16.574,99.99,-0.206,0.17,g
2459217.106,2021-01-02.6076739,bA,2,16.991,>16.991,99.99,-0.341,0.116,g
2459221.096,2021-01-06.5980013,bA,2,17.839,>17.839,99.99,0.051,0.053,g
2459223.1,2021-01-08.6010739,bA,1.79,18.159,>18.159,99.99,-0.064,0.04,g
2459227.087,2021-01-12.5886484,bA,1.77,18.857,>18.857,99.99,-0.011,0.021,g
2459231.083,2021-01-16.5835074,bA,1.73,18.761,>18.761,99.99,-0.053,0.023,g
2459233.962,2021-01-19.4632438,bq,1.58,18.24,>18.240,99.99,-0.06,0.037,g
2459238.052,2021-01-23.5524104,bA,2.03,18.548,>18.548,99.99,-0.072,0.028,g
2459252.083,2021-02-06.5828032,bA,1.68,18.396,>18.396,99.99,0.006,0.032,g
2459257.019,2021-02-11.5183597,bA,1.76,18.523,>18.523,99.99,-0.027,0.028,g
2459258.996,2021-02-13.4954032,bA,2.11,18.762,>18.762,99.99,-0.012,0.023,g
2459262.991,2021-02-17.4897234,bA,1.73,18.737,>18.737,99.99,0.022,0.023,g
2459268.989,2021-02-23.4875810,bA,2.08,17.57,>17.570,99.99,-0.168,0.068,g
2459280.867,2021-03-07.3648030,bq,1.47,18.665,>18.665,99.99,-0.062,0.025,g
2459288.925,2021-03-15.4230516,bA,1.71,18.837,>18.837,99.99,0.058,0.021,g
2459292.904,2021-03-19.4015322,bA,1.7,18.601,>18.601,99.99,0.086,0.026,g
2459296.914,2021-03-23.4108936,bA,1.68,17.81,>17.810,99.99,-0.033,0.055,g
2459307.002,2021-04-02.4992321,bA,1.68,18.432,>18.432,99.99,0.028,0.031,g
2459310.958,2021-04-06.4545276,bA,1.7,19.038,>19.038,99.99,-0.005,0.018,g
2459311.975,2021-04-07.4715873,bq,1.46,18.502,>18.502,99.99,0.011,0.029,g
2459316.898,2021-04-12.3944798,bA,1.72,18.798,>18.798,99.99,-0.004,0.022,g
2459318.872,2021-04-14.3689344,bA,1.77,18.671,>18.671,99.99,0.013,0.025,g
2459321.84,2021-04-17.3362629,bA,1.68,18.33,>18.330,99.99,0.08,0.034,g
2459324.948,2021-04-20.4442607,bA,1.72,18.962,>18.962,99.99,0.002,0.019,g
2459327.822,2021-04-23.3185482,bA,1.69,17.374,>17.374,99.99,-0.084,0.082,g
2459333.075,2021-04-28.5717131,bA,2.13,17.146,>17.146,99.99,0.124,0.101,g
2459342.812,2021-05-08.3081188,bA,2.07,18.52,>18.520,99.99,0.069,0.028,g
2459345.951,2021-05-11.4470659,bA,1.77,19.299,>19.299,99.99,-0.008,0.014,g
2459348.053,2021-05-13.5498548,bA,1.77,18.758,>18.758,99.99,-0.041,0.023,g
2459350.822,2021-05-16.3189414,bA,1.99,18.503,>18.503,99.99,-0.022,0.029,g
2459352.874,2021-05-18.3703651,bq,1.49,18.477,>18.477,99.99,-0.089,0.03,g
