###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
58205.604165  23.393  8.000     2   13 o  0   1.06 237.29848  32.28797  6066.04  1479.22 3.29 2.74 -86.9 -0.449 19.22 20.95 01a58205o0575o
58205.616444  22.442  3.053     4   12 o  0   0.90 237.29848  32.28797  6086.23  1567.69 3.32 2.76  87.1 -0.442 19.33 21.20 01a58205o0596o
58205.628106  20.832  0.654    17   11 o  0   1.18 237.29848  32.28797  6026.03  1537.85 3.32 2.85  89.8 -0.439 19.30 21.15 01a58205o0617o
58205.640628  21.575  1.512     8   13 o  0   1.51 237.29848  32.28797  6019.51  1705.41 3.34 2.83  87.8 -0.438 19.18 20.87 01a58205o0638o
58207.502560  20.012  0.842    36   30 o  0   0.93 237.29848  32.28797  7286.45  8948.43 2.26 1.95  10.0 -0.485 18.89 19.45 02a58207o0399o
58207.514141  21.485  2.544     9   24 o  0   1.77 237.29848  32.28797  7302.36  8988.79 2.24 1.92  13.1 -0.489 18.94 19.46 02a58207o0422o
58207.533072  21.162  2.043    12   25 o  0   1.18 237.29848  32.28797  7235.21  8915.40 2.25 1.97   5.4 -0.476 18.96 19.50 02a58207o0458o
58207.533528 -20.801  1.404   -17   24 o  0   1.62 237.29848  32.28797  7219.25  9032.80 2.20 1.92   6.1 -0.490 18.92 19.48 02a58207o0459o
58213.579816 -20.026  0.557   -35   20 o  0   0.95 237.29848  32.28797  6453.43  9804.23 3.80 2.87 -80.4 -0.425 19.02 20.46 01a58213o0670o
58213.590261  19.947  0.511    38   20 o  0   1.29 237.29848  32.28797  6489.59  9885.39 3.96 3.23 -78.8 -0.420 19.03 20.41 01a58213o0690o
58213.599155  20.788  1.091    18   19 o  0   0.75 237.29848  32.28797  2674.14   272.53 3.39 3.16  -6.7 -0.393 18.99 20.36 01a58213o0708o
58213.608630  22.810  7.364     3   20 o  0   0.88 237.29848  32.28797  6434.30  9882.08 3.76 2.97 -82.9 -0.437 19.03 20.35 01a58213o0727o
58213.609087  20.185  0.525    31   16 o  0   1.14 237.29848  32.28797  2696.39   352.65 3.36 3.04   1.4 -0.403 19.04 20.33 01a58213o0728o
58213.611596  19.989  0.514    37   19 o  0   1.26 237.29848  32.28797  6420.28 10011.89 3.93 2.95 -82.2 -0.430 19.04 20.33 01a58213o0733o
58213.612053 -21.196  1.345   -12   16 o  0   1.03 237.29848  32.28797  2647.60   285.41 3.20 3.05  -3.4 -0.389 19.03 20.32 01a58213o0734o
58213.624609  20.891  1.000    16   16 o  0   1.27 237.29848  32.28797  2642.91   452.21 3.07 2.86  19.0 -0.417 19.04 20.28 01a58213o0756o
58221.572010  22.773  5.000     3   14 o  0   1.00 237.29848  32.28797  7947.47  8832.73 4.40 3.06 -81.2 -0.379 19.46 21.36 01a58221o0446o
58221.581224  20.711  0.662    19   12 o  0   1.44 237.29848  32.28797  7970.47  8908.89 4.34 3.04 -82.1 -0.378 19.46 21.34 01a58221o0465o
58221.599188  20.245  0.480    29   14 o  0   1.19 237.29848  32.28797  7917.72  8904.66 4.35 3.18 -83.5 -0.372 19.40 21.22 01a58221o0502o
