###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
58950.355626 -20.835  1.158   -17   20 o  0   1.31 146.19499  51.68739  8060.89  8621.61 2.01 1.94 -28.2 -0.384 18.77 19.34 01a58950o0287o
58950.360785  21.086  1.820    13   24 o  0   1.46 146.19499  51.68739  8001.68  8548.40 2.10 1.87  -5.4 -0.382 18.72 19.30 01a58950o0298o
58950.371903  22.875  4.833     3   12 o  0   1.32 146.19499  51.68739  7985.45  8666.11 1.99 1.92   6.5 -0.383 19.29 20.06 01a58950o0320o
58956.345484  20.913  0.606    16   10 c  0   1.80 146.19499  51.68739  2231.27  6406.87 2.59 2.43 -56.4 -0.399 19.63 21.61 02a58956o0251c
58956.348933  22.869  3.889     3   10 c  0   1.47 146.19499  51.68739  2209.36  6363.88 2.63 2.45  30.0 -0.380 19.59 21.61 02a58956o0258c
58956.355902  21.699  1.170     8    9 c  0   1.79 146.19499  51.68739  2267.38  6441.91 2.62 2.45  34.1 -0.381 19.60 21.60 02a58956o0273c
58956.368084 -21.059  0.713   -14   10 c  0   1.14 146.19499  51.68739  2286.94  6319.88 2.48 2.39 -40.3 -0.399 19.61 21.56 02a58956o0299c
58958.264755  25.113 32.250     0   10 o  0   1.18 146.19499  51.68739  4157.69  6267.66 2.08 1.79  -5.1 -0.394 19.58 20.63 01a58958o0094o
58958.270046  24.830 22.800     0   10 o  0   1.82 146.19499  51.68739  6367.68  4315.89 2.24 1.73  -6.2 -0.398 19.64 20.76 01a58958o0105o
58958.273939 -22.055  1.983    -6   11 o  0   1.28 146.19499  51.68739  6312.13  4240.24 2.33 1.81  -6.5 -0.390 19.57 20.74 01a58958o0111o
58958.286187  21.194  1.055    12   13 o  0   1.30 146.19499  51.68739  6298.49  4356.62 2.65 1.98  -6.0 -0.353 19.47 20.75 01a58958o0136o
58960.321206  21.533  1.013     9    9 c  0   1.88 146.19499  51.68739  2234.18  6405.07 2.37 2.26  17.3 -0.394 19.70 21.39 02a58960o0202c
58960.324268 -23.542  6.182    -1    9 c  0   1.90 146.19499  51.68739  2218.88  6366.69 2.46 2.33  13.1 -0.390 19.64 21.40 02a58960o0208c
58960.330791  21.191  0.752    12    9 c  0   2.14 146.19499  51.68739  2276.64  6441.78 2.38 2.29  21.8 -0.391 19.66 21.42 02a58960o0222c
58960.341037 -21.443  0.961   -10    9 c  0   1.61 146.19499  51.68739  2296.46  6322.24 2.45 2.31  37.4 -0.392 19.69 21.43 02a58960o0243c
58962.382968  21.697  1.667     8   13 o  0   1.46 146.19499  51.68739  8086.56   629.86 2.41 1.99 -14.2 -0.364 19.23 20.26 01a58962o0336o
58962.386192 -21.136  2.176   -13   28 o  0   0.96 146.19499  51.68739  8105.41   670.04 2.34 1.99 -17.7 -0.372 18.43 19.42 01a58962o0343o
58962.391713 -20.972  3.000   -15   44 o  0   1.31 146.19499  51.68739  8050.51   594.21 2.36 2.00 -14.9 -0.384 17.93 18.93 01a58962o0355o
58962.402499 -20.861  1.932   -16   32 o  0   1.33 146.19499  51.68739  8033.98   716.40 2.44 2.04 -15.8 -0.369 18.30 19.29 01a58962o0378o
58964.323396 -15.828  0.181 -1694  306 c  0   1.26 146.19499  51.68739  4559.39  1806.38 2.75 2.58  56.6 -0.384 15.88 17.34 02a58964o0193c
58964.326641  17.908  0.792   249  198 c  0   1.19 146.19499  51.68739  4542.05  1768.14 2.78 2.61 -67.9 -0.382 15.91 17.40 02a58964o0200c
58964.332173 -17.125  0.507  -513  260 c  0   1.56 146.19499  51.68739  4601.86  1842.26 2.67 2.56 -82.5 -0.383 15.71 17.11 02a58964o0212c
58964.342774  18.712  3.174   119  378 c  0   1.17 146.19499  51.68739  4623.64  1727.68 2.51 2.40 -67.2 -0.395 15.20 16.56 02a58964o0235c
58966.279256  21.717  1.661     8   12 o  0   1.90 146.19499  51.68739  8060.65   623.57 2.90 2.18 -13.2 -0.346 19.34 20.57 01a58966o0123o
58966.282475 -21.156  1.244   -12   16 o  0   1.37 146.19499  51.68739  8081.12   662.40 3.20 2.44  -7.6 -0.319 19.20 20.59 01a58966o0130o
58966.289838 -21.583  1.283    -8   11 o  0   2.20 146.19499  51.68739  8027.68   586.62 2.94 2.27  -9.8 -0.345 19.28 20.59 01a58966o0146o
58966.300516 -20.972  0.869   -15   13 o  0   1.95 146.19499  51.68739  8014.22   704.66 3.02 2.34 -11.6 -0.337 19.28 20.66 01a58966o0169o
58968.290741  21.278  1.128    11   13 o  0   1.49 146.19499  51.68739  4567.16  1811.27 2.25 1.87  36.5 -0.439 19.46 20.52 02a58968o0122o
58968.293941  21.438  1.132    10   11 o  0   1.66 146.19499  51.68739  4548.37  1773.53 1.93 1.89  34.4 -0.455 19.51 20.51 02a58968o0129o
58968.299480  21.241  0.940    12   11 o  0   1.43 146.19499  51.68739  4607.84  1848.73 2.17 1.85  35.9 -0.437 19.47 20.54 02a58968o0141o
58968.310473  22.769  4.065     3   12 o  0   1.62 146.19499  51.68739  4631.42  1731.67 1.95 1.90  36.9 -0.441 19.50 20.54 02a58968o0165o
58970.282330  20.333  0.519    27   14 o  0   2.08 146.19499  51.68739 10233.74  4396.89 2.68 2.07  -4.2 -0.457 18.94 19.92 01a58970o0109o
58970.285550  20.708  0.803    19   15 o  0   1.78 146.19499  51.68739 10252.93  4434.23 2.79 2.16  -1.4 -0.401 19.00 19.91 01a58970o0116o
58970.289697  21.240  1.457    12   17 o  0   1.16 146.19499  51.68739   602.68  4505.66 2.29 2.00  -6.4 -0.390 19.14 19.96 01a58970o0125o
58970.291541 -20.878  0.922   -16   15 o  0   1.72 146.19499  51.68739 10195.23  4360.60 2.65 2.02   0.2 -0.371 19.13 19.91 01a58970o0129o
58970.293385  20.625  0.686    20   14 o  0   1.70 146.19499  51.68739   623.97  4544.99 2.50 2.15 -11.0 -0.389 19.08 19.97 01a58970o0133o
58970.298494 -21.717  2.077    -8   16 o  0   1.21 146.19499  51.68739   566.42  4464.35 2.08 1.78  -4.7 -0.401 19.19 19.95 01a58970o0144o
58970.303560 -20.660  0.844   -20   17 o  0   1.41 146.19499  51.68739 10180.07  4479.53 2.91 1.98  -2.0 -0.372 19.03 19.92 01a58970o0155o
58970.311859 -20.239  0.505   -29   15 o  0   1.33 146.19499  51.68739   551.10  4579.43 2.20 1.89  -5.8 -0.392 19.20 19.98 01a58970o0173o
58972.321678 -20.294  0.679   -28   19 o  0   1.80 146.19499  51.68739  6081.89  7918.91 2.58 1.89  40.3 -0.413 18.98 19.43 02a58972o0186o
58972.324908 -21.735  3.035    -7   22 o  0   1.20 146.19499  51.68739  6060.42  7877.32 2.75 1.99  38.0 -0.393 18.90 19.41 02a58972o0193o
58972.330887 -20.289  0.850   -28   24 o  0   1.45 146.19499  51.68739  6116.82  7954.43 2.50 1.93  38.6 -0.415 18.89 19.39 02a58972o0206o
58972.341489 -23.050  8.667    -2   19 o  0   1.58 146.19499  51.68739  6136.86  7837.03 2.59 1.95  40.3 -0.413 18.92 19.39 02a58972o0229o
58974.267542 -20.183  0.705   -31   22 o  0   0.98 146.19499  51.68739 10230.44  4396.87 2.45 2.03  -2.7 -0.394 18.96 19.47 01a58974o0091o
58974.271228 -19.536  0.331   -56   18 o  0   1.61 146.19499  51.68739 10249.07  4432.47 2.26 2.01   4.3 -0.400 19.06 19.47 01a58974o0099o
58974.277227  22.557  5.323     3   18 o  0   1.40 146.19499  51.68739 10193.43  4360.54 2.50 2.01  -1.1 -0.395 18.95 19.46 01a58974o0112o
58974.280456  19.613  0.392    52   20 o  0   1.06 146.19499  51.68739   599.53  4504.78 2.02 1.94  -2.6 -0.410 19.00 19.46 01a58974o0119o
58974.283686  19.491  0.690    58   40 o  0   1.39 146.19499  51.68739   620.81  4544.45 2.10 1.95   3.5 -0.413 17.76 18.10 01a58974o0126o
58974.287830 -18.400  0.963  -158  153 o  0   1.17 146.19499  51.68739 10177.18  4478.82 2.58 2.08   1.3 -0.378 18.00 18.68 01a58974o0135o
58974.289732  20.599  1.009    21   21 o  0   0.92 146.19499  51.68739   563.57  4463.64 2.12 1.90  -9.8 -0.398 18.83 19.36 01a58974o0139o
58974.300836  19.873  0.508    41   21 o  0   1.80 146.19499  51.68739   548.63  4579.26 2.19 2.03 -14.2 -0.501 18.91 19.41 01a58974o0163o
58976.274467 -21.747  5.105    -7   37 o  0   1.19 146.19499  51.68739  6077.07  7916.34 2.35 2.13  43.7 -0.448 18.58 18.84 02a58976o0075o
58976.279988 -19.741  0.601   -46   28 o  0   1.47 146.19499  51.68739  6057.41  7877.29 2.28 2.09 -56.5 -0.455 18.56 18.82 02a58976o0087o
58976.284121 -20.911  3.267   -16   51 o  0   1.15 146.19499  51.68739  6114.65  7955.74 2.44 2.05 -56.9 -0.461 18.52 18.80 02a58976o0096o
58976.294312 -20.955  2.142   -15   32 o  0   1.28 146.19499  51.68739  6133.24  7836.09 2.50 2.04 -56.1 -0.456 18.42 18.75 02a58976o0118o
58978.298056  19.963  0.474    38   18 o  0   1.31 146.19499  51.68739  5936.76  6989.83 3.10 2.23  -1.8 -0.280 18.91 19.66 01a58978o0012o
58978.301311  20.460  0.691    24   16 o  0   1.49 146.19499  51.68739  5957.74  7026.47 2.11 1.71  -6.3 -0.401 19.14 19.60 01a58978o0019o
58978.306440  21.494  1.610     9   15 o  0   1.53 146.19499  51.68739  5898.78  6952.25 2.21 1.75  -4.4 -0.401 19.12 19.57 01a58978o0030o
58978.322622  20.442  0.753    24   18 o  0   1.16 146.19499  51.68739  5883.49  7069.92 2.05 1.89 -15.3 -0.418 19.03 19.44 01a58978o0065o
58980.289113 -21.304  1.000   -11   11 c  0   1.10 146.19499  51.68739  8618.32  1683.78 2.43 2.21 -60.5 -0.406 19.70 21.46 02a58980o0125c
58980.292820 -22.694  3.125    -3   10 c  0   1.51 146.19499  51.68739  8598.33  1644.31 2.51 2.21 -58.2 -0.411 19.68 21.47 02a58980o0133c
58980.298787 -21.719  1.328    -8   10 c  0   1.54 146.19499  51.68739  8657.83  1721.83 2.39 2.22 -59.8 -0.410 19.66 21.46 02a58980o0146c
58980.314917  23.632  7.400     1   10 c  0   1.58 146.19499  51.68739  8680.71  1608.40 2.50 2.23 -56.5 -0.407 19.69 21.45 02a58980o0181c
58982.266978 -20.088  0.331   -34   11 o  0   1.62 146.19499  51.68739  5928.75  6983.54 1.98 1.72  -2.2 -0.428 19.47 20.54 01a58982o0065o
58982.270202  20.984  0.848    15   12 o  0   1.55 146.19499  51.68739  5951.96  7024.51 2.03 1.74  -2.1 -0.429 19.28 20.35 01a58982o0072o
58982.275770 -20.814  0.694   -17   12 o  0   1.78 146.19499  51.68739  5891.25  6946.22 1.92 1.72  -6.4 -0.429 19.41 20.41 01a58982o0084o
58982.287808  23.678 10.933     1   13 o  0   1.13 146.19499  51.68739  5873.88  7064.05 1.86 1.77 -32.1 -0.439 19.61 20.64 01a58982o0110o
58984.286232 -21.008  0.625   -14    9 c  0   1.75 146.19499  51.68739  8618.22  1689.68 2.42 2.19 -60.1 -0.407 19.67 21.34 02a58984o0035c
58984.289439 -22.466  2.690    -4   10 c  0   1.28 146.19499  51.68739  8595.69  1645.08 2.47 2.37  45.0 -0.393 19.60 21.34 02a58984o0042c
58984.294965  21.283  0.879    11   10 c  0   1.65 146.19499  51.68739  8658.82  1727.83 2.45 2.20 -60.2 -0.415 19.67 21.37 02a58984o0054c
58984.307891 -24.411 17.200    -1   11 c  0   1.22 146.19499  51.68739  8678.59  1605.85 2.44 2.27 -64.4 -0.409 19.63 21.33 02a58984o0082c
58986.277919 -22.392  3.056    -4   12 o  0   1.16 146.19499  51.68739  6217.70   291.50 2.50 2.05 -12.1 -0.381 19.47 20.70 01a58986o0104o
58986.282087 -21.246  0.990   -12   11 o  0   1.44 146.19499  51.68739  6235.65   328.80 2.46 2.15 -20.4 -0.387 19.44 20.69 01a58986o0113o
58986.283008  19.631  0.337    51   17 o  0   1.50 146.19499  51.68739  6114.05 10494.91 2.19 2.00   0.6 -0.362 19.48 20.68 01a58986o0115o
58986.288595  20.806  0.831    17   14 o  0   1.42 146.19499  51.68739  6183.75   253.96 2.58 2.26 -14.3 -0.377 19.39 20.73 01a58986o0127o
58986.294163  20.849  0.729    17   12 o  0   2.62 146.19499  51.68739  6071.67 10455.06 2.14 1.99 -11.8 -0.372 19.54 20.75 01a58986o0139o
58986.298766  20.160  0.320    31   10 o  0   2.05 146.19499  51.68739  6167.04   371.96 2.17 1.88 -13.8 -0.403 19.65 20.75 01a58986o0149o
58988.285113 -20.906  0.652   -16   10 c  0   1.58 146.19499  51.68739   419.31  8318.40 2.71 2.30 -46.9 -0.396 19.51 21.19 02a58988o0111c
58988.287926  20.829  0.605    17   10 c  0   1.89 146.19499  51.68739   401.26  8282.68 2.77 2.23 -51.9 -0.403 19.54 21.18 02a58988o0117c
58988.294397  21.436  1.077    10   10 c  0   2.10 146.19499  51.68739   458.51  8359.89 2.78 2.33 -48.9 -0.411 19.44 21.14 02a58988o0131c
58988.301794  22.482  3.200     4   12 c  0   1.88 146.19499  51.68739  9856.50  8350.60 2.92 2.85  33.6 -0.377 19.51 21.24 02a58988o0147c
58988.304589 -21.163  0.761   -12   10 c  0   2.05 146.19499  51.68739  9837.13  8309.45 2.85 2.80 -44.3 -0.371 19.52 21.24 02a58988o0153c
58988.305508 -20.680  0.597   -19   12 c  0   1.53 146.19499  51.68739   479.58  8235.57 2.87 2.39 -49.3 -0.392 19.45 21.15 02a58988o0155c
58988.310611  21.663  1.690     8   13 c  0   1.41 146.19499  51.68739  9895.05  8393.88 2.91 2.90 -59.3 -0.370 19.51 21.24 02a58988o0166c
58988.321288 -21.505  1.373    -9   12 c  0   1.77 146.19499  51.68739  9914.83  8272.73 2.82 2.79 -26.8 -0.379 19.56 21.26 02a58988o0189c
58990.246466 -20.329  0.583   -27   16 o  0   1.38 146.19499  51.68739  6213.09   292.27 2.88 2.15  -9.0 -0.359 19.13 20.02 01a58990o0036o
58990.247846  21.422  2.085    10   20 o  0   1.35 146.19499  51.68739  6111.40 10492.75 2.06 1.85  -0.2 -0.368 19.37 20.14 01a58990o0039o
58990.249688 -23.082  6.611    -2   14 o  0   1.38 146.19499  51.68739  6232.35   330.96 2.68 2.04 -11.1 -0.386 19.32 20.33 01a58990o0043o
58990.254826  23.607 10.300     1   14 o  0   1.44 146.19499  51.68739  6178.08   254.05 2.83 2.14  -9.5 -0.376 19.37 20.57 01a58990o0054o
58990.257588  22.449  3.489     4   13 o  0   1.77 146.19499  51.68739  6070.36 10454.48 2.03 1.83   0.6 -0.376 19.57 20.59 01a58990o0060o
58990.266952  20.162  0.421    31   13 o  0   1.18 146.19499  51.68739  6163.40   372.64 2.92 2.22 -10.4 -0.361 19.35 20.64 01a58990o0080o
58992.246275 -20.404  0.899   -25   22 c  0   1.43 146.19499  51.68739   434.61  8329.66 2.56 2.18 -45.4 -0.406 18.87 19.74 02a58992o0025c
58992.249483 -20.390  0.554   -25   14 c  0   1.58 146.19499  51.68739   416.11  8288.57 2.60 2.19 -44.0 -0.412 19.23 20.34 02a58992o0032c
58992.251775 -20.252  0.471   -29   14 c  0   1.59 146.19499  51.68739  9870.08  8357.51 2.98 2.54  36.8 -0.387 19.37 20.78 02a58992o0037c
58992.255931 -20.404  0.497   -25   12 c  0   1.48 146.19499  51.68739  9850.63  8315.33 2.79 2.70  59.8 -0.390 19.55 21.13 02a58992o0046c
58992.257303  22.954  5.056     2   12 c  0   1.50 146.19499  51.68739   468.68  8359.35 2.61 2.17 -45.6 -0.434 19.54 21.11 02a58992o0049c
58992.261934  22.459  2.773     4   10 c  0   2.28 146.19499  51.68739  9909.06  8396.21 2.82 2.73 -81.5 -0.386 19.62 21.30 02a58992o0059c
58992.270244 -21.093  0.740   -13   10 c  0   1.64 146.19499  51.68739   487.94  8236.52 2.56 2.16 -45.5 -0.414 19.58 21.24 02a58992o0077c
58992.274825  21.234  0.899    12   10 c  0   1.75 146.19499  51.68739  9922.35  8277.01 2.80 2.67 -74.4 -0.391 19.62 21.35 02a58992o0087c
58994.249262 -21.697 24.400    -8  186 o  0   1.77 146.19499  51.68739 10068.84  8388.11 2.31 1.97  11.4 -0.434 15.91 16.54 01a58994o0046o
58994.255269  19.370  1.175    65   76 o  0   0.92 146.19499  51.68739 10090.53  8425.24 2.33 1.90  11.8 -0.418 17.32 18.28 01a58994o0059o
58994.258953  18.822  0.629   107   68 o  0   1.38 146.19499  51.68739 10029.13  8353.77 2.47 1.95   6.6 -0.414 17.33 18.45 01a58994o0067o
58994.269581 -22.723 13.125    -3   39 o  0   1.22 146.19499  51.68739 10011.30  8474.54 2.47 2.11   2.5 -0.399 18.13 19.37 01a58994o0090o
59000.248083  20.124  0.906    32   29 o  0   1.35 146.19499  51.68739  8541.92  3925.58 2.17 1.96  41.6 -0.457 18.41 18.53 02a59000o0005o
59000.253601  20.232  0.596    29   18 o  0   1.52 146.19499  51.68739  8519.90  3875.27 2.22 1.97  37.8 -0.437 18.96 19.40 02a59000o0017o
59000.256412  23.072  8.250     2   18 o  0   1.22 146.19499  51.68739  8575.64  3955.43 2.14 1.99  39.9 -0.439 19.04 19.62 02a59000o0023o
59000.269368  20.250  0.590    29   17 o  0   1.43 146.19499  51.68739  8596.43  3836.20 2.12 2.03 -78.6 -0.435 19.11 19.79 02a59000o0051o
59002.272631 -22.054  2.900    -6   16 o  0   1.54 146.19499  51.68739  2529.93  2234.48 2.26 1.84  -8.4 -0.377 19.08 19.61 01a59002o0081o
59002.276779 -22.325  3.842    -4   16 o  0   1.55 146.19499  51.68739  2552.54  2275.14 2.59 2.03 -11.0 -0.343 19.00 19.60 01a59002o0090o
59002.282313  21.292  1.343    11   15 o  0   1.80 146.19499  51.68739  2496.71  2195.97 2.44 1.94 -11.7 -0.355 19.01 19.57 01a59002o0102o
59002.296140 -21.365  1.620   -10   17 o  0   1.53 146.19499  51.68739  2479.16  2310.94 2.44 1.94 -11.5 -0.352 19.00 19.54 01a59002o0132o
59004.266311  21.195  3.965    12   48 o  0   0.64 146.19499  51.68739 10509.58  3875.25 2.61 2.16 -56.8 -0.434 18.75 19.30 02a59004o0061o
59126.603603 -23.199 11.077    -2   21 o  0   1.81 146.19499  51.68739  7960.16 10100.41 2.59 2.44  16.3 -0.367 18.51 19.24 01a59126o0873o
59126.607316  21.242  1.673    12   19 o  0   1.61 146.19499  51.68739  7942.80 10060.94 2.37 2.21   9.5 -0.393 18.78 19.37 01a59126o0881o
59126.617069 -21.386  2.023   -10   20 o  0   1.32 146.19499  51.68739  8002.86 10143.32 2.37 2.20  11.9 -0.384 18.76 19.28 01a59126o0902o
59126.635475 -20.493  5.194   -23  120 o  0   1.24 146.19499  51.68739  8024.50 10018.47 2.27 2.15  15.1 -0.423 17.11 17.52 01a59126o0941o
59142.582593 -21.668  3.769    -8   29 o  0   1.08 146.19499  51.68739  4228.80  7987.01 2.22 2.12  -3.7 -0.391 18.30 19.57 01a59142o0846o
