# ------------------------------------------------------------------
# Generated by forcedphotometry_trim.pl, v3.8 on 2024-09-20 at 12:44:44
#
# Requested input R.A. = 252.7087595999993 degrees
# Requested input Dec. = 45.398021199999505 degrees
# Requested JD start = 2458265.0 days
# Requested JD end = 2458394.79 days
# Authenticated program IDs = 1
#
# Column definitions:
# index = sequential counter
# field = ZTF Field identifier
# ccdid = CCD identifier (1..16)
# qid = Quadrant (CCD-amplifier) identifier (0..3)
# filter = Filter string: ZTF_g, ZTF_r, ZTF_i
# pid = processed image Operations DB identifier
# infobitssci = processing summary/QA bits for sci image
# sciinpseeing = Effective FWHM of sci image [pixels]
# scibckgnd = Background level in sci image [DN]
# scisigpix = Robust sigma per pixel in sci image [DN]
# zpmaginpsci = Photometric zeropoint for sci image [mag]
# zpmaginpsciunc = 1-sigma uncertainty in zpmaginpsci [mag]
# zpmaginpscirms = RMS (deviation from average) in difference between instrumental mags and PS1 calibrators [mag]
# clrcoeff = Linear color coefficient from calibration; for ZTF_g,r,i, PS1 color used is g-r, g-r, r-i respectively
# clrcoeffunc = 1-sigma uncertainty in clrcoeff
# ncalmatches = Number of PS1 calibrators used in initial calibration of sci image
# exptime = Integration time for sci image [sec]
# adpctdif1 = Full sci image astrometric RMS along R.A. with respect to Gaia1 [arcsec]
# adpctdif2 = Full sci image astrometric RMS along Dec. with respect to Gaia1 [arcsec]
# diffmaglim = Magnitude limit in difference image [mag]
# zpdiff = Photometric zeropoint for difference image [mag]
# programid = Program identifier [0=engineering; 1=public; 2=private; 3=Caltech time]
# jd = Julian Date at start of exposure [days]
# rfid = Rerence image Operations DB identifier
# forcediffimflux = Forced difference image PSF-fit flux [DN]
# forcediffimfluxunc = 1-sigma uncertainty in forcediffimflux [DN]
# forcediffimsnr = Signal-to-noise ratio for forcediffimflux measurement
# forcediffimchisq = Reduced chi-square in PSF-fit
# forcediffimfluxap = Forced difference image aperture flux using a fixed 9-pixel diameter aperture [DN]
# forcediffimfluxuncap = 1-sigma uncertainty in forcediffimfluxap [DN]
# forcediffimsnrap = Signal-to-noise ratio for forcediffimfluxap measurement
# aperturecorr = Aperture (curve-of-growth) correction factor that was applied to forcediffimfluxap measurement
# dnearestrefsrc = Distance to nearest ref image source if found within 5 arcsec [arcsec]
# nearestrefmag = Magnitude of nearest ref image source [mag]
# nearestrefmagunc = 1-sigma uncertainty in nearestrefmag [mag]
# nearestrefchi = Chi parameter for nearestrefmag measurement (ratio: RMS in PSF-fit residuals / expected RMS from priors)
# nearestrefsharp = Sharp parameter for nearestrefmag measurement (~0 => PSF like; >>0 => extended; <<0 => pixel spike or hard edge)
# refjdstart = JD of earliest sci image used for ref image [days]
# refjdend = JD of latest sci image used for ref image [days]
# procstatus = Per-epoch processing status codes (0 => no warnings); if non-zero, see accompanying log file and document link below
#
# Documentation: https://irsa.ipac.caltech.edu/data/ZTF/docs/forcedphot.pdf
#
# ------------------------------------------------------------------
# Order of columns below:
 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 0 762 3 0 ZTF_i 512228310815 0 1.7471 204.606 10.1731 25.5267 1.5601e-06 0.0240033 0.188318 8.57438e-06 934 30. 0.044976 0.056113 19.4336 25.5267 2 2458266.7283102 762120308 -103.903633457021 34.5771859525136 -3.34268837068772 0.973299829005147 -144.956327467887 68.7781513129274 -2.12178742649634 1.03266127932033 0.485123117469293 19.7349998092651 0.0560000017285347 1.63199996948242 0.165999993681908 2458173.989919 2458379.639491 0
 1 762 3 0 ZTF_r 512295540815 0 1.7959 166.335 13.3326 26.1989 4.2697e-06 0.0262616 0.104239 7.76275e-06 937 30. 0.04163 0.045724 19.7722 26.275 2 2458266.795544 762120208 79.2212582903076 52.6431077867679 1.67399831795786 0.994630027321527 -40.9889713661583 99.2046912630696 -0.415958498748613 1.05155716619578 1.12722252979113 20.823999786377 0.114000000059605 2.44099998474121 0.252999991178513 2458186.910741 2458219.999479 0
 2 1762 12 1 ZTF_r 512308634515 0 1.5821 556.133 14.0987 26.2045 5.3453e-06 0.0287188 0.107413 9.24125e-06 888 30. 0.043998 0.050516 19.915 26.2045 2 2458266.8086343 1762120245 -19.5385979075688 44.3251725495409 -0.490340495587675 0.936479335535382 64.0125234696876 81.6986640100731 0.788796882777239 1.06709861185646 0.516979016211467 20.9159997940063 0.130999997258186 3.30299997329712 0.460999995470047 2458266.808634 2458724.641921 0
 3 1762 12 1 ZTF_r 512309094515 0 1.5781 556.072 14.0977 26.2157 5.0153e-06 0.0280221 0.104841 8.65718e-06 895 30. 0.044788 0.048949 19.9537 26.2157 2 2458266.8090972 1762120245 23.9839576927023 46.2120249897785 0.577325381199299 0.928375490081011 15.5001789891164 85.5457178859337 0.182412094632447 1.06374316351369 0.516979016211467 20.9159997940063 0.130999997258186 3.30299997329712 0.460999995470047 2458266.808634 2458724.641921 0
 4 762 3 0 ZTF_r 512329590815 0 1.6239 166.317 12.8346 26.2088 3.9805e-06 0.0253785 0.102242 7.27827e-06 939 30. 0.043947 0.047133 19.8699 26.275 2 2458266.8295949 762120208 37.8906392381502 49.6452313330756 0.849002940695605 0.983113749446555 -42.3945019559065 96.6705424679025 -0.441499864138182 1.04858796412051 1.12722252979113 20.823999786377 0.114000000059605 2.44099998474121 0.252999991178513 2458186.910741 2458219.999479 0
 5 762 3 0 ZTF_r 512330500815 0 1.7835 166.303 12.7671 26.2034 4.1499e-06 0.0258411 0.100346 7.6036e-06 935 30. 0.044322 0.049484 19.8191 26.275 1 2458266.8305093 762120208 -110.475221499989 56.9030008909868 -2.15965565929406 0.952187590537288 -223.584253103276 107.567641943189 -2.09254476388638 1.055559266998 1.12722252979113 20.823999786377 0.114000000059605 2.44099998474121 0.252999991178513 2458186.910741 2458219.999479 0
 6 762 3 0 ZTF_g 512403790815 0 2.5698 132.955 13.9892 26.2778 1.11162e-05 0.0377648 0.00376939 2.56275e-05 741 30. 0.050144 0.055571 19.5052 26.325 2 2458266.9037963 762120108 -100.258839140576 70.2581609210363 -1.58737923681881 1.01367502398244 -51.3497169962884 115.062992665931 -0.449280512325544 1.07744569783281 1.79761713246155 21.5949999809265 0.112000003457069 1.21800005435944 0.159999996423721 2458167.012384 2458206.023137 0
 7 762 3 0 ZTF_g 512421870815 0 3.1996 132.91 13.8454 26.27 1.63275e-05 0.0419233 0.0184082 4.03636e-05 642 30. 0.056055 0.061312 19.3103 26.325 2 2458266.921875 762120108 66.7349972293812 88.2274674150207 0.841404121392583 0.888037286900674 266.949068283998 128.162562810793 2.09692268727907 1.10969287200173 1.79761713246155 21.5949999809265 0.112000003457069 1.21800005435944 0.159999996423721 2458167.012384 2458206.023137 0
 8 762 3 0 ZTF_g 512422800815 0 3.2569 132.905 13.8125 26.2802 1.53221e-05 0.0404993 0.0024287 3.83756e-05 638 30. 0.057574 0.061019 19.3 26.325 1 2458266.9228009 762120108 -44.7295968417995 85.8761252396069 -0.579398470210092 1.00483786765166 -20.9207465979892 123.531177251235 -0.170496626832634 1.11119412580455 1.79761713246155 21.5949999809265 0.112000003457069 1.21800005435944 0.159999996423721 2458167.012384 2458206.023137 0
 9 762 3 0 ZTF_g 512448590815 0 2.3013 127.198 13.3742 26.2567 9.8467e-06 0.0364142 0.00687906 2.23299e-05 783 30. 0.047195 0.054072 19.5672 26.2567 2 2458266.9485995 762120108 -46.6323447054993 67.8323280141077 -0.764725076063958 0.893422881394999 -84.000742860029 115.486625738846 -0.732262217855421 1.07301069148233 1.79761713246155 21.5949999809265 0.112000003457069 1.21800005435944 0.159999996423721 2458167.012384 2458206.023137 0
 10 762 3 0 ZTF_r 513345850815 33554481 2.8357 -3.4209 49.4864 22.7271 0.311176 0.130115 1.88369 1.02261 8 30. 0.065406 0.080083 14.4224 22.7271 2 2458267.8458565 762120208 -165.508295491505 212.923169602527 -0.864672495474817 1.02549199304209 -205.072884543213 338.692668147138 -0.609561651714799 1.10122682793653 1.12722252979113 20.823999786377 0.114000000059605 2.44099998474121 0.252999991178513 2458186.910741 2458219.999479 0
 11 762 3 0 ZTF_r 513363140815 0 1.7595 155.416 54.0107 25.5452 3.08811e-05 0.0566672 0.0971349 6.1607e-05 608 30. 0.046391 0.061857 18.2237 26.275 2 2458267.8631481 762120208 -240.205140595853 213.222926135126 -1.25315040701697 1.02659046504076 109.778654301608 406.468402051984 0.27189818272836 1.05603855278243 1.12722252979113 20.823999786377 0.114000000059605 2.44099998474121 0.252999991178513 2458186.910741 2458219.999479 0
