###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
58251.302610 -21.766  2.021    -7   14 c  0   1.31 119.94706  25.35583  8114.23  6791.45 2.63 2.50 -37.6 -0.409 19.40 20.86 02a58251o0172c
58251.313652  20.945  1.000    15   15 c  0   1.44 119.94706  25.35583  8130.92  6674.07 2.62 2.50 -37.9 -0.417 19.34 20.81 02a58251o0195c
58253.285736  20.657  0.991    20   20 o  0   1.52 119.94706  25.35583   398.42  5535.87 2.83 2.67  81.9 -0.460 19.02 20.21 01a58253o0128o
58253.290565 -19.998  0.526   -36   19 o  0   2.20 119.94706  25.35583  9903.69  5476.78 3.64 2.77 -86.1 -0.468 18.84 20.02 01a58253o0138o
58253.294405  19.195  0.234    76   18 o  0   2.89 119.94706  25.35583   431.34  5598.64 2.88 2.82  64.1 -0.448 18.97 20.14 01a58253o0146o
58253.298751  19.302  0.380    69   26 o  0   1.45 119.94706  25.35583  9952.44  5536.96 4.28 2.97 -84.4 -0.442 18.79 19.99 01a58253o0155o
58253.302583  21.732  2.737     7   20 o  0   1.96 119.94706  25.35583   375.26  5540.28 2.96 2.83  84.2 -0.445 18.93 20.14 01a58253o0163o
58253.306326 -19.393  0.372   -64   24 o  0   1.91 119.94706  25.35583  9894.69  5480.01 4.25 3.08 -87.9 -0.428 18.76 19.94 01a58253o0171o
58253.310248  19.951  0.796    38   30 o  0   1.55 119.94706  25.35583   370.38  5675.18 3.01 2.79  80.2 -0.434 18.48 19.65 01a58253o0179o
58253.312561 -20.497  2.156   -23   50 o  0   1.63 119.94706  25.35583  9888.41  5610.73 4.02 3.01 -86.2 -0.449 18.23 19.38 01a58253o0184o
58261.274442  18.648  0.315   126   40 o  0   0.75 119.94706  25.35583  8722.19  4127.73 3.62 3.37  88.8 -0.420 18.19 19.03 01a58261o0052o
58261.283810 -21.626  3.688    -8   30 o  0   1.15 119.94706  25.35583  8757.56  4188.02 3.29 3.18 -78.1 -0.435 18.36 19.09 01a58261o0072o
58261.292158  15.636  0.108  2022  218 o  0   1.43 119.94706  25.35583  8720.12  4130.47 3.27 3.23 -38.1 -0.437 17.17 18.29 01a58261o0090o
58261.300128 -19.769  0.708   -45   32 o  0   1.45 119.94706  25.35583  8717.23  4263.36 3.11 3.04 -64.6 -0.436 18.31 19.01 01a58261o0107o
58263.297466 -19.441  1.119   -61   68 o  0   1.06 119.94706  25.35583  8261.23  5066.28 2.78 2.67 -40.6 -0.416 17.61 18.10 02a58263o0138o
58263.306732  20.059  3.523    34  121 o  0   0.74 119.94706  25.35583  8239.91  5028.07 2.56 2.36 -40.2 -0.442 17.01 17.43 02a58263o0157o
58265.289177  19.834  1.537    42   65 o  0   1.30 119.94706  25.35583  9133.49  5860.23 3.58 3.35 -85.6 -0.438 17.88 18.75 01a58265o0122o
58433.635187 -18.453  0.265  -151   40 o  0   1.11 119.94706  25.35583  8948.49  4107.39 4.09 3.02 -83.9 -0.428 18.16 19.78 01a58433o0885o
58433.648652  19.633  0.520    51   26 o  0   1.54 119.94706  25.35583  8971.16  4199.57 4.02 2.94 -85.7 -0.439 18.63 20.12 01a58433o0906o
58433.662460  21.259 21.333    11  243 o  0   1.08 119.94706  25.35583  8925.32  4177.68 4.32 3.01 -88.5 -0.443 16.32 16.84 01a58433o0927o
58435.658077 -21.275  3.174   -11   36 c  0   1.21 119.94706  25.35583  8644.00  6252.23 2.74 2.64 -53.1 -0.428 18.19 19.01 02a58435o0970c
58437.627351 -21.732  2.455    -7   18 o  0   2.42 119.94706  25.35583  7921.24  5382.25 3.91 2.95 -84.2 -0.420 19.07 20.90 01a58437o0853o
58437.640971 -19.797  0.276   -44   12 o  0   2.76 119.94706  25.35583  7961.65  5474.81 3.88 3.03 -87.6 -0.419 19.29 21.14 01a58437o0874o
58437.654316  18.034  0.663   222  147 o  0   1.23 119.94706  25.35583  7897.58  5451.11 3.97 2.99 -86.9 -0.426 17.19 17.93 01a58437o0895o
58441.624758 -20.365  0.630   -26   16 o  0   1.26 119.94706  25.35583  7832.13  3925.44 3.65 2.82 -85.3 -0.425 19.33 21.15 01a58441o0124o
58441.637632 -20.790  0.853   -18   15 o  0   1.31 119.94706  25.35583  7855.76  4015.54 3.85 3.08  87.3 -0.409 19.24 21.11 01a58441o0147o
58441.650942 -21.531  1.750    -9   16 o  0   1.63 119.94706  25.35583  7809.83  3991.75 3.95 3.00 -88.6 -0.419 19.07 21.08 01a58441o0168o
58441.664453  18.581  0.632   134   85 o  0   1.28 119.94706  25.35583  7802.10  4159.28 3.85 2.95 -88.5 -0.420 17.16 17.62 01a58441o0189o
58443.594697  20.613  0.639    21   13 o  0   3.53 119.94706  25.35583   462.09  4956.30 2.05 1.90  10.0 -0.463 19.20 19.83 02a58443o0261o
58443.597375  19.775  0.384    45   17 o  0   1.89 119.94706  25.35583   687.84  5580.69 2.09 1.99  16.1 -0.461 19.19 19.84 02a58443o0265o
58443.605095  21.703  2.013     8   15 o  0   2.39 119.94706  25.35583   436.60  4911.60 2.15 1.98  12.4 -0.475 19.21 19.89 02a58443o0279o
58443.607186 -21.404  1.674   -10   17 o  0   1.61 119.94706  25.35583  9920.14  4941.65 2.20 2.15   9.7 -0.500 19.19 19.93 02a58443o0283o
58443.616409 -20.906  0.955   -16   15 o  0   2.81 119.94706  25.35583   484.40  4989.85 2.17 2.02  19.1 -0.447 19.23 20.01 02a58443o0298o
58443.618640  20.046  0.469    35   16 o  0   1.53 119.94706  25.35583  9984.47  5023.28 2.16 2.08  30.9 -0.514 19.28 20.07 02a58443o0302o
58443.626267 -21.483  1.438    -9   13 o  0   4.49 119.94706  25.35583   496.34  4872.20 2.22 2.06  31.7 -0.441 19.35 20.22 02a58443o0316o
58443.628937 -20.701  0.771   -19   15 o  0   1.86 119.94706  25.35583  9994.25  4907.47 2.46 2.32  56.4 -0.485 19.32 20.33 02a58443o0320o
58445.487892 -19.806  1.217   -43   53 o  0   0.89 119.94706  25.35583  1474.45  4550.05 4.56 4.22 -81.3 -0.382 17.91 19.07 01a58445o0412o
58445.488354  18.946  0.441    96   42 o  0   1.64 119.94706  25.35583  1492.91  4587.49 4.13 3.80 -86.5 -0.414 17.92 19.04 01a58445o0413o
58445.499843 -19.894  1.214   -40   49 o  0   1.25 119.94706  25.35583  1560.17  4597.52 4.99 4.61 -84.7 -0.360 17.76 19.08 01a58445o0437o
58451.600950  19.393  0.192    64   12 o  0   3.12 119.94706  25.35583  8787.69  6698.37 2.07 2.04 -59.3 -0.480 19.42 20.32 02a58451o0839o
58451.613358 -21.458  1.230   -10   12 o  0   3.82 119.94706  25.35583  8748.45  6659.12 2.16 2.14  84.5 -0.474 19.40 20.43 02a58451o0864o
58451.630054 -21.208  1.134   -12   14 o  0   2.31 119.94706  25.35583  8815.67  6740.50 2.14 2.10 -63.9 -0.476 19.37 20.24 02a58451o0896o
58451.636136  20.434  0.662    24   16 o  0   1.51 119.94706  25.35583  8832.82  6624.14 2.19 2.15 -83.5 -0.473 19.30 20.25 02a58451o0905o
58453.567007  21.838  1.968     7   13 o  0   1.99 119.94706  25.35583  2147.19  7768.99 3.34 2.93 -81.6 -0.437 19.29 21.20 01a58453o0591o
58453.578855  21.553  1.500     9   13 o  0   2.15 119.94706  25.35583  7967.22  2575.21 3.55 2.96 -86.9 -0.420 19.37 21.23 01a58453o0613o
58453.579850  21.373  1.217    10   12 o  0   2.10 119.94706  25.35583  7914.80  2502.54 3.51 2.90 -86.9 -0.424 19.35 21.22 01a58453o0615o
58453.593938  20.649  0.707    20   14 o  0   2.24 119.94706  25.35583  7901.41  2674.62 3.80 3.24 -86.9 -0.410 19.22 21.15 01a58453o0641o
58455.548214  21.792  1.143     7    8 c  0   4.25 119.94706  25.35583  4200.02  5829.42 2.35 2.27  29.3 -0.440 19.80 21.70 02a58455o0664c
58455.561859 -20.209  0.272   -30    8 c  0   2.16 119.94706  25.35583  6406.71  4686.82 2.64 2.51 -44.4 -0.400 19.75 21.68 02a58455o0687c
58455.583391  22.030  1.565     6    9 c  0   2.91 119.94706  25.35583  6449.92  4770.00 2.48 2.41  89.6 -0.428 19.75 21.59 02a58455o0725c
58455.589062 -19.588  0.159   -53    8 c  0   2.76 119.94706  25.35583  6464.28  4653.95 2.49 2.45  23.1 -0.418 19.75 21.56 02a58455o0735c
58459.543360 -20.388  0.427   -25   11 c  0   2.15 119.94706  25.35583  4903.69   156.33 2.84 2.54  38.9 -0.415 19.77 21.68 02a58459o0737c
58459.546704 -19.541  0.139   -55    8 c  0   3.71 119.94706  25.35583  2647.39   668.62 3.03 2.68  39.3 -0.427 19.68 21.68 02a58459o0743c
58459.551920 -20.585  0.404   -21    9 c  0   2.84 119.94706  25.35583  7956.57  9857.27 2.69 2.53  15.8 -0.421 19.76 21.68 02a58459o0753c
58459.554430 -19.519  0.208   -56   12 c  0   2.80 119.94706  25.35583  5738.44 10454.20 2.82 2.52   8.1 -0.448 19.72 21.71 02a58459o0757c
58459.556717 -21.487  1.017    -9    9 c  0   2.36 119.94706  25.35583  5669.93 10375.86 2.83 2.58   9.4 -0.440 19.71 21.71 02a58459o0762c
58459.558808 -19.496  0.152   -58    9 c  0   2.24 119.94706  25.35583  2611.72   631.19 2.86 2.56  35.6 -0.424 19.73 21.68 02a58459o0765c
58459.572417 -20.428  0.380   -24    9 c  0   2.75 119.94706  25.35583  8015.93  9817.34 3.13 2.98  28.2 -0.418 19.63 21.72 02a58459o0790c
58459.574603 -18.534  0.067  -140    9 c  0   3.08 119.94706  25.35583  4957.36    71.69 3.12 2.78  41.3 -0.399 19.67 21.73 02a58459o0793c
58461.512911  20.676  0.597    20   12 o  0   2.90 119.94706  25.35583  6559.83  6074.46 3.89 3.05 -85.7 -0.403 19.29 21.30 01a58461o0677o
58461.522557  20.060  0.377    34   13 o  0   1.86 119.94706  25.35583  6549.05  6000.61 3.81 3.05 -81.6 -0.412 19.33 21.34 01a58461o0696o
58461.537164  19.637  0.246    51   12 o  0   1.77 119.94706  25.35583  6627.93  6023.76 3.83 3.03 -80.9 -0.415 19.35 21.36 01a58461o0726o
58461.544096  19.074  0.148    85   13 o  0   1.89 119.94706  25.35583  6648.91  5881.21 3.75 3.00 -84.6 -0.418 19.36 21.34 01a58461o0741o
58465.517076  20.575  0.547    21   12 o  0   2.28 119.94706  25.35583  7792.13  2148.48 3.52 2.89 -86.0 -0.429 19.41 21.42 01a58465o0665o
58465.526508  20.345  0.487    26   13 o  0   1.89 119.94706  25.35583  7782.82  2074.59 3.56 2.97 -87.6 -0.427 19.36 21.46 01a58465o0681o
58465.544807  20.771  0.663    18   12 o  0   2.59 119.94706  25.35583  2256.28  8203.33 3.19 2.72 -82.6 -0.444 19.44 21.43 01a58465o0717o
58465.548085  22.661  3.875     3   12 o  0   2.03 119.94706  25.35583  2238.44  8332.19 3.26 2.69 -85.3 -0.443 19.39 21.38 01a58465o0724o
58473.482583  20.255  0.792    29   23 o  0   1.84 119.94706  25.35583  3298.67   247.02 3.15 2.92  -8.3 -0.415 18.51 19.43 01a58473o0608o
58473.487138  16.104  0.027  1313   36 o  0   9.54 119.94706  25.35583  6535.68  9936.31 3.96 2.99 -75.6 -0.419 18.51 19.40 01a58473o0616o
58473.493039  21.469  2.936     9   28 o  0   1.33 119.94706  25.35583  3287.71   168.38 3.15 2.95  -4.5 -0.405 18.50 19.43 01a58473o0627o
58473.497752 -19.978  0.821   -37   30 o  0   1.55 119.94706  25.35583  6524.78  9857.14 4.07 3.03 -77.5 -0.419 18.48 19.41 01a58473o0635o
58473.502098 -21.106  1.922   -13   25 o  0   1.34 119.94706  25.35583  3346.59   211.86 3.20 2.97  -2.9 -0.407 18.48 19.43 01a58473o0644o
58473.503537 -19.832  0.628   -42   27 o  0   1.97 119.94706  25.35583  6582.11  9913.25 4.05 3.10 -78.4 -0.420 18.51 19.42 01a58473o0647o
58473.512459   0.000 20.124     0   32 o  0   1.78 119.94706  25.35583  3386.06    53.78 3.21 3.00 -12.2 -0.398 18.50 19.38 01a58473o0665o
58473.517001  19.774  0.686    45   31 o  0   1.26 119.94706  25.35583  6605.87  9744.38 4.02 3.05 -81.3 -0.421 18.48 19.40 01a58473o0673o
58479.473115 -20.714  0.864   -19   16 o  0   2.35 119.94706  25.35583  9703.12 10410.97 2.40 2.01  19.1 -0.470 19.31 20.14 02a58479o0587o
58479.482655  21.594  2.015     8   17 o  0   3.75 119.94706  25.35583   889.69   117.87 2.37 1.88  29.2 -0.571 19.27 20.06 02a58479o0606o
58479.491131  20.456  0.549    24   13 o  0   7.58 119.94706  25.35583  6471.54   700.76 2.39 1.98  31.8 -0.467 19.32 20.11 02a58479o0623o
58479.498655  23.936 14.750     1   14 o  0   3.25 119.94706  25.35583  4188.11  9901.27 2.30 2.05   7.5 -0.473 19.25 20.02 02a58479o0638o
58479.499112 -19.451  0.264   -60   16 o  0   3.30 119.94706  25.35583  4118.30  9823.12 2.29 2.11  -0.2 -0.464 19.25 20.02 02a58479o0639o
58479.500059 -19.502  0.309   -58   18 o  0   2.15 119.94706  25.35583   940.29   196.01 2.35 1.80  28.2 -0.542 19.27 20.07 02a58479o0641o
58479.504950 -17.963  0.104  -237   25 o  0   6.38 119.94706  25.35583  9659.29 10494.88 2.30 1.97  15.4 -0.499 19.28 20.15 02a58479o0651o
58479.506322 -20.943  1.038   -15   16 o  0   2.58 119.94706  25.35583  6407.12   779.13 2.29 2.02  29.2 -0.490 19.27 20.07 02a58479o0654o
58481.492330 -20.533  0.624   -22   14 o  0   1.89 119.94706  25.35583  5446.51  2378.27 3.44 3.15  81.0 -0.413 19.11 20.93 01a58481o0118o
58481.516688 -17.310  0.248  -433  107 o  0   1.21 119.94706  25.35583  5417.50  2436.96 3.66 3.46 -81.8 -0.388 16.52 17.91 01a58481o0166o
58481.524638 -18.822  3.227  -107  347 o  0   1.29 119.94706  25.35583  5383.69  2586.02 3.65 3.32  86.5 -0.415 16.09 17.62 01a58481o0182o
58483.485278 -18.989  0.102   -92    9 o  0   5.00 119.94706  25.35583 10051.68  4556.54 2.41 2.35  54.8 -0.483 19.50 21.20 02a58483o0530o
58483.485734  20.091  0.361    33   12 o  0   2.70 119.94706  25.35583   624.81  4519.75 2.25 2.10  19.9 -0.469 19.50 21.18 02a58483o0531o
58483.490732  19.209  0.147    75   11 o  0   3.97 119.94706  25.35583   551.69  5972.39 2.39 2.29  15.7 -0.442 19.53 21.23 02a58483o0541o
58483.494600  20.805  0.811    17   14 o  0   2.20 119.94706  25.35583  9981.80  6007.67 2.54 2.35  15.4 -0.465 19.25 20.94 02a58483o0549o
58483.496552 -20.400  0.431   -25   11 o  0   4.38 119.94706  25.35583   604.49  6051.31 2.61 2.25  -3.9 -0.426 19.51 21.24 02a58483o0553o
58483.509061 -20.472  0.557   -24   13 o  0   2.16 119.94706  25.35583   617.23  5932.63 2.59 2.39   1.3 -0.430 19.46 21.21 02a58483o0577o
58483.509518  24.744 22.000     0   10 o  0   3.20 119.94706  25.35583 10028.47  6085.05 2.52 2.40  20.0 -0.469 19.50 21.25 02a58483o0578o
58483.517129 -21.408  1.367   -10   14 o  0   1.84 119.94706  25.35583 10044.41  5974.41 3.24 2.60   1.7 -0.429 19.34 21.20 02a58483o0592o
58485.478978 -20.913  0.714   -16   11 o  0   2.93 119.94706  25.35583  1601.10  2370.11 2.87 2.87  38.3 -0.454 19.41 21.22 01a58485o0579o
58485.490811  22.257  2.870     4   13 o  0   2.07 119.94706  25.35583  1621.47  2456.35 2.99 2.95   2.8 -0.445 19.36 21.22 01a58485o0600o
58485.495689  20.969  0.833    15   12 o  0   1.93 119.94706  25.35583  1568.55  2397.08 2.93 2.90 -31.6 -0.447 19.38 21.24 01a58485o0610o
58485.512372  19.213  0.167    75   12 o  0   3.36 119.94706  25.35583  1555.07  2578.85 3.00 2.91  73.0 -0.442 19.40 21.31 01a58485o0642o
58487.500837  19.627  0.188    51   10 c  0   3.62 119.94706  25.35583  2245.09  7929.44 2.66 2.54 -13.6 -0.414 19.59 21.50 02a58487o0626c
58487.508491 -26.011 69.000    -0   10 c  0   2.73 119.94706  25.35583  2279.10  7970.09 2.64 2.54 -29.5 -0.414 19.58 21.50 02a58487o0641c
58487.508949 -24.863 21.667    -0    9 c  0   2.82 119.94706  25.35583  2226.88  7892.87 2.58 2.50 -30.4 -0.418 19.63 21.51 02a58487o0642c
58487.516213 -20.495  0.418   -23   10 c  0   2.49 119.94706  25.35583  2295.21  7851.81 2.61 2.50 -27.0 -0.416 19.64 21.52 02a58487o0657c
58489.458048 -19.397  0.247   -63   16 o  0   1.50 119.94706  25.35583  9906.95  6127.00 4.33 3.07 -85.0 -0.416 19.29 21.27 01a58489o0540o
58489.466940 -19.329  0.245   -67   16 o  0   1.99 119.94706  25.35583  9924.51  6199.47 4.56 3.35 -83.1 -0.411 19.23 21.23 01a58489o0558o
58489.474802 -20.994  1.065   -14   16 o  0   2.19 119.94706  25.35583   340.02  6268.74 3.48 3.12 -80.9 -0.404 19.21 21.23 01a58489o0574o
58489.477273  19.403  0.254    63   16 o  0   1.67 119.94706  25.35583   358.22  6317.55 3.72 3.35 -89.8 -0.389 19.14 21.22 01a58489o0579o
58489.487969  19.987  0.462    37   17 o  0   1.47 119.94706  25.35583  9878.16  6204.14 4.35 3.29 -81.6 -0.406 19.26 21.22 01a58489o0598o
58489.492387 -21.279  1.180   -11   13 o  0   1.92 119.94706  25.35583   291.77  6298.62 3.33 3.13  85.6 -0.393 19.26 21.23 01a58489o0604o
58489.492848 -20.679  0.895   -19   17 o  0   1.34 119.94706  25.35583  9863.11  6341.36 4.53 3.56 -82.3 -0.381 19.19 21.20 01a58489o0605o
58489.511742 -20.419  0.581   -25   14 o  0   2.39 119.94706  25.35583   281.49  6492.25 3.63 3.46  85.8 -0.373 19.15 21.14 01a58489o0639o
58491.475020 -19.282  0.110   -70    8 c  0   2.92 119.94706  25.35583  5405.30  4042.61 2.49 2.46 -66.2 -0.408 19.68 21.63 02a58491o0582c
58491.484084 -20.062  0.273   -34    9 c  0   2.42 119.94706  25.35583  5383.51  4001.69 2.49 2.44  76.2 -0.414 19.69 21.63 02a58491o0600c
58491.501748 -23.301  5.154    -2    9 c  0   1.85 119.94706  25.35583  5430.67  4082.03 2.50 2.40 -87.2 -0.407 19.70 21.61 02a58491o0635c
58491.505884 -23.266  4.231    -2    8 c  0   3.36 119.94706  25.35583  5447.96  3965.21 2.52 2.47  79.3 -0.408 19.65 21.61 02a58491o0644c
58493.460069  19.885  0.322    40   13 o  0   2.35 119.94706  25.35583  5440.65  4322.58 3.17 2.89 -86.6 -0.428 19.23 20.91 01a58493o0548o
58493.470959  21.555  1.386     9   12 o  0   3.23 119.94706  25.35583  5458.15  4405.12 3.21 2.81 -87.2 -0.428 19.27 20.94 01a58493o0570o
58493.475431  20.720  0.784    19   15 o  0   1.96 119.94706  25.35583  5406.46  4345.36 3.38 2.91 -89.2 -0.421 19.22 20.89 01a58493o0579o
58493.488562 -19.429  0.196   -61   12 o  0   2.46 119.94706  25.35583  5395.75  4512.23 3.45 2.98 -87.6 -0.421 19.20 20.92 01a58493o0604o
58495.462363  19.949  0.299    38   11 o  0   3.51 119.94706  25.35583  5406.74  2102.23 2.19 2.08  76.3 -0.449 19.45 20.84 02a58495o0545o
58495.471769 -22.112  2.051    -5   11 o  0   2.23 119.94706  25.35583  5389.13  2065.43 2.36 2.28 -69.0 -0.429 19.41 20.89 02a58495o0562o
58495.488996 -20.486  0.490   -23   11 o  0   2.85 119.94706  25.35583  5457.18  2030.73 2.23 2.12  49.5 -0.448 19.49 20.91 02a58495o0597o
58495.489453  19.259  0.162    72   12 o  0   2.79 119.94706  25.35583  5438.85  2147.32 2.23 2.13  71.1 -0.445 19.48 20.91 02a58495o0598o
58497.442479  19.251  0.176    72   13 o  0   2.22 119.94706  25.35583  3522.32  2368.14 2.91 2.83 -83.7 -0.457 19.30 20.98 01a58497o0505o
58497.460865  21.737  2.071     7   15 o  0   2.02 119.94706  25.35583  6561.66  7799.72 3.91 3.11 -83.1 -0.412 19.28 21.19 01a58497o0539o
58497.468862  19.570  0.259    54   14 o  0   1.81 119.94706  25.35583  3492.04  2432.19 3.14 3.01  88.6 -0.443 19.28 21.14 01a58497o0555o
58497.476696  21.203  0.955    12   11 o  0   2.79 119.94706  25.35583  3476.47  2580.03 2.90 2.76  68.7 -0.466 19.39 21.19 01a58497o0571o
58499.424159 -21.580  1.600    -8   14 o  0   2.09 119.94706  25.35583  8393.38   722.94 2.48 2.13  34.0 -0.455 19.27 20.18 02a58499o0461o
58499.430272 -20.183  0.580   -31   18 o  0   1.62 119.94706  25.35583  8377.92   684.24 2.39 2.09  35.7 -0.453 19.32 20.17 02a58499o0472o
58499.430731 -19.283  0.252   -70   18 o  0   2.43 119.94706  25.35583  1952.42 10388.36 2.34 1.93  19.5 -0.461 19.32 20.21 02a58499o0473o
58499.438238  21.458  1.646    10   16 o  0   3.04 119.94706  25.35583  2273.42  9915.97 2.30 2.11  -8.3 -0.476 19.26 20.21 02a58499o0488o
58499.441835  20.704  0.871    19   16 o  0   2.56 119.94706  25.35583  8649.94   133.75 2.41 1.99  35.9 -0.439 19.33 20.25 02a58499o0494o
58499.444403 -18.637  0.141  -127   18 o  0   2.91 119.94706  25.35583  1900.66 10351.40 2.27 1.93   5.5 -0.456 19.32 20.22 02a58499o0499o
58499.446231  21.192  1.350    12   16 o  0   2.09 119.94706  25.35583  8328.46   764.08 2.19 2.10  37.3 -0.485 19.25 20.15 02a58499o0503o
58499.459730 -18.766  0.160  -113   18 o  0   4.00 119.94706  25.35583  1885.39 10470.26 2.41 2.01   7.1 -0.461 19.27 20.18 02a58499o0530o
58501.392794  20.724  1.427    19   27 o  0   1.13 119.94706  25.35583  2094.61  4170.31 2.96 2.66 -88.8 -0.482 18.60 19.52 01a58501o0378o
58501.399285 -19.981  0.560   -37   21 o  0   1.37 119.94706  25.35583  2117.49  4185.71 2.91 2.62 -83.4 -0.486 18.68 19.66 01a58501o0391o
58501.408056  20.444  1.030    24   25 o  0   1.58 119.94706  25.35583  2159.67  4193.39 3.36 3.21 -84.4 -0.442 18.49 19.58 01a58501o0408o
58501.411835  19.354  0.442    66   29 o  0   1.21 119.94706  25.35583  2194.99  4062.10 3.32 3.15 -81.3 -0.446 18.50 19.57 01a58501o0416o
58507.432738 -20.827  0.726   -17   12 o  0   3.05 119.94706  25.35583  1735.27  2116.18 1.99 1.86  30.9 -0.476 19.26 19.84 02a58507o0474o
58507.445660  20.916  1.301    16   20 o  0   1.50 119.94706  25.35583  1711.37  2078.82 2.05 1.86  36.3 -0.480 19.25 19.83 02a58507o0498o
58507.449114  19.536  0.320    56   18 o  0   2.83 119.94706  25.35583  1765.85  2157.92 1.93 1.83  34.0 -0.490 19.25 19.81 02a58507o0504o
58507.464330 -20.448  0.644   -24   16 o  0   2.44 119.94706  25.35583  1783.50  2044.86 2.10 1.95  32.3 -0.484 19.20 19.76 02a58507o0535o
58517.417979  20.445  0.479    24   12 o  0   3.09 119.94706  25.35583  2507.24  4595.96 3.09 2.84  88.7 -0.461 19.38 21.33 01a58517o0433o
58517.428926  19.220  0.158    74   12 o  0   1.96 119.94706  25.35583  2527.17  4632.86 2.97 2.72  86.4 -0.475 19.39 21.32 01a58517o0454o
58517.433692  19.826  0.297    43   13 o  0   1.79 119.94706  25.35583  2474.19  4555.42 3.19 2.84 -89.4 -0.456 19.36 21.31 01a58517o0464o
58517.446293  19.985  0.311    37   11 o  0   2.39 119.94706  25.35583  2460.84  4670.94 3.07 2.77  89.1 -0.463 19.38 21.28 01a58517o0489o
