###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
58196.449726 -20.787  0.758   -18   13 o  0   1.22 152.54166 -11.08055   934.10  7242.48 3.94 3.13  85.5 -0.390 19.21 21.29 01a58196o0158o
58196.460296 -21.482  1.727    -9   16 o  0   0.92 152.54166 -11.08055   956.97  7322.81 4.06 3.20  86.7 -0.388 19.19 21.22 01a58196o0180o
58196.470409  22.627  4.250     3   14 o  0   1.27 152.54166 -11.08055   902.62  7285.55 3.93 3.12  88.8 -0.393 19.20 21.17 01a58196o0201o
58196.481106 -21.013  1.019   -14   15 o  0   0.95 152.54166 -11.08055   885.72  7441.02 3.97 3.11  88.9 -0.387 19.15 21.09 01a58196o0223o
58204.412908 -20.763  3.545   -18   64 o  0   0.97 152.54166 -11.08055  9185.22  7770.49 6.32 4.77 -81.2 -0.221 18.11 19.32 01a58204o0135o
58209.436707  21.847  4.596     7   30 o  0   1.13 152.54166 -11.08055  7798.62  3286.45 2.38 2.25  56.0 -0.449 18.37 18.73 02a58209o0446o
58209.444718 -23.140 14.500    -2   29 o  0   1.03 152.54166 -11.08055  7782.81  3244.67 2.34 2.21  53.8 -0.459 18.36 18.68 02a58209o0463o
58209.452588  20.856  2.024    16   33 o  0   0.89 152.54166 -11.08055  7841.15  3321.93 2.39 2.29  55.5 -0.439 18.26 18.63 02a58209o0480o
58209.460576 -20.740  1.816   -18   33 o  0   1.36 152.54166 -11.08055  7881.43  3204.51 2.35 2.26  63.0 -0.453 18.24 18.58 02a58209o0497o
58220.384304 -20.171  0.487   -31   15 o  0   1.46 152.54166 -11.08055 10369.71  6349.35 4.14 2.74 -81.6 -0.455 19.22 20.71 01a58220o0360o
58220.394668 -20.570  0.844   -22   18 o  0   0.79 152.54166 -11.08055 10391.37  6428.81 4.29 2.75 -82.6 -0.445 19.19 20.63 01a58220o0382o
58220.395728  23.045  6.692     2   15 o  0   1.20 152.54166 -11.08055   702.35  6471.06 2.89 2.43  89.8 -0.467 19.23 20.67 01a58220o0384o
58220.405656  20.254  0.649    29   19 o  0   1.20 152.54166 -11.08055 10334.56  6392.05 4.44 2.95 -83.0 -0.430 19.17 20.63 01a58220o0405o
58220.406113  20.179  0.491    31   15 o  0   1.14 152.54166 -11.08055   725.01  6548.35 2.95 2.57 -88.4 -0.459 19.21 20.70 01a58220o0406o
58220.416183 -19.824  0.385   -43   16 o  0   1.73 152.54166 -11.08055 10318.00  6546.81 4.55 2.97 -82.2 -0.424 19.15 20.57 01a58220o0427o
58220.417099 -23.798 12.333    -1   14 o  0   1.66 152.54166 -11.08055   669.14  6511.34 3.02 2.53  89.7 -0.454 19.22 20.66 01a58220o0429o
58220.427634 -19.386  0.253   -64   16 o  0   0.99 152.54166 -11.08055   652.21  6664.96 3.09 2.54  88.3 -0.445 19.17 20.58 01a58220o0451o
58221.333423  21.349  0.750    10    8 c  0   1.01 152.54166 -11.08055  1074.98  1328.73 2.52 2.29  52.6 -0.455 19.75 21.69 02a58221o0232c
58221.342213 -21.538  0.714    -9    6 c  0   1.56 152.54166 -11.08055  1056.22  1288.23 2.53 2.28  56.3 -0.458 19.73 21.68 02a58221o0251c
58221.350984 -21.730  1.102    -7    8 c  0   1.33 152.54166 -11.08055  1115.98  1366.74 2.51 2.32  55.1 -0.443 19.69 21.68 02a58221o0270c
58221.359954  21.648  0.864     8    7 c  0   1.86 152.54166 -11.08055  1136.81  1249.03 2.60 2.30  49.0 -0.479 19.78 21.67 02a58221o0289c
58226.388535  19.649  1.000    50   50 c  0   1.08 152.54166 -11.08055  9617.92  1858.77 2.76 2.58 -61.6 -0.426 18.01 19.60 02a58226o0146c
58226.399002 -17.598  0.320  -332  106 c  0   1.40 152.54166 -11.08055  9599.62  1818.92 2.80 2.71 -79.1 -0.420 17.12 18.65 02a58226o0168c
58226.409904  17.287  1.046   442  462 c  0   1.18 152.54166 -11.08055  9658.45  1895.52 2.71 2.64 -45.4 -0.462 16.28 17.72 02a58226o0191c
58230.383295 -15.670  0.647 -1959 1268 o  0   0.91 152.54166 -11.08055   588.89  3341.66 2.31 2.17  45.6 -0.482 15.34 15.77 02a58230o0354o
58230.384663  17.003  0.796   574  457 o  0   1.05 152.54166 -11.08055 10200.06  3293.20 2.35 2.28 -82.7 -0.485 15.81 16.26 02a58230o0357o
58230.393727 -19.887  1.731   -40   70 o  0   1.07 152.54166 -11.08055   610.06  3223.81 2.25 2.08  43.5 -0.471 17.50 18.33 02a58230o0376o
58230.394641 -19.605  0.703   -52   37 o  0   1.15 152.54166 -11.08055 10258.72  3369.92 2.36 2.27  68.0 -0.480 17.86 18.69 02a58230o0378o
58230.405172  14.570  1.299  5395 7007 o  0   0.84 152.54166 -11.08055 10280.84  3251.96 2.35 2.22  20.9 -0.579 12.69 13.14 02a58230o0400o
58234.374785 -20.535  1.700   -22   38 o  0   0.69 152.54166 -11.08055  8524.89  4388.81 2.73 2.47 -63.3 -0.431 18.23 18.75 02a58234o0023o
58234.384788  20.974  2.210    15   33 o  0   1.25 152.54166 -11.08055  8580.67  4464.90 2.59 2.38 -68.3 -0.431 18.09 18.48 02a58234o0044o
