HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458489.084,2019-01-05.5835101,bC,1.71,18.649,>18.649,99.99,-0.017,0.025,g
2458490.071,2019-01-06.5707524,bC,1.55,18.789,>18.789,99.99,-0.006,0.022,g
2458491.075,2019-01-07.5746564,bC,1.44,18.673,>18.673,99.99,-0.005,0.025,g
2458495.068,2019-01-11.5670175,bC,1.56,19.074,>19.074,99.99,-0.015,0.017,g
2458498.126,2019-01-14.6251133,bC,1.57,18.822,>18.822,99.99,0.06,0.021,g
2458499.876,2019-01-16.3749226,bk,1.61,16.241,>16.241,99.99,0.075,0.232,g
2458501.007,2019-01-17.5059924,bC,1.48,17.87,>17.870,99.99,-0.023,0.052,g
2458504,2019-01-20.4987193,bC,1.53,17.158,>17.158,99.99,0.084,0.1,g
2458504.998,2019-01-21.4963912,bC,1.44,17.366,>17.366,99.99,-0.131,0.082,g
2458507.025,2019-01-23.5231738,bC,1.54,17.437,>17.437,99.99,-0.205,0.077,g
2458509.1,2019-01-25.598025,bC,1.41,17.897,>17.897,99.99,0.012,0.05,g
2458518.97,2019-02-04.4669979,bC,1.55,18.799,>18.799,99.99,-0.046,0.022,g
2458520.6,2019-02-06.0968628,bo,1.47,18.681,>18.681,99.99,0.015,0.024,g
2458520.858,2019-02-06.3553075,bG,1.51,18.472,>18.472,99.99,-0.008,0.03,g
2458521.587,2019-02-07.0838847,bo,1.55,18.698,>18.698,99.99,-0.017,0.024,g
2458522.595,2019-02-08.0921675,bo,1.43,18.386,>18.386,99.99,-0.026,0.032,g
2458523.846,2019-02-09.3433562,bk,1.44,18.218,>18.218,99.99,-0.024,0.037,g
2458526.869,2019-02-12.36555,bs,1.62,19.076,>19.076,99.99,-0.022,0.017,g
2458527.875,2019-02-13.3717299,bs,1.48,18.861,>18.861,99.99,-0.067,0.021,g
2458528.884,2019-02-14.3809571,bk,1.46,18.19,>18.190,99.99,-0.063,0.038,g
2458533.567,2019-02-19.0631873,bo,1.59,16.633,>16.633,99.99,-0.463,0.161,g
2458538.602,2019-02-24.0984806,bo,1.46,16.992,>16.992,99.99,-0.234,0.116,g
2458539.582,2019-02-25.0779299,bo,1.44,17.467,>17.467,99.99,-0.411,0.075,g
2458543.605,2019-03-01.1010924,bo,1.48,18.302,>18.302,99.99,-0.026,0.035,g
2458544.6,2019-03-02.0957631,bo,1.41,18.527,>18.527,99.99,0.03,0.028,g
2458545.894,2019-03-03.3899592,bs,1.59,18.799,>18.799,99.99,0.045,0.022,g
2458548.558,2019-03-06.0536122,bo,1.45,18.509,>18.509,99.99,-0.021,0.029,g
2458554.498,2019-03-11.9934890,bo,1.7,18.354,>18.354,99.99,-0.064,0.033,g
2458555.49,2019-03-12.9857342,bo,1.41,18.548,>18.548,99.99,0.025,0.028,g
2458555.802,2019-03-13.2972519,bs,1.74,18.819,>18.819,99.99,-0.016,0.022,g
2458556.728,2019-03-14.2235019,bs,2.21,18.248,>18.248,99.99,-0.048,0.036,g
2458557.716,2019-03-15.2119870,bs,1.47,18.441,>18.441,99.99,-0.007,0.031,g
2458558.825,2019-03-16.3207690,bG,1.42,18.42,>18.420,99.99,0.036,0.031,g
2458559.735,2019-03-17.2303590,bk,1.44,17.516,>17.516,99.99,-0.159,0.072,g
2458565.941,2019-03-23.4359332,bs,1.54,17.545,>17.545,99.99,-0.168,0.07,g
2458566.887,2019-03-24.3824296,bs,1.38,17.867,>17.867,99.99,0.016,0.052,g
2458567.811,2019-03-25.3060076,bs,1.43,17.856,>17.856,99.99,-0.085,0.052,g
2458571.72,2019-03-29.2151384,bs,1.44,19.1,>19.100,99.99,-0.007,0.017,g
2458572.683,2019-03-30.1786924,bs,1.49,18.844,>18.844,99.99,0.022,0.021,g
2458573.782,2019-03-31.2769609,bk,1.54,18.382,>18.382,99.99,0.025,0.032,g
2458575.962,2019-04-02.4571943,bs,1.48,18.751,>18.751,99.99,-0.086,0.023,g
2458576.833,2019-04-03.3287799,bG,1.52,18.185,>18.185,99.99,0.105,0.039,g
2458577.502,2019-04-03.9969825,bo,1.43,18.448,>18.448,99.99,-0.009,0.03,g
2458578.785,2019-04-05.2803833,bC,1.55,18.505,>18.505,99.99,-0.042,0.029,g
2458579.995,2019-04-06.4899437,bC,1.41,18.618,>18.618,99.99,-0.028,0.026,g
2458581.029,2019-04-07.5242495,bC,1.41,18.58,>18.580,99.99,-0.074,0.027,g
2458582.035,2019-04-08.5300344,bC,1.4,18.707,>18.707,99.99,0.055,0.024,g
2458583.043,2019-04-09.5382136,bC,1.51,18.682,>18.682,99.99,0.004,0.024,g
2458583.771,2019-04-10.2659752,bG,1.47,18.495,>18.495,99.99,0.039,0.029,g
2458585.394,2019-04-11.8897311,bo,1.44,18.342,>18.342,99.99,-0.111,0.033,g
2458585.79,2019-04-12.2857209,bk,1.47,18.237,>18.237,99.99,0.073,0.037,g
2458588.635,2019-04-15.1303842,bk,2.08,17.175,>17.175,99.99,-0.04,0.098,g
2458589.434,2019-04-15.9296140,bo,2.18,16.304,>16.304,99.99,-0.701,0.219,g
2458590.729,2019-04-17.2242634,bk,1.62,16.979,>16.979,99.99,0.138,0.117,g
2458591.903,2019-04-18.3989299,bs,1.51,17.157,>17.157,99.99,0.001,0.1,g
2458592.834,2019-04-19.3295251,bs,1.48,17.249,>17.249,99.99,0.251,0.091,g
2458593.842,2019-04-20.3376387,bs,1.49,17.266,>17.266,99.99,-0.094,0.09,g
2458595.75,2019-04-22.2455554,bG,1.49,17.247,>17.247,99.99,-0.12,0.092,g
2458596.673,2019-04-23.1688584,bk,1.47,17.514,>17.514,99.99,-0.006,0.072,g
2458599.876,2019-04-26.3716031,bC,1.49,18.915,>18.915,99.99,-0.024,0.02,g
2458600.715,2019-04-27.2105243,bk,1.44,18.035,>18.035,99.99,-0.069,0.044,g
2458602.43,2019-04-28.9255399,bo,1.54,18.501,>18.501,99.99,0.036,0.029,g
