index,JD,filter,mag,ztf_mag_lower,ztf_mag_upper,atlas_mag_err,data_origin
0,2458274.9822801,ZTF_r,23.03196531627482,,21.25557949687554,,ztf
1,2458280.9460301,ZTF_g,,,22.388418980618653,,ztf
2,2458283.9433449,ZTF_g,23.506495247625093,,22.01375246092612,,ztf
3,2458283.963588,ZTF_r,25.280401778526016,,22.12169909936633,,ztf
4,2458286.9433218,ZTF_g,22.051299105345883,24.175750152800905,21.37829057309227,,ztf
5,2458289.9349537,ZTF_g,23.951633078057473,,22.138120274434904,,ztf
6,2458289.9638773,ZTF_r,23.470234837031015,,22.094010709510105,,ztf
7,2458292.9414468,ZTF_g,,,22.922788730993236,,ztf
8,2458295.9471065,ZTF_g,,,21.97092633160206,,ztf
9,2458298.9422222,ZTF_r,,,,,ztf
10,2458301.9572454,ZTF_r,,,22.14219842473339,,ztf
11,2458301.9647801,ZTF_g,,,22.866100811532686,,ztf
12,2458302.9819444,ZTF_i,,,,,ztf
13,2458312.9394329,ZTF_r,,,24.861930168224525,,ztf
14,2458315.940706,ZTF_g,25.26536908887008,,22.6689647223506,,ztf
15,2458315.9646412,ZTF_r,,,,,ztf
16,2458318.9192593,ZTF_g,,,23.408717592411875,,ztf
17,2458321.8643634,ZTF_i,21.49743357027417,23.056604977042678,20.88233592847216,,ztf
18,2458321.9395139,ZTF_g,24.9049074318886,,22.894474290285064,,ztf
19,2458324.961169,ZTF_r,,,22.26538407119667,,ztf
20,2458325.8818403,ZTF_i,20.649600548910882,21.46809069234527,20.18826092788128,,ztf
21,2458333.9273958,ZTF_i,22.41581900239899,,21.10438344789644,,ztf
22,2458333.9604051,ZTF_g,,,,,ztf
23,2458333.9835764,ZTF_r,,,,,ztf
24,2458335.9413773,ZTF_r,,,22.74161564385244,,ztf
25,2458336.8298148,ZTF_g,22.850768713548025,,21.952785738613166,,ztf
26,2458336.9179514,ZTF_r,,,,,ztf
27,2458336.9563657,ZTF_r,23.150272972932914,,22.145603837868833,,ztf
28,2458342.8796528,ZTF_i,,,,,ztf
29,2458342.9355787,ZTF_g,23.207808353392966,,22.189685955322275,,ztf
30,2458342.9635648,ZTF_r,,,25.684174639713852,,ztf
31,2458345.8810185,ZTF_r,23.63817722496669,,22.35225830740049,,ztf
32,2458345.9144444,ZTF_g,23.817268038853054,,22.476664990932314,,ztf
33,2458347.8812384,ZTF_i,23.086288053404065,,21.731201625606484,,ztf
34,2458348.913125,ZTF_r,22.94064063505826,,22.108299843578195,,ztf
35,2458351.8368287,ZTF_i,,,,,ztf
36,2458351.896088,ZTF_r,24.105786492900165,,22.67039292483796,,ztf
37,2458351.9243287,ZTF_g,23.281648476026536,,22.45470280309312,,ztf
38,2458353.8745023,ZTF_r,24.490004538882605,,22.26272639197266,,ztf
39,2458353.8754282,ZTF_r,,,,,ztf
40,2458354.8362384,ZTF_r,21.671537018362404,22.938089716168406,21.102747864414724,,ztf
41,2458354.9215741,ZTF_r,21.831512371741283,23.513513726072762,21.200849858545126,,ztf
42,2458356.9145949,ZTF_r,,,21.724764671459425,,ztf
43,2458356.9150463,ZTF_r,21.312664137230147,22.70566088867089,20.722080227115036,,ztf
44,2458360.8496065,ZTF_r,,,22.139362801752483,,ztf
45,2458360.8981134,ZTF_g,21.722812960762514,,20.842997322809293,,ztf
46,2458360.9222801,ZTF_g,,,21.423492984936946,,ztf
47,2458360.9231944,ZTF_g,,,21.66793235318886,,ztf
48,2458361.8628356,ZTF_i,21.951568676944127,,21.07609339082214,,ztf
49,2458362.8815394,ZTF_r,,,,,ztf
50,2458363.8574074,ZTF_g,,,22.80582137176284,,ztf
51,2458363.8727662,ZTF_g,,,,,ztf
52,2458363.8930093,ZTF_g,,,,,ztf
53,2458363.9210185,ZTF_r,,,,,ztf
54,2458366.8360417,ZTF_r,,,23.006110516511374,,ztf
55,2458366.8986458,ZTF_g,21.861530313545423,22.41822775208785,21.495321909898742,,ztf
56,2458369.8262037,ZTF_g,,,,,ztf
57,2458369.8440394,ZTF_i,23.02150236687888,,21.729972364075888,,ztf
58,2458369.8788542,ZTF_r,22.33357767530891,23.555673917636092,21.77319083911995,,ztf
59,2458372.8704167,ZTF_r,,,,,ztf
60,2458372.9019097,ZTF_g,25.140683374606297,,22.691210287848527,,ztf
61,2458373.8437269,ZTF_i,,,23.159320876958617,,ztf
62,2458375.8127431,ZTF_g,22.141895372676572,22.995235902786792,21.67005495111121,,ztf
63,2458375.855162,ZTF_r,,,23.12144437512754,,ztf
64,2458377.8228935,ZTF_i,,,,,ztf
65,2458378.8393634,ZTF_g,23.915400408190596,,22.56354419452346,,ztf
66,2458378.8782407,ZTF_r,,,23.68661711987938,,ztf
67,2458382.778831,ZTF_i,,,,,ztf
68,2458382.8167824,ZTF_r,21.438918140061233,22.149795697124635,21.01295275526708,,ztf
69,2458382.8936111,ZTF_g,21.605583763829337,22.690186658865823,21.0739587865198,,ztf
70,2458384.8266435,ZTF_g,,,21.449637305791054,,ztf
71,2458388.7725579,ZTF_r,,,21.931250751643415,,ztf
72,2458388.8244329,ZTF_g,21.62631294434601,26.030149115605234,20.883179581608555,,ztf
73,2458388.8720023,ZTF_g,,,24.79175641429381,,ztf
74,2458389.8316319,ZTF_r,,,,,ztf
