###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
58389.463547  23.494 22.400     2   33 o  0   1.07   2.69121  21.13909  6147.72  3861.32 3.18 2.99  80.8 -0.423 18.38 19.46 01a58389o0464o
58389.479911 -19.721  0.602   -47   28 o  0   1.29   2.69121  21.13909  6167.87  3898.12 3.06 2.86 -80.7 -0.426 18.39 19.41 01a58389o0494o
58389.495041  20.042  0.799    35   28 o  0   0.99   2.69121  21.13909  6111.62  3819.70 3.03 2.89 -79.3 -0.432 18.62 19.59 01a58389o0524o
58389.504870 -21.334  2.691   -11   29 o  0   0.64   2.69121  21.13909  6096.43  3937.79 3.01 2.82 -80.6 -0.434 18.61 19.50 01a58389o0545o
58391.473372 -21.144  0.967   -13   12 o  0   1.55   2.69121  21.13909  5766.69  5650.25 2.31 1.98 -52.3 -0.441 19.34 20.13 02a58391o0533o
58391.485540  23.497  9.571     1   14 o  0   1.05   2.69121  21.13909  5746.95  5612.02 2.28 1.99 -49.7 -0.440 19.31 20.09 02a58391o0554o
58391.504854  20.724  1.048    19   20 o  0   1.44   2.69121  21.13909  5820.01  5573.57 2.39 2.02 -51.2 -0.423 17.87 18.91 02a58391o0588o
58393.465500 -20.236  0.481   -29   14 o  0   1.14   2.69121  21.13909  3459.94  2791.96 2.84 2.73  -6.5 -0.461 19.26 20.78 01a58393o0404o
58393.476459 -21.048  0.922   -14   13 o  0   1.17   2.69121  21.13909  3479.44  2829.42 2.88 2.72  -7.4 -0.459 19.33 20.83 01a58393o0423o
58393.487138 -20.969  0.756   -15   11 o  0   1.28   2.69121  21.13909  3424.99  2752.23 2.89 2.75  -5.3 -0.458 19.29 20.84 01a58393o0442o
58393.492121  20.885  0.750    16   12 o  0   1.33   2.69121  21.13909  3409.68  2869.39 2.86 2.81 -37.6 -0.459 19.25 20.73 01a58393o0452o
58395.485929 -21.270  0.738   -11    8 c  0   1.36   2.69121  21.13909  5340.27  7974.64 2.61 2.51 -34.9 -0.430 19.72 21.61 02a58395o0596c
58395.494748  23.191  5.308     2   10 c  0   0.86   2.69121  21.13909  5321.82  7934.90 2.71 2.57 -41.0 -0.420 19.69 21.55 02a58395o0615c
58395.513992  21.499  1.016     9    9 c  0   1.30   2.69121  21.13909  5395.11  8012.34 2.71 2.53 -47.7 -0.427 19.60 21.31 02a58395o0655c
58395.523571  20.430  0.443    24   11 c  0   1.25   2.69121  21.13909  5413.30  7895.04 2.86 2.74 -37.6 -0.418 19.43 21.15 02a58395o0675c
58397.451990 -21.222  0.947   -12   11 o  0   1.40   2.69121  21.13909  7023.03  4051.38 3.20 2.89 -87.0 -0.444 19.34 21.13 01a58397o0327o
58397.465486  20.659  0.578    20   11 o  0   1.30   2.69121  21.13909  7041.75  4089.38 3.34 2.98 -89.2 -0.429 19.32 21.08 01a58397o0352o
58397.477020  21.896  2.032     6   13 o  0   0.91   2.69121  21.13909  6986.34  4010.87 3.20 2.85 -83.0 -0.435 19.43 21.29 01a58397o0373o
58397.483477  23.830 10.000     1   11 o  0   1.30   2.69121  21.13909  6970.76  4148.18 3.31 2.89 -84.4 -0.432 19.38 21.31 01a58397o0386o
58401.463005  21.431  1.354    10   13 o  0   1.19   2.69121  21.13909  5312.51  3170.60 3.06 2.96 -80.8 -0.442 19.29 21.04 01a58401o0126o
58401.473921 -20.746  0.700   -18   13 o  0   1.26   2.69121  21.13909  5331.15  3209.01 3.08 2.93 -84.3 -0.445 19.28 20.99 01a58401o0147o
58401.484780 -20.570  0.608   -22   13 o  0   1.22   2.69121  21.13909  5276.24  3131.09 3.20 2.93 -88.5 -0.437 19.23 20.96 01a58401o0168o
58401.491805  21.910  1.968     6   12 o  0   1.24   2.69121  21.13909  5259.90  3247.89 3.09 2.91 -85.9 -0.443 19.27 20.95 01a58401o0182o
58403.470207 -20.647  0.591   -20   12 c  0   1.10   2.69121  21.13909  5393.00  6325.82 2.52 2.44 -40.6 -0.422 19.37 21.24 02a58403o0568c
58403.480912 -20.864  0.568   -16    9 c  0   0.80   2.69121  21.13909  5374.82  6287.02 2.59 2.47 -47.5 -0.424 19.69 21.78 02a58403o0589c
58403.491584  21.339  1.404    11   15 c  0   0.99   2.69121  21.13909  5429.11  6364.38 2.54 2.45 -41.1 -0.422 19.11 20.82 02a58403o0610c
58403.500520  21.930  5.750     6   35 c  0   1.22   2.69121  21.13909  5449.16  6248.23 2.64 2.52 -56.2 -0.410 18.14 19.71 02a58403o0628c
58407.430067 -17.974  0.620  -234  145 o  0   1.46   2.69121  21.13909  6906.23  7324.64 2.24 2.05 -45.3 -0.435 15.89 16.98 02a58407o0481o
58407.442098  20.689  0.970    19   19 o  0   0.77   2.69121  21.13909  6887.15  7285.19 2.35 2.11 -50.4 -0.434 18.87 20.12 02a58407o0502o
58407.453777 -21.654  1.389    -8   11 o  0   0.82   2.69121  21.13909  6939.14  7363.52 2.24 2.06 -45.2 -0.448 19.59 20.84 02a58407o0523o
58407.462757 -23.768  9.300    -1   10 o  0   0.99   2.69121  21.13909  6955.07  7248.50 2.26 2.02 -45.4 -0.450 19.54 20.77 02a58407o0540o
58409.424993 -22.972  5.833    -2   14 o  0   1.18   2.69121  21.13909  5566.86  4488.26 3.12 2.79 -86.1 -0.440 19.18 20.62 01a58409o0321o
58409.436592  22.061  3.000     5   16 o  0   0.57   2.69121  21.13909  5585.43  4525.79 3.19 2.83 -85.2 -0.435 19.21 20.72 01a58409o0342o
58409.448035 -20.656  0.667   -20   13 o  0   1.21   2.69121  21.13909  5530.05  4447.63 3.13 2.78 -85.5 -0.435 19.23 20.73 01a58409o0363o
58409.459578 -21.122  1.310   -13   17 o  0   0.91   2.69121  21.13909  5515.06  4563.96 3.07 2.79 -83.8 -0.444 19.15 20.78 01a58409o0384o
58413.404920 -19.790  0.697   -44   31 o  0   1.13   2.69121  21.13909  4768.90  2196.40 2.94 2.84  88.5 -0.474 18.30 19.30 01a58413o0402o
58413.416192 -19.901  0.941   -40   37 o  0   0.87   2.69121  21.13909  4789.20  2233.67 2.97 2.89 -56.2 -0.465 18.29 19.05 01a58413o0423o
58413.425399 -20.237  1.051   -29   31 o  0   1.22   2.69121  21.13909  4733.42  2155.80 2.87 2.85  57.5 -0.478 18.31 19.03 01a58413o0439o
58413.435876  20.693  1.748    19   34 o  0   1.32   2.69121  21.13909  4718.46  2273.76 2.86 2.84 -59.9 -0.479 18.29 18.99 01a58413o0461o
58417.393154  20.768  1.506    18   27 o  0   0.98   2.69121  21.13909  6314.97  1756.02 2.97 2.83 -83.4 -0.463 18.60 19.60 01a58417o0402o
58417.403510  21.473  2.569     9   24 o  0   1.01   2.69121  21.13909  6334.84  1792.32 2.88 2.80 -38.8 -0.464 18.62 19.56 01a58417o0419o
58417.413714 -20.185  0.663   -31   20 o  0   1.59   2.69121  21.13909  6279.98  1715.22 2.84 2.75 -58.9 -0.469 18.66 19.49 01a58417o0436o
58417.423717  20.470  1.096    24   26 o  0   0.95   2.69121  21.13909  6263.92  1831.78 2.82 2.70 -71.2 -0.468 18.61 19.47 01a58417o0453o
58423.394676 -23.075  4.600    -2   10 o  0   1.26   2.69121  21.13909  6431.88  7064.70 2.27 2.07 -46.7 -0.439 19.52 20.65 02a58423o0430o
58423.404968 -21.919  1.655    -6   10 o  0   0.97   2.69121  21.13909  6413.44  7025.41 2.26 2.08 -47.4 -0.438 19.52 20.63 02a58423o0449o
58423.415403  21.023  0.714    14   10 o  0   1.12   2.69121  21.13909  6466.18  7104.91 2.32 2.12 -43.0 -0.442 19.47 20.62 02a58423o0468o
58423.425546 -21.758  1.578    -7   11 o  0   0.93   2.69121  21.13909  6483.68  6988.82 2.30 2.10 -46.7 -0.447 19.51 20.72 02a58423o0487o
58425.387558 -20.892  0.922   -16   15 t  0   1.09   2.69121  21.13909  3666.20  1229.29 3.09 2.69  -6.7 -0.474 19.26 20.37 01a58425o0201t
58425.398006  22.435  3.462     4   13 t  0   1.32   2.69121  21.13909  3686.19  1267.31 2.98 2.62  -5.5 -0.481 19.29 20.40 01a58425o0220t
58425.408228 -20.263  0.532   -28   15 t  0   1.04   2.69121  21.13909  3631.41  1189.06 2.97 2.66  -4.1 -0.478 19.29 20.41 01a58425o0239t
58425.418195  20.958  0.764    15   12 t  0   1.66   2.69121  21.13909  3615.56  1305.80 2.79 2.54  -8.4 -0.494 19.30 20.41 01a58425o0258t
58427.408298  22.047  1.634     6    9 c  0   1.16   2.69121  21.13909  4716.12  5879.01 2.60 2.51 -44.7 -0.413 19.65 21.39 02a58427o0266c
58427.418834 -22.020  1.651    -6    9 c  0   1.00   2.69121  21.13909  4697.61  5839.71 2.57 2.43 -46.0 -0.416 19.66 21.47 02a58427o0287c
58427.429430  22.290  1.970     4    9 c  0   1.59   2.69121  21.13909  4750.78  5917.31 2.59 2.48 -55.3 -0.413 19.66 21.38 02a58427o0308c
58427.440321  21.381  0.808    10    8 c  0   1.42   2.69121  21.13909  4769.28  5800.17 2.57 2.42 -52.4 -0.406 19.67 21.33 02a58427o0329c
58431.405242 -21.662  1.068    -8    8 c  0   1.25   2.69121  21.13909  4308.79  9393.75 2.56 2.45  -6.2 -0.441 19.75 21.59 02a58431o0465c
58431.415744  22.708  3.417     3   10 c  0   1.00   2.69121  21.13909  4290.36  9353.73 2.49 2.34 -29.8 -0.434 19.77 21.65 02a58431o0486c
58431.426187  20.548  0.500    22   11 c  0   0.90   2.69121  21.13909  4343.78  9431.07 2.52 2.36  -4.1 -0.449 19.74 21.55 02a58431o0507c
58431.436747  22.025  1.452     6    8 c  0   1.70   2.69121  21.13909  4362.15  9312.60 2.55 2.39  -2.2 -0.445 19.73 21.48 02a58431o0528c
58433.364573  18.907  0.773    99   77 o  0   1.04   2.69121  21.13909  4336.13  2890.33 2.83 2.78 -62.2 -0.463 17.48 19.04 01a58433o0377o
58433.375713 -20.163  0.793   -31   25 o  0   0.92   2.69121  21.13909  4364.48  2972.65 2.95 2.68  89.3 -0.462 18.59 20.23 01a58433o0398o
58433.386922 -20.382  1.098   -26   28 o  0   1.07   2.69121  21.13909  4319.05  2937.37 3.03 2.73  88.9 -0.454 18.36 19.97 01a58433o0419o
58433.398272 -17.646  1.209  -317  384 o  0   1.67   2.69121  21.13909  4294.51  3095.46 3.03 2.74  82.5 -0.467 15.29 16.99 01a58433o0440o
58435.393223 -20.523  1.095   -22   25 c  0   1.03   2.69121  21.13909  3827.84  7717.80 2.66 2.50 -42.0 -0.412 17.29 19.15 02a58435o0442c
58435.403792 -20.532  0.681   -22   15 c  0   1.41   2.69121  21.13909  3810.08  7677.93 2.60 2.43 -34.6 -0.426 18.97 20.64 02a58435o0463c
58435.414342 -20.716  0.547   -19   10 c  0   1.25   2.69121  21.13909  3882.01  7754.78 2.69 2.48 -35.5 -0.415 19.37 21.15 02a58435o0484c
58435.424966 -24.013 15.000    -1   14 c  0   1.36   2.69121  21.13909  3900.31  7637.56 2.72 2.50 -50.3 -0.420 19.11 20.81 02a58435o0505c
58437.357911  18.976  0.688    93   64 o  0   1.05   2.69121  21.13909  3320.57  4149.00 2.89 2.80  64.2 -0.462 17.42 18.71 01a58437o0345o
58437.369144  16.641  1.059   801  848 o  0   1.27   2.69121  21.13909  3347.96  4230.56 2.87 2.77  82.8 -0.454 14.45 15.38 01a58437o0366o
58437.391504 -22.288  9.000    -4   40 o  0   1.13   2.69121  21.13909  3297.12  4351.56 2.94 2.70  80.3 -0.466 18.19 19.43 01a58437o0408o
58445.388544 -15.831  0.367 -1688  620 o  0   1.01   2.69121  21.13909  3967.17  5035.18 5.94 5.40 -85.3 -0.318 15.09 16.07 01a58445o0212o
58445.397037  17.379  0.790   406  321 o  0   1.13   2.69121  21.13909  3995.97  5103.36 5.29 5.01  88.9 -0.397 15.89 17.00 01a58445o0229o
58445.405601 -13.457  0.048 -15041  718 o  0   9.07   2.69121  21.13909  3951.45  5053.03 7.18 5.44 -14.3 -0.476 15.06 16.31 01a58445o0246o
58445.414429 -16.922  0.212  -618  131 o  0   1.32   2.69121  21.13909  3946.53  5195.53 5.36 5.24  69.6 -0.359 16.40 17.55 01a58445o0263o
58449.330330  21.165  1.230    12   15 o  0   0.96   2.69121  21.13909  5790.58  2527.07 3.07 2.89  85.5 -0.441 19.13 20.53 01a58449o0321o
58449.340283  21.546  1.714     9   15 o  0   1.00   2.69121  21.13909  5818.20  2603.26 3.11 2.94 -89.5 -0.435 19.08 20.44 01a58449o0340o
58449.350128 -20.897  0.976   -16   16 o  0   1.10   2.69121  21.13909  5773.79  2563.27 2.97 2.81  88.1 -0.452 19.07 20.33 01a58449o0359o
58449.359664 -22.395  4.429    -4   18 o  0   1.01   2.69121  21.13909  5765.99  2714.51 3.00 2.74  84.4 -0.449 19.01 20.26 01a58449o0378o
58451.332025  22.523  2.871     4   10 o  0   1.04   2.69121  21.13909  3978.31  8159.54 2.31 2.14 -33.2 -0.448 19.58 21.00 02a58451o0320o
58451.342189 -21.259  0.989   -11   11 o  0   0.83   2.69121  21.13909  3959.98  8120.32 2.42 2.26 -33.1 -0.447 19.56 21.05 02a58451o0339o
58451.352106  21.486  1.029     9   10 o  0   1.75   2.69121  21.13909  4013.47  8196.34 2.46 2.31 -38.7 -0.445 19.52 21.04 02a58451o0358o
58451.361659 -20.475  0.439   -23   10 o  0   1.42   2.69121  21.13909  4032.24  8078.62 2.38 2.24 -35.6 -0.459 19.51 20.91 02a58451o0377o
58453.314080   0.000 21.046     0   14 o  0   1.17   2.69121  21.13909  9876.43  1182.04 3.51 3.06 -78.7 -0.433 19.32 21.18 01a58453o0122o
58453.322798 -21.553  1.714    -9   15 o  0   1.19   2.69121  21.13909  9902.92  1254.32 3.71 2.96 -89.5 -0.441 19.32 21.12 01a58453o0139o
58453.324196 -22.536  4.312    -4   15 o  0   0.99   2.69121  21.13909   382.62  1311.62 3.17 3.08  41.7 -0.437 19.33 21.15 01a58453o0142o
58453.331396 -21.401  1.447   -10   14 o  0   1.16   2.69121  21.13909  9855.53  1210.07 3.88 3.01 -89.2 -0.435 19.26 21.05 01a58453o0156o
58453.332908 -21.117  1.222   -13   16 o  0   0.79   2.69121  21.13909   409.93  1384.09 3.38 3.22  81.3 -0.421 19.25 21.10 01a58453o0159o
58453.339986 -21.994  2.458    -6   14 o  0   1.41   2.69121  21.13909  9845.65  1361.12 3.76 2.80  89.8 -0.453 19.27 21.03 01a58453o0173o
58453.341772  23.073  6.600     2   14 o  0   0.94   2.69121  21.13909   362.05  1339.29 3.15 2.99  73.7 -0.446 19.32 21.07 01a58453o0176o
58453.350385  21.818  2.194     7   15 o  0   1.04   2.69121  21.13909   353.96  1488.48 3.19 3.00  79.9 -0.445 19.32 21.03 01a58453o0193o
58455.316718  22.571  2.071     3    7 c  0   1.58   2.69121  21.13909  1416.11  6262.46 2.45 2.34 -17.1 -0.441 19.77 21.73 02a58455o0233c
58455.326007  22.386  1.968     4    8 c  0   1.16   2.69121  21.13909  1397.56  6223.60 2.53 2.41 -16.6 -0.436 19.75 21.71 02a58455o0251c
58455.334633 -23.271  5.214    -2    9 c  0   1.20   2.69121  21.13909  1452.48  6299.65 2.51 2.36 -12.5 -0.439 19.74 21.74 02a58455o0268c
58455.344058 -21.414  0.819   -10    8 c  0   1.43   2.69121  21.13909  1471.64  6181.82 2.60 2.45   1.0 -0.443 19.70 21.64 02a58455o0286c
58459.325501  21.919  1.372     6    8 c  0   1.20   2.69121  21.13909  6305.52  1690.24 2.66 2.62  47.8 -0.404 19.68 21.53 02a58459o0301c
