###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59084.549403  20.936  0.528    15    8 o  0   2.02  41.51382   3.32991  7335.85  6005.34 2.08 1.97 -16.6 -0.398 19.77 21.14 01a59084o0698o
59084.557315  20.768  0.466    18    8 o  0   2.16  41.51382   3.32991  7396.67  6086.36 2.00 1.93 -10.1 -0.403 19.85 21.17 01a59084o0715o
59084.567937  22.208  1.904     5    9 o  0   1.88  41.51382   3.32991  7418.88  5972.92 2.11 2.06 -47.2 -0.403 19.75 21.19 01a59084o0738o
59086.565469  21.684  1.439     8   11 c  0   1.44  41.51382   3.32991  6135.90  9174.12 2.59 2.28 -52.1 -0.421 19.70 21.59 02a59086o0189c
59086.567298 -22.485  3.074    -4   11 c  0   1.39  41.51382   3.32991  6155.50  9213.28 2.61 2.30 -53.8 -0.416 19.69 21.59 02a59086o0193c
59086.570064  22.786  3.905     3   11 c  0   1.41  41.51382   3.32991  6097.66  9135.57 2.58 2.26 -53.4 -0.418 19.69 21.60 02a59086o0199c
59086.579306 -20.858  0.718   -16   12 c  0   1.28  41.51382   3.32991  6078.84  9252.15 2.57 2.28 -50.7 -0.416 19.70 21.62 02a59086o0219c
59088.578349  19.199  0.165    76   12 o  0   1.32  41.51382   3.32991  8854.05  1682.48 3.12 2.29  -6.5 -0.416 19.57 21.23 01a59088o0766o
59088.588440  19.236  0.116    73    8 o  0   2.51  41.51382   3.32991  8834.35  1641.60 2.46 2.25 -26.7 -0.382 19.70 21.20 01a59088o0787o
59088.591679  18.929  0.113    97   11 o  0   0.94  41.51382   3.32991  8891.96  1719.54 2.45 2.25 -20.4 -0.391 19.68 21.19 01a59088o0794o
59088.604595  19.067  0.128    86   11 o  0   1.42  41.51382   3.32991  8912.45  1604.77 2.37 2.20 -41.4 -0.395 19.78 21.24 01a59088o0822o
59090.565827  19.783  0.265    44   12 o  0   1.15  41.51382   3.32991  5067.36  2482.52 2.22 1.90  37.7 -0.443 19.67 21.17 02a59090o0701o
59090.567654  20.085  0.329    34   11 o  0   1.55  41.51382   3.32991  5086.50  2520.62 2.29 1.90  34.8 -0.448 19.67 21.18 02a59090o0705o
59090.570857  19.508  0.195    57   11 o  0   3.67  41.51382   3.32991  5028.91  2442.82 2.24 1.93  36.2 -0.442 19.62 21.19 02a59090o0712o
59090.580870  19.421  0.168    62   10 o  0   3.01  41.51382   3.32991  5010.13  2560.89 2.30 1.93  33.7 -0.438 19.64 21.23 02a59090o0733o
59092.484230  19.112  0.291    82   24 o  0   0.98  41.51382   3.32991  8859.24  1684.94 2.57 2.35 -56.5 -0.376 18.93 19.54 01a59092o0527o
59092.490230  18.816  0.191   108   21 o  0   1.32  41.51382   3.32991  8838.29  1644.93 2.71 2.37 -70.6 -0.389 18.95 19.58 01a59092o0540o
59092.555428  18.944  0.159    96   15 o  0   1.78  41.51382   3.32991  8893.54  1720.60 2.49 2.33 -51.0 -0.386 19.19 19.90 01a59092o0554o
59092.558234  19.566  0.307    54   17 o  0   1.12  41.51382   3.32991  8913.66  1603.03 2.40 2.18 -52.5 -0.383 19.23 19.92 01a59092o0560o
59094.461536  18.525  0.193   141   27 o  0   1.13  41.51382   3.32991  5058.21  2482.79 2.15 1.91  40.8 -0.444 18.54 18.78 02a59094o0472o
59094.464314  18.615  0.202   130   26 o  0   0.92  41.51382   3.32991  5076.02  2520.22 2.25 1.88  38.3 -0.462 18.63 18.82 02a59094o0478o
59094.468914  18.907  0.252    99   25 o  0   0.97  41.51382   3.32991  5017.52  2442.49 2.31 1.94  40.7 -0.436 18.58 18.84 02a59094o0488o
59094.474416  18.630  0.219   128   28 o  0   1.03  41.51382   3.32991  4997.58  2559.82 2.16 1.86  42.1 -0.469 18.70 18.88 02a59094o0500o
59102.536878  17.969  0.065   236   15 o  0   1.06  41.51382   3.32991  4977.68   534.56 1.94 1.80 -69.6 -0.461 19.49 20.41 02a59102o0689o
59102.539623  18.056  0.058   218   12 o  0   2.64  41.51382   3.32991  4997.87   574.59 1.98 1.82 -71.6 -0.461 19.48 20.43 02a59102o0695o
59102.551946  17.943  0.064   241   15 o  0   0.98  41.51382   3.32991  4941.56   497.08 1.95 1.78 -64.4 -0.452 19.48 20.42 02a59102o0721o
59102.554721  18.082  0.068   212   14 o  0   1.55  41.51382   3.32991  4923.03   613.41 1.95 1.83 -69.3 -0.460 19.46 20.44 02a59102o0727o
59104.453346  17.955  0.053   239   13 o  0   1.36  41.51382   3.32991  1292.62  9739.92 1.96 1.77 -53.5 -0.469 19.69 21.03 01a59104o0527o
59104.488859  17.905  0.048   250   12 o  0   1.19  41.51382   3.32991  1280.45  9702.04 2.16 1.95 -62.9 -0.435 19.68 21.01 01a59104o0603o
59104.494496  17.910  0.047   249   12 o  0   1.02  41.51382   3.32991  1338.71  9784.56 1.98 1.79 -51.8 -0.441 19.69 21.01 01a59104o0615o
59104.500496  17.949  0.040   240   10 o  0   2.77  41.51382   3.32991  1361.38  9667.66 2.01 1.78 -63.7 -0.444 19.70 21.03 01a59104o0628o
59106.515827  18.342  0.062   167   10 c  0   2.03  41.51382   3.32991  5163.73  4420.72 2.57 2.31  38.2 -0.399 19.73 21.72 02a59106o0658c
59106.518113  18.470  0.070   149   10 c  0   1.23  41.51382   3.32991  5182.70  4459.98 2.45 2.25  36.6 -0.403 19.73 21.73 02a59106o0663c
59106.520865  18.356  0.064   165   10 c  0   1.06  41.51382   3.32991  5125.12  4382.22 2.50 2.26  32.2 -0.403 19.74 21.74 02a59106o0669c
59106.525926  18.338  0.051   168    8 c  0   2.30  41.51382   3.32991  5105.05  4499.25 2.54 2.29  30.9 -0.397 19.75 21.75 02a59106o0680c
59108.486541  17.966  0.050   236   12 o  0   1.21  41.51382   3.32991  1299.89  9747.44 2.11 1.91 -66.4 -0.438 19.68 21.15 01a59108o0578o
59108.488388  17.927  0.046   245   11 o  0   1.49  41.51382   3.32991  1280.63  9708.69 2.15 1.94 -66.8 -0.433 19.69 21.18 01a59108o0582o
59108.491155  17.990  0.050   231   12 o  0   1.81  41.51382   3.32991  1339.25  9787.36 2.11 1.90 -65.1 -0.442 19.75 21.20 01a59108o0588o
59108.500382  17.901  0.050   251   12 o  0   1.39  41.51382   3.32991  1361.28  9671.23 2.22 2.06 -24.0 -0.428 19.69 21.20 01a59108o0608o
59110.483674  18.612  0.079   130   10 c  0   1.73  41.51382   3.32991  5162.59  4419.95 2.58 2.29  38.6 -0.395 19.68 21.53 02a59110o0591c
59110.486877  18.681  0.086   122   11 c  0   1.38  41.51382   3.32991  5181.71  4459.37 2.66 2.33  37.8 -0.394 19.67 21.54 02a59110o0598c
59110.489621  18.578  0.067   134    9 c  0   3.23  41.51382   3.32991  5123.89  4381.92 2.59 2.28  39.1 -0.394 19.71 21.54 02a59110o0604c
59110.498689  18.581  0.072   134   10 c  0   1.56  41.51382   3.32991  5099.93  4500.15 2.64 2.26  32.9 -0.396 19.67 21.56 02a59110o0623c
59112.482158  18.257  0.059   181   11 o  0   1.32  41.51382   3.32991  1038.74  3914.40 2.05 1.97  -6.8 -0.412 19.63 20.85 01a59112o0596o
59112.483999  18.337  0.074   168   12 o  0   0.88  41.51382   3.32991  1019.21  3875.62 1.89 1.84 -18.3 -0.421 19.70 20.85 01a59112o0600o
59112.489833  18.313  0.071   172   12 o  0   1.52  41.51382   3.32991  1079.78  3954.11 2.00 1.91  -8.0 -0.415 19.61 20.81 01a59112o0612o
59112.498143  18.238  0.072   184   13 o  0   1.17  41.51382   3.32991  1099.20  3839.17 2.11 2.08  -4.4 -0.410 19.54 20.79 01a59112o0630o
59114.477612  19.000  0.132    91   12 c  0   1.52  41.51382   3.32991  3665.67  8781.52 2.42 2.36  36.7 -0.405 19.64 21.40 02a59114o0582c
59114.491481  18.932  0.103    97   10 c  0   2.44  41.51382   3.32991  3693.79  8816.93 2.35 2.31  -5.4 -0.399 19.67 21.48 02a59114o0612c
59114.495189  18.823  0.099   107   11 c  0   2.45  41.51382   3.32991  3635.59  8739.82 2.33 2.31  30.6 -0.399 19.69 21.50 02a59114o0620c
59114.502703  18.795  0.108   110   12 c  0   1.29  41.51382   3.32991  3611.20  8859.11 2.34 2.33 -18.7 -0.397 19.70 21.51 02a59114o0636c
59120.469014  19.211  0.209    75   16 o  0   1.10  41.51382   3.32991  9391.55  7901.91 2.43 2.30  54.9 -0.390 19.22 20.02 01a59120o0574o
59120.474191  18.886  0.140   101   14 o  0   1.54  41.51382   3.32991  9373.88  7864.93 2.49 2.42  38.7 -0.366 19.13 20.04 01a59120o0585o
59120.477877  18.605  0.133   131   17 o  0   1.47  41.51382   3.32991  9432.52  7942.78 2.52 2.39   5.5 -0.368 19.20 20.05 01a59120o0593o
59120.483249  18.991  0.230    92   21 o  0   1.05  41.51382   3.32991  9451.25  7823.90 2.23 2.10  33.8 -0.385 19.05 19.70 01a59120o0604o
59130.504409  19.242  0.172    73   13 o  0   1.55  41.51382   3.32991  2480.12  1472.57 2.14 2.04 -66.3 -0.455 19.35 20.32 02a59130o0661o
59130.507722  19.706  0.300    48   14 o  0   1.13  41.51382   3.32991  2461.34  1437.68 2.06 1.96 -64.6 -0.468 19.37 20.32 02a59130o0668o
59130.539974  19.416  0.200    62   12 o  0   1.53  41.51382   3.32991  2520.23  1516.72 2.00 1.91 -73.4 -0.473 19.41 20.32 02a59130o0737o
59130.546400  19.144  0.177    80   14 o  0   1.29  41.51382   3.32991  2541.21  1401.21 2.11 2.00 -70.7 -0.463 19.38 20.32 02a59130o0751o
59132.428138  19.168  0.140    78   11 o  0   1.15  41.51382   3.32991  9294.99  5959.95 2.12 2.07 -82.9 -0.414 19.72 20.82 01a59132o0471o
59132.439538  18.953  0.145    95   14 o  0   1.49  41.51382   3.32991  9275.95  5920.52 3.41 2.18  -0.7 -0.388 19.33 20.68 01a59132o0495o
59132.456680  19.205  0.217    76   16 o  0   1.37  41.51382   3.32991  9336.36  5996.02 2.20 2.15 -87.0 -0.399 18.94 19.92 01a59132o0530o
59132.460493  19.093  0.131    84   11 o  0   1.25  41.51382   3.32991  9354.65  5879.90 2.24 2.15  85.4 -0.416 19.60 20.67 01a59132o0538o
59134.564385  19.544  0.172    55   10 o  0   2.32  41.51382   3.32991  2474.29  1481.38 2.23 2.04 -61.1 -0.459 19.47 20.74 02a59134o0133o
59134.567594  19.270  0.192    71   14 o  0   1.21  41.51382   3.32991  2455.14  1442.20 2.32 2.13 -63.1 -0.454 19.48 20.73 02a59134o0140o
59134.574965  19.214  0.190    75   14 o  0   1.29  41.51382   3.32991  2516.03  1520.04 2.20 2.05 -63.3 -0.454 19.47 20.68 02a59134o0156o
59134.591584  19.002  0.237    91   22 o  0   0.69  41.51382   3.32991  2539.50  1401.89 2.24 2.01 -55.5 -0.462 19.01 20.15 02a59134o0192o
59136.504209  19.196  0.155    76   12 o  0   1.16  41.51382   3.32991  9424.19  4679.59 2.22 2.16 -75.6 -0.413 19.76 21.06 01a59136o0906o
59136.508814  19.309  0.138    69    9 o  0   2.23  41.51382   3.32991  9445.07  4719.06 2.24 2.23  16.9 -0.412 19.72 21.08 01a59136o0916o
59136.514364  19.365  0.152    65   10 o  0   2.23  41.51382   3.32991  9387.35  4641.81 2.38 2.27 -72.4 -0.406 19.66 21.05 01a59136o0928o
59136.549029  19.601  0.255    52   13 o  0   1.14  41.51382   3.32991  9373.66  4756.78 2.42 2.20 -86.1 -0.409 19.67 20.94 01a59136o1002o
59138.500630 -17.610  1.163  -328  382 c  0   1.49  41.51382   3.32991  7435.60  7993.86 2.81 2.41  43.8 -0.418 15.48 17.00 02a59138o0672c
59138.506625  19.373  0.950    65   61 c  0   1.00  41.51382   3.32991  7416.55  7954.23 2.81 2.42  45.6 -0.395 17.42 19.06 02a59138o0685c
59138.509841  19.502  0.312    57   18 c  0   1.25  41.51382   3.32991  7474.98  8032.50 2.78 2.45  45.9 -0.395 19.06 20.83 02a59138o0692c
59138.544704  20.116  0.290    33   10 c  0   1.59  41.51382   3.32991  7491.30  7918.09 2.74 2.41  44.4 -0.397 19.73 21.59 02a59138o0767c
59140.362620  19.413  0.149    62    9 o  0   1.89  41.51382   3.32991  1129.74  5850.63 1.85 1.77 -65.0 -0.427 19.67 20.87 01a59140o0372o
59140.383423  19.633  0.193    51   10 o  0   1.61  41.51382   3.32991  1111.63  5814.54 1.94 1.81 -26.4 -0.424 19.66 20.91 01a59140o0417o
59140.407678  19.551  0.183    55   10 o  0   1.31  41.51382   3.32991  1168.69  5893.34 1.94 1.82 -65.6 -0.422 19.74 21.01 01a59140o0467o
59140.414275  19.643  0.213    50   11 o  0   0.87  41.51382   3.32991  1189.40  5779.62 1.99 1.91 -34.4 -0.425 19.73 21.06 01a59140o0480o
59142.353597  20.319  0.330    27    9 c  0   1.43  41.51382   3.32991  3136.49  2571.47 2.44 2.27  49.1 -0.398 19.70 21.35 02a59142o0359c
59142.388648  21.565  1.197     9   10 c  0   1.54  41.51382   3.32991  3163.08  2604.86 2.49 2.35  48.5 -0.396 19.65 21.43 02a59142o0433c
59142.393779  20.424  0.330    25    8 c  0   2.33  41.51382   3.32991  3106.18  2531.34 2.45 2.37  53.5 -0.400 19.65 21.45 02a59142o0444c
59142.413545  21.122  0.624    13    8 c  0   2.67  41.51382   3.32991  3081.82  2648.97 2.52 2.29  43.3 -0.399 19.67 21.51 02a59142o0485c
59144.395657  19.693  0.272    48   13 o  0   1.54  41.51382   3.32991  7548.08  9936.94 2.01 1.93  -5.7 -0.392 19.32 20.40 01a59144o0429o
59144.400287  19.474  0.222    59   13 o  0   1.11  41.51382   3.32991  7528.56  9898.53 1.96 1.90 -49.4 -0.382 19.43 20.51 01a59144o0439o
59144.405824  19.592  0.270    53   14 o  0   1.19  41.51382   3.32991  7588.83  9977.16 1.98 1.91  19.7 -0.381 19.41 20.51 01a59144o0451o
59144.425864  19.744  0.324    46   15 o  0   0.80  41.51382   3.32991  7608.72  9856.40 2.00 1.87   9.0 -0.379 19.51 20.67 01a59144o0493o
59146.473501  20.238  0.303    29    9 c  0   1.75  41.51382   3.32991  9203.09  4022.62 2.66 2.48  39.0 -0.382 19.70 21.59 02a59146o0617c
59146.479020  20.559  0.497    22   11 c  0   1.01  41.51382   3.32991  9182.54  3983.71 2.69 2.51  42.4 -0.377 19.73 21.59 02a59146o0629c
59146.482711  20.723  0.455    19    8 c  0   1.91  41.51382   3.32991  9240.96  4062.55 2.65 2.49  45.1 -0.384 19.67 21.59 02a59146o0637c
59146.515367  21.192  0.736    12    9 c  0   1.61  41.51382   3.32991  9255.95  3951.40 2.55 2.40  36.6 -0.388 19.70 21.60 02a59146o0656c
59148.406199  19.761  0.269    45   12 o  0   1.27  41.51382   3.32991  7551.18  9939.08 2.03 1.89 -18.0 -0.371 19.43 20.25 01a59148o0470o
59148.408040  19.815  0.322    43   14 o  0   1.61  41.51382   3.32991  7531.91  9900.29 2.07 1.94 -20.4 -0.382 19.40 20.21 01a59148o0474o
59148.418680  19.489  0.230    58   13 o  0   1.19  41.51382   3.32991  7592.28  9978.50 2.09 1.97  -7.4 -0.399 19.42 20.26 01a59148o0497o
59148.424669  19.322  0.181    68   12 o  0   1.22  41.51382   3.32991  7611.97  9861.96 1.96 1.86 -12.9 -0.377 19.34 20.08 01a59148o0510o
59156.436754  19.674  0.244    49   12 o  0   3.47  41.51382   3.32991  3305.29  6460.09 1.88 1.79 -29.0 -0.423 19.10 19.34 01a59156o0486o
59156.440441  19.963  0.352    38   13 o  0   1.81  41.51382   3.32991  3325.30  6497.77 1.86 1.78 -24.6 -0.420 19.09 19.35 01a59156o0494o
59156.446425  19.594  0.295    53   16 o  0   2.57  41.51382   3.32991  3268.68  6419.84 1.89 1.76 -13.8 -0.410 19.12 19.36 01a59156o0507o
59156.479732  19.241  0.254    73   19 o  0   1.16  41.51382   3.32991  3253.29  6531.70 2.09 1.91  -4.2 -0.400 18.95 19.26 01a59156o0578o
59157.461474  21.567  3.225     9   28 o  0   1.08  41.51382   3.32991  3307.22  6460.19 1.79 1.73 -51.5 -0.431 18.59 18.64 01a59157o0499o
59157.467542  19.359  0.259    66   17 o  0   1.51  41.51382   3.32991  3328.27  6497.74 1.80 1.73  -6.6 -0.417 19.05 19.36 01a59157o0512o
59157.471227  20.007  0.944    36   34 o  0   1.32  41.51382   3.32991  3270.32  6421.46 1.90 1.84 -17.3 -0.415 18.18 18.20 01a59157o0520o
59157.493923  20.990  1.325    15   19 o  0   1.40  41.51382   3.32991  3254.72  6535.21 1.95 1.87 -54.9 -0.418 18.69 18.81 01a59157o0567o
59158.351445  19.744  0.355    46   16 o  0   1.58  41.51382   3.32991  5260.27  6356.69 2.37 1.84  39.2 -0.425 19.28 20.00 02a59158o0363o
59158.356488  21.370  1.484    10   15 o  0   1.63  41.51382   3.32991  5283.88  6394.31 2.47 1.82  35.0 -0.419 19.28 20.03 02a59158o0374o
59158.369892  20.145  0.569    32   18 o  0   0.92  41.51382   3.32991  5227.70  6317.58 2.48 1.80  33.5 -0.423 19.23 19.97 02a59158o0403o
59158.394791  20.455  0.799    24   19 o  0   2.06  41.51382   3.32991  5205.28  6436.85 2.55 1.90  36.5 -0.416 18.60 19.47 02a59158o0456o
59159.430520  16.810  3.909   685 2679 o  0   0.66  41.51382   3.32991  5322.79  4202.89 2.67 2.06  39.5 -0.439 13.81 13.78 02a59159o0520o
59159.434195 -17.257  4.612  -454 2095 o  0   0.92  41.51382   3.32991  5304.30  4165.31 3.08 2.61  38.2 -0.443 13.98 14.12 02a59159o0528o
59160.435972  19.088  0.470    84   40 o  0   0.98  41.51382   3.32991  7381.47  2855.70 2.05 1.92  -6.5 -0.406 18.33 18.85 01a59160o0549o
59160.439655 -21.196  3.615   -12   44 o  0   1.11  41.51382   3.32991  7401.90  2894.74 2.18 1.86  -0.6 -0.418 18.16 18.83 01a59160o0557o
59160.446115  21.263  4.419    11   50 o  0   1.45  41.51382   3.32991  7344.29  2816.92 2.11 1.92  -3.6 -0.407 17.71 18.30 01a59160o0571o
59160.458572  19.516  0.212    57   12 o  0   1.90  41.51382   3.32991  7327.26  2932.81 2.03 1.86  -9.1 -0.406 19.57 20.29 01a59160o0598o
59164.561995  19.980  0.374    37   14 o  0   1.53  41.51382   3.32991  7394.55  2863.47 2.42 2.28 -42.4 -0.379 19.28 20.26 01a59164o0310o
59164.565222  19.974  0.370    37   14 o  0   1.52  41.51382   3.32991  7412.30  2902.75 2.31 2.20 -38.6 -0.434 19.28 20.23 01a59164o0317o
59164.571218  20.378  0.569    26   15 o  0   1.23  41.51382   3.32991  7353.11  2827.23 2.54 2.35 -66.1 -0.390 19.16 20.14 01a59164o0330o
59170.417774  20.892  0.672    16   11 c  0   1.04  41.51382   3.32991  3068.67  5746.98 2.52 2.26  45.0 -0.398 19.67 21.48 02a59170o0412c
59170.425145 -23.778  7.889    -1    9 c  0   1.97  41.51382   3.32991  3046.74  5709.24 2.55 2.24  42.0 -0.392 19.71 21.49 02a59170o0428c
59170.431113  21.693  1.210     8    9 c  0   1.63  41.51382   3.32991  3102.04  5783.48 2.53 2.22  46.6 -0.391 19.73 21.55 02a59170o0441c
