index,JD,filter,mag,ztf_mag_lower,ztf_mag_upper,atlas_mag_err,data_origin
0,2458266.7283102,ZTF_i,,,,,ztf
1,2458266.795544,ZTF_r,21.52789565968297,22.7136881090902,20.974681371765374,,ztf
2,2458266.8086343,ZTF_r,,,22.718958715036383,,ztf
3,2458266.8090972,ZTF_r,22.76589787645819,,21.599919354602633,,ztf
4,2458266.8295949,ZTF_r,22.32867016962728,,21.419534861762997,,ztf
5,2458266.8305093,ZTF_r,,,,,ztf
6,2458266.9037963,ZTF_g,,,,,ztf
7,2458266.921875,ZTF_g,21.7641158830669,,20.849433712186105,,ztf
8,2458266.9228009,ZTF_g,,,22.28916700266496,,ztf
9,2458266.9485995,ZTF_g,,,22.940861202510916,,ztf
10,2458267.9565972,ZTF_g,21.696098786110174,,20.81183317301677,,ztf
11,2458267.977662,ZTF_g,23.039558467704502,,21.247540513411543,,ztf
12,2458268.8929977,ZTF_r,,,,,ztf
13,2458268.8934491,ZTF_r,23.365745282969307,,21.77791704163825,,ztf
14,2458268.8939236,ZTF_r,,,23.61377742106755,,ztf
15,2458268.8943866,ZTF_r,23.77358513302331,,21.82105168066019,,ztf
16,2458268.9053588,ZTF_r,,,23.280011633473638,,ztf
17,2458268.9334954,ZTF_r,21.16031602457594,21.959645268725012,20.704940078810445,,ztf
18,2458269.8040625,ZTF_g,24.037660923086122,,21.717367934400457,,ztf
19,2458269.8271181,ZTF_g,22.346220421133474,,21.170773989815935,,ztf
20,2458269.8280324,ZTF_g,24.682615759787456,,21.55500425679351,,ztf
21,2458269.8696528,ZTF_r,,,22.50012652937281,,ztf
22,2458269.8918634,ZTF_r,,,,,ztf
23,2458269.8927894,ZTF_r,,,24.707399134690306,,ztf
24,2458270.7653704,ZTF_g,22.636739666377892,,21.555285203886278,,ztf
25,2458270.7805093,ZTF_g,,,22.36554398087182,,ztf
26,2458270.8331366,ZTF_r,,,23.38633187976782,,ztf
27,2458270.8488194,ZTF_r,25.015799836230237,,22.054985583846978,,ztf
28,2458270.8727431,ZTF_r,,,22.231984333336513,,ztf
29,2458270.8731944,ZTF_r,,,22.250697333160726,,ztf
30,2458270.8746065,ZTF_r,,,24.16055755400982,,ztf
31,2458270.8750694,ZTF_r,,,22.96333524090004,,ztf
32,2458270.8810648,ZTF_r,24.080383459903768,,21.927765632564252,,ztf
33,2458270.948044,ZTF_g,,,22.8815222778594,,ztf
34,2458271.8899537,ZTF_r,,,,,ztf
35,2458272.7598611,ZTF_g,,,,,ztf
36,2458272.7607755,ZTF_g,,,24.047744745078532,,ztf
37,2458272.7776852,ZTF_r,,,24.52172899317347,,ztf
38,2458272.8056134,ZTF_r,,,,,ztf
39,2458272.8065278,ZTF_r,,,23.383845356314087,,ztf
40,2458272.8252083,ZTF_r,25.114633476727796,,22.418395418001438,,ztf
41,2458272.8665625,ZTF_i,,,,,ztf
42,2458272.8831134,ZTF_g,,,22.919460584835214,,ztf
43,2458272.9149074,ZTF_g,23.009562093925698,,21.95873337595205,,ztf
44,2458273.7669907,ZTF_g,,,,,ztf
45,2458273.7837616,ZTF_g,24.945859147894822,,22.936699012461915,,ztf
46,2458273.8016088,ZTF_g,,,23.290017097406334,,ztf
47,2458273.8236574,ZTF_r,24.817228235008002,,22.497426377224325,,ztf
48,2458273.848125,ZTF_r,,,22.734557867479204,,ztf
49,2458273.8724769,ZTF_r,22.383277185253462,24.310580708602,21.72683176276191,,ztf
50,2458273.9111921,ZTF_r,,,23.31776884940836,,ztf
51,2458273.9116435,ZTF_r,25.114608466280313,,22.508064458687485,,ztf
52,2458274.7480208,ZTF_g,,,,,ztf
53,2458274.7680787,ZTF_g,,,23.5640549454783,,ztf
54,2458274.7846296,ZTF_g,,,24.115476326252324,,ztf
55,2458274.8026505,ZTF_r,23.323415942696943,,22.329025584605446,,ztf
56,2458274.8242708,ZTF_r,,,23.241687100632248,,ztf
