HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2460029.62,2023-03-26.1160377,bs,1.47,18.11,>18.110,99.99,0.025,0.041,g
2460029.842,2023-03-26.3364089,bt,1.54,17.983,>17.983,99.99,-0.174,0.047,g
2460033.584,2023-03-30.0794771,bk,1.7,18.053,>18.053,99.99,-0.105,0.044,g
2460034.733,2023-03-31.2289710,bs,1.56,17.655,>17.655,99.99,0.06,0.063,g
2460035.537,2023-04-01.0320611,bl,2.02,17.293,>17.293,99.99,-0.147,0.088,g
2460035.798,2023-04-01.2935467,bs,1.65,16.268,>16.268,99.99,-0.564,0.226,g
2460039.563,2023-04-05.0585961,bH,1.54,17.263,>17.263,99.99,-0.033,0.09,g
2460039.57,2023-04-05.0654394,bl,1.51,16.966,>16.966,99.99,0.122,0.119,g
2460039.707,2023-04-05.2028020,bk,1.48,16.872,>16.872,99.99,0.308,0.13,g
2460040.668,2023-04-06.1640659,bk,1.4,16.312,>16.312,99.99,0.359,0.217,g
2460041.648,2023-04-07.1434822,bl,1.49,17.156,>17.156,99.99,0.209,0.1,g
2460042.727,2023-04-08.2226709,bl,1.42,16.823,>16.823,99.99,0.381,0.135,g
2460043.557,2023-04-09.0521002,bl,1.45,17.514,>17.514,99.99,0.213,0.072,g
2460043.65,2023-04-09.1462568,bG,1.53,17.135,>17.135,99.99,-0.09,0.102,g
2460044.703,2023-04-10.1992622,bG,1.46,17.245,>17.245,99.99,0.112,0.092,g
2460044.786,2023-04-10.2828613,bs,1.47,17.05,>17.050,99.99,-0.374,0.11,g
2460045.573,2023-04-11.0698265,bk,1.48,18.365,>18.365,99.99,0.124,0.033,g
2460046.718,2023-04-12.2134910,bl,1.53,17.016,>17.016,99.99,-0.03,0.113,g
2460046.761,2023-04-12.2581232,bs,1.46,18.042,>18.042,99.99,-0.146,0.044,g
2460047.761,2023-04-13.2580259,bs,1.48,18.08,>18.080,99.99,-0.061,0.043,g
2460048.642,2023-04-14.1391559,bk,1.46,18.196,>18.196,99.99,-0.087,0.038,g
2460048.655,2023-04-14.1505662,bl,1.47,17.967,>17.967,99.99,-0.054,0.047,g
2460049.677,2023-04-15.1737140,bG,1.47,18.187,>18.187,99.99,0.026,0.039,g
2460049.712,2023-04-15.2076868,bl,1.98,17.917,>17.917,99.99,0.058,0.049,g
2460050.611,2023-04-16.1079395,bG,1.44,17.841,>17.841,99.99,-0.104,0.053,g
2460050.63,2023-04-16.1259741,bl,1.45,18.197,>18.197,99.99,-0.061,0.038,g
2460050.652,2023-04-16.1486958,bk,1.41,18.212,>18.212,99.99,0.002,0.038,g
2460051.707,2023-04-17.2030791,bH,1.38,18.064,>18.064,99.99,-0.021,0.043,g
2460052.388,2023-04-17.8847702,bo,1.53,18.703,>18.703,99.99,0.012,0.024,g
2460052.592,2023-04-18.0875909,bl,1.51,17.775,>17.775,99.99,-0.131,0.056,g
2460052.617,2023-04-18.1126149,bH,1.42,17.918,>17.918,99.99,0.172,0.049,g
2460053.545,2023-04-19.0419285,bk,1.51,18.167,>18.167,99.99,0.036,0.039,g
2460054.613,2023-04-20.1093162,bH,1.51,18.077,>18.077,99.99,-0.066,0.043,g
2460054.734,2023-04-20.2315289,bs,1.45,17.949,>17.949,99.99,0.013,0.048,g
2460056.628,2023-04-22.1239476,bl,1.53,17.757,>17.757,99.99,-0.007,0.057,g
2460057.803,2023-04-23.3001267,bC,1.42,18.288,>18.288,99.99,-0.056,0.035,g
2460058.8,2023-04-24.2968178,bD,1.5,18.049,>18.049,99.99,0.072,0.044,g
2460059.784,2023-04-25.2809077,bC,1.4,18.081,>18.081,99.99,-0.015,0.043,g
2460060.532,2023-04-26.0290638,bH,1.38,18.034,>18.034,99.99,-0.038,0.044,g
2460061.636,2023-04-27.1336484,bs,1.47,17.502,>17.502,99.99,-0.031,0.073,g
2460062.639,2023-04-28.1363229,bk,1.43,18.009,>18.009,99.99,-0.012,0.045,g
2460063.606,2023-04-29.1032317,bk,1.5,17.745,>17.745,99.99,0.032,0.058,g
2460063.633,2023-04-29.1295906,bl,1.47,17.444,>17.444,99.99,0.228,0.076,g
2460063.653,2023-04-29.1502752,bH,1.5,17.67,>17.670,99.99,-0.221,0.062,g
2460065.484,2023-04-30.9807446,bH,1.45,17.11,>17.110,99.99,0.221,0.104,g
2460065.499,2023-04-30.9964399,bG,1.42,17.362,>17.362,99.99,-0.061,0.082,g
2460066.56,2023-05-02.0573002,bH,1.46,17.063,>17.063,99.99,0.018,0.109,g
2460066.569,2023-05-02.0669510,bk,1.57,17.77,>17.770,99.99,-0.147,0.057,g
2460067.588,2023-05-03.0856964,bk,1.48,17.129,>17.129,99.99,0.329,0.102,g
2460070.685,2023-05-06.1834972,bs,1.5,16.158,>16.158,99.99,0.504,0.25,g
2460071.6,2023-05-07.0978988,bl,1.47,16.965,>16.965,99.99,-0.058,0.119,g
2460071.653,2023-05-07.1510289,bH,1.61,16.798,>16.798,99.99,0.158,0.139,g
2460073.369,2023-05-08.8669436,bo,1.54,17.348,>17.348,99.99,-0.127,0.084,g
2460074.746,2023-05-10.2441958,bC,1.5,18.328,>18.328,99.99,0.025,0.034,g
2460074.75,2023-05-10.2480217,bD,1.49,18.187,>18.187,99.99,0.106,0.039,g
2460075.351,2023-05-10.8497048,bo,1.5,17.683,>17.683,99.99,-0.048,0.061,g
2460076.583,2023-05-12.0812655,bk,1.49,18.202,>18.202,99.99,-0.087,0.038,g
2460076.742,2023-05-12.2409968,bC,1.59,17.61,>17.610,99.99,-0.006,0.066,g
2460077.575,2023-05-13.0731530,bk,1.45,18.434,>18.434,99.99,-0.057,0.031,g
2460077.634,2023-05-13.1325827,bH,1.43,18.011,>18.011,99.99,0.041,0.045,g
2460077.739,2023-05-13.2375348,bC,2.03,17.52,>17.520,99.99,0.287,0.071,g
2460078.61,2023-05-14.1090192,bG,1.41,17.976,>17.976,99.99,-0.091,0.047,g
2460078.628,2023-05-14.1259460,bl,1.45,17.83,>17.830,99.99,-0.128,0.054,g
2460079.634,2023-05-15.1323369,bH,1.41,17.817,>17.817,99.99,0.213,0.054,g
2460080.336,2023-05-15.8348907,bo,1.45,18.289,>18.289,99.99,-0.06,0.035,g
2460080.626,2023-05-16.1241192,bH,1.4,17.867,>17.867,99.99,0.223,0.052,g
2460081.332,2023-05-16.8305459,bo,1.39,18.072,>18.072,99.99,0.045,0.043,g
2460082.621,2023-05-18.1192979,bH,1.46,17.956,>17.956,99.99,0.071,0.048,g
2460083.646,2023-05-19.1451587,bs,1.45,18.053,>18.053,99.99,0.117,0.044,g
2460084.315,2023-05-19.8142400,bo,1.41,18.468,>18.468,99.99,-0.028,0.03,g
2460085.612,2023-05-21.1110150,bH,1.56,17.904,>17.904,99.99,-0.109,0.05,g
2460086.636,2023-05-22.1357187,bs,1.43,17.889,>17.889,99.99,-0.054,0.051,g
2460087.647,2023-05-23.1461281,bs,1.52,17.764,17.734,0.213,0.293,0.057,g
2460088.27,2023-05-23.7691208,bo,1.55,18.658,>18.658,99.99,0.055,0.025,g
2460088.603,2023-05-24.1021317,bH,1.43,18.321,>18.321,99.99,0.024,0.034,g
2460088.633,2023-05-24.1329994,bs,1.41,17.966,>17.966,99.99,-0.05,0.047,g
2460089.597,2023-05-25.0960995,bl,1.49,17.695,>17.695,99.99,-0.072,0.061,g
2460091.595,2023-05-27.0942846,bH,1.38,17.529,>17.529,99.99,-0.013,0.071,g
2460092.566,2023-05-28.0660615,bG,1.49,17.419,>17.419,99.99,-0.079,0.078,g
2460094.557,2023-05-30.0573284,bG,1.45,17.04,>17.040,99.99,-0.002,0.111,g
2460094.581,2023-05-30.0809290,bH,1.43,16.885,>16.885,99.99,-0.56,0.128,g
2460095.557,2023-05-31.0572703,bG,1.39,17.084,>17.084,99.99,-0.1,0.107,g
2460097.549,2023-06-02.0495966,bG,1.49,16.704,>16.704,99.99,0.235,0.151,g
2460098.549,2023-06-03.0491690,bG,1.4,16.769,>16.769,99.99,-0.384,0.142,g
2460098.568,2023-06-03.0681226,bl,1.49,16.604,>16.604,99.99,-0.024,0.166,g
2460099.545,2023-06-04.0452638,bG,1.55,16.076,>16.076,99.99,-0.54,0.269,g
2460099.564,2023-06-04.0641623,bl,1.56,15.752,>15.752,99.99,0.349,0.363,g
2460100.54,2023-06-05.0408210,bG,1.47,16.756,>16.756,99.99,-0.062,0.144,g
2460100.564,2023-06-05.0644469,bH,1.45,17.044,>17.044,99.99,0.374,0.111,g
2460101.288,2023-06-05.7887773,bo,1.47,16.789,>16.789,99.99,-0.022,0.14,g
2460101.536,2023-06-06.0368884,bG,1.4,17.162,>17.162,99.99,0.059,0.099,g
2460101.56,2023-06-06.0605432,bH,1.47,16.921,>16.921,99.99,-0.075,0.124,g
2460102.275,2023-06-06.7754314,bo,1.45,17.534,>17.534,99.99,0.048,0.07,g
2460103.528,2023-06-08.0290928,bG,1.47,17.835,>17.835,99.99,-0.036,0.053,g
2460103.552,2023-06-08.0527396,bl,1.5,17.773,>17.773,99.99,-0.249,0.057,g
2460104.524,2023-06-09.0248045,bG,1.41,17.823,>17.823,99.99,-0.261,0.054,g
2460104.552,2023-06-09.0523412,bH,1.52,18.005,>18.005,99.99,-0.034,0.046,g
2460106.253,2023-06-10.7545975,bo,1.42,18.148,>18.148,99.99,-0.007,0.04,g
2460107.525,2023-06-12.0268456,bG,1.48,17.924,>17.924,99.99,0.012,0.049,g
2460108.52,2023-06-13.0210109,bG,1.47,17.938,>17.938,99.99,0.033,0.049,g
2460108.533,2023-06-13.0337783,bl,1.46,17.917,>17.917,99.99,-0.042,0.049,g
2460109.518,2023-06-14.0197710,bG,1.53,17.772,>17.772,99.99,0.034,0.057,g
2460109.546,2023-06-14.0473853,bH,1.65,17.852,>17.852,99.99,-0.136,0.053,g
2460110.527,2023-06-15.0286491,bk,1.42,18.022,>18.022,99.99,0.09,0.045,g
2460110.55,2023-06-15.0515018,bl,1.48,17.828,>17.828,99.99,-0.122,0.054,g
2460111.537,2023-06-16.0386850,bH,1.88,17.672,>17.672,99.99,-0.098,0.062,g
2460112.537,2023-06-17.0385505,bH,1.43,17.907,>17.907,99.99,-0.036,0.05,g
2460113.477,2023-06-17.9788244,bG,1.41,18.091,>18.091,99.99,0.039,0.042,g
2460113.514,2023-06-18.0151010,bl,1.44,17.698,>17.698,99.99,0.043,0.061,g
2460113.533,2023-06-18.0348072,bH,1.41,17.962,>17.962,99.99,-0.079,0.047,g
2460115.464,2023-06-19.9659793,bk,1.57,18.041,>18.041,99.99,-0.028,0.044,g
2460120.482,2023-06-24.9844315,bG,1.44,17.711,>17.711,99.99,-0.091,0.06,g
2460120.502,2023-06-25.0045572,bl,1.45,17.541,>17.541,99.99,-0.137,0.07,g
2460123.473,2023-06-27.9761745,bG,1.41,17.321,>17.321,99.99,0.107,0.086,g
2460123.48,2023-06-27.9826708,bl,1.43,17.167,>17.167,99.99,0.028,0.099,g
2460125.473,2023-06-29.9756557,bG,1.4,17.305,>17.305,99.99,-0.17,0.087,g
2460125.488,2023-06-29.9904196,bl,1.58,16.941,>16.941,99.99,-0.033,0.121,g
2460127.208,2023-07-01.7111380,bo,1.65,17.32,>17.320,99.99,0.109,0.086,g
2460127.46,2023-07-01.9625658,bG,1.42,16.84,>16.840,99.99,-0.059,0.133,g
2460127.484,2023-07-01.9870371,bl,1.49,16.752,>16.752,99.99,-0.075,0.145,g
2460129.456,2023-07-03.9592093,bG,1.49,16.877,>16.877,99.99,-0.039,0.129,g
2460129.48,2023-07-03.9828603,bH,1.47,16.833,>16.833,99.99,0.411,0.134,g
2460130.455,2023-07-04.9581167,bG,1.6,17.524,>17.524,99.99,-0.119,0.071,g
2460130.47,2023-07-04.9731760,bl,1.54,17.514,>17.514,99.99,0.03,0.072,g
2460131.455,2023-07-05.9583508,bG,1.55,17.223,>17.223,99.99,-0.245,0.094,g
2460131.475,2023-07-05.9779186,bH,1.47,16.858,>16.858,99.99,0.133,0.131,g
2460133.447,2023-07-07.9508710,bG,1.57,16.859,>16.859,99.99,0.314,0.131,g
2460133.467,2023-07-07.9704534,bH,1.4,17.978,>17.978,99.99,-0.005,0.047,g
2460138.199,2023-07-12.7028452,bp,2.04,17.496,>17.496,99.99,0.139,0.073,g
2460139.2,2023-07-13.7032905,bp,1.65,17.467,>17.467,99.99,0.028,0.075,g
