HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459818.621,2022-08-27.1163059,bE,1.45,18.221,17.826,0.152,0.269,0.037,g
2459819.624,2022-08-28.1192202,bi,1.36,17.998,17.229,0.108,0.466,0.046,g
2459821.956,2022-08-30.4505518,bA,1.75,18.351,17.5,0.1,0.363,0.033,g
2459823.606,2022-09-01.1006290,bE,1.45,18.098,17.277,0.103,0.446,0.042,g
2459824.639,2022-09-02.1339328,bi,1.39,17.836,17.555,0.169,0.345,0.053,g
2459825.981,2022-09-03.4751836,bA,1.78,18.376,17.871,0.137,0.258,0.032,g
2459828.038,2022-09-05.5321274,bA,2.06,18.349,18.143,0.181,0.201,0.033,g
2459828.888,2022-09-06.3822585,bE,1.5,18.163,17.956,0.181,0.239,0.039,g
2459829.835,2022-09-07.3299547,bi,1.51,17.389,>17.389,99.99,0.276,0.08,g
2459831.34,2022-09-08.8346901,bm,1.84,16.191,>16.191,99.99,0.399,0.243,g
2459836.741,2022-09-14.2356097,bE,1.58,17.48,>17.480,99.99,0.286,0.074,g
2459837.696,2022-09-15.1905810,bE,1.46,18.089,>18.089,99.99,0.066,0.042,g
2459838.961,2022-09-16.4552604,bA,1.7,18.243,>18.243,99.99,0.036,0.037,g
2459839.931,2022-09-17.4252437,bq,1.49,17.69,>17.690,99.99,0.25,0.061,g
2459842.045,2022-09-19.5388847,bA,1.71,18.182,>18.182,99.99,0.041,0.039,g
2459843.343,2022-09-20.8374883,bm,1.5,17.704,>17.704,99.99,0.214,0.06,g
2459844.925,2022-09-22.4196881,bA,1.7,18.564,>18.564,99.99,0.113,0.027,g
2459845.828,2022-09-23.3225589,bq,1.5,18.063,>18.063,99.99,0.212,0.043,g
2459846.884,2022-09-24.3784263,bA,1.71,18.271,>18.271,99.99,0.1,0.036,g
2459848.893,2022-09-26.3869085,bA,1.72,18.51,>18.510,99.99,0.077,0.029,g
2459849.841,2022-09-27.3353971,bq,1.48,18.011,>18.011,99.99,0.106,0.045,g
2459851.529,2022-09-29.0230493,bi,1.35,17.989,>17.989,99.99,0.045,0.046,g
2459852.966,2022-09-30.4603708,bA,2.04,18.694,>18.694,99.99,-0.014,0.024,g
2459854.888,2022-10-02.3819743,bA,1.7,18.733,>18.733,99.99,0.071,0.023,g
2459855.796,2022-10-03.2908004,bq,1.45,17.954,>17.954,99.99,0.087,0.048,g
2459858.818,2022-10-06.3121510,bA,1.78,17.182,>17.182,99.99,-0.081,0.097,g
2459863.681,2022-10-11.1752743,bi,1.54,16.791,>16.791,99.99,-0.061,0.14,g
2459865.794,2022-10-13.2890430,bq,1.47,17.135,>17.135,99.99,-0.226,0.102,g
2459867.571,2022-10-15.0652744,bE,1.59,18.276,>18.276,99.99,0.038,0.036,g
2459868.796,2022-10-16.2904766,bA,1.7,18.573,>18.573,99.99,0.027,0.027,g
2459870.475,2022-10-17.9694784,bm,1.77,18.019,>18.019,99.99,0.083,0.045,g
2459871.645,2022-10-19.1398837,bE,1.45,18.459,>18.459,99.99,-0.025,0.03,g
2459872.936,2022-10-20.4308166,bA,2.03,18.391,>18.391,99.99,0.068,0.032,g
2459873.764,2022-10-21.2587849,bi,1.41,18.072,>18.072,99.99,0.19,0.043,g
2459874.742,2022-10-22.2372287,bi,1.39,18.124,>18.124,99.99,0.05,0.041,g
2459875.75,2022-10-23.2452491,bq,1.45,18.033,>18.033,99.99,0.063,0.044,g
2459876.741,2022-10-24.2356762,bi,1.41,18.025,>18.025,99.99,0.053,0.045,g
2459880.916,2022-10-28.4111452,bA,2.08,18.282,>18.282,99.99,-0.011,0.035,g
2459881.408,2022-10-28.9029378,bm,1.49,18.031,>18.031,99.99,-0.017,0.045,g
2459881.52,2022-10-29.0148695,bi,1.79,18.021,>18.021,99.99,0.05,0.045,g
2459881.916,2022-10-29.4108429,bA,2,18.902,>18.902,99.99,0.002,0.02,g
2459882.344,2022-10-29.8396509,bm,1.51,17.608,>17.608,99.99,0.025,0.066,g
2459882.908,2022-10-30.4030392,bA,2.04,18.381,>18.381,99.99,0.049,0.032,g
2459883.9,2022-10-31.3951621,bA,2.03,18.665,>18.665,99.99,-0.003,0.025,g
2459884.325,2022-10-31.8203459,bm,1.56,17.558,>17.558,99.99,-0.009,0.069,g
2459884.55,2022-11-01.0454275,bE,1.46,18.043,>18.043,99.99,0.071,0.044,g
2459884.828,2022-11-01.3230638,bq,1.55,18.012,>18.012,99.99,0.191,0.045,g
2459885.633,2022-11-02.1282392,bi,1.46,17.697,>17.697,99.99,0.147,0.061,g
2459885.82,2022-11-02.3150900,bq,1.5,18.198,>18.198,99.99,0.061,0.038,g
2459886.647,2022-11-03.1420905,bE,1.47,17.445,>17.445,99.99,0.04,0.076,g
2459892.59,2022-11-09.0864168,bi,2.07,17.092,>17.092,99.99,0.026,0.106,g
2459893.663,2022-11-10.1590262,bi,1.37,17.23,>17.230,99.99,0.161,0.093,g
2459894.582,2022-11-11.0783652,bi,1.4,17.897,>17.897,99.99,0.048,0.05,g
2459898.422,2022-11-14.9187994,bm,1.52,17.897,>17.897,99.99,-0.116,0.05,g
2459900.826,2022-11-17.3221908,bA,2.04,18.338,>18.338,99.99,0.052,0.034,g
2459901.704,2022-11-18.2008928,bE,1.47,18.251,>18.251,99.99,0.038,0.036,g
2459906.817,2022-11-23.3140986,bA,1.78,18.681,>18.681,99.99,0.098,0.024,g
2459909.329,2022-11-25.8266862,bm,1.5,17.756,>17.756,99.99,-0.016,0.057,g
2459911.729,2022-11-28.2263398,bq,1.5,18.211,>18.211,99.99,0.101,0.038,g
2459912.629,2022-11-29.1268604,bi,2.08,17.981,>17.981,99.99,-0.158,0.047,g
2459912.673,2022-11-29.1710125,bE,1.49,18.228,>18.228,99.99,0.056,0.037,g
2459913.551,2022-11-30.0491888,bE,1.51,17.893,>17.893,99.99,0.084,0.051,g
2459917.83,2022-12-04.3276206,bA,2.11,17.312,>17.312,99.99,0.118,0.086,g
2459919.621,2022-12-06.1194012,bi,1.46,16.81,>16.810,99.99,0.272,0.137,g
2459920.581,2022-12-07.0791359,bE,1.47,17.569,>17.569,99.99,-0.156,0.068,g
2459922.611,2022-12-09.1099452,bi,1.48,17.098,>17.098,99.99,0.239,0.105,g
2459923.613,2022-12-10.1114386,bi,1.38,17.059,>17.059,99.99,0.17,0.109,g
2459924.617,2022-12-11.1152894,bE,1.42,17.744,>17.744,99.99,0.069,0.058,g
2459925.617,2022-12-12.1155415,bE,1.54,18.206,>18.206,99.99,-0.042,0.038,g
2459926.617,2022-12-13.1154937,bi,1.45,18.131,>18.131,99.99,0.009,0.041,g
2459927.697,2022-12-14.1963937,bq,1.63,17.902,>17.902,99.99,0.02,0.05,g
2459928.605,2022-12-15.1036422,bE,1.5,18.173,>18.173,99.99,0.007,0.039,g
2459929.699,2022-12-16.1985225,bq,1.51,18.191,>18.191,99.99,0.067,0.038,g
2459931.59,2022-12-18.0891165,bE,1.53,18.372,>18.372,99.99,-0.019,0.033,g
2459933.59,2022-12-20.0897857,bE,1.57,18.268,>18.268,99.99,-0.02,0.036,g
2459934.574,2022-12-21.0739317,bi,1.51,17.954,>17.954,99.99,-0.008,0.048,g
2459935.336,2022-12-21.8363071,bm,1.52,17.788,>17.788,99.99,-0.07,0.056,g
2459937.541,2022-12-24.0406835,bi,1.72,17.953,>17.953,99.99,0.009,0.048,g
2459938.571,2022-12-25.0712738,bi,1.41,18.123,>18.123,99.99,0.002,0.041,g
2459941.307,2022-12-27.8077289,bm,1.52,17.467,>17.467,99.99,-0.02,0.075,g
2459945.553,2023-01-01.0539629,bi,1.45,17.227,>17.227,99.99,0.236,0.093,g
2459946.55,2023-01-02.0512901,bE,1.68,17.246,>17.246,99.99,0.1,0.092,g
2459948.543,2023-01-04.0436966,bE,2.03,16.711,>16.711,99.99,0.141,0.15,g
2459949.542,2023-01-05.0429386,bi,1.61,16.765,>16.765,99.99,0.018,0.143,g
2459950.538,2023-01-06.0392327,bi,1.61,16.754,>16.754,99.99,-0.148,0.144,g
2459952.534,2023-01-08.0357114,bE,2.23,17.438,>17.438,99.99,-0.099,0.077,g
2459953.534,2023-01-09.0354928,bE,2.18,17.491,>17.491,99.99,-0.21,0.073,g
2459961.597,2023-01-17.0998038,bq,1.68,18.079,>18.079,99.99,-0.071,0.043,g
2459967.61,2023-01-23.1125648,bq,1.53,17.272,>17.272,99.99,0.135,0.09,g
2460066.923,2023-05-02.4270309,bE,1.6,16.533,>16.533,99.99,0.051,0.177,g
2460067.666,2023-05-03.1702695,bm,2,16.978,>16.978,99.99,-0.291,0.117,g
2460069.921,2023-05-05.4250971,bi,1.83,16.458,>16.458,99.99,0.784,0.19,g
2460071.656,2023-05-07.1605116,bm,2,16.705,>16.705,99.99,-0.348,0.151,g
2460072.92,2023-05-08.4241993,bE,1.44,17.021,>17.021,99.99,0.129,0.113,g
2460074.911,2023-05-10.4152449,bE,1.5,17.311,>17.311,99.99,-0.154,0.086,g
2460075.911,2023-05-11.4148489,bE,1.51,17.673,>17.673,99.99,0.297,0.062,g
2460076.907,2023-05-12.4105093,bE,1.51,17.599,>17.599,99.99,0.188,0.066,g
2460082.909,2023-05-18.4119885,bi,1.43,17.769,>17.769,99.99,-0.021,0.057,g
2460088.908,2023-05-24.4103084,bi,1.39,17.77,>17.770,99.99,-0.01,0.057,g
2460095.098,2023-05-30.5998812,bA,1.75,18.072,>18.072,99.99,-0.1,0.043,g
2460096.094,2023-05-31.5963366,bA,2.05,18.373,>18.373,99.99,-0.094,0.032,g
2460097.091,2023-06-01.5928568,bA,2,17.921,>17.921,99.99,0.165,0.049,g
2460101.625,2023-06-06.1262204,bm,2.32,16.592,>16.592,99.99,0.341,0.168,g
2460102.077,2023-06-06.5790510,bA,2.04,16.73,>16.730,99.99,0.08,0.148,g
2460102.582,2023-06-07.0840180,bm,2.09,16.604,>16.604,99.99,-0.479,0.166,g
2460103.099,2023-06-07.6003633,bA,1.79,17.214,>17.214,99.99,0.054,0.095,g
2460104.113,2023-06-08.6142699,bA,1.84,16.99,>16.990,99.99,0.105,0.116,g
2460104.856,2023-06-09.3573598,bi,1.39,17.144,>17.144,99.99,-0.056,0.101,g
2460111.096,2023-06-15.5967282,bA,1.69,18.322,>18.322,99.99,0.053,0.034,g
2460112.939,2023-06-17.4392047,bi,1.66,17.717,>17.717,99.99,-0.171,0.059,g
2460114.842,2023-06-19.3426413,bi,1.42,18.014,>18.014,99.99,-0.039,0.045,g
2460118.041,2023-06-22.5414104,bA,1.82,18.528,>18.528,99.99,-0.037,0.028,g
2460123.088,2023-06-27.5871083,bA,2.14,18.641,>18.641,99.99,-0.015,0.025,g
2460125.786,2023-06-30.2848646,bE,1.42,17.398,>17.398,99.99,0.267,0.08,g
2460126.819,2023-07-01.3178372,bi,1.43,17.097,>17.097,99.99,0.015,0.105,g
2460127.856,2023-07-02.3552128,bE,1.5,17.258,>17.258,99.99,-0.08,0.091,g
2460130.522,2023-07-05.0207844,bm,2.37,16.805,>16.805,99.99,-0.478,0.138,g
2460141.98,2023-07-16.4777199,bA,1.75,18.17,>18.170,99.99,0.095,0.039,g
2460143.558,2023-07-18.0553836,bm,2,18.287,>18.287,99.99,0.037,0.035,g
2460149.955,2023-07-24.4519741,bA,1.7,18.148,>18.148,99.99,-0.006,0.04,g
2460151.884,2023-07-26.3806606,bE,1.47,18.231,>18.231,99.99,-0.011,0.037,g
2460153.761,2023-07-28.2573505,bi,1.45,17.993,>17.993,99.99,0.191,0.046,g
2460155.708,2023-07-30.2050069,bE,1.5,17.386,>17.386,99.99,0.04,0.081,g
2460156.732,2023-07-31.2285239,bE,1.56,17.245,>17.245,99.99,0.086,0.092,g
2460158.787,2023-08-02.2830295,bi,1.48,16.785,>16.785,99.99,0.007,0.14,g
2460166.668,2023-08-10.1642320,bm,1.52,17.866,>17.866,99.99,-0.004,0.052,g
2460177.903,2023-08-21.3978125,bA,1.76,18.879,>18.879,99.99,-0.049,0.02,g
2460181.882,2023-08-25.3774243,bA,1.72,18.064,>18.064,99.99,-0.003,0.043,g
2460185.365,2023-08-28.8596914,bm,1.61,16.67,>16.670,99.99,0.037,0.156,g
2460191.876,2023-09-04.3702217,bA,1.65,17.318,>17.318,99.99,0.262,0.086,g
2460195.052,2023-09-07.5462927,bA,1.69,17.617,>17.617,99.99,0.039,0.065,g
2460197.922,2023-09-10.4161712,bA,1.78,18.462,>18.462,99.99,-0.043,0.03,g
2460202.843,2023-09-15.3370870,bA,1.78,18.667,>18.667,99.99,-0.053,0.025,g
