HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459556.619,2021-12-08.1180788,bl,1.45,18.056,17.891,0.188,0.253,0.044,g
2459563.356,2021-12-14.8555525,bp,1.47,17.293,>17.293,99.99,0.195,0.088,g
2459569.597,2021-12-21.0969063,bl,1.5,17.247,>17.247,99.99,0.218,0.092,g
2459572.651,2021-12-24.1510247,bt,1.48,18.545,>18.545,99.99,0.045,0.028,g
2459573.571,2021-12-25.0718086,bl,1.51,18.283,>18.283,99.99,0.156,0.035,g
2459576.575,2021-12-28.0758766,bl,1.49,18.005,>18.005,99.99,0.086,0.046,g
2459581.299,2022-01-01.8001891,bp,1.73,18.36,>18.360,99.99,0.094,0.033,g
2459584.624,2022-01-05.1258671,bt,1.5,18.356,>18.356,99.99,0.091,0.033,g
2459585.53,2022-01-06.0314763,bl,2.08,16.885,>16.885,99.99,0.221,0.128,g
2459590.295,2022-01-10.7968440,bp,1.56,16.841,>16.841,99.99,0.212,0.133,g
2459591.533,2022-01-12.0349155,bl,1.57,16.7,>16.700,99.99,0.251,0.152,g
2459593.633,2022-01-14.1351518,bt,1.46,16.941,>16.941,99.99,-0.419,0.122,g
2459595.586,2022-01-16.0883844,bt,1.57,16.399,>16.399,99.99,0.618,0.2,g
2459598.575,2022-01-19.0779517,bt,1.54,16.993,>16.993,99.99,0.425,0.116,g
2459600.577,2022-01-21.0796476,bt,2.12,18.155,>18.155,99.99,-0.04,0.04,g
2459601.59,2022-01-22.0933797,bt,1.62,18.036,>18.036,99.99,-0.017,0.044,g
2459602.567,2022-01-23.0699369,bt,1.71,18.34,>18.340,99.99,-0.046,0.034,g
2459604.564,2022-01-25.0675615,bt,1.5,18.3,>18.300,99.99,-0.134,0.035,g
2459605.563,2022-01-26.0663954,bt,1.66,17.884,>17.884,99.99,0.179,0.051,g
2459607.556,2022-01-28.0600019,bt,2.07,17.402,>17.402,99.99,0.215,0.08,g
2459698.92,2022-04-29.4247030,bH,1.58,16.244,>16.244,99.99,-0.722,0.231,g
2459703.662,2022-05-04.1657859,bp,1.64,17.299,>17.299,99.99,0.059,0.087,g
2459716.665,2022-05-17.1681719,bp,1.53,16.898,>16.898,99.99,0.45,0.126,g
2459719.864,2022-05-20.3664710,bl,1.45,17.199,>17.199,99.99,0.248,0.096,g
2459726.116,2022-05-26.6179663,bD,1.56,16.939,>16.939,99.99,-0.196,0.122,g
2459726.611,2022-05-27.1132670,bp,1.54,17.758,>17.758,99.99,-0.034,0.057,g
2459727.676,2022-05-28.1783075,bp,1.61,17.106,>17.106,99.99,-0.13,0.104,g
2459731.646,2022-06-01.1480901,bp,1.48,18.262,>18.262,99.99,-0.048,0.036,g
2459732.111,2022-06-01.6123690,bD,1.69,17.839,>17.839,99.99,0.047,0.053,g
2459733.686,2022-06-03.1874910,bp,1.58,17.272,>17.272,99.99,-0.03,0.09,g
2459734.676,2022-06-04.1777178,bp,2.28,17.75,>17.750,99.99,0.113,0.058,g
2459737.595,2022-06-07.0965337,bp,1.53,18.342,>18.342,99.99,0.08,0.033,g
2459738.835,2022-06-08.3358656,bH,1.53,18.29,>18.290,99.99,0.069,0.035,g
2459742.107,2022-06-11.6074187,bD,1.57,18.318,>18.318,99.99,-0.115,0.034,g
2459747.574,2022-06-17.0745071,bp,1.57,17.001,>17.001,99.99,0.236,0.115,g
2459749.805,2022-06-19.3046335,bH,1.47,17.218,>17.218,99.99,0.131,0.094,g
2459749.848,2022-06-19.3480165,bl,1.59,17.648,>17.648,99.99,-0.016,0.063,g
2459753.917,2022-06-23.4164715,bt,1.52,18.018,>18.018,99.99,-0.107,0.045,g
2459757.523,2022-06-27.0226381,bp,1.52,18.458,>18.458,99.99,-0.036,0.03,g
2459759.618,2022-06-29.1174961,bp,1.52,18.61,>18.610,99.99,-0.037,0.026,g
2459761.518,2022-07-01.0170605,bp,1.68,18.593,>18.593,99.99,-0.043,0.027,g
2459762.767,2022-07-02.2657611,bH,1.8,18.682,>18.682,99.99,0.032,0.024,g
2459763.755,2022-07-03.2538625,bl,1.52,18.542,>18.542,99.99,-0.044,0.028,g
2459763.817,2022-07-03.3156417,bH,1.45,18.815,>18.815,99.99,0.018,0.022,g
2459764.841,2022-07-04.3391461,bl,1.59,18.59,>18.590,99.99,-0.038,0.027,g
2459765.852,2022-07-05.3508574,bl,1.58,18.407,>18.407,99.99,0.008,0.031,g
2459768.603,2022-07-08.1010563,bp,1.56,18.49,>18.490,99.99,-0.002,0.029,g
