tid,mjd,fid,diffmaglim
"ztf",59271.22687500017,1,19.2853
"ztf",59271.23643520009,2,19.3518
"ztf",59273.17438660003,1,19.3685
"ztf",59273.213090300094,2,19.4145
"ztf",59275.17304399982,1,20.6946
"ztf",59275.278784700204,2,20.0031
"ztf",59278.185000000056,2,20.3785
"ztf",59278.21326390002,1,20.0834
"ztf",59281.2243170999,2,20.5541
"ztf",59291.20115739992,2,20.4333
"ztf",59293.15366900014,1,20.2187
"ztf",59293.17214119993,2,20.3918
