tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magpsf_corr_ext,magap,magap_corr,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,sigmagap_corr,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,candid_alert,step_id_corr,phase,parent_candid
"ztf",58761.1474768999,"1007147475515015032",2,1007147475515,20.213865,1,1007,3.465693,18.681353,"","",18.8073,"",0.082607016,"","",0.1173,"",2.69121,21.1391148,0.95,"t17_f5_c3",0.99989116,18.8806,0.16,550120255,false,false,false,"","bulk_1.0.0",0,1034190595515015000
"ztf",58761.17621529987,"1007176215515015009",1,1007176215515,20.179468,1,1007,0.72406024,18.392565,18.36969,"",18.3223,"",0.08831305,0.08632576,0.086471856,0.0655,"",2.6911887,21.1390788,0.93285716,"t17_f5_c3",0.9999999,18.3568,0.0858,550120155,false,true,false,"","bulk_1.0.0",0,1034190595515015000
"ztf",58762.147187499795,"1008147185515015030",2,1008147185515,20.112791,1,1008,3.5201833,18.24965,"","",18.1922,"",0.06556791,"","",0.0694,"",2.6912007,21.1391,0.9514286,"t17_f5_c3",0.99999964,18.1254,0.083,550120255,false,false,false,"","bulk_1.0.0",0,1034190595515015000
"ztf",58762.1759722,"1008175975515015016",1,1008175975515,20.165154,1,1008,0.6718275,18.090406,18.073044,"",18.108,"",0.074569225,0.073286586,0.073386244,0.0562,"",2.6912073,21.1390794,0.9457143,"t17_f5_c3",0.9999999,18.0749,0.0691,550120155,false,true,false,"","bulk_1.0.0",0,1034190595515015000
"ztf",58763.14846060006,"1009148465515015016",2,1009148465515,19.6894,1,1009,3.5629663,18.297544,"","",18.3008,"",0.09928942,"","",0.0871,"",2.6911956,21.1390911,0.8528572,"t17_f5_c3",0.99990994,18.2779,0.1088,550120255,false,false,false,"","bulk_1.0.0",0,1034190595515015000
"ztf",58763.17730320012,"1009177305515015030",1,1009177305515,20.16143,1,1009,0.7355802,18.250584,18.230486,"",18.2136,"",0.07942099,0.07783904,0.077964425,0.0679,"",2.6912048,21.1391064,0.9457143,"t17_f5_c3",0.9999999,18.3258,0.0957,550120155,false,true,false,"","bulk_1.0.0",0,1034190595515015000
"ztf",58764.38049770007,"1010380495515015009",1,1010380495515,20.806765,1,1010,0.6963557,18.443144,18.41919,"",18.4291,"",0.057979118,0.056469608,0.056713954,0.0496,"",2.691215,21.1391012,0.9614286,"t17_f5_c3",0.9999975,18.452,0.0635,550120155,false,true,false,"","bulk_1.0.0",0,1034190595515015000
"ztf",58764.4140625,"1010414065515015014",2,1010414065515,20.418795,1,1010,3.435107,18.372114,"","",18.3513,"",0.070566766,"","",0.0652,"",2.6912188,21.1391203,0.94857144,"t17_f5_c3",0.9999907,18.3654,0.0837,550120255,false,false,false,"","bulk_1.0.0",0,1034190595515015000
"ztf",58767.20570599986,"1013205705515015008",2,1013205705515,18.927074,1,1013,3.5612545,18.611477,"","",18.5176,"",0.14609605,"","",0.1765,"",2.6912031,21.1390872,0.34428573,"t17_f5_c3",0.9934127,18.3438,0.1928,550120255,false,false,false,"","bulk_1.0.0",0,1034190595515015000
"ztf",58771.27055560006,"1017270555515015006",2,1017270555515,19.3589,1,1017,2.87882,18.413,"","",17.9978,"",0.134632,"","",0.1154,"",2.6914284,21.1389913,0.064286,"t17_f5_c3","",18.0785,0.1593,"",false,false,false,"","bulk_1.0.0",0,1047266265515015000
"ztf",58774.2010764,"1020201075515015009",2,1020201075515,19.985315,1,1020,3.534475,18.43109,"","",18.3956,"",0.093922816,"","",0.0857,"",2.691206,21.1390944,0.94857144,"t17_f5_c3",0.99999297,18.3785,0.1075,550120255,false,false,false,"","bulk_1.0.0",0,1047266265515015000
"ztf",58777.20119210007,"1023201195515015014",2,1023201195515,20.367662,1,1023,3.5102859,18.343346,"","",18.4093,"",0.062799945,"","",0.066,"",2.6912259,21.1390805,0.95,"t17_f5_c3",0.9999999,18.4185,0.0843,550120255,false,false,false,"","bulk_1.0.0",0,1047266265515015000
"ztf",58781.212534700055,"1027212535515015010",1,1027212535515,20.137909,1,1027,0.66764045,18.53665,18.510567,"",18.4734,"",0.10552257,0.10285882,0.10301778,0.0603,"",2.6911884,21.1390397,0.8485714,"t17_f5_c3",0.99996805,18.4207,0.0728,550120155,false,true,false,"","bulk_1.0.0",0,1047266265515015000
"ztf",58781.24685190013,"1027246855515015018",2,1027246855515,19.704052,1,1027,3.5082784,18.178696,"","",18.1614,"",0.08376224,"","",0.0661,"",2.6912217,21.1390942,0.76857144,"t17_f5_c3",0.99992716,18.1777,0.0853,550120255,false,false,false,"","bulk_1.0.0",0,1047266265515015000
"ztf",58785.21369209979,"1031213695515015009",1,1031213695515,20.609333,1,1031,0.7112276,18.570787,18.543882,"",18.5519,"",0.0762874,0.07418599,0.07442014,0.0599,"",2.6911994,21.1390884,0.9514286,"t17_f5_c3",1,18.5469,0.0754,550120155,false,true,false,"","bulk_1.0.0",0,1047266265515015000
"ztf",58788.19059030013,"1034190595515015018",1,1034190595515,20.324104,1,1034,0.66474813,18.639591,18.610949,"",18.6016,"",0.10467067,0.10175215,0.10194544,0.0673,"",2.6911906,21.1390428,0.9128571,"t17_f5_c3",0.9999932,18.5166,0.0791,550120155,false,true,false,"","bulk_1.0.0",0,1047266265515015000
"ztf",58788.2120949002,"1034212095515015011",2,1034212095515,19.999409,1,1034,3.5226216,18.119003,"","",18.0616,"",0.054459605,"","",0.0572,"",2.6912058,21.1390707,0.9457143,"t17_f5_c3",0.9999989,18.0109,0.0693,550120255,false,false,false,"","bulk_1.0.0",0,1047266265515015000
"ztf",58790.14575230004,"1036145755515015013",2,1036145755515,20.099007,1,1036,3.5194762,18.123938,"","",18.1018,"",0.06422336,"","",0.065,"",2.6912248,21.1390829,0.9442857,"t17_f5_c3",0.9999992,18.0641,0.08,550120255,false,false,false,"","bulk_1.0.0",0,1047266265515015000
"ztf",58791.10916669993,"1037109165515015015",2,1037109165515,20.183706,1,1037,3.5016115,18.131756,"","",18.1661,"",0.074667804,"","",0.0689,"",2.6912136,21.1391009,0.93857145,"t17_f5_c3",0.99997896,18.0988,0.0824,550120255,false,false,false,"","bulk_1.0.0",0,1047266265515015000
"ztf",58791.20277780015,"1037202775515015008",1,1037202775515,20.373308,1,1037,0.69006157,18.825886,18.791964,"",18.7723,"",0.10942439,0.10579911,0.1060585,0.0913,"",2.6912046,21.1390847,0.94,"t17_f5_c3",0.9999975,18.7176,0.1107,550120155,false,true,false,"","bulk_1.0.0",0,1047266265515015000
"ztf",58791.27703699982,"1037277035515015012",1,1037277035515,20.512514,1,1037,0.6548698,18.82449,18.790611,"",18.8545,"",0.08890139,0.08585153,0.0861702,0.0851,"",2.6912126,21.1390781,0.94714284,"t17_f5_c3",0.9999998,18.7914,0.102,550120155,false,true,false,"","bulk_1.0.0",0,1047266265515015000
