         MJD         m       dm      uJy  duJy F  err   chi/N       RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs     Mask    duJy_new  uJy_offset
58286.370973 18.933071      NaN     9.88    21 o    0    2.02 196.6049 53.47931  1313.19  9898.48  2.78 2.50 -72.3 -0.526    19.20 20.73 01a58286o0236o   0x0000   32.233705      -24.12
58286.380271 19.491430      NaN   -20.12    18 o    0    1.70 196.6049 53.47931  1301.85 10015.78  2.98 2.68 -77.0 -0.491    19.17 20.67 01a58286o0256o   0x0000   30.364646      -24.12
58288.334171 19.454622      NaN   -26.12    20 o    0    0.61 196.6049 53.47931  5584.60 10263.16  2.20 2.02  28.8 -0.487    19.51 20.56 02a58288o0210o   0x0000   31.591324      -24.12
58288.335568 18.967180      NaN    -2.12    24 o    0    0.48 196.6049 53.47931  2477.29   618.55  2.26 1.94  45.1 -0.476    19.48 20.50 02a58288o0213o   0x0000   34.263854      -24.12
58288.343067 19.454622      NaN   -41.12    20 o    0    0.91 196.6049 53.47931  5572.13 10223.53  2.24 2.00  19.7 -0.498    19.38 20.34 02a58288o0229o   0x0000   31.591324      -24.12
58288.344959 19.454622      NaN   -45.12    20 o    0    0.57 196.6049 53.47931  2451.71   578.74  2.07 1.93  87.5 -0.443    19.41 20.47 02a58288o0233o   0x0000   31.591324      -24.12
58290.324531 15.717497      NaN   119.88   577 o    0    0.01 196.6049 53.47931  7335.33    49.58  3.52 3.21  -8.0 -0.426    19.03 20.36 01a58290o0187o 0x400802  577.517975      -24.12
58290.338532 19.569016      NaN   -43.12    18 o    0    1.81 196.6049 53.47931  1008.33  9818.44  2.83 2.70 -32.4 -0.497    19.05 20.38 01a58290o0217o   0x0000   30.364646      -24.12
58290.341757 18.786693      NaN    14.88    24 o    0    0.66 196.6049 53.47931  1020.06  9857.77  2.65 2.53 -53.1 -0.536    19.10 20.39 01a58290o0224o   0x0000   34.263854      -24.12
58290.345921 19.063754      NaN     7.88    18 o    0    5.47 196.6049 53.47931  7268.67    93.01  3.35 2.98 -10.3 -0.433    19.07 20.34 01a58290o0233o   0x0001   30.364646      -24.12
58290.361388 19.102305      NaN    -4.12    21 o    0    2.77 196.6049 53.47931   958.02  9774.08  3.14 2.75 -83.3 -0.491    19.07 20.37 01a58290o0266o  0x80000   32.233705      -24.12
58290.370771 19.510313      NaN   -28.12    19 o    0    1.60 196.6049 53.47931   934.11  9888.84  2.90 2.55 -82.7 -0.514    19.09 20.35 01a58290o0286o   0x0000   30.967914      -24.12
58292.327601 19.256669      NaN   -15.12    21 o    0    0.75 196.6049 53.47931  1337.06  2728.68  2.06 2.01 -29.7 -0.444    19.05 19.80 02a58292o0192o   0x0000   32.233705      -24.12
58292.337391 19.302877      NaN   -21.12    22 o    0    0.86 196.6049 53.47931  1311.65  2687.71  2.23 2.02  35.6 -0.459    19.04 19.78 02a58292o0213o   0x0000   32.893947      -24.12
58292.343063 19.351140      NaN   -33.12    22 o    0    0.91 196.6049 53.47931  1369.39  2763.59  2.10 2.05  21.5 -0.465    19.05 19.77 02a58292o0225o   0x0000   32.893947      -24.12
58292.355092 19.256669      NaN   -64.12    24 o    0    1.42 196.6049 53.47931  1390.76  2643.40  2.33 2.06  36.1 -0.453    19.01 19.75 02a58292o0251o   0x0000   34.263854      -24.12
58294.318613 18.816441      NaN     8.88    25 o    0    3.86 196.6049 53.47931 10183.16  8890.37  3.46 2.56 -84.9 -0.457    18.82 19.89 01a58294o0172o   0x0000   34.971584      -24.12
58294.327483 19.026525      NaN   -16.12    27 o    0    2.86 196.6049 53.47931 10208.51  8929.99  3.98 2.69 -83.2 -0.422    18.80 19.85 01a58294o0191o   0x0000   36.428172      -24.12
58294.333076 19.051202 0.336953    62.88    27 o    0    1.75 196.6049 53.47931   221.74  9151.75  2.91 2.50 -83.9 -0.483    18.84 19.90 01a58294o0203o   0x0000   36.428172      -24.12
58294.337770 18.900000      NaN    -8.12    28 o    0    3.20 196.6049 53.47931 10135.68  8858.37  3.71 2.56 -84.7 -0.440    18.78 19.81 01a58294o0213o   0x0000   37.175418      -24.12
58294.339643 18.978793      NaN   -55.12    31 o    0    0.79 196.6049 53.47931   245.09  9190.53  2.83 2.38 -87.4 -0.496    18.87 19.88 01a58294o0217o   0x0000   39.484322      -24.12
58294.349363 18.649074      NaN    17.88    28 o    0    1.87 196.6049 53.47931 10127.18  8978.24  3.50 2.56 -84.1 -0.452    18.73 19.76 01a58294o0238o   0x0000   37.175418      -24.12
58294.355942 18.857417      NaN     1.88    26 o    0    1.80 196.6049 53.47931   185.46  9106.54  2.88 2.39 -84.5 -0.490    18.81 19.84 01a58294o0252o   0x0000   35.693301      -24.12
58294.365237 19.014394      NaN   -27.12    30 o    0    0.85 196.6049 53.47931   164.28  9223.22  2.78 2.36 -83.6 -0.496    18.79 19.78 01a58294o0272o   0x0000   38.704156      -24.12
58296.327237 18.990530      NaN    -7.12    25 o    0    0.80 196.6049 53.47931  1340.03  2865.73  2.04 1.98  26.0 -0.466    18.86 19.37 02a58296o0191o   0x0000   34.971584      -24.12
58296.337703 18.666446      NaN     3.88    32 o    0    0.48 196.6049 53.47931  1314.31  2825.23  2.26 2.22  15.6 -0.439    18.73 19.31 02a58296o0213o   0x0000   40.274207      -24.12
58296.353589 18.657725      NaN     4.88    32 o    0    0.58 196.6049 53.47931  1369.20  2901.42  2.04 1.99 -22.8 -0.462    18.68 19.21 02a58296o0246o   0x0000   40.274207      -24.12
58296.364709 18.590371      NaN    12.88    32 o    0    0.60 196.6049 53.47931  1389.86  2782.49  2.21 2.13  11.5 -0.430    18.59 19.14 02a58296o0270o   0x0000   40.274207      -24.12
58298.286519 18.889197      NaN    -1.12    26 o    0    3.33 196.6049 53.47931  7887.32   338.29  3.29 3.08 -76.7 -0.430    18.72 19.79 01a58298o0098o  0x80000   35.693301      -24.12
58298.292537 18.606822      NaN    31.88    25 o    0    2.72 196.6049 53.47931  7853.48   302.01  3.66 3.25 -12.1 -0.404    18.64 19.76 01a58298o0111o   0x0000   34.971584      -24.12
58298.295304 19.169763      NaN   -51.12    26 o    0    1.44 196.6049 53.47931  7912.29   356.79  3.40 3.24 -61.0 -0.420    18.65 19.74 01a58298o0117o   0x0000   35.693301      -24.12
58298.298540 18.702047      NaN     2.88    31 o    0    0.83 196.6049 53.47931  1684.50 10231.33  3.03 2.80 -71.5 -0.474    18.63 19.73 01a58298o0124o  0x80000   39.484322      -24.12
58298.302684 19.212347      NaN   -65.12    25 o    0    2.08 196.6049 53.47931  7844.35   420.55  3.34 3.19 -63.2 -0.420    18.61 19.71 01a58298o0133o  0x80000   34.971584      -24.12
58298.305475 18.944322      NaN   -12.12    28 o    0    1.44 196.6049 53.47931  1660.80 10191.15  3.06 2.90 -59.0 -0.472    18.57 19.70 01a58298o0139o  0x80000   37.175418      -24.12
58298.311501 19.089302      NaN   -32.12    28 o    0    2.19 196.6049 53.47931  1624.80 10149.66  3.24 3.10 -35.9 -0.450    18.53 19.67 01a58298o0152o  0x80000   37.175418      -24.12
58298.319348 18.481707      NaN    29.88    31 o    0    1.43 196.6049 53.47931  1601.18 10265.38  3.58 3.03 -81.5 -0.432    18.57 19.64 01a58298o0169o  0x80000   39.484322      -24.12
58300.315033 18.459772      NaN   -58.12    50 o    0    0.79 196.6049 53.47931  2696.95  1871.89  2.13 1.94 -66.3 -0.441    17.67 18.45 02a58300o0163o   0x0000   55.659785      -24.12
58300.323505 18.990530      NaN     1.88    22 o    0    0.68 196.6049 53.47931  2671.67  1833.75  2.13 1.98 -65.6 -0.425    18.95 19.84 02a58300o0181o   0x0000   32.893947      -24.12
58300.331893 18.208845      NaN    56.88    36 o    0    0.58 196.6049 53.47931  2729.04  1909.94  2.33 2.11 -63.1 -0.408    18.55 19.16 02a58300o0199o   0x0000   43.520245      -24.12
58300.340314 18.786693      NaN   -71.12    37 o    0    0.74 196.6049 53.47931  2752.48  1786.97  2.10 1.99  34.7 -0.444    18.42 18.86 02a58300o0217o   0x0000   44.351006      -24.12
58302.311273 19.454622      NaN   -15.12    17 o    0    3.72 196.6049 53.47931  9608.67  8418.69  3.80 3.04 -85.7 -0.418    19.18 20.86 01a58302o0078o   0x0000   29.782742      -24.12
58302.319166 19.696897      NaN   -48.12    16 o    0    3.73 196.6049 53.47931  9632.63  8459.28  3.65 2.93 -85.1 -0.428    19.17 20.85 01a58302o0095o   0x0000   29.223479      -24.12
58302.328010 18.878500      NaN    23.88    18 o    0    6.08 196.6049 53.47931  9573.03  8387.32  3.79 3.04 -85.2 -0.425    19.15 20.85 01a58302o0114o   0x0001   30.364646      -24.12
58302.335992 19.271854      NaN    -4.12    17 o    0    4.31 196.6049 53.47931  9552.29  8508.05  3.53 2.82 -82.7 -0.430    19.21 20.82 01a58302o0131o   0x0000   29.782742      -24.12
58304.304522 17.963129      NaN    50.88    54 o    0    0.71 196.6049 53.47931  2385.98  2310.27  2.26 2.11 -52.9 -0.419    17.95 19.06 02a58304o0141o   0x0000   59.279100      -24.12
58304.314010 18.574166      NaN   -21.12    44 o    0    0.57 196.6049 53.47931  2361.15  2267.88  2.18 2.01 -51.8 -0.437    17.99 19.15 02a58304o0161o   0x0000   50.338968      -24.12
58304.323437 18.878500      NaN   -52.12    34 o    0    1.53 196.6049 53.47931  2421.00  2342.24  2.11 2.01 -63.5 -0.430    17.79 18.96 02a58304o0181o   0x0000   41.880923      -24.12
58304.332838 17.447688 0.245074   356.88    86 o    0   10.27 196.6049 53.47931  2443.17  2223.57  4.09 4.06  68.0 -0.379    17.49 19.27 02a58304o0201o 0x400901   89.409237      -24.12
58310.307165 18.574166      NaN    -3.12    38 o    0    1.42 196.6049 53.47931  1051.93  7678.05  3.13 2.96  81.9 -0.448    18.23 19.81 01a58310o0079o  0x80000   45.188624      -24.12
58310.315112 18.058851      NaN    81.88    37 o    0    1.84 196.6049 53.47931  1076.78  7716.92  2.80 2.75 -89.4 -0.469    18.15 19.72 01a58310o0096o  0x80000   44.351006      -24.12
58310.322568 18.445391      NaN   -10.12    46 o    0    2.04 196.6049 53.47931  1017.76  7636.84  2.92 2.80 -87.9 -0.457    18.29 19.88 01a58310o0112o  0x80000   52.096178      -24.12
58310.330093 18.574166      NaN    32.88    26 o    0    1.13 196.6049 53.47931   998.31  7754.03  2.76 2.68 -25.5 -0.465    18.65 20.22 01a58310o0128o  0x80000   35.693301      -24.12
58318.292991 19.212347      NaN   -86.12    25 o    0    3.32 196.6049 53.47931  9491.25  8762.80  4.42 2.91 -82.1 -0.388    18.83 19.92 01a58318o0120o  0x80000   34.971584      -24.12
58318.299491 18.776955      NaN     6.88    27 o    0    4.86 196.6049 53.47931  9502.99  8803.28  4.58 3.11 -81.1 -0.377    18.75 19.88 01a58318o0134o  0x80000   36.428172      -24.12
58318.307371 19.063754      NaN   -22.12    28 o    0    2.83 196.6049 53.47931  9443.52  8731.00  3.72 2.84 -82.3 -0.430    18.74 19.87 01a58318o0151o   0x0000   37.175418      -24.12
58318.314363 18.796518      NaN     1.88    28 o    0    4.30 196.6049 53.47931  9421.21  8853.45  3.74 2.76 -82.4 -0.433    18.75 19.89 01a58318o0166o  0x80000   37.175418      -24.12
58320.296171 16.861056      NaN  -523.12   218 o    0    1.36 196.6049 53.47931  9813.46  1767.47  2.33 2.03 -42.5 -0.465    16.67 16.90 02a58320o0135o 0x400802  219.367299      -24.12
58320.304557 17.281543      NaN  -166.12   148 o    0    1.01 196.6049 53.47931  9789.76  1727.20  2.18 2.12 -49.9 -0.521    16.60 16.79 02a58320o0153o   0x0000  150.006706      -24.12
58320.313531 18.389700      NaN    12.88    41 o    0    1.02 196.6049 53.47931  9856.69  1810.26  2.19 2.07 -26.9 -0.487    18.28 18.74 02a58320o0172o   0x0000   47.738996      -24.12
58320.321076 17.858399      NaN   -28.12    87 o    0    1.29 196.6049 53.47931  9871.18  1685.93  2.21 2.15   3.8 -0.422    17.22 17.39 02a58320o0188o   0x0000   90.371521      -24.12
58322.286681 18.748255      NaN    18.88    24 o    0    2.46 196.6049 53.47931  8485.03  9465.43  3.77 2.79 -82.5 -0.431    18.87 19.93 01a58322o0107o   0x0000   34.263854      -24.12
58322.295077 19.256669      NaN   -63.12    24 o    0    2.70 196.6049 53.47931  8507.95  9506.46  3.97 2.87 -82.9 -0.416    18.85 19.90 01a58322o0125o   0x0000   34.263854      -24.12
58322.303492 18.729535      NaN    14.88    26 o    0    2.36 196.6049 53.47931  8446.33  9433.42  3.92 2.91 -79.9 -0.427    18.79 19.86 01a58322o0143o   0x0000   35.693301      -24.12
58322.310979 19.089302      NaN   -80.12    28 o    0    2.41 196.6049 53.47931  8426.14  9554.65  3.78 3.01 -81.1 -0.419    18.70 19.83 01a58322o0159o   0x0000   37.175418      -24.12
58324.292116 19.256669      NaN   -50.12    24 o    0   34.46 196.6049 53.47931  9748.72  1820.12  2.37 2.26 -52.3 -0.442    18.93 19.64 02a58324o0118o 0x400801   34.263854      -24.12
58324.300528 19.014394      NaN   -32.12    30 o    0    0.80 196.6049 53.47931  9723.65  1780.19  2.40 2.19 -45.7 -0.453    18.73 19.41 02a58324o0136o   0x0000   38.704156      -24.12
58324.308469 18.900000      NaN   -11.12    29 o    0    0.87 196.6049 53.47931  9778.19  1863.70  2.19 2.03 -36.9 -0.477    18.80 19.34 02a58324o0153o   0x0000   37.934308      -24.12
58324.315885 18.847027      NaN    -6.12    29 o    0    0.88 196.6049 53.47931  9804.70  1738.73  2.51 2.10  39.9 -0.472    18.86 19.44 02a58324o0169o   0x0000   37.934308      -24.12
58328.284096 19.384550      NaN   -23.12    21 o    0    1.18 196.6049 53.47931   878.43  2704.74  2.07 1.89  24.7 -0.494    18.81 19.37 02a58328o0106o   0x0000   32.233705      -24.12
58328.294241 19.212347      NaN   -41.12    25 o    0    0.63 196.6049 53.47931   854.71  2662.84  2.06 1.95  15.1 -0.461    18.76 19.26 02a58328o0128o   0x0000   34.971584      -24.12
58328.300552 19.169763      NaN   -60.12    26 o    0    1.01 196.6049 53.47931   911.80  2740.73  2.16 1.96  26.8 -0.484    18.66 19.19 02a58328o0141o   0x0000   35.693301      -24.12
58328.315667 19.302877      NaN   -38.12    23 o    0    1.12 196.6049 53.47931   934.84  2618.55  1.99 1.92  23.2 -0.509    18.59 19.07 02a58328o0174o   0x0000   33.570995      -24.12
58330.285809 19.014394      NaN   -12.12    26 o    0    1.63 196.6049 53.47931  1714.03  9113.89  3.32 3.07 -71.9 -0.448    18.81 20.38 01a58330o0113o  0x80000   35.693301      -24.12
58330.292819 19.002397      NaN     3.88    21 o    0    4.66 196.6049 53.47931  1735.64  9134.40  3.42 3.13 -74.4 -0.434    18.84 20.44 01a58330o0128o   0x0000   32.233705      -24.12
58330.300300 18.615142      NaN    27.88    26 o    0    4.32 196.6049 53.47931  1664.49  9074.69  3.98 3.63 -79.3 -0.404    18.57 20.16 01a58330o0144o  0x80000   35.693301      -24.12
58330.308647 18.921935      NaN   -22.12    32 o    0    2.91 196.6049 53.47931  1652.97  9192.53  3.66 3.31 -79.7 -0.434    18.47 19.81 01a58330o0162o  0x80000   40.274207      -24.12
58334.288721 16.123526      NaN  -156.12   430 o    0    1.06 196.6049 53.47931  1318.70  7136.95  3.10 2.73  -7.0 -0.446    16.80 18.00 01a58334o0051o 0x402802  430.694801      -24.12
58334.296655 17.296315      NaN    89.88   108 o    0    0.77 196.6049 53.47931  1342.36  7176.03  3.00 2.70  -7.7 -0.450    17.02 18.37 01a58334o0068o  0x82000  110.733968      -24.12
58334.303699 15.735009      NaN  -671.12   615 o    0    0.99 196.6049 53.47931  1269.47  7099.50  2.70 2.64 -35.3 -0.465    15.81 17.00 01a58334o0083o 0x402802  615.485996      -24.12
58334.310692 18.180496      NaN     7.88    54 o    0    1.51 196.6049 53.47931  1259.31  7214.76  2.86 2.83 -58.1 -0.455    16.72 17.95 01a58334o0098o  0x82000   59.279100      -24.12
58338.270235 19.401649 0.344678    38.88    20 o    0    1.51 196.6049 53.47931  9970.04  7254.40  3.10 2.34 -83.0 -0.487    19.32 20.84 01a58338o0089o   0x0000   31.591324      -24.12
58338.278718 19.841877      NaN   -30.12    14 o    0    1.45 196.6049 53.47931    40.86  7467.28  2.70 2.35 -84.3 -0.440    19.34 20.94 01a58338o0107o   0x0000   28.178214      -24.12
58338.280105 18.836735      NaN    21.88    20 o    0   29.75 196.6049 53.47931  9988.22  7296.98  3.58 2.46 -83.8 -0.459    19.30 20.81 01a58338o0110o 0x400801   31.591324      -24.12
58338.287557 18.806434      NaN     3.88    27 o    0    0.82 196.6049 53.47931    52.65  7505.68  2.73 2.35 -86.6 -0.443    19.28 20.88 01a58338o0126o   0x0000   36.428172      -24.12
58338.288967 19.351140      NaN   -28.12    22 o    0    5.66 196.6049 53.47931  9929.32  7227.38  3.45 2.48 -84.0 -0.462    19.26 20.75 01a58338o0129o   0x0001   32.893947      -24.12
58338.296945 19.002397 0.238623    66.88    20 o    0    6.41 196.6049 53.47931  9904.02  7351.27  4.22 2.74 -85.0 -0.417    19.14 20.61 01a58338o0146o 0x400801   31.591324      -24.12
58342.269333 18.978793      NaN    14.88    18 o    0    7.63 196.6049 53.47931  9324.80  8294.59  3.69 2.90 -84.1 -0.419    19.23 20.93 01a58342o0069o   0x0001   30.364646      -24.12
58342.278724 19.491430      NaN   -20.12    18 o    0    3.78 196.6049 53.47931  9334.56  8336.76  4.18 3.15 -83.4 -0.402    19.21 20.89 01a58342o0089o   0x0000   30.364646      -24.12
58342.286201 19.155932      NaN     3.88    17 o    0    4.75 196.6049 53.47931  9272.84  8265.93  4.33 3.16 -82.9 -0.389    19.10 20.81 01a58342o0105o   0x0000   29.782742      -24.12
58342.294182 18.933071      NaN    15.88    19 o    0    2.93 196.6049 53.47931  9250.09  8388.66  3.87 2.91 -82.6 -0.417    19.11 20.72 01a58342o0122o   0x0000   30.967914      -24.12
58348.256267 19.351140      NaN   -28.12    22 o    0    1.43 196.6049 53.47931  1144.06  4343.26  2.00 1.91 -11.2 -0.462    19.22 20.10 02a58348o0069o   0x0000   32.893947      -24.12
58348.265650 19.631075      NaN   -28.12    17 o    0    2.19 196.6049 53.47931  1119.73  4306.32  2.01 1.90 -37.7 -0.461    19.22 20.09 02a58348o0089o   0x0000   29.782742      -24.12
58348.274206 19.128787      NaN   -29.12    27 o    0    0.82 196.6049 53.47931  1191.16  4380.80  2.01 1.88 -36.5 -0.456    19.19 20.05 02a58348o0107o   0x0000   36.428172      -24.12
58348.283085 19.271854      NaN   -16.12    21 o    0    1.70 196.6049 53.47931  1202.53  4262.46  2.11 2.00 -50.9 -0.469    19.10 19.99 02a58348o0126o   0x0000   32.233705      -24.12
58360.231683 18.261819      NaN   -29.12    60 o    0    0.37 196.6049 53.47931   118.66  2922.02  1.94 1.85  44.1 -0.432    18.13 18.32 02a58360o0034o   0x0000   64.792065      -24.12
58360.232625 18.649074      NaN   -82.12    42 o    0    0.94 196.6049 53.47931   130.32  2954.67  2.04 1.80  29.4 -0.560    18.34 18.56 02a58360o0036o   0x0000   48.600532      -24.12
58360.236838 19.302877      NaN   -38.12    23 o    0    0.82 196.6049 53.47931   177.23  2993.28  1.90 1.76  29.6 -0.494    18.87 19.48 02a58360o0045o   0x0000   33.570995      -24.12
58360.249561 18.933071      NaN   -14.12    29 o    0    0.43 196.6049 53.47931   199.06  2877.15  2.02 1.89  43.2 -0.482    19.28 20.30 02a58360o0072o   0x0000   37.934308      -24.12
58360.254206 19.569016      NaN   -30.12    18 o    0    0.85 196.6049 53.47931 10064.09  2909.56  2.15 2.02 -20.9 -0.477    19.40 20.48 02a58360o0082o   0x0000   30.364646      -24.12
58360.265582 19.569016      NaN   -26.12    18 o    0    0.91 196.6049 53.47931 10100.81  2948.72  2.21 2.11  19.1 -0.483    19.37 20.43 02a58360o0106o   0x0000   30.364646      -24.12
58360.266040 19.454622      NaN   -31.12    20 o    0    0.64 196.6049 53.47931 10043.13  2868.75  2.21 2.10   8.9 -0.489    19.37 20.42 02a58360o0107o   0x0000   31.591324      -24.12
58360.280457 18.910912      NaN    17.88    19 o    0    2.00 196.6049 53.47931 10121.64  2840.35  2.73 2.46  89.0 -0.461    19.16 20.41 02a58360o0138o   0x0000   30.967914      -24.12
58362.249363 19.212347      NaN   -15.12    22 o    0    1.39 196.6049 53.47931  1126.21  7814.09  2.91 2.79 -67.3 -0.454    18.90 20.19 01a58362o0072o   0x2000   32.893947      -24.12
58362.257785 18.757738      NaN    17.88    24 o    0    3.27 196.6049 53.47931  1148.36  7852.04  3.02 2.85 -85.2 -0.441    18.91 20.16 01a58362o0090o   0x2000   34.263854      -24.12
