mag,err,mjd,filter,norm_t,abs_mag
18.628163576077235,0.0556534487482264,59695.345284,c,22.001395100225636,-15.99746421675465
18.23701897773906,0.0783512027525118,59699.370665500006,c,26.026776600228914,-16.388608815092827
19.44227598828976,0.1067812671506952,59723.3282735,c,49.984384600225894,-15.183351804542124
20.05827234131834,0.2180612066430107,59727.301808,c,53.95791910021944,-14.567355451513546
19.11186623177808,9999.0,59681.4139755,o,8.070086600222567,-15.508387392736784
18.31603990189006,0.1339547198519648,59683.419019090914,o,10.07513019113685,-16.304213722624805
14.836718872595814,9999.0,59685.385043,o,12.041154100224958,-19.783534751919053
19.253526876513007,0.1313854219646637,59687.3530676,o,14.009178700223856,-15.366726748001858
19.754586081996365,0.3015044825689819,59689.4197912,o,16.075902300224698,-14.8656675425185
18.566999179584204,0.0938595004830499,59693.376098,o,20.032209100223554,-16.053254444930662
18.0663762118318,0.0350406403607946,59697.433795125,o,24.089906225221057,-16.553877412683068
17.927084789088667,0.0564028774776172,59705.362706,o,32.018817100222805,-16.6931688354262
17.974813364317175,0.0479301194430986,59709.32370025,o,35.979811350225646,-16.64544026019769
18.04006347828,0.0850079645861875,59711.3275745,o,37.98368560022209,-16.580190146234866
18.19356139464566,0.0985900632099875,59713.35844525,o,40.01455635022285,-16.426692229869207
18.494831387992768,0.1073292647038886,59715.37234075,o,42.028451850223064,-16.1254222365221
18.434944920752883,0.0814342847281438,59717.312178750006,o,43.96828985022876,-16.185308703761983
14.228388904012936,9999.0,59719.316209,o,45.972320100219804,-20.39186472050193
18.791420016781117,0.0685024723235567,59721.33020599999,o,47.986317100214364,-15.828833607733747
18.79708084688506,0.072496045565856,59725.30937925001,o,51.96549035023054,-15.823172777629805
19.14309181442777,0.145564627811951,59729.325751125,o,55.98186222522054,-15.477161810087095
18.100429752820155,0.0454221074068373,59683.29442129983,ZTF_g,9.950532400056545,-16.52519804001173
18.257708838313643,0.0556704785923191,59684.28405090002,ZTF_g,10.940162000246346,-16.36791895451824
18.648257696775,0.1117995061537962,59685.38369210018,ZTF_g,12.039803200401366,-15.977370096056884
20.15861845786237,0.2163603470560923,59688.2810531999,ZTF_g,14.937164300121367,-14.467009334969514
19.60901939563824,0.070124801133685,59690.283321800176,ZTF_g,16.93943290039897,-15.016608397193647
19.073468177422807,0.0516810112251004,59693.23635420017,ZTF_g,19.89246530039236,-15.552159615409078
19.081616465311782,0.0654755406627134,59694.36461810023,ZTF_g,21.020729200456117,-15.544011327520103
18.75973833072484,0.0292390192745155,59696.20209489996,ZTF_g,22.85820600018633,-15.865889462107045
18.62136103975787,0.0268957217036294,59697.2633795999,ZTF_g,23.91949070012197,-16.004266753074017
18.62736899171626,0.0245591396442869,59699.33803240024,ZTF_g,25.994143500465725,-15.998258801115625
18.707118114981117,0.0226040126242332,59701.3386766999,ZTF_g,27.994787800125778,-15.918509677850768
19.24848291790916,0.0611716139675668,59711.19054974988,ZTF_g,37.846660850103945,-15.377144874922724
19.370707177617827,0.0919587574819181,59713.26519674994,ZTF_g,39.92130785016343,-15.254920615214058
19.594221167185683,0.0950321089460311,59715.24473959999,ZTF_g,41.900850700214505,-15.031406625646202
20.214869191417574,0.0896516412903363,59722.28724534996,ZTF_g,48.943356450181454,-14.410758601414312
20.27709800014753,0.0874424880084598,59724.22013310017,ZTF_g,50.87624420039356,-14.348529792684356
20.38809676090979,0.0911259241167457,59726.274947900325,ZTF_g,52.931059000547975,-14.237531031922096
18.15814364553116,0.034190042466577,59683.36092589982,ZTF_r,10.017037000041455,-16.462109978983708
18.186678632169787,0.0375992645717782,59684.3264930998,ZTF_r,10.982604200020432,-16.43357499234508
18.381524509182917,0.0388174635080178,59685.23851849977,ZTF_r,11.894629599992186,-16.23872911533195
19.30317870804871,0.1096217989533068,59687.36089120014,ZTF_r,14.017002300359309,-15.317074916466156
19.231769598695497,0.1515297132319993,59688.34388889978,ZTF_r,15.0,-15.388484025819368
18.996967735791166,0.0661171083312572,59689.26325230021,ZTF_r,15.919363400433213,-15.623285888723698
18.911519118759852,0.0392739640592512,59690.24104169989,ZTF_r,16.897152800112963,-15.708734505755013
18.438414253934795,0.0304779529329121,59693.265173600055,ZTF_r,19.921284700278193,-16.18183937058007
18.288202600129463,0.0261933492717158,59694.1849769,ZTF_r,20.841088000219315,-16.332051024385404
18.005429301704584,0.0321762289904956,59696.262048599776,ZTF_r,22.918159699998796,-16.614824322810282
18.000493527121662,0.0175694527849712,59697.30490740016,ZTF_r,23.961018500383943,-16.619760097393204
17.867004084293217,0.0194285473952298,59699.28171300003,ZTF_r,25.937824100255966,-16.75324954022165
17.935059976269788,0.0119689596207136,59707.221383100376,ZTF_r,33.87749420059845,-16.68519364824508
18.010117600004932,0.0128702153995088,59709.22463255003,ZTF_r,35.88074365025386,-16.610136024509934
18.244287331510463,0.0573424360318256,59711.30245369999,ZTF_r,37.9585648002103,-16.375966293004403
18.2581568380584,0.0294002863484892,59713.23555555008,ZTF_r,39.89166665030643,-16.362096786456465
18.366810102571307,0.0177727426362163,59715.20300924964,ZTF_r,41.85912034986541,-16.25344352194356
18.6207798187746,0.0257637859432639,59718.23166669998,ZTF_r,44.887777800206095,-15.999473805740264
18.73875247651023,0.0240882982279849,59719.20859374991,ZTF_r,45.86470485012978,-15.881501148004636
18.90594215742963,0.0309251846583188,59724.264131950215,ZTF_r,50.92024305043742,-15.714311467085233
