mag,err,mjd,filter,norm_t,abs_mag
19.16712675541706,0.0587075609252045,58967.41546825,c,-0.9444379999986268,-16.935988831331606
19.227519727559343,0.0713367267820238,58983.35990625,c,15.0,-16.87559585918932
19.22940762421028,0.0635196357214067,58987.4250595,c,19.06515324999782,-16.873707962538386
19.45915522594956,0.08176820083682,58995.41347975,c,27.05357350000122,-16.643960360799106
20.212887896436467,9999.0,58965.46221699999,o,-2.897689250006806,-15.886073872284049
18.62665801372597,0.0396567165228327,58969.4132595,o,1.053353249997599,-17.47230375499455
18.55699154182065,0.0554270026209262,58971.41225550001,o,3.052349250006955,-17.541970226899867
18.7838467648559,0.087592245924572,58973.32734975,o,4.9674434999978985,-17.315115003864616
18.78727634465436,0.1145986750621683,58975.4351455,o,7.075239249999868,-17.31168542406616
19.10502773240627,0.0946425795464488,58977.44996875,o,9.090062499999476,-16.993934036314247
18.89748934595519,0.0859525993349796,58979.433483,o,11.073576750000939,-17.201472422765328
18.964466024075136,0.0432889854611591,58981.404658750005,o,13.044752500005416,-17.13449574464538
19.07966876362917,0.0584910490178445,58985.39747375001,o,17.037567500010482,-17.01929300509135
18.99941781717872,0.0475923287671232,58989.351785,o,20.99187874999916,-17.099543951541797
19.044382610412352,0.0646886228543582,58993.39778525,o,25.03787900000316,-17.054579158308165
19.249166176854487,0.0907022948791865,58997.33917625,o,28.979270000003453,-16.84979559186603
19.24143549777827,0.0942136497811547,58999.34051875,o,30.98061250000319,-16.857526270942248
19.31412163993307,0.1142338621777569,59001.38249425001,o,33.02258800000709,-16.784840128787447
19.679864023601574,0.2726002668587691,59003.39666525001,o,35.036759000009624,-16.419097745118943
19.7874222282371,0.2083324997867111,59005.32412175,o,36.964215500003775,-16.311539540483416
19.65498912365712,0.2121129258998253,59007.33542275,o,38.97551650000241,-16.443972645063397
19.5633555477536,9999.0,59009.387137,o,41.027230749998125,-16.53560622096692
20.02974135763006,0.1214796012543875,59013.39542175,o,45.03551549999975,-16.06922041109046
18.4018586458346,0.0241375683238489,58968.29714119993,ZTF_g,-0.06276505006826483,-17.701256940914064
18.30976210828912,0.0309286341524958,58971.295578700025,ZTF_g,2.9356724500248674,-17.793353478459544
18.66056616458593,0.0731200099904888,58974.20563660003,ZTF_g,5.845730350032682,-17.442549422162735
18.885845329740587,0.1457744334303498,58977.33717590012,ZTF_g,8.977269650116796,-17.217270257008078
19.13078465052281,0.0325041613449681,58980.22270830022,ZTF_g,11.862802050221944,-16.972330936225855
19.17482081579276,0.0383030103191722,58985.20502310013,ZTF_g,16.845116850126942,-16.928294770955905
19.27784647362069,0.0415215386346304,58991.301631900016,ZTF_g,22.94172565001645,-16.825269113127973
19.48523154518312,0.0468795947789317,58994.25663190009,ZTF_g,25.896725650090957,-16.617884041565546
19.604489560775463,0.0602641001524004,58997.21373840002,ZTF_g,28.853832150023663,-16.498626025973202
20.19827067562324,0.1775121527337565,59000.26045140019,ZTF_g,31.9005451501871,-15.904844911125421
20.12232771290244,0.2272833639742888,59004.19078700012,ZTF_g,35.83088075012347,-15.980787873846223
21.018216197225733,0.2724683050770387,59009.24760420015,ZTF_g,40.88769795015105,-15.08489938952293
20.8455387352675,0.1448399670141802,59012.19929399993,ZTF_g,43.83938774993294,-15.257576851481163
18.76041659007785,0.0296449773871564,58968.37077549985,ZTF_r,0.010869249847019091,-17.33854517864267
18.535569453534716,0.0364704017831461,58971.2176967999,ZTF_r,2.8577905498968903,-17.5633923151858
18.596413273190517,0.0604435968810084,58974.25104170013,ZTF_r,5.891135450132424,-17.50254849553
18.83753215343254,0.0545075385146693,58977.264936350286,ZTF_r,8.90503010028624,-17.261429615287977
18.88645673570505,0.0366751089968528,58978.28985534981,ZTF_r,9.929949099809164,-17.212505033015468
18.976927670757824,0.0307397856267452,58980.2516319002,ZTF_r,11.891725650202716,-17.122034097962693
18.947646881394835,0.0334938235587126,58991.24733800022,ZTF_r,22.887431750219548,-17.151314887325682
18.97187149993185,0.0361799006330668,58994.28856479982,ZTF_r,25.928658549819374,-17.127090268788667
19.166468448107693,0.0385134749509178,58997.25490739988,ZTF_r,28.895001149881864,-16.932493320612824
19.437516969262944,0.1111441328505346,59004.25222219992,ZTF_r,35.89231594991725,-16.661444799457573
20.026809691853448,0.1275496150223619,59009.20240740013,ZTF_r,40.842501150131284,-16.07215207686707
19.90732077112232,0.0757925275677187,59012.22715280019,ZTF_r,43.8672465501877,-16.1916409975982
