mag,err,mjd,filter,norm_t,abs_mag
18.263842969393707,0.0293658431644037,58308.43131775,c,6.063100149949605,-17.416194721268862
18.81155694683176,0.0486326646692209,58312.42077275,c,10.05255514995224,-16.86848074383081
14.585636384353846,9999.0,58300.40863333334,o,-1.9595842667113175,-21.086750429478762
19.81707013778099,9999.0,58302.4250195,o,0.05680189994745888,-15.855316676051618
19.79031158099205,9999.0,58304.422901,o,2.0546833999469527,-15.88207523284056
18.48277590415922,0.0552621656157723,58310.40690450001,o,8.038686899955792,-17.18961090967339
18.888882743558543,0.0851476539484313,58318.3913165,o,16.02309889994649,-16.783504070274066
18.964460770931737,0.0830348972723373,58320.40031525,o,18.03209764994972,-16.707926042900873
18.78012036592289,0.0996836072859625,58322.386892,o,20.018674399951124,-16.89226644790972
18.7558556356403,0.0797299300214301,58324.39036125,o,22.022143649948703,-16.916531178192308
18.44955307031709,0.0484850353676214,58328.2799105,o,25.91169289995014,-17.22283374351552
18.450647806686337,0.0694028419492449,58330.3799115,o,28.011693899949023,-17.221739007146272
18.293507845543036,0.2389054471246234,58334.36887875,o,32.00066114994843,-17.378878968289573
18.532194130797592,0.0561454254390355,58338.35202566666,o,35.98380806660862,-17.140192683035018
18.809279688702272,0.0660610027372897,58342.33956175,o,39.97134414994798,-16.863107125130337
19.11878059666919,0.0796844036697247,58348.325922,o,45.95770439995249,-16.55360621716342
17.680648144726707,9999.0,58352.31951925,o,49.95130164994771,-17.991738669105903
19.637676028663247,0.1309954892324652,58360.292453,o,57.9242353999507,-16.034710785169363
19.415606946495643,0.1464530466086827,58362.287832,o,59.91961439995066,-16.256779867336967
18.271535034377816,0.0114042476704693,58307.26034723362,ZTF_g,4.892129633568402,-17.408502656284753
18.11855224683261,0.0098758311775959,58308.25646122452,ZTF_g,5.888243624467577,-17.56148544382996
18.48052724934696,0.0186047775264824,58311.28653935017,ZTF_g,8.918321750119503,-17.19951044131561
18.693119289937805,0.02052790272736,58312.30395255005,ZTF_g,9.935734949998732,-16.986918400724765
18.91728946426315,0.0201945632761999,58313.30527776666,ZTF_g,10.937060166608717,-16.76274822639942
19.06759712263551,0.0203123540249782,58314.30770832487,ZTF_g,11.939490724820644,-16.612440568027058
19.13684496702157,0.0498269812454346,58315.38157409988,ZTF_g,13.013356499832298,-16.543192723641
19.357573065996803,0.0594935390071033,58316.36285880022,ZTF_g,13.99464120016637,-16.322464624665766
19.24099508407032,0.0722586081897469,58317.36821760005,ZTF_g,15.0,-16.43904260659225
19.272905058135297,0.0503747737736585,58318.394189800136,ZTF_g,16.025972200084652,-16.407132632527272
19.399532972342527,0.0532172136588713,58319.18955633324,ZTF_g,16.821338733185257,-16.280504718320042
19.274700232357716,0.0399803360134771,58320.26226466708,ZTF_g,17.894047067027714,-16.405337458304853
19.12905757884301,0.0369687289196349,58321.29179975018,ZTF_g,18.923582150127913,-16.55098011181956
19.11341703958425,0.0305966275116775,58322.20061055012,ZTF_g,19.832392950069334,-16.56662065107832
19.02869595702858,0.0408648350732389,58323.3430863996,ZTF_g,20.974868799552496,-16.651341733633988
18.94060602635844,0.0430594724839503,58324.28123456659,ZTF_g,21.913016966536816,-16.739431664304128
19.051033995131075,0.0488691283954975,58325.194243799895,ZTF_g,22.82602619984391,-16.629003695531495
18.849233065234152,0.0483200196324017,58326.188883099705,ZTF_g,23.820665499653842,-16.830804625428417
18.847551723057087,0.0536721193272927,58327.19070024975,ZTF_g,24.822482649695303,-16.832485967605482
18.85712749070919,0.0334004494635596,58328.18225114979,ZTF_g,25.81403354973736,-16.82291019995338
18.85405219757764,0.0195669768480024,58330.1808063332,ZTF_g,27.812588733148004,-16.82598549308493
18.825740855072368,0.0222524130302017,58331.2593865497,ZTF_g,28.891168949645362,-16.8542968355902
18.84972697818176,0.0169740698842552,58332.20228396682,ZTF_g,29.834066366769548,-16.83031071248081
18.9551204012776,0.0309591935642357,58334.186400500126,ZTF_g,31.818182900075044,-16.72491728938497
19.26152765315211,0.0342946831751758,58337.17960650008,ZTF_g,34.81138890003058,-16.41851003751046
19.98938999945335,0.0789795647192617,58343.17887730012,ZTF_g,40.810659700066026,-15.690647691209216
20.033869097370115,0.0928059954778287,58346.155509300064,ZTF_g,43.78729170001316,-15.646168593292453
20.36737231136252,0.0735308223241347,58349.16884258017,ZTF_g,46.8006249801183,-15.312665379300048
20.42254654529328,0.0925948195579625,58350.27880790038,ZTF_g,47.910590300329204,-15.257491145369288
20.510902956622918,0.1193390636621744,58351.26401619986,ZTF_g,48.89579859980586,-15.16913473403965
20.40282492271898,0.1007972816316638,58352.1737360796,ZTF_g,49.80551847955212,-15.277212767943587
20.522636627695544,0.1861873507919366,58360.14467590023,ZTF_g,57.77645830017718,-15.157401062967024
20.737571979518645,0.0904018047432596,58361.184780099895,ZTF_g,58.81656249984371,-14.942465711143923
20.904638398033686,0.0872260178311184,58362.21222222503,ZTF_g,59.84400462498161,-14.775399292628881
21.06998798266595,0.1446707197880241,58363.17903546663,ZTF_g,60.81081786657887,-14.610049707996618
20.924108715821973,0.095868011618805,58364.21689043334,ZTF_g,61.8486728332864,-14.755928974840595
18.551364626057545,0.0167412754488968,58307.25082560023,ZTF_r,4.88260800018179,-17.121022187775065
18.25357631010902,0.0164530035707954,58308.28886285005,ZTF_r,5.920645250000234,-17.41881050372359
18.43083369343497,0.018299033176928,58311.19249999989,ZTF_r,8.824282399837102,-17.24155312039764
18.492679591099343,0.0161518888616653,58312.225011566654,ZTF_r,9.856793966602709,-17.179707222733267
