JD,filter,mag,ztf_mag_lower,ztf_mag_upper,atlas_mag_err,data_origin,norm_t,norm_m,max_ztf_err,mag_err_all
2459293.653669,ZTF_g,22.274345892292864,2.279622314764115,0.6839474197904103,,ztf,-2.069155099801719,3.0312881338257753,2.279622314764115,2.279622314764115
2459301.7135648,ZTF_g,17.502755941476835,0.02823273078189459,0.027517154495150464,,ztf,5.990740700159222,-1.7403018169902538,0.02823273078189459,0.02823273078189459
2459301.7846644,ZTF_r,17.375672497347004,0.03004415304857133,0.029235117770692653,,ztf,6.061840299982578,-1.8673852611200843,0.03004415304857133,0.03004415304857133
2459303.6958333,ZTF_g,17.81947944178816,0.025703574333114432,0.025109117312553053,,ztf,7.97300919983536,-1.4235783166789275,0.025703574333114432,0.025703574333114432
2459303.7422801,ZTF_r,17.553859679761203,0.019243094996813426,0.01890797010911882,,ztf,8.019456000067294,-1.6891980787058856,0.019243094996813426,0.019243094996813426
2459306.6824074,ZTF_g,18.54699409698197,0.027724925804399447,0.0270345458664778,,ztf,10.959583300165832,-0.6960636614851197,0.027724925804399447,0.027724925804399447
2459306.6938426,ZTF_r,18.16325264626208,0.02304560550134127,0.02256659416847384,,ztf,10.971018500160426,-1.0798051122050083,0.02304560550134127,0.02304560550134127
2459308.6984838,ZTF_r,18.386621502528577,0.027480356016770457,0.026801954039417097,,ztf,12.975659700110555,-0.8564362559385117,0.027480356016770457,0.027480356016770457
2459308.7476042,ZTF_g,18.859658787476256,0.043339400063221234,0.041675619335684644,,ztf,13.024780100211501,-0.3833989709908323,0.043339400063221234,0.043339400063221234
2459310.697662,ZTF_r,18.439975114946265,0.028609127300779136,0.027874590977724267,,ztf,14.974837900139391,-0.803082643520824,0.028609127300779136,0.028609127300779136
2459310.7228241,ZTF_g,19.24305775846709,0.07502547339208121,0.07017453666552953,,ztf,15.0,0.0,0.07502547339208121,0.07502547339208121
2459312.6720486,ZTF_r,18.33986639899405,0.02888228955402994,0.028133842142665344,,ztf,16.949224499985576,-0.9031913594730376,0.02888228955402994,0.02888228955402994
2459312.7071991,ZTF_g,18.92809632163293,0.04702980029847481,0.045076952286343897,,ztf,16.984375,-0.3149614368341602,0.04702980029847481,0.04702980029847481
2459314.6843287,ZTF_r,18.213857843966927,0.022986345162202326,0.02250976877261124,,ztf,18.961504600010812,-1.0291999145001611,0.022986345162202326,0.022986345162202326
2459314.7174653,ZTF_g,18.823041525940702,0.03982286117328471,0.03841376079369496,,ztf,18.994641200173646,-0.4200162325263861,0.03982286117328471,0.03982286117328471
2459316.6778356,ZTF_r,18.003328940955292,0.020364782477848564,0.01998982929957549,,ztf,20.955011500045657,-1.2397288175117964,0.020364782477848564,0.020364782477848564
2459316.7190972,ZTF_g,18.631030196942337,0.027453788644823618,0.026776681665417357,,ztf,20.996273099910468,-0.6120275615247515,0.027453788644823618,0.027453788644823618
2459319.6745255,ZTF_g,18.537851814315196,0.03092789697356224,0.030071241907716484,,ztf,23.951701399870217,-0.7052059441518921,0.03092789697356224,0.03092789697356224
2459299.845802,o,17.457,,,0.142,atlas,4.12297789985314,-1.7860577584670878,,0.142
2459299.850921,o,17.587,,,0.182,atlas,4.128096899949014,-1.6560577584670888,,0.182
2459299.855058,o,17.29,,,0.141,atlas,4.132233900018036,-1.9530577584670894,,0.141
2459299.865394,o,17.164,,,0.193,atlas,4.142569900024682,-2.079057758467087,,0.193
2459303.850354,o,17.963,,,0.087,atlas,8.127529900055379,-1.2800577584670876,,0.087
2459303.855959,o,17.662,,,0.058,atlas,8.133134900126606,-1.5810577584670895,,0.058
2459303.86017,o,17.691,,,0.052,atlas,8.13734590029344,-1.5520577584670896,,0.052
2459303.871003,o,17.721,,,0.075,atlas,8.148178900126368,-1.5220577584670885,,0.075
2459305.858087,o,18.111,,,0.059,atlas,10.135262900032103,-1.132057758467088,,0.059
2459305.861795,o,17.834,,,0.051,atlas,10.138970899861306,-1.409057758467089,,0.051
2459305.86845,o,17.824,,,0.051,atlas,10.14562590001151,-1.419057758467087,,0.051
2459305.901995,o,18.209,,,0.091,atlas,10.179170900024474,-1.034057758467089,,0.091
2459307.874361,o,18.407,,,0.069,atlas,12.151536900084466,-0.8360577584670885,,0.069
2459307.878053,o,18.281,,,0.091,atlas,12.155228900257498,-0.9620577584670897,,0.091
2459307.913612,o,18.332,,,0.087,atlas,12.19078790023923,-0.9110577584670878,,0.087
2459307.921425,o,18.018,,,0.062,atlas,12.19860089989379,-1.2250577584670879,,0.062
2459309.786728,c,18.833,,,0.086,atlas,14.063903899863362,-0.41005775846709014,,0.086
2459309.790008,c,18.944,,,0.092,atlas,14.067183900158852,-0.2990577584670895,,0.092
2459309.795171,c,18.811,,,0.08,atlas,14.072346900124103,-0.4320577584670886,,0.08
2459309.818158,c,19.028,,,0.099,atlas,14.095333899836987,-0.21505775846708985,,0.099
2459313.801203,c,19.398,,,0.136,atlas,18.07837889995426,0.15494224153291114,,0.136
2459313.804429,c,18.873,,,0.101,atlas,18.081604899838567,-0.37005775846708744,,0.101
2459313.809989,c,18.842,,,0.098,atlas,18.087164900265634,-0.4010577584670898,,0.098
2459313.819871,c,18.653,,,0.069,atlas,18.09704690007493,-0.5900577584670899,,0.069
2459319.750981,o,17.765,,,0.049,atlas,24.02815689984709,-1.478057758467088,,0.049
2459319.754185,o,17.947,,,0.05,atlas,24.03136090002954,-1.2960577584670894,,0.05
2459319.763941,o,18.164,,,0.059,atlas,24.041116900276393,-1.079057758467087,,0.059
