JD,filter,mag,ztf_mag_lower,ztf_mag_upper,atlas_mag_err,data_origin,norm_t,norm_m,max_ztf_err,mag_err_all
2459680.7394329,ZTF_r,21.769007168206382,1.937823627114053,0.6574142006821049,,ztf,5.956030100118369,2.3237264789725316,1.937823627114053,1.937823627114053
2459683.7944213,ZTF_g,18.09647398363232,0.046228777044753144,0.04434055885202781,,ztf,9.011018499732018,-1.3488067056015325,0.046228777044753144,0.046228777044753144
2459683.8609259,ZTF_r,18.15183921133766,0.03453674369721327,0.0334719307513609,,ztf,9.077523099724203,-1.2934414778961916,0.03453674369721327,0.03453674369721327
2459684.7840509,ZTF_g,18.254182388512916,0.056960144569938365,0.054120256337697015,,ztf,10.000648099929094,-1.1910983007209346,0.056960144569938365,0.056960144569938365
2459684.8264931,ZTF_r,18.18767706301108,0.03830286475963263,0.03699752630815922,,ztf,10.04309029970318,-1.257603626222771,0.03830286475963263,0.03830286475963263
2459685.7385185,ZTF_r,18.37413693922535,0.03925674621973485,0.037886738962267685,,ztf,10.955115699674934,-1.071143750008499,0.03925674621973485,0.03925674621973485
2459685.8836921,ZTF_g,18.641515454277783,0.1172168217658971,0.1057860707486249,,ztf,11.100289300084114,-0.8037652349560673,0.1172168217658971,0.1172168217658971
2459687.8608912,ZTF_r,19.30612983871962,0.11589499873523579,0.10470848448079195,,ztf,13.077488400042057,-0.13915085051423048,0.11589499873523579,0.11589499873523579
2459688.7810532,ZTF_g,20.132823864425774,0.23497526080353026,0.193059191249084,,ztf,13.997650399804115,0.687543175191923,0.23497526080353026,0.23497526080353026
2459688.8438889,ZTF_r,19.210780518088477,0.15984280030468412,0.13930231964775786,,ztf,14.060486099682748,-0.23450017114537403,0.15984280030468412,0.15984280030468412
2459689.7632523,ZTF_r,18.99919740181114,0.06836299162821291,0.06431233005551107,,ztf,14.97984950011596,-0.4460832874227094,0.06836299162821291,0.06836299162821291
2459689.7834028,ZTF_g,19.44528068923385,0.12401747739648528,0.11129273258995198,,ztf,15.0,0.0,0.12401747739648528,0.12401747739648528
